lsoa_code,bb_q_dl_core,bb_q_ul_core,bb_q_sfu_core
E01004581,140.85,88.36666666666667,99.88333333333333
E01004582,159.68571428571428,83.82857142857142,97.2
E01004583,146.11666666666667,65.93333333333334,91.75
E01004584,167.94,99.67999999999999,100.0
E01004585,136.04999999999998,92.01666666666667,97.05
E01004586,130.81666666666666,91.63333333333333,99.88333333333333
E01004587,154.78333333333333,98.13333333333333,99.60000000000001
E01004588,139.61666666666667,95.98333333333333,96.86666666666667
E01004589,145.5,96.66,100.0
E01004590,136.54999999999998,95.91666666666667,100.0
E01004591,123.96666666666665,89.98333333333333,97.76666666666667
E01004592,120.13333333333333,99.76666666666667,100.0
E01004593,121.33333333333333,92.61666666666667,99.51666666666667
E01004594,143.66,89.86,100.0
E01004595,114.11666666666667,86.43333333333334,97.85000000000001
E01004596,149.48,98.44,99.92
E01004597,159.06666666666666,99.38333333333333,99.88333333333333
E01004598,142.1,97.48333333333333,100.0
E01004599,167.26,99.84,100.0
E01004601,102.03571428571429,67.92857142857143,92.14285714285714
E01004602,74.92,24.84,90.12
E01004604,93.5,26.26,99.53999999999999
E01004605,85.2,31.95,98.75
E01004606,91.21666666666665,49.800000000000004,99.13333333333333
E01004607,74.45,18.433333333333334,95.5
E01004608,126.08333333333333,81.66666666666667,99.64999999999999
E01004609,66.98571428571428,34.1,76.08571428571429
E01004610,150.675,89.925,99.75
E01004611,191.275,97.675,97.675
E01004612,145.35000000000002,97.675,99.475
E01004613,167.26,98.26,99.78
E01004614,135.54999999999998,99.45,99.91666666666667
E01004615,134.35,97.58333333333333,100.0
E01004616,129.3,99.03999999999999,100.0
E01004617,121.42,91.58,93.62
E01004618,163.275,96.7,100.0
E01004619,146.05,78.95,100.0
E01004620,135.79999999999998,98.68333333333334,100.0
E01004621,127.82000000000001,81.26,99.67999999999999
E01004622,111.65,85.9,100.0
E01004623,122.54,99.2,99.84
E01004624,121.44000000000001,83.66,100.0
E01004625,161.4,98.225,100.0
E01004626,148.72,94.56,98.46000000000001
E01004627,150.85999999999999,99.66,100.0
E01004628,106.83333333333333,57.35,99.53333333333335
E01004629,119.675,66.65,99.325
E01004630,154.07999999999998,91.47999999999999,99.88
E01004631,120.82000000000001,60.54,100.0
E01004632,128.94,56.96,100.0
E01004633,143.8,93.74,99.84
E01004634,100.28,64.6,100.0
E01004635,139.34,60.88000000000001,99.24
E01004636,166.14000000000001,87.8,100.0
E01004637,107.08,52.580000000000005,99.62
E01004638,136.525,95.5,100.0
E01004639,112.48333333333333,76.13333333333334,100.0
E01004640,108.26666666666667,61.15,100.0
E01004641,143.48333333333332,84.85000000000001,100.0
E01004642,146.71666666666667,97.21666666666665,100.0
E01004643,158.9,89.14999999999999,100.0
E01004644,161.52857142857144,97.3,99.91428571428571
E01004645,190.1833333333333,99.43333333333334,100.0
E01004646,91.62,53.879999999999995,99.42
E01004647,104.60000000000001,48.76666666666667,99.2
E01004648,83.86666666666666,73.16666666666667,99.56666666666666
E01004649,69.63333333333334,23.383333333333336,99.89999999999999
E01004650,123.76666666666665,88.56666666666666,97.5
E01004651,106.325,77.5375,99.85
E01004652,121.16666666666667,89.13333333333333,99.68333333333334
E01004653,104.94285714285715,93.74285714285715,99.71428571428571
E01004654,98.5625,86.7125,99.6
E01004656,87.14444444444445,94.78888888888889,99.95555555555556
E01004657,90.93333333333334,68.93333333333334,92.23333333333333
E01004658,112.55,48.13333333333333,94.46666666666665
E01004659,88.60000000000001,64.92857142857143,99.67142857142858
E01004660,167.1,48.98333333333333,95.38333333333333
E01004661,90.33333333333333,72.31666666666666,94.31666666666666
E01004662,70.58571428571429,36.24285714285715,98.98571428571428
E01004663,72.16666666666667,81.2,94.56666666666666
E01004665,169.6,96.7,100.0
E01004668,129.28,78.92,99.62
E01004669,166.5,93.83333333333333,100.0
E01004670,163.84285714285716,98.67142857142858,99.87142857142858
E01004674,81.02000000000001,53.6,100.0
E01004675,62.45714285714286,59.08571428571429,94.57142857142857
E01004676,61.15,45.050000000000004,99.58333333333333
E01004677,74.35999999999999,18.96,100.0
E01004678,63.64,46.32,99.32000000000001
E01004679,88.22857142857143,48.300000000000004,99.38571428571429
E01004680,124.25,65.55,90.28333333333335
E01004681,103.9625,30.025,80.3375
E01004682,94.76,41.620000000000005,96.42
E01004683,95.26666666666665,46.46666666666667,99.81666666666666
E01004684,147.64000000000001,82.5,87.96000000000001
E01004686,104.84,74.38,96.82000000000001
E01004687,157.65714285714284,31.814285714285717,92.87142857142858
E01004690,109.05,45.63333333333333,74.88333333333334
E01004691,127.60000000000001,38.785714285714285,70.05714285714285
E01004692,194.61666666666667,62.583333333333336,83.78333333333333
E01004693,70.55,80.16666666666667,87.21666666666665
E01004694,118.08333333333333,79.58333333333333,99.75
E01004695,147.26,88.22,98.06
E01004696,112.58571428571429,83.12857142857142,100.0
E01004697,64.1,71.81428571428572,99.87142857142858
E01004698,78.96000000000001,92.0,99.66
E01004699,121.6,87.825,96.3625
E01004700,63.91428571428571,97.88571428571429,100.0
E01004701,81.78333333333333,45.0,99.08333333333333
E01004702,171.64285714285714,86.04285714285713,99.15714285714286
E01004703,90.47142857142856,31.514285714285716,91.85714285714286
E01004705,63.728571428571435,48.48571428571428,100.0
E01004706,140.36666666666667,97.89999999999999,100.0
E01004707,167.14285714285714,95.81428571428572,99.89999999999999
E01004708,75.26666666666667,63.88333333333333,99.89999999999999
E01004709,86.14285714285714,70.27142857142857,89.11428571428571
E01004710,164.42000000000002,90.94,97.88
E01004711,105.05,94.41666666666667,100.0
E01004712,139.96666666666667,58.35,91.81666666666666
E01004713,80.02857142857144,93.07142857142857,99.78571428571429
E01004714,69.47142857142858,63.1,70.88571428571429
E01004715,77.14,97.6,98.82000000000001
E01004716,95.01666666666667,76.75,90.75
E01004717,95.11428571428571,94.81428571428572,96.68571428571428
E01004718,86.96,85.78,98.64
E01004719,99.2,73.86,100.0
E01004720,109.13,83.72,98.36
E01004721,118.75,83.64999999999999,99.71666666666665
E01004722,74.68571428571428,35.82857142857143,100.0
E01004723,80.61666666666666,47.6,98.60000000000001
E01004724,137.78333333333333,74.56666666666666,99.71666666666665
E01004725,169.22857142857143,78.84285714285714,95.54285714285713
E01004726,106.05714285714285,76.71428571428571,95.02857142857144
E01004727,131.65,32.2125,94.5375
E01004728,110.75,63.583333333333336,100.0
E01004729,90.0,53.48333333333333,78.98333333333333
E01004730,91.85714285714286,73.51428571428572,98.5
E01004731,167.0875,52.925000000000004,56.3
E01004732,108.26666666666667,76.89999999999999,76.89999999999999
E01004733,162.17142857142858,63.91428571428571,73.35714285714286
E01004734,61.65714285714286,66.7,68.72857142857143
E01004735,83.1375,79.60000000000001,82.66666666666667
E01004736,63.839999999999996,65.88,67.92
E01004737,111.42857142857143,64.64285714285714,98.61428571428571
E01004740,136.85714285714286,97.68571428571428,100.0
E01004741,109.88571428571429,84.31428571428572,100.0
E01004742,81.775,92.65,100.0
E01004743,163.91666666666666,90.85000000000001,93.88333333333333
E01004744,99.75,47.31666666666666,66.05
E01004746,157.08333333333334,97.33333333333333,100.0
E01004747,96.68333333333334,81.01666666666667,97.28333333333335
E01004748,172.44,80.14000000000001,84.66
E01004749,93.72999999999999,66.9,88.83
E01004750,161.5375,63.6625,83.6375
E01004751,73.52857142857144,77.8,95.35714285714286
E01004752,67.825,91.225,100.0
E01004753,76.0,88.8125,99.7125
E01004754,182.52,95.72,98.72
E01004755,123.02857142857142,66.35714285714286,97.10000000000001
E01004756,63.699999999999996,29.100000000000005,91.71666666666665
E01004757,109.6,78.7,99.56
E01004760,98.67999999999999,87.52000000000001,99.78
E01004761,72.4625,53.737500000000004,60.925000000000004
E01004762,127.64999999999999,80.575,91.5
E01004763,105.67142857142856,80.05714285714285,86.24285714285715
E01004765,61.93571428571429,92.22857142857143,93.22857142857143
E01004766,113.81666666666668,80.64999999999999,99.11666666666667
E01004767,118.08,84.16,99.52000000000001
E01004768,95.44000000000001,90.67999999999999,93.0
E01004769,121.25999999999999,86.84,96.28
E01004770,132.74,98.58,99.5
E01004771,133.94,98.4,99.67999999999999
E01004772,134.5,98.75,100.0
E01004773,152.29999999999998,96.38333333333333,99.75
E01004774,133.2,97.4,99.74
E01004775,130.53333333999998,67.1,96.16
E01004776,99.12,63.82000000000001,93.26
E01004777,118.93999999999998,87.88,100.0
E01004778,124.875,92.75,99.25
E01004779,133.0,76.45,100.0
E01004780,106.82857142857142,62.54285714285714,92.27142857142857
E01004781,114.50833333333333,67.8,93.13333333333333
E01004782,129.675,96.25,99.775
E01004783,149.56,89.36,98.76
E01004784,148.10000000000002,97.925,100.0
E01004785,135.24,95.66,99.2
E01004786,125.43999999999998,92.2,100.0
E01004787,128.5,96.36666666666667,100.0
E01004788,143.94,96.86,99.84
E01004789,122.6,70.3,90.74
E01004790,136.6,91.52,100.0
E01004791,131.4,86.26,100.0
E01004792,139.11999999999998,96.44,100.0
E01004793,119.05999999999999,92.82000000000001,100.0
E01004794,143.51999999999998,94.5,100.0
E01004795,131.42000000000002,93.97999999999999,100.0
E01004796,126.17999999999999,94.1,100.0
E01004797,167.475,99.65,100.0
E01004798,145.61666666666667,96.78333333333335,100.0
E01004799,132.57999999999998,99.52000000000001,100.0
E01004800,136.975,99.8,100.0
E01004801,141.06,95.86,100.0
E01004802,148.04999999999998,99.66666666666667,100.0
E01004803,126.3,76.12,99.2
E01004804,143.28,90.6,100.0
E01004805,117.7,86.58,98.47999999999999
E01004806,123.1,82.74,100.0
E01004807,114.05,95.4,100.0
E01004808,161.02,82.7,98.84
E01004809,119.01666666666667,95.0,100.0
E01004810,118.2,93.75999999999999,100.0
E01004811,97.26,85.72,99.58
E01004812,111.8375,83.275,97.875
E01004813,113.225,84.75,100.0
E01004814,89.3,88.7,95.85
E01004815,98.76,97.22,100.0
E01004816,83.2166666675,99.8,100.0
E01004817,111.255,79.92,93.3
E01004818,126.55999999999999,93.76,100.0
E01004819,116.975,84.125,94.6
E01004820,98.9,80.44,98.67999999999999
E01004822,103.0,74.72,99.88
E01004823,109.62,90.3,99.47999999999999
E01004824,127.9,92.57499999999999,99.85
E01004825,130.72,99.2,100.0
E01004826,104.75999999999999,92.56,100.0
E01004827,112.16,97.3,100.0
E01004828,108.54,98.12,99.86
E01004829,107.55,95.775,100.0
E01004830,113.10000000000001,92.51666666666667,100.0
E01004831,112.5,91.8,99.44
E01004832,119.44000000000001,99.86,100.0
E01004833,87.53999999999999,51.98,89.1
E01004834,117.85000000000001,95.75,100.0
E01004835,131.82,93.6,99.0
E01004836,110.0,98.6,100.0
E01004837,122.28,78.38,96.26
E01004838,115.9,89.67999999999999,99.66
E01004839,107.8,90.8,100.0
E01004840,87.97999999999999,49.160000000000004,83.1
E01004841,126.47999999999999,96.42,100.0
E01004842,128.83333333333334,92.38333333333333,100.0
E01004843,124.63999999999999,92.62,97.42
E01004844,137.94,69.6,100.0
E01004845,128.45999999999998,70.82000000000001,100.0
E01004846,94.55,99.775,100.0
E01004847,93.7625,99.725,100.0
E01004848,93.18333333333334,80.31666666666666,96.63333333333333
E01004849,106.125,90.45,98.125
E01004850,106.87,97.2,100.0
E01004851,102.12,92.94,99.47999999999999
E01004852,103.35,92.825,99.875
E01004853,106.625,97.375,99.8
E01004854,108.425,99.475,100.0
E01004855,139.1,94.5,95.94
E01004856,121.22,97.42,100.0
E01004857,101.11999999999999,94.44,99.82000000000001
E01004858,105.34,98.58,99.88
E01004859,108.82000000000001,92.58,95.96000000000001
E01004860,120.46,96.62,100.0
E01004861,154.075,98.725,100.0
E01004862,113.85999999999999,99.7,100.0
E01004863,127.94000000000001,99.28,99.84
E01004864,139.65,95.14999999999999,100.0
E01004865,112.84,76.74,96.16
E01004866,105.85000000000001,87.88333333333333,100.0
E01004867,124.3,99.14,100.0
E01004868,125.5,98.94,100.0
E01004869,111.01666666666667,97.26666666666667,99.75
E01004870,119.78,93.74,99.28
E01004871,118.425,95.0,100.0
E01004872,134.3,98.17999999999999,99.84
E01004873,139.28,100.0,100.0
E01004874,157.92000000000002,99.84,100.0
E01004875,143.35999999999999,99.38,100.0
E01004876,106.01666666666667,99.68333333333334,100.0
E01004877,115.54,99.72,100.0
E01004878,126.775,99.55,100.0
E01004879,89.1,99.825,99.825
E01004880,133.6,99.5,99.675
E01004881,117.64999999999999,82.3,94.71666666666665
E01004882,113.16,69.38,100.0
E01004883,147.6,93.84,99.86
E01004884,102.32000000000001,71.02000000000001,94.2
E01004885,109.82000000000001,60.06,97.34
E01004886,137.04000000000002,94.94000000000001,100.0
E01004887,123.55999999999999,93.5,100.0
E01004888,119.85999999999999,85.08,99.58
E01004889,136.88,94.25999999999999,100.0
E01004890,126.6,86.7,99.44
E01004891,132.51666666666665,91.86666666666667,98.88333333333333
E01004892,111.38,89.86,99.5
E01004893,145.25,93.8,98.925
E01004894,135.20000000000002,94.33333333333333,99.76666666666667
E01004895,137.76,94.92,99.56
E01004896,119.8,94.775,98.0
E01004897,163.9,97.375,100.0
E01004899,129.7,75.34,99.2
E01004900,121.46,83.47999999999999,100.0
E01004901,123.85999999999999,87.66,99.2
E01004902,109.7,94.67999999999999,99.84
E01004903,140.39999999999998,74.3,99.65
E01004904,104.78,48.08,96.64
E01004905,137.22,82.96000000000001,100.0
E01004906,110.88333333333333,93.66666666666667,95.93333333333334
E01004907,156.82,99.47999999999999,100.0
E01004908,164.35,96.375,97.7
E01004909,145.26,94.12,100.0
E01004910,124.78888888888888,83.56666666666666,99.75555555555555
E01004911,140.21666666666667,89.51666666666667,99.91666666666667
E01004912,157.4,98.97999999999999,99.5
E01004913,150.0,92.45,100.0
E01004914,179.425,98.5,99.6
E01004915,188.05,98.9,99.825
E01004916,141.54000000000002,93.56,99.56
E01004917,139.97142857142856,88.87142857142858,98.64285714285714
E01004918,150.25,95.125,100.0
E01004919,127.75999999999999,93.62,99.88
E01004920,125.42,94.8,100.0
E01004921,128.36666666666667,97.36666666666667,99.88333333333333
E01004922,116.825,86.75,99.78333333333335
E01004923,126.02000000000001,96.14,100.0
E01004924,138.85999999999999,80.76,95.24
E01004925,134.52,91.26,99.76
E01004926,146.375,99.825,100.0
E01004927,110.77142857142857,87.01428571428572,99.71428571428571
E01004928,123.1,95.42,99.9
E01004929,132.43809524285714,94.18571428571428,99.34285714285714
E01004930,141.5,96.32000000000001,98.12
E01004931,138.96666666666667,93.71666666666665,96.38333333333333
E01004932,120.96,92.97999999999999,100.0
E01004933,128.38,88.38,95.76
E01004934,106.66000000000001,77.3,93.5
E01004935,137.84,95.44,98.86
E01004936,117.39166666666667,81.23333333333333,99.25
E01004937,61.400000000000006,14.65,87.225
E01004938,155.9,98.0,99.78
E01004939,128.7,89.66,99.36
E01004940,166.94,98.3,98.3
E01004941,155.58,99.66,99.66
E01004942,144.98,97.14,99.88
E01004943,169.5,93.44,100.0
E01004944,157.4,99.84,100.0
E01004945,154.57999999999998,97.97999999999999,98.47999999999999
E01004946,161.79999999999998,100.0,100.0
E01004947,75.9,97.06,100.0
E01004948,79.08333333333333,88.0,98.95
E01004949,89.46000000000001,91.58,100.0
E01004950,66.96000000000001,65.76,99.02000000000001
E01004951,71.7,79.8,100.0
E01004952,68.67999999999999,100.0,100.0
E01004953,73.46000000000001,92.03999999999999,99.5
E01004954,90.60000000000001,80.51666666666667,97.89999999999999
E01004955,97.4,97.46000000000001,99.84
E01004956,111.55,92.78333333333335,98.33333333333333
E01004957,112.26666666666667,91.98333333333333,99.66666666666667
E01004958,126.6,97.14,99.38
E01004959,131.74,94.02000000000001,100.0
E01004960,112.2,97.44,100.0
E01004961,85.2,68.82000000000001,99.84
E01004962,92.9,93.52000000000001,99.84
E01004963,73.14,73.92,99.58
E01004964,83.67999999999999,88.46000000000001,99.9
E01004965,71.925,56.325,99.825
E01004966,87.44,89.72,100.0
E01004967,46.949999999999996,8.45,98.55
E01004968,90.94,96.84,100.0
E01004969,63.64000000000001,44.160000000000004,86.82000000000001
E01004970,96.17999999999999,86.34,94.28
E01004971,100.47999999999999,95.32000000000001,95.72
E01004972,93.92,99.03999999999999,100.0
E01004973,95.68,99.66,99.66
E01004974,118.44000000000001,97.88,100.0
E01004975,81.39999999999999,84.35000000000001,92.86666666666667
E01004976,117.2,99.84,100.0
E01004977,123.37333334,98.08,99.84
E01004978,129.6,98.86,100.0
E01004979,121.42,87.3,99.52000000000001
E01004980,115.0,94.075,99.775
E01004981,126.3,97.5,98.53999999999999
E01004982,115.38,95.8,99.2
E01004983,164.875,96.7,100.0
E01004984,162.8,95.7,99.82000000000001
E01004985,157.4,90.17999999999999,98.84
E01004986,129.86666666666667,87.31666666666666,98.25
E01004987,143.82,99.88,100.0
E01004988,138.98,97.22,99.16
E01004989,149.55,89.525,99.85
E01004990,178.62,99.66,100.0
E01004991,149.825,92.3,99.6
E01004992,161.2,93.56,99.78
E01004993,155.616666675,98.225,98.475
E01004994,161.3,95.3,99.47999999999999
E01004995,176.14,99.56,99.84
E01004996,126.85999999999999,85.1,98.7
E01004997,185.5,99.24,100.0
E01004998,129.98,84.62,99.86
E01004999,167.07999999999998,91.03999999999999,97.82000000000001
E01005000,144.5,93.34,100.0
E01005001,151.925,88.7,100.0
E01005002,149.94,100.0,100.0
E01005003,143.22,98.28,99.64
E01005004,138.53333333333333,98.08333333333333,98.18333333333334
E01005005,57.6,5.82,98.76
E01005006,97.99,80.74000000000001,100.0
E01005007,130.98333333333332,94.66666666666667,99.81666666666666
E01005008,120.94166666666666,91.60000000000001,98.85000000000001
E01005009,133.35999999999999,84.72,99.74
E01005010,166.20000000000002,98.48333333333333,98.96666666666665
E01005011,172.12,99.67999999999999,100.0
E01005012,171.54000000000002,91.84,99.78
E01005013,151.375,97.4625,99.625
E01005014,64.42,21.32,98.2
E01005015,50.760000000000005,8.0,90.4
E01005016,60.916666666666664,13.533333333333331,100.0
E01005017,59.9,20.6,99.67999999999999
E01005018,53.0,3.7,99.76
E01005019,54.239999999999995,19.36,93.42
E01005020,66.8,23.025000000000002,99.85
E01005021,59.56666666666667,18.400000000000002,91.16666666666667
E01005022,54.14,14.7,88.28
E01005023,53.6,4.88,86.4
E01005024,100.175,85.15,98.275
E01005025,125.85999999999999,96.88,99.78
E01005026,138.28,97.12,99.16
E01005027,113.16,89.64,99.52000000000001
E01005028,131.46666666666667,95.5,100.0
E01005029,121.08,99.72,100.0
E01005030,128.9,96.39999999999999,99.85000000000001
E01005031,161.64000000000001,96.22,100.0
E01005032,102.3,92.7,98.45
E01005033,158.38,95.16,98.58
E01005034,106.02000000000001,87.2,96.02000000000001
E01005035,106.08000000000001,97.58,99.62
E01005036,79.00714285714285,65.92857142857143,99.11428571428571
E01005037,137.8,84.94,100.0
E01005038,177.7,99.85,100.0
E01005039,98.53999999999999,87.64,99.9
E01005040,142.11666666666667,92.81666666666666,100.0
E01005041,126.775,98.875,100.0
E01005042,105.16,98.78,100.0
E01005043,86.9,91.65,99.675
E01005044,80.0,97.2,99.4
E01005045,98.7,91.74,100.0
E01005046,65.88,20.42,99.74
E01005047,55.075,16.575,76.125
E01005048,53.839999999999996,2.9799999999999995,99.88
E01005049,60.70000000000001,16.066666666666666,99.61666666666667
E01005050,65.28,18.2,98.88
E01005051,65.47999999999999,14.14,100.0
E01005052,56.760000000000005,18.240000000000002,100.0
E01005053,79.8,42.96,99.72
E01005054,105.8,84.64,98.7
E01005055,175.16,99.32000000000001,100.0
E01005056,163.66,86.47999999999999,100.0
E01005057,125.4,98.14,100.0
E01005058,173.5,100.0,100.0
E01005059,125.36666666666667,94.98333333333333,100.0
E01005060,131.98,94.74,100.0
E01005061,94.36666666666667,74.08333333333333,92.95
E01005063,105.03999999999999,89.03999999999999,93.34
E01005065,75.64999999999999,37.46666666666667,69.05
E01005066,44.1,9.925,83.425
E01005067,65.0625,16.75,97.6
E01005068,162.82,96.42,100.0
E01005069,163.92,78.2,98.32000000000001
E01005070,192.52,90.78,91.16
E01005071,174.07999999999998,99.58,99.84
E01005072,167.77,91.16,96.4
E01005073,237.4,100.0,100.0
E01005074,181.74,98.14,100.0
E01005075,163.5,91.38,97.02000000000001
E01005076,89.02000000000001,60.42,99.78
E01005077,127.38,98.97999999999999,99.84
E01005078,95.92,57.4,91.8
E01005079,125.47999999999999,85.08,97.56
E01005081,118.58333333333333,97.96666666666665,100.0
E01005082,131.48000000000002,95.72,100.0
E01005083,131.41666666666666,91.08333333333333,99.83333333333333
E01005084,132.85714285714286,93.42857142857143,100.0
E01005085,189.9,94.65,100.0
E01005086,196.62,99.14,100.0
E01005087,192.06,96.56,99.72
E01005088,174.66,99.03999999999999,99.88
E01005089,185.26,95.6,99.86
E01005090,146.45000000000002,99.23333333333333,100.0
E01005091,160.18571428571428,88.32857142857142,99.89999999999999
E01005092,99.43333333333334,83.76666666666667,99.0
E01005093,92.72,67.26,97.92
E01005094,64.08,44.92,85.12
E01005097,83.22,63.760000000000005,99.86
E01005098,52.85,54.833333333333336,90.60000000000001
E01005099,74.58,84.78,99.38
E01005100,72.52000000000001,81.17999999999999,99.72
E01005101,77.14,84.32000000000001,99.64
E01005102,59.17999999999999,96.53999999999999,99.86
E01005103,89.19999999999999,85.66666666666667,99.5
E01005104,121.58333333333333,95.96666666666665,99.2
E01005105,78.69285714285715,54.05714285714286,87.84285714285714
E01005106,35.06,6.659999999999999,41.4
E01005107,64.8,34.28,97.74
E01005111,205.3,99.7,99.86
E01005112,181.66,99.86,100.0
E01005113,147.08333333333334,92.89999999999999,99.35000000000001
E01005114,160.58333333333334,89.85000000000001,100.0
E01005115,177.86666666666667,99.51666666666667,100.0
E01005116,139.15555555555557,83.03333333333333,99.38888888888889
E01005117,145.2,98.11428571428571,100.0
E01005118,145.325,97.075,99.525
E01005119,130.57999999999998,87.2,100.0
E01005120,137.3,96.94,100.0
E01005121,114.9,93.38,100.0
E01005122,114.04,86.46000000000001,100.0
E01005123,131.73999999999998,98.8,100.0
E01005124,127.12,95.46000000000001,100.0
E01005125,117.01999999999998,95.12,100.0
E01005126,131.64000000000001,90.52000000000001,98.17999999999999
E01005128,193.4,89.28,98.38
E01005129,75.51428571428572,21.67142857142857,98.98571428571428
E01005130,72.02380952428571,62.5,90.92857142857143
E01005132,81.61666666666666,51.416666666666664,94.7
E01005135,97.0,95.2,100.0
E01005136,112.16,87.44,99.84
E01005138,64.08333333333333,79.85000000000001,99.11666666666667
E01005139,103.35999999999999,96.58,100.0
E01005141,135.45,97.93333333333334,100.0
E01005142,87.22,76.9,99.47999999999999
E01005143,115.40000000000002,92.31666666666666,100.0
E01005145,101.39999999999999,86.25,96.26666666666667
E01005147,81.21428571428571,63.07142857142857,96.88571428571429
E01005149,129.6375,99.025,100.0
E01005150,115.01666666666667,93.51666666666667,97.36666666666667
E01005151,122.46666666666665,96.61666666666667,100.0
E01005152,136.94,98.62,100.0
E01005153,115.58333333333333,89.7,100.0
E01005154,141.54000000000002,98.58,99.9
E01005155,128.1,98.84,100.0
E01005156,127.84,92.9,100.0
E01005157,99.52000000000001,53.67999999999999,99.86
E01005158,95.97999999999999,85.84,99.76
E01005159,127.25999999999999,95.88,97.97999999999999
E01005160,114.08,91.72,99.76
E01005161,124.24000000000001,99.7,100.0
E01005162,103.66,86.62,95.6
E01005163,111.14000000000001,95.3,100.0
E01005164,102.32000000000001,88.17999999999999,93.44000000000001
E01005165,91.93333333333334,90.89999999999999,98.01666666666667
E01005166,113.14000000000001,93.82000000000001,99.84
E01005167,89.39000000000001,63.779999999999994,74.46000000000001
E01005168,152.85,99.1,100.0
E01005169,125.35,73.69999999999999,89.025
E01005170,147.45999999999998,96.52000000000001,97.56
E01005171,137.48000000000002,83.24,97.36
E01005172,84.11666666666667,39.666666666666664,86.10000000000001
E01005173,108.42,59.739999999999995,100.0
E01005174,145.84,80.84,99.74
E01005175,131.7,87.62,100.0
E01005176,100.11666666666667,72.58333333333333,99.39999999999999
E01005177,98.96000000000001,65.78,99.44
E01005178,113.74000000000001,88.12,99.94
E01005179,75.1,18.26,96.02000000000001
E01005180,104.88333333333333,85.91666666666667,99.89999999999999
E01005181,138.91666666666666,94.63333333333333,100.0
E01005182,115.73333333333333,71.0,86.53333333333335
E01005183,109.52000000000001,92.94,100.0
E01005184,108.31999999999998,68.8,99.92
E01005185,106.59999999999998,67.06666666666666,98.76666666666667
E01005186,72.13125000000001,33.675000000000004,79.6875
E01005187,124.68333333333334,99.56666666666666,100.0
E01005188,114.0,97.46000000000001,100.0
E01005189,105.26666666666665,90.36666666666667,99.16666666666667
E01005190,116.33333333333333,99.05,99.93333333333334
E01005191,118.8,93.78333333333335,100.0
E01005192,84.22,41.2,99.46000000000001
E01005193,101.93333333333334,92.33333333333333,100.0
E01005195,123.2,93.2,99.86
E01005197,118.2,84.28,99.86
E01005198,106.38,95.04,99.84
E01005199,113.0,94.84,100.0
E01005200,100.55833333333334,82.45,100.0
E01005201,104.55999999999999,93.24000000000001,99.5
E01005202,84.73333333333333,82.36666666666666,97.0
E01005203,79.96666666666667,72.46666666666667,99.8
E01005205,91.16666666666667,89.13333333333333,97.98333333333333
E01005206,125.47999999999999,95.36,100.0
E01005207,104.26666666666667,88.61666666666667,91.16666666666667
E01005208,75.26,25.96,77.78
E01005210,60.86,19.96,66.47999999999999
E01005212,94.805555555,47.11666666666667,84.88333333333334
E01005213,99.98888888888888,66.76666666666667,100.0
E01005214,75.92222222222222,18.566666666666666,99.30000000000001
E01005215,130.52,92.03999999999999,100.0
E01005216,125.64000000000001,90.44,99.38
E01005217,139.4,99.08,100.0
E01005218,116.9,70.96000000000001,99.8
E01005219,84.23333333333333,46.349999999999994,99.58333333333333
E01005220,126.94000000000001,98.38,99.88
E01005221,101.84,69.02000000000001,97.38
E01005222,101.3,88.28333333333335,99.53333333333335
E01005223,124.8125,96.175,100.0
E01005224,81.96000000000001,93.2,97.22
E01005225,129.26666666666668,97.53333333333335,100.0
E01005226,119.42,99.62,100.0
E01005227,90.08,93.88,100.0
E01005228,120.78333333333335,89.55,89.55
E01005229,137.92000000000002,99.26,99.7
E01005230,82.13333333333333,65.88333333333333,100.0
E01005231,74.18333333333332,39.81666666666667,82.43333333333334
E01005232,94.96000000000001,86.16,95.92
E01005233,103.25,96.67999999999999,100.0
E01005234,85.2375,86.75,97.325
E01005235,100.47999999999999,88.76,98.12
E01005236,111.1,83.36,99.86
E01005237,106.675,87.025,90.3
E01005238,124.3875,89.15,100.0
E01005239,95.0,92.6,99.14
E01005243,85.55714285714285,66.48571428571428,83.7
E01005244,100.51428571428572,61.357142857142854,93.60000000000001
E01005245,104.88333333333333,86.41666666666667,91.89999999999999
E01005246,96.92,98.62,99.8
E01005247,175.6,100.0,100.0
E01005248,147.68,100.0,100.0
E01005249,107.08,97.64,98.97999999999999
E01005250,134.3,97.74,97.74
E01005251,158.92000000000002,98.02000000000001,99.76
E01005252,149.56666666666666,98.5,100.0
E01005253,150.84,100.0,100.0
E01005254,177.62,96.26,98.17999999999999
E01005255,98.38333333333333,66.63333333333334,100.0
E01005256,103.93999999999998,92.94000000000001,96.3
E01005257,98.5,74.23333333333333,76.33333333333333
E01005258,115.60000000000001,99.78333333333335,100.0
E01005259,114.41666666666667,98.93333333333334,100.0
E01005260,117.08,88.28,98.46000000000001
E01005261,127.12,99.46000000000001,99.6
E01005262,130.52,89.26,90.52000000000001
E01005263,141.13333333333333,95.53333333333335,96.08333333333333
E01005264,164.38,98.12,99.66
E01005265,160.9,98.17999999999999,99.78
E01005266,168.29999999999998,95.55714285714285,100.0
E01005267,160.95999999999998,99.7,99.86
E01005268,152.07142857142858,95.62857142857142,98.94285714285715
E01005269,186.48,95.72,98.66
E01005270,129.18,97.96000000000001,100.0
E01005271,129.14000000000001,86.58,100.0
E01005272,129.71666666666667,95.39999999999999,99.3
