lsoa_code,bb_q_dl_core,bb_q_ul_core,bb_q_sfu_core
E01000071,112.05,74.0,100.0
E01000072,148.57142857142858,82.41428571428571,100.0
E01000073,172.44,100.0,100.0
E01000074,174.14000000000001,99.7,100.0
E01000075,180.57999999999998,100.0,100.0
E01000076,167.35,99.38333333333333,100.0
E01000077,153.92000000000002,99.66,99.84
E01000078,161.3,94.46000000000001,98.22
E01000079,154.9,99.84,100.0
E01000080,175.07999999999998,100.0,100.0
E01000081,157.28,99.4,100.0
E01000082,159.48000000000002,93.38,100.0
E01000083,164.6,100.0,100.0
E01000084,161.15,99.35,100.0
E01000085,149.54000000000002,93.17999999999999,100.0
E01000086,168.05,99.6,99.8
E01000087,162.45,93.5,99.25
E01000088,151.95999999999998,99.42,100.0
E01000089,155.8,100.0,100.0
E01000090,137.125,97.875,98.375
E01000091,120.72,90.64,99.78
E01000093,121.16,95.0,98.7
E01000094,132.28000000000003,67.8,99.62
E01000095,164.925,85.025,85.85
E01000096,104.08333333333333,88.96666666666665,98.26666666666667
E01000097,111.28,91.34,99.78
E01000098,124.05999999999999,93.82000000000001,100.0
E01000099,136.94,91.24,97.5
E01000100,153.44,99.84,100.0
E01000101,141.28000000000003,94.26,100.0
E01000102,162.88,99.52000000000001,100.0
E01000103,141.35999999999999,99.14,100.0
E01000104,125.3,84.3,100.0
E01000105,130.28333333333333,87.25,99.86666666666667
E01000106,112.0,89.2,99.91428571428571
E01000107,165.5,99.8,100.0
E01000108,140.84,96.2,100.0
E01000110,144.825,97.45,100.0
E01000111,144.01666666666668,91.3,99.89999999999999
E01000112,124.24000000000001,79.84,94.88
E01000113,123.64000000000001,94.56,100.0
E01000114,161.06666666666666,96.61666666666667,97.66666666666667
E01000115,120.35,97.275,99.45
E01000116,101.72,89.06,99.84
E01000117,104.22,96.8,99.84
E01000118,106.52000000000001,84.92,100.0
E01000119,142.375,95.325,99.725
E01000120,152.975,99.075,100.0
E01000121,99.8,70.45,100.0
E01000122,111.6,88.2,100.0
E01000123,98.5,78.16,99.17999999999999
E01000124,91.26,70.38,98.28
E01000126,70.45,31.683333333333334,99.66666666666667
E01000127,108.475,94.975,100.0
E01000128,107.17999999999999,94.02000000000001,100.0
E01000129,92.42,78.84,99.67999999999999
E01000130,97.1,65.46000000000001,100.0
E01000131,92.85,62.08,100.0
E01000132,126.6,98.05,100.0
E01000133,102.97999999999999,96.67999999999999,100.0
E01000134,118.46,97.82000000000001,100.0
E01000135,118.5,82.775,99.75
E01000136,140.95,84.3,100.0
E01000137,87.74000000000001,85.96000000000001,99.64
E01000138,92.7,74.425,99.1
E01000139,88.65,71.125,99.85
E01000140,112.32000000000001,81.17999999999999,100.0
E01000141,66.5,50.583333333333336,94.25
E01000142,88.1375,56.525,100.0
E01000143,93.083333325,85.4,100.0
E01000144,111.78,74.96000000000001,97.9
E01000145,111.425,96.55000000000001,99.325
E01000146,107.03,80.67999999999999,95.44
E01000147,90.325,37.4,99.65
E01000150,92.114444445,83.36666666666666,99.53333333333335
E01000151,93.0,74.26,99.86
E01000152,112.725,73.32000000000001,99.96000000000001
E01000153,68.88000000000001,23.759999999999998,100.0
E01000154,95.9875,58.325,100.0
E01000156,84.42,46.68,99.88
E01000157,63.7,30.32,99.74
E01000158,109.4,96.67999999999999,100.0
E01000159,87.32000000000001,73.12,100.0
E01000160,128.38333333333333,81.63333333333334,100.0
E01000161,111.58,69.64,100.0
E01000162,75.175,32.925000000000004,98.85
E01000163,43.21666666666667,41.0,100.0
E01000164,53.92,18.62,98.28
E01000165,86.78,66.98,100.0
E01000166,47.36,1.1800000000000002,99.7
E01000167,45.025,0.0,100.0
E01000168,65.2,10.48,99.52000000000001
E01000169,57.65,1.05,100.0
E01000170,66.5,23.8,99.36
E01000171,59.06666666666666,7.1000000000000005,99.95
E01000172,100.97999999999999,75.26,100.0
E01000173,97.36,84.42,99.86
E01000174,76.92,68.06,90.84
E01000175,88.91,82.0,94.75999999999999
E01000176,38.71666666666667,16.833333333333332,84.73333333333333
E01000177,90.47999999999999,45.279999999999994,99.88
E01000178,78.26,36.260000000000005,97.53999999999999
E01000179,93.48333333333333,67.7,97.46666666666665
E01000180,110.96666666666665,65.85000000000001,100.0
E01000181,89.8,43.12,99.67999999999999
E01000182,78.56,37.040000000000006,99.17999999999999
E01000183,77.03999999999999,41.36,100.0
E01000184,40.35,24.525,68.95
E01000185,94.16,82.0,99.67999999999999
E01000186,120.95,97.6,99.825
E01000187,96.36,65.2,100.0
E01000188,137.45,92.25,98.575
E01000189,119.475,63.8,90.94
E01000190,124.05000000000001,90.4,100.0
E01000191,101.775,69.775,100.0
E01000192,101.4,72.9,99.82000000000001
E01000193,114.7,52.25,95.5
E01000194,97.475,83.475,97.25
E01000195,99.14,68.36,99.16
E01000196,85.19166666666666,63.48333333333333,90.39999999999999
E01000197,86.24,48.22,99.47999999999999
E01000198,103.06000000000002,72.64,99.86
E01000199,94.4,50.940000000000005,96.38
E01000200,111.51666666666667,74.31666666666666,95.76666666666667
E01000201,137.8,91.4,100.0
E01000202,128.98,93.14,100.0
E01000203,124.38,74.5,99.17999999999999
E01000204,138.18,85.14,93.53999999999999
E01000205,50.58,2.4,94.12
E01000206,68.35,10.8,96.925
E01000207,96.97999999999999,70.82000000000001,99.38
E01000208,64.85999999999999,28.4,99.88
E01000209,90.06666666666666,32.36666666666667,100.0
E01000210,68.06,27.560000000000002,99.67999999999999
