lsoa_code,lsoa21nm,msoa21cd,msoa21nm,lad22cd,lad22nm,dpi_score,dpi_ci_lower,dpi_ci_upper,_merge,imd_score,imd_income_score,imd_employ_score,imd_edu_score,imd_health_score,imd_crime_score,imd_barriers_score,imd_livenv_score,imd_pop2015,bb_q_dl_core,bb_q_ul_core,bb_q_sfu_core
E01003844,Richmond upon Thames 013E,E02000796,Richmond upon Thames 013,E09000027,Richmond upon Thames,0.937,,,both,9.207,0.051,0.064,3.2,-1.052,0.294,13.058,25.627,1448,142.575,96.65,99.85
E01003858,Richmond upon Thames 003G,E02000786,Richmond upon Thames 003,E09000027,Richmond upon Thames,0.963,,,both,3.877,0.023999999999999997,0.018,0.162,-1.5620000000000003,-0.424,7.909,28.844,1622,157.42000000000002,94.22,97.02000000000001
E01003859,Richmond upon Thames 005E,E02000788,Richmond upon Thames 005,E09000027,Richmond upon Thames,0.953,,,both,6.736,0.045,0.032,0.275,-1.5440000000000003,0.049,11.866,34.246,1637,162.7,95.97999999999999,100.0
E01003874,Richmond upon Thames 006B,E02000789,Richmond upon Thames 006,E09000027,Richmond upon Thames,0.953,,,both,5.246000000000001,0.036,0.028,0.282,-1.652,-0.58,15.3,31.827,1563,149.41666666666666,93.35000000000001,99.8
E01003879,Richmond upon Thames 008D,E02000791,Richmond upon Thames 008,E09000027,Richmond upon Thames,0.963,,,both,5.901,0.025000000000000005,0.016,0.586,-2.577,0.076,17.577,31.705000000000002,1646,158.32,83.64,100.0
E01003898,Richmond upon Thames 015A,E02000798,Richmond upon Thames 015,E09000027,Richmond upon Thames,0.973,,,both,7.8870000000000005,0.065,0.043000000000000003,1.019,-0.996,-0.01,9.249,31.044,1596,133.24,83.03999999999999,99.88
E01003906,Richmond upon Thames 010B,E02000793,Richmond upon Thames 010,E09000027,Richmond upon Thames,0.953,,,both,12.068,0.08400000000000002,0.058,7.221,-0.749,-0.305,15.716,38.304,1730,143.14000000000001,93.42,100.0
E01003798,Richmond upon Thames 001B,E02000784,Richmond upon Thames 001,E09000027,Richmond upon Thames,0.957,,,both,8.509,0.079,0.061,1.6379999999999997,-1.117,-0.23800000000000002,14.950000000000001,18.802,1476,139.84,86.28,99.78
E01003804,Richmond upon Thames 005A,E02000788,Richmond upon Thames 005,E09000027,Richmond upon Thames,0.954,,,both,5.755999999999999,0.047,0.038,1.06,-1.819,-0.799,15.105,29.794,1708,153.38333333333333,90.14999999999999,99.78333333333335
E01003832,Richmond upon Thames 020E,E02000803,Richmond upon Thames 020,E09000027,Richmond upon Thames,0.929,,,both,37.019,0.234,0.213,27.401000000000003,0.471,0.28,35.498,14.348,1495,123.95,95.10000000000001,99.71666666666665
E01003840,Richmond upon Thames 013A,E02000796,Richmond upon Thames 013,E09000027,Richmond upon Thames,0.962,,,both,14.808,0.11200000000000002,0.067,8.168,-1.108,0.203,28.319,23.776,1622,131.6,93.22,97.96000000000001
E01003857,Richmond upon Thames 003F,E02000786,Richmond upon Thames 003,E09000027,Richmond upon Thames,0.974,,,both,5.533,0.048,0.038,3.103,-1.808,-0.526,13.623,24.954,1918,167.81666666666666,97.45,99.26666666666667
E01003897,Richmond upon Thames 014D,E02000797,Richmond upon Thames 014,E09000027,Richmond upon Thames,0.977,,,both,8.295,0.05700000000000001,0.039,0.397,-1.1759999999999997,0.216,18.182,29.134,1847,160.61666666666667,96.31666666666666,98.8
E01003861,Richmond upon Thames 004C,E02000787,Richmond upon Thames 004,E09000027,Richmond upon Thames,0.969,,,both,8.226,0.065,0.04,1.266,-1.349,0.024,20.327,25.847,1863,156.85,80.5,98.95
E01003882,Richmond upon Thames 014A,E02000797,Richmond upon Thames 014,E09000027,Richmond upon Thames,0.981,,,both,6.198,0.035,0.045,0.138,-1.378,-0.239,11.034,32.309,1916,177.33333333333334,93.28333333333335,99.76666666666667
E01003883,Richmond upon Thames 014B,E02000797,Richmond upon Thames 014,E09000027,Richmond upon Thames,0.967,,,both,4.784,0.043,0.034,1.128,-0.962,-1.195,12.325,26.122,1911,127.78333333333335,92.33333333333333,100.0
E01003890,Richmond upon Thames 018C,E02000801,Richmond upon Thames 018,E09000027,Richmond upon Thames,0.975,,,both,6.593,0.04499999999999999,0.033,0.654,-1.6619999999999997,-0.715,22.599,30.25,1570,133.42000000000002,87.84,99.78
E01003803,Richmond upon Thames 001G,E02000784,Richmond upon Thames 001,E09000027,Richmond upon Thames,0.937,,,both,23.823,0.185,0.142,15.643999999999998,-0.082,-0.254,23.203,24.127,1494,173.62,97.9,100.0
E01003842,Richmond upon Thames 013C,E02000796,Richmond upon Thames 013,E09000027,Richmond upon Thames,0.949,,,both,20.358,0.126,0.10300000000000001,18.135,-0.172,0.39300000000000007,19.289,30.361,1655,157.94,96.72,100.0
E01003862,Richmond upon Thames 004D,E02000787,Richmond upon Thames 004,E09000027,Richmond upon Thames,0.949,,,both,17.786,0.108,0.09,3.297,-0.63,0.679,20.715,36.472,1673,119.6,61.220000000000006,100.0
E01003892,Richmond upon Thames 009A,E02000792,Richmond upon Thames 009,E09000027,Richmond upon Thames,0.965,,,both,3.779,0.022,0.022,0.5959999999999999,-1.902,-0.625,19.145,19.935,2017,209.28571428571428,98.54285714285713,100.0
E01003909,Richmond upon Thames 010E,E02000793,Richmond upon Thames 010,E09000027,Richmond upon Thames,0.949,,,both,7.634,0.054,0.041,3.023,-1.562,0.174,15.122,27.845,1619,136.35999999999999,87.24,100.0
E01003802,Richmond upon Thames 001F,E02000784,Richmond upon Thames 001,E09000027,Richmond upon Thames,0.976,,,both,4.675,0.026,0.014,3.2659999999999996,-2.452,-0.503,17.926,26.295,1294,205.76,91.38,99.88
E01003810,Richmond upon Thames 019A,E02000802,Richmond upon Thames 019,E09000027,Richmond upon Thames,0.971,,,both,7.461,0.058,0.057,1.029,-1.162,-0.17300000000000001,14.806,21.770000000000003,1690,148.04000000000002,94.53999999999999,99.86
E01003846,Richmond upon Thames 002A,E02000785,Richmond upon Thames 002,E09000027,Richmond upon Thames,0.977,,,both,4.171,0.018,0.014,0.039,-2.735,-0.379,7.948,32.448,1709,192.72,91.66,99.84
E01003855,Richmond upon Thames 003D,E02000786,Richmond upon Thames 003,E09000027,Richmond upon Thames,0.963,,,both,19.172,0.16000000000000003,0.109,11.254,-0.661,0.204,22.147,20.994,1865,117.01666666666667,72.86666666666666,98.93333333333334
E01003864,Richmond upon Thames 002F,E02000785,Richmond upon Thames 002,E09000027,Richmond upon Thames,0.958,,,both,7.130999999999999,0.04399999999999999,0.038,1.4389999999999998,-1.475,-0.108,21.571000000000005,27.073,1522,167.48,95.0,98.44
E01003899,Richmond upon Thames 015B,E02000798,Richmond upon Thames 015,E09000027,Richmond upon Thames,0.96,,,both,5.147,0.038,0.032,0.729,-1.4559999999999997,-0.295,10.162,29.179,1474,148.04000000000002,91.94,100.0
E01003800,Richmond upon Thames 001D,E02000784,Richmond upon Thames 001,E09000027,Richmond upon Thames,0.934,,,both,13.145,0.10600000000000001,0.06,7.971,-0.96,0.009,20.141,30.977,1488,183.85999999999999,95.46000000000001,98.76
E01003813,Richmond upon Thames 019B,E02000802,Richmond upon Thames 019,E09000027,Richmond upon Thames,0.953,,,both,4.739,0.029000000000000005,0.043,0.275,-1.338,-0.382,12.663000000000002,22.922,1645,189.94,97.24000000000001,100.0
E01003833,Richmond upon Thames 020F,E02000803,Richmond upon Thames 020,E09000027,Richmond upon Thames,0.936,,,both,16.556,0.119,0.085,11.561,-0.545,0.135,29.324,14.226,1423,94.2,81.24,99.86
E01003843,Richmond upon Thames 013D,E02000796,Richmond upon Thames 013,E09000027,Richmond upon Thames,0.949,,,both,15.730000000000002,0.12,0.092,13.067,-1.118,-0.395,25.754,21.689,2117,179.93,96.88,98.1
E01003848,Richmond upon Thames 004A,E02000787,Richmond upon Thames 004,E09000027,Richmond upon Thames,0.963,,,both,11.354,0.073,0.055,3.176,-1.247,0.342,17.584,34.477,1855,136.20000000000002,71.45,99.56666666666666
E01003877,Richmond upon Thames 008C,E02000791,Richmond upon Thames 008,E09000027,Richmond upon Thames,0.969,,,both,6.021,0.04,0.038,0.8400000000000001,-1.6680000000000001,-0.386,15.587,30.709,1641,146.6,86.35000000000001,95.33333333333333
E01003886,Richmond upon Thames 021A,E02000804,Richmond upon Thames 021,E09000027,Richmond upon Thames,0.961,,,both,3.466,0.027,0.03,0.458,-2.095,-0.541,11.834,21.424,1730,125.24000000000001,89.62,97.47999999999999
E01003887,Richmond upon Thames 021B,E02000804,Richmond upon Thames 021,E09000027,Richmond upon Thames,0.963,,,both,4.573,0.026,0.026,0.418,-1.724,-0.443,11.106,31.413,1794,122.18333333333334,88.64999999999999,92.68333333333334
E01003894,Richmond upon Thames 009C,E02000792,Richmond upon Thames 009,E09000027,Richmond upon Thames,0.977,,,both,4.823,0.032,0.024,0.063,-1.924,-0.117,11.786,28.863000000000003,1752,212.45000000000002,99.85000000000001,100.0
E01003901,Richmond upon Thames 015D,E02000798,Richmond upon Thames 015,E09000027,Richmond upon Thames,0.959,,,both,7.055,0.035,0.031,2.395,-1.309,0.035,24.271,24.796,1768,162.85999999999999,99.53999999999999,100.0
E01003907,Richmond upon Thames 010C,E02000793,Richmond upon Thames 010,E09000027,Richmond upon Thames,0.938,,,both,20.973,0.141,0.101,18.963,-0.34,0.18,31.904,17.908,1765,141.94,89.97999999999999,100.0
E01003873,Richmond upon Thames 006A,E02000789,Richmond upon Thames 006,E09000027,Richmond upon Thames,0.968,,,both,7.46,0.046,0.029,0.073,-1.65,0.41200000000000003,16.384,30.111,1655,154.47142857142856,92.68571428571428,97.42857142857143
E01003881,Richmond upon Thames 016B,E02000799,Richmond upon Thames 016,E09000027,Richmond upon Thames,0.969,,,both,4.598,0.028,0.023,0.8490000000000001,-1.835,-1.103,22.583,24.184,1776,185.88,96.14,100.0
E01003893,Richmond upon Thames 009B,E02000792,Richmond upon Thames 009,E09000027,Richmond upon Thames,0.959,,,both,6.7,0.037,0.031,0.412,-1.658,-0.478,19.184,36.37,1602,168.4,87.0,94.2
E01003904,Richmond upon Thames 015G,E02000798,Richmond upon Thames 015,E09000027,Richmond upon Thames,0.951,,,both,10.731,0.075,0.05999999999999999,2.805,-1.028,-0.008,24.374000000000002,23.355999999999998,1689,115.52000000000001,69.82000000000001,100.0
E01003829,Richmond upon Thames 020B,E02000803,Richmond upon Thames 020,E09000027,Richmond upon Thames,0.937,,,both,26.698,0.167,0.141,17.264,0.354,0.38,28.24,22.688,1700,151.76,96.64,100.0
E01003837,Richmond upon Thames 022D,E02000805,Richmond upon Thames 022,E09000027,Richmond upon Thames,0.966,,,both,7.835,0.054,0.052,0.494,-1.72,0.329,20.692,14.694,1984,130.58333333333334,75.03333333333333,99.88333333333333
E01003839,Richmond upon Thames 022F,E02000805,Richmond upon Thames 022,E09000027,Richmond upon Thames,0.964,,,both,13.14,0.105,0.075,4.94,-1.451,0.061000000000000006,23.058,23.665,2146,144.17857142857142,90.11428571428571,98.68571428571428
E01003851,Richmond upon Thames 002D,E02000785,Richmond upon Thames 002,E09000027,Richmond upon Thames,0.956,,,both,5.879,0.019,0.019,0.113,-2.241,0.415,11.601,30.881,1633,181.13333333333333,89.64999999999999,93.64999999999999
E01003891,Richmond upon Thames 018D,E02000801,Richmond upon Thames 018,E09000027,Richmond upon Thames,0.963,,,both,2.6659999999999995,0.029,0.03,0.572,-2.048,-1.196,12.678,16.464,1812,128.86666666666667,89.98333333333333,99.51666666666667
E01003910,Richmond upon Thames 011D,E02000794,Richmond upon Thames 011,E09000027,Richmond upon Thames,0.952,,,both,6.487,0.036,0.036,3.3470000000000004,-1.5370000000000001,-0.256,24.534,20.994,1719,137.74,99.72,100.0
E01003812,Richmond upon Thames 018B,E02000801,Richmond upon Thames 018,E09000027,Richmond upon Thames,0.957,,,both,7.792,0.062,0.048,1.437,-0.765,-0.335,19.65,20.866,1986,134.56666666666666,92.43333333333334,99.88333333333333
E01003849,Richmond upon Thames 002C,E02000785,Richmond upon Thames 002,E09000027,Richmond upon Thames,0.957,,,both,8.448,0.05,0.056,0.403,-1.362,0.09900000000000002,12.132,32.94,1509,153.04000000000002,79.17999999999999,97.82000000000001
E01003872,Richmond upon Thames 007D,E02000790,Richmond upon Thames 007,E09000027,Richmond upon Thames,0.974,,,both,7.634,0.042,0.034,0.189,-1.8040000000000003,0.529,12.417,31.901999999999997,1503,188.44,95.34,100.0
E01003876,Richmond upon Thames 008B,E02000791,Richmond upon Thames 008,E09000027,Richmond upon Thames,0.963,,,both,6.706,0.034,0.025,0.098,-1.932,0.213,19.316,30.477000000000004,1670,95.72857142857143,59.67142857142857,79.5
E01003801,Richmond upon Thames 001E,E02000784,Richmond upon Thames 001,E09000027,Richmond upon Thames,0.976,,,both,4.028,0.024,0.015000000000000001,0.12000000000000001,-1.658,-0.52,13.584000000000001,27.87,1283,133.675,75.725,100.0
E01003820,Richmond upon Thames 017C,E02000800,Richmond upon Thames 017,E09000027,Richmond upon Thames,0.962,,,both,11.453,0.097,0.084,9.254,-1.158,-0.474,15.029,17.059,2076,160.18333333333334,94.61666666666667,100.0
E01003821,Richmond upon Thames 008A,E02000791,Richmond upon Thames 008,E09000027,Richmond upon Thames,0.984,,,both,5.143,0.030000000000000002,0.02,0.258,-1.785,-0.537,22.267,25.878,1551,166.5,75.88333333333334,99.66666666666667
E01003841,Richmond upon Thames 013B,E02000796,Richmond upon Thames 013,E09000027,Richmond upon Thames,0.932,,,both,26.04,0.189,0.117,22.116,-0.016,0.167,32.525,23.181,2075,133.46666666666667,90.85000000000001,99.91666666666667
E01003845,Richmond upon Thames 013F,E02000796,Richmond upon Thames 013,E09000027,Richmond upon Thames,0.944,,,both,9.314,0.057,0.056,9.232,-1.3770000000000002,0.174,19.416,19.414,1707,172.6,99.84,100.0
E01003869,Richmond upon Thames 011B,E02000794,Richmond upon Thames 011,E09000027,Richmond upon Thames,0.972,,,both,5.06,0.027,0.022000000000000002,0.329,-1.5599999999999998,-0.003,16.477,25.836,1652,196.73999999999998,93.66,99.88
E01003870,Richmond upon Thames 011C,E02000794,Richmond upon Thames 011,E09000027,Richmond upon Thames,0.971,,,both,5.807,0.027,0.024,0.303,-1.894,-0.143,17.201,33.026,1922,199.85999999999999,97.1,100.0
E01003880,Richmond upon Thames 016A,E02000799,Richmond upon Thames 016,E09000027,Richmond upon Thames,0.977,,,both,6.097999999999999,0.048,0.030999999999999996,0.438,-1.543,-0.205,8.901,33.385,1479,219.74,93.46000000000001,99.74
E01003900,Richmond upon Thames 015C,E02000798,Richmond upon Thames 015,E09000027,Richmond upon Thames,0.948,,,both,21.164,0.145,0.116,10.552,-0.222,0.582,23.149,23.031,1570,148.26,91.46000000000001,99.86
E01003903,Richmond upon Thames 015F,E02000798,Richmond upon Thames 015,E09000027,Richmond upon Thames,0.946,,,both,13.193,0.076,0.046,9.257,-1.261,0.768,22.537,30.309,1673,167.07999999999998,96.8,99.84
E01003835,Richmond upon Thames 022B,E02000805,Richmond upon Thames 022,E09000027,Richmond upon Thames,0.987,,,both,4.465,0.024,0.034,0.3,-2.107,-0.16699999999999998,9.88,26.381,1619,154.14000000000001,85.5,100.0
E01003838,Richmond upon Thames 022E,E02000805,Richmond upon Thames 022,E09000027,Richmond upon Thames,0.972,,,both,7.339,0.052,0.045,0.8620000000000001,-1.682,-0.208,15.551,31.843,1913,118.62,70.44,99.9
E01003905,Richmond upon Thames 010A,E02000793,Richmond upon Thames 010,E09000027,Richmond upon Thames,0.95,,,both,7.581,0.063,0.037,3.9700000000000006,-0.785,-0.181,15.147,25.481,1392,131.575,81.175,100.0
E01003824,Richmond upon Thames 023C,E02000806,Richmond upon Thames 023,E09000027,Richmond upon Thames,0.956,,,both,4.594,0.04200000000000001,0.036,0.564,-1.356,-0.243,8.827,21.167,1623,174.62,98.76,100.0
E01003825,Richmond upon Thames 023D,E02000806,Richmond upon Thames 023,E09000027,Richmond upon Thames,0.958,,,both,3.2489999999999997,0.033,0.031,1.107,-1.831,-0.714,11.956,17.784,1818,178.7,98.1,100.0
E01003836,Richmond upon Thames 022C,E02000805,Richmond upon Thames 022,E09000027,Richmond upon Thames,0.943,,,both,12.983,0.09299999999999999,0.085,3.5879999999999996,-0.663,0.137,17.939,22.761,1480,156.45999999999998,93.8,100.0
E01003908,Richmond upon Thames 010D,E02000793,Richmond upon Thames 010,E09000027,Richmond upon Thames,0.951,,,both,6.907,0.043,0.032,2.817,-1.72,0.258,17.4,25.611,1837,140.8,96.1,100.0
E01003809,Richmond upon Thames 005D,E02000788,Richmond upon Thames 005,E09000027,Richmond upon Thames,0.974,,,both,6.067,0.024,0.021999999999999995,0.146,-2.322,-0.083,8.916,40.36300000000001,1712,174.95999999999998,96.0,99.32000000000001
E01003853,Richmond upon Thames 003B,E02000786,Richmond upon Thames 003,E09000027,Richmond upon Thames,0.968,,,both,11.466,0.084,0.076,3.677,-1.067,0.075,16.705,24.812,1506,164.24,90.92,97.97999999999999
E01003875,Richmond upon Thames 006C,E02000789,Richmond upon Thames 006,E09000027,Richmond upon Thames,0.958,,,both,7.33,0.063,0.046,0.634,-1.758,0.153,12.424000000000001,23.85,1624,174.21999999999997,90.4,99.86
E01003815,Richmond upon Thames 019D,E02000802,Richmond upon Thames 019,E09000027,Richmond upon Thames,0.965,,,both,8.914,0.081,0.044,1.675,-0.824,-0.502,16.616,30.561,1957,125.65000000000002,93.98333333333333,99.73333333333333
E01003822,Richmond upon Thames 023A,E02000806,Richmond upon Thames 023,E09000027,Richmond upon Thames,0.964,,,both,2.997,0.015,0.021,0.286,-2.269,-0.184,11.109,17.369,1432,208.975,97.775,99.825
E01003895,Richmond upon Thames 009D,E02000792,Richmond upon Thames 009,E09000027,Richmond upon Thames,0.947,,,both,8.016,0.051,0.036,0.685,-1.804,0.125,14.699,36.927,1750,188.25,98.21666666666665,98.55
E01003814,Richmond upon Thames 019C,E02000802,Richmond upon Thames 019,E09000027,Richmond upon Thames,0.958,,,both,8.961,0.07400000000000001,0.05899999999999999,0.59,-0.738,-0.407,20.096,19.678,1732,125.61666666666667,83.23333333333333,99.78333333333335
E01003828,Richmond upon Thames 020A,E02000803,Richmond upon Thames 020,E09000027,Richmond upon Thames,0.958,,,both,6.069,0.041,0.041,2.34,-1.4320000000000002,-0.09,20.707,16.376,1521,163.44,98.8,100.0
E01003852,Richmond upon Thames 003A,E02000786,Richmond upon Thames 003,E09000027,Richmond upon Thames,0.945,,,both,13.631,0.075,0.049,0.508,-1.347,1.043,20.394,34.905,1382,89.56,39.339999999999996,99.47999999999999
E01003797,Richmond upon Thames 001A,E02000784,Richmond upon Thames 001,E09000027,Richmond upon Thames,0.958,,,both,5.944,0.029,0.016,0.9739999999999999,-2.015,0.185,10.181,34.633,1468,207.675,91.075,99.225
E01003799,Richmond upon Thames 001C,E02000784,Richmond upon Thames 001,E09000027,Richmond upon Thames,0.965,,,both,7.18,0.024,0.021,0.298,-2.369,0.35999999999999993,11.708,39.896,1628,165.57999999999998,96.26,99.56
E01003830,Richmond upon Thames 020C,E02000803,Richmond upon Thames 020,E09000027,Richmond upon Thames,0.957,,,both,9.449,0.066,0.057,2.685,-1.206,-0.251,23.015,25.001,1743,177.9,97.46666666666665,99.75
E01003831,Richmond upon Thames 020D,E02000803,Richmond upon Thames 020,E09000027,Richmond upon Thames,0.953,,,both,10.154,0.057,0.040999999999999995,4.781,-0.8970000000000001,0.709,24.292,15.816,1720,130.18,89.28,100.0
E01033570,Richmond upon Thames 004G,E02000787,Richmond upon Thames 004,E09000027,Richmond upon Thames,0.988,,,both,15.262,0.088,0.045,6.815,-1.402,0.229,35.285,38.235,1750,127.60000000000001,67.7,99.0
E01003827,Richmond upon Thames 023F,E02000806,Richmond upon Thames 023,E09000027,Richmond upon Thames,0.962,,,both,8.485,0.07,0.056,4.457,-1.25,-0.204,15.142,22.898,1886,146.83333333333334,92.73333333333333,95.35000000000001
E01003867,Richmond upon Thames 011A,E02000794,Richmond upon Thames 011,E09000027,Richmond upon Thames,0.956,,,both,11.779,0.069,0.061000000000000006,1.513,-1.017,0.277,24.714,29.422,1537,184.92000000000002,98.76,99.2
E01003896,Richmond upon Thames 014C,E02000797,Richmond upon Thames 014,E09000027,Richmond upon Thames,0.977,,,both,7.551,0.033,0.026,1.594,-1.759,0.15600000000000003,15.728,39.593,1870,160.23333333333332,86.35000000000001,93.36666666666667
E01033571,Richmond upon Thames 004H,E02000787,Richmond upon Thames 004,E09000027,Richmond upon Thames,0.943,,,both,13.495000000000001,0.091,0.08,3.2790000000000004,-0.848,0.369,19.755,25.684,1539,164.16,93.9,100.0
E01003805,Richmond upon Thames 012A,E02000795,Richmond upon Thames 012,E09000027,Richmond upon Thames,0.968,,,both,3.697,0.01,0.014999999999999998,0.157,-3.031,-0.369,14.54,24.630000000000003,1602,177.14000000000001,89.86,98.84
E01003818,Richmond upon Thames 017A,E02000800,Richmond upon Thames 017,E09000027,Richmond upon Thames,0.951,,,both,7.107,0.076,0.044,2.438,-1.69,0.091,13.865,14.353000000000002,1632,147.35999999999999,88.8,100.0
E01003826,Richmond upon Thames 023E,E02000806,Richmond upon Thames 023,E09000027,Richmond upon Thames,0.943,,,both,22.898,0.164,0.135,16.111,0.188,0.097,18.388,21.447,1800,152.51666666666668,96.55,98.46666666666665
E01003885,Richmond upon Thames 016D,E02000799,Richmond upon Thames 016,E09000027,Richmond upon Thames,0.975,,,both,6.093999999999999,0.043,0.036,0.6790000000000002,-1.495,0.296,11.548,23.381,1528,149.94,88.3,100.0
E01003878,Richmond upon Thames 006D,E02000789,Richmond upon Thames 006,E09000027,Richmond upon Thames,0.936,,,both,19.583,0.164,0.121,7.441999999999999,-0.253,0.126,20.395,18.379,1424,138.1,83.76,99.53999999999999
E01003884,Richmond upon Thames 016C,E02000799,Richmond upon Thames 016,E09000027,Richmond upon Thames,0.936,,,both,5.571,0.044,0.042,0.403,-1.395,0.082,11.579,19.699,1815,153.98,81.24,97.96000000000001
E01003860,Richmond upon Thames 002E,E02000785,Richmond upon Thames 002,E09000027,Richmond upon Thames,0.961,,,both,9.269,0.057,0.053,0.12100000000000001,-1.598,0.314,17.658,30.382,1763,154.70000000000002,92.81666666666666,96.85000000000001
E01003888,Richmond upon Thames 021C,E02000804,Richmond upon Thames 021,E09000027,Richmond upon Thames,0.949,,,both,13.591,0.115,0.091,3.63,-0.388,-0.894,19.603,21.905,2047,135.14285714285714,86.44285714285715,98.17142857142858
E01003847,Richmond upon Thames 002B,E02000785,Richmond upon Thames 002,E09000027,Richmond upon Thames,0.941,,,both,6.72,0.04900000000000001,0.03,2.141,-1.9119999999999997,-0.044,17.373,29.132,1523,139.4142857142857,80.87142857142858,92.8
E01003819,Richmond upon Thames 017B,E02000800,Richmond upon Thames 017,E09000027,Richmond upon Thames,0.935,,,both,28.716999999999995,0.208,0.158,20.172000000000004,0.161,0.431,23.522,22.779,1714,159.23333333333332,96.68333333333334,100.0
E01003834,Richmond upon Thames 022A,E02000805,Richmond upon Thames 022,E09000027,Richmond upon Thames,0.96,,,both,7.292,0.048,0.041,2.894,-1.062,-0.051,20.066,23.373,2249,101.67999999999999,74.38,93.28
E01003889,Richmond upon Thames 021D,E02000804,Richmond upon Thames 021,E09000027,Richmond upon Thames,0.969,,,both,4.826,0.017,0.016,0.141,-1.7830000000000001,-0.091,22.541000000000004,19.705,1740,119.88333333333333,87.14999999999999,99.38333333333333
E01003806,Richmond upon Thames 012B,E02000795,Richmond upon Thames 012,E09000027,Richmond upon Thames,0.965,,,both,8.022,0.019,0.019,0.358,-2.666,0.751,15.996,34.919,1606,191.35,97.7,99.05
E01003816,Richmond upon Thames 012C,E02000795,Richmond upon Thames 012,E09000027,Richmond upon Thames,0.959,,,both,12.147,0.057,0.057,6.1,-1.095,0.48,30.605,20.81,1747,156.1,70.28,97.67999999999999
E01003817,Richmond upon Thames 012D,E02000795,Richmond upon Thames 012,E09000027,Richmond upon Thames,0.942,,,both,11.002,0.064,0.055,2.958,-1.408,0.737,17.884,26.342,1959,123.11666666666667,75.75,98.39999999999999
E01003823,Richmond upon Thames 023B,E02000806,Richmond upon Thames 023,E09000027,Richmond upon Thames,0.965,,,both,7.241,0.033,0.021,0.69,-2.096,0.375,23.782,26.205999999999996,1705,109.39999999999999,71.60000000000001,93.63333333333333
E01003912,Southwark 019A,E02000825,Southwark 019,E09000028,Southwark,0.989,,,both,40.627,0.286,0.182,19.247,0.905,0.454,37.044,29.163,1458,162.916666675,97.55,99.725
E01003923,Southwark 017A,E02000823,Southwark 017,E09000028,Southwark,0.956,,,both,26.667,0.172,0.107,9.669,0.0,0.6160000000000001,34.829,38.20099999999999,1837,61.620000000000005,10.1,88.58
E01003924,Southwark 021E,E02000827,Southwark 021,E09000028,Southwark,0.946,,,both,31.183,0.206,0.132,18.573,0.27,0.316,40.819,29.503,2031,138.84,86.9,99.36
E01003925,Southwark 020E,E02000826,Southwark 020,E09000028,Southwark,0.958,,,both,32.72,0.21000000000000002,0.138,15.693,0.316,0.19499999999999998,32.464,52.945,1577,157.42000000000002,85.4,93.92
E01003926,Southwark 021F,E02000827,Southwark 021,E09000028,Southwark,0.942,,,both,31.441,0.225,0.114,13.089999999999998,0.38000000000000006,0.664,34.725,38.71,1437,121.375,67.1,100.0
E01003936,Southwark 009A,E02000815,Southwark 009,E09000028,Southwark,0.989,,,both,14.247000000000002,0.02,0.01,22.774,-0.592,-0.356,29.711000000000002,53.205000000000005,3263,140.18,57.260000000000005,87.78
E01003937,Southwark 009B,E02000815,Southwark 009,E09000028,Southwark,0.982,,,both,24.291,0.077,0.038,2.742,0.253,0.883,36.742,73.995,1364,144.45999999999998,63.82000000000001,79.6
E01003938,Southwark 006A,E02000812,Southwark 006,E09000028,Southwark,0.96,,,both,31.171,0.23,0.125,5.225,0.314,0.502,40.609,33.767,1632,188.86666666666667,92.78333333333335,97.56666666666666
E01003940,Southwark 006B,E02000812,Southwark 006,E09000028,Southwark,0.94,,,both,33.392,0.276,0.147,10.543,0.241,0.346,36.359,29.572,1379,164.94,99.17999999999999,99.76
E01003941,Southwark 006C,E02000812,Southwark 006,E09000028,Southwark,0.957,,,both,18.245,0.106,0.056,4.169,-0.159,0.587,33.441,35.297,2031,165.69,83.26,95.47999999999999
E01003943,Southwark 009C,E02000815,Southwark 009,E09000028,Southwark,0.945,,,both,40.136,0.261,0.168,13.485,0.437,1.528,35.253,34.588,1211,178.18,95.17999999999999,100.0
E01003954,Southwark 030B,E02000836,Southwark 030,E09000028,Southwark,0.977,,,both,17.262,0.095,0.062,3.266,0.066,0.237,20.635,48.744,1632,129.8,96.24,100.0
E01003958,Southwark 032D,E02000838,Southwark 032,E09000028,Southwark,0.962,,,both,16.322,0.098,0.073,4.732,-0.126,0.035,22.851,39.12,1749,134.14000000000001,96.97999999999999,99.88
E01003963,Southwark 016A,E02000822,Southwark 016,E09000028,Southwark,0.96,,,both,39.212,0.278,0.177,19.56,0.575,0.75,34.463,32.215,1626,149.7,75.97999999999999,99.72
E01003971,Southwark 015D,E02000821,Southwark 015,E09000028,Southwark,0.964,,,both,50.41100000000001,0.38200000000000006,0.188,20.119,0.541,1.271,36.101,43.392,1374,83.46000000000001,84.44,100.0
E01003972,Southwark 016D,E02000822,Southwark 016,E09000028,Southwark,0.959,,,both,27.729,0.179,0.098,13.028,0.232,0.514,35.443,40.759,1729,110.21666666666665,93.98333333333333,99.7
E01003973,Southwark 016E,E02000822,Southwark 016,E09000028,Southwark,0.958,,,both,29.812,0.192,0.10999999999999999,20.795,0.323,0.718,33.478,33.971,1722,114.64999999999999,68.45,99.45
E01003975,Southwark 004A,E02000810,Southwark 004,E09000028,Southwark,0.956,,,both,31.043,0.228,0.129,19.349,0.095,0.645,36.194,26.662,1849,181.06,96.08,99.36
