lsoa_code,lsoa21nm,msoa21cd,msoa21nm,lad22cd,lad22nm,dpi_score,dpi_ci_lower,dpi_ci_upper,_merge,imd_score,imd_income_score,imd_employ_score,imd_edu_score,imd_health_score,imd_crime_score,imd_barriers_score,imd_livenv_score,imd_pop2015,bb_q_dl_core,bb_q_ul_core,bb_q_sfu_core
E01000881,Camden 008A,E02000173,Camden 008,E09000007,Camden,0.973,,,both,13.429,0.09399999999999999,0.061,11.726,-1.238,-0.21700000000000003,22.955,33.608,1675,140.18,96.88,99.84
E01000897,Camden 008D,E02000173,Camden 008,E09000007,Camden,0.976,,,both,5.398,0.03,0.028,1.759,-2.098,0.18699999999999997,11.872,26.687,1738,153.75,95.21666666666665,96.68333333333334
E01000908,Camden 001B,E02000166,Camden 001,E09000007,Camden,0.928,,,both,27.211,0.201,0.155,15.136,-0.156,0.18300000000000002,23.205,33.822,1732,126.18571428571428,98.67142857142858,100.0
E01000963,Camden 017C,E02000182,Camden 017,E09000007,Camden,0.974,,,both,8.751,0.06,0.031,5.354,-1.324,-0.12,19.335,34.422,2235,136.8857142857143,91.60000000000001,96.97142857142856
E01000921,Camden 003C,E02000168,Camden 003,E09000007,Camden,0.965,,,both,15.197,0.086,0.061000000000000006,3.194,-0.358,0.657,22.053,35.504,2287,114.08333333333333,87.45,92.01666666666667
E01035707,Camden 015F,E02000180,Camden 015,E09000007,Camden,0.961,,,both,15.426351329131268,0.08385502877500685,0.061858591394902705,2.5638342011510002,-0.4184516305837216,0.5334765689229927,23.815989586187996,38.80516881337353,3649,132.56666666666666,92.1,97.775
E01000948,Camden 021D,E02000186,Camden 021,E09000007,Camden,0.958,,,both,28.939,0.153,0.116,8.217,-0.202,1.814,25.334,40.649,1861,133.66666666666666,90.68333333333334,92.71666666666665
E01000958,Camden 019D,E02000184,Camden 019,E09000007,Camden,0.977,,,both,24.531,0.19600000000000004,0.10800000000000001,16.08,0.505,0.039,22.273,24.057,2852,164.35,96.75714285714285,98.57142857142857
E01000967,Camden 017D,E02000182,Camden 017,E09000007,Camden,0.962,,,both,9.325,0.057,0.04,3.4780000000000006,-1.818,0.463,18.658,30.31,1552,155.64000000000001,85.66,99.38
E01000850,Camden 026A,E02000191,Camden 026,E09000007,Camden,0.963,,,both,14.252,0.062,0.037,4.658,-1.4,0.391,26.933,53.259,1930,118.9,88.64,90.94
E01000858,Camden 018B,E02000183,Camden 018,E09000007,Camden,0.961,,,both,37.66,0.261,0.165,13.07,0.328,1.81,25.208,27.855,2055,123.2,81.84,99.78
E01000885,Camden 004E,E02000169,Camden 004,E09000007,Camden,0.949,,,both,7.027,0.037,0.022,6.520999999999999,-2.038,-0.208,24.559,26.368,1510,111.47999999999999,56.220000000000006,99.38
E01000909,Camden 001C,E02000166,Camden 001,E09000007,Camden,0.954,,,both,11.771,0.07899999999999999,0.071,2.8899999999999997,-1.532,0.228,16.668,31.487,1741,146.66,91.84,99.42
E01000922,Camden 007E,E02000172,Camden 007,E09000007,Camden,0.958,,,both,21.717,0.16,0.103,9.155,0.111,0.23600000000000002,22.659000000000002,31.657,1829,129.275,65.6,85.5
E01000973,Camden 010E,E02000175,Camden 010,E09000007,Camden,0.981,,,both,20.581,0.132,0.087,8.036,-0.13,0.695,23.475,34.988,2280,124.70833333333333,97.73333333333333,99.60000000000001
E01000893,Camden 002A,E02000167,Camden 002,E09000007,Camden,0.975,,,both,5.314,0.037,0.033,1.183,-1.725,-0.24499999999999997,18.764,22.231,1618,152.70000000000002,98.14999999999999,100.0
E01000928,Camden 003E,E02000168,Camden 003,E09000007,Camden,0.951,,,both,20.295,0.148,0.108,5.663,-0.177,0.265,18.688000000000002,36.205,1815,167.94,92.74,98.66
E01035710,Camden 023F,E02000188,Camden 023,E09000007,Camden,0.942,,,both,34.44121681120747,0.24230020013342227,0.14853569046030687,27.998011340893928,0.5266737825216811,0.19090860573715812,23.649984656437628,43.01608672448299,2998,137.43,91.74000000000001,96.53999999999999
E01000894,Camden 002B,E02000167,Camden 002,E09000007,Camden,0.963,,,both,6.601,0.029999999999999995,0.025,10.902,-1.9159999999999997,0.063,12.639000000000001,29.284,1490,141.94,95.1,99.84
E01000871,Camden 005A,E02000170,Camden 005,E09000007,Camden,0.963,,,both,14.237,0.107,0.065,4.36,-1.253,0.87,18.764,22.965,1851,138.64000000000001,97.42,99.84
E01000855,Camden 028A,E02000193,Camden 028,E09000007,Camden,0.948,,,both,14.66,0.048,0.038,5.262,-1.024,0.357,29.218,55.455,1738,109.47142857142858,85.04285714285713,95.60000000000001
E01000914,Camden 028B,E02000193,Camden 028,E09000007,Camden,0.958,,,both,13.106,0.073,0.052,7.575,-1.483,-0.414,22.243,49.784,2013,78.13333333333334,86.33333333333333,86.60000000000001
E01000912,Camden 001D,E02000166,Camden 001,E09000007,Camden,0.937,,,both,22.316,0.181,0.107,11.16,-0.218,0.7369999999999999,18.921,24.350000000000005,1791,117.85000000000001,93.16666666666667,100.0
E01035711,Camden 026E,E02000191,Camden 026,E09000007,Camden,0.9515,,,both,15.22201693989071,0.09303661202185792,0.052351366120218575,4.099408743169399,-0.5197661202185793,0.05025519125683059,26.376012568306013,42.939833333333326,3660,119.315,87.58166666666666,90.10333333333332
E01000946,Camden 021B,E02000186,Camden 021,E09000007,Camden,0.959,,,both,14.777,0.128,0.066,9.364,-0.654,-0.789,21.21,35.13,1923,132.8,79.71666666666667,84.43333333333334
E01000899,Camden 002E,E02000167,Camden 002,E09000007,Camden,0.981,,,both,5.971,0.013000000000000001,0.01,3.102,-2.77,-0.007,12.864,36.626999999999995,1941,153.88333333333333,79.71666666666667,97.93333333333334
E01000913,Camden 001E,E02000166,Camden 001,E09000007,Camden,0.968,,,both,9.279,0.023,0.032,1.617,-1.5759999999999998,0.983,17.109,31.659000000000002,1850,123.55999999999999,64.84,99.34
E01000003,City of London 001C,E02000001,City of London 001,E09000001,City of London,0.946,,,both,19.402,0.086,0.086,5.804,-0.102,-1.032,40.103,40.535,1350,118.04285714285713,86.95714285714287,97.60000000000001
E01000005,City of London 001E,E02000001,City of London 001,E09000001,City of London,0.938,,,both,28.652,0.211,0.136,22.26,-0.121,-1.317,39.9,28.979,1121,108.6,51.875,82.175
E01000001,City of London 001A,E02000001,City of London 001,E09000001,City of London,0.97,,,both,6.208,0.007000000000000001,0.01,0.024,-1.654,-2.012,29.472,31.873,1296,110.50833333333334,80.56666666666666,82.35000000000001
E01000002,City of London 001B,E02000001,City of London 001,E09000001,City of London,0.978,,,both,5.143,0.034,0.027,0.063,-1.115,-2.343,24.412,23.084,1156,142.46666666666667,70.08333333333333,78.91666666666667
E01032740,City of London 001G,E02000001,City of London 001,E09000001,City of London,0.979,,,both,15.841,0.024,0.035,2.259,-0.355,-1.701,37.427,68.585,962,143.0,45.4,51.675
E01032739,City of London 001F,E02000001,City of London 001,E09000001,City of London,0.978,,,both,13.584,0.014,0.011,1.771,-0.676,-1.56,46.314,49.165,802,72.625,28.025,34.375
E01000996,Croydon 009C,E02000202,Croydon 009,E09000008,Croydon,0.936,,,both,19.945,0.125,0.083,10.517,0.098,0.328,27.946999999999996,29.686,1211,173.275,99.8,100.0
E01000997,Croydon 009D,E02000202,Croydon 009,E09000008,Croydon,0.969,,,both,22.343,0.158,0.092,15.374000000000002,0.131,0.178,29.497,26.942,1365,172.375,95.525,95.525
E01000999,Croydon 009E,E02000202,Croydon 009,E09000008,Croydon,0.95,,,both,22.777,0.128,0.09,15.873,-0.22300000000000003,0.531,26.138999999999996,44.395,1269,195.375,100.0,100.0
E01001000,Croydon 010B,E02000203,Croydon 010,E09000008,Croydon,0.964,,,both,28.215000000000003,0.135,0.101,15.191,0.271,1.216,36.048,32.827,1341,147.175,94.75,99.125
E01001001,Croydon 013A,E02000206,Croydon 013,E09000008,Croydon,0.953,,,both,37.455,0.248,0.142,17.488,0.31,0.755,42.079,42.834,1252,137.8,97.6,100.0
E01001002,Croydon 009F,E02000202,Croydon 009,E09000008,Croydon,0.953,,,both,22.163,0.133,0.082,17.495,-0.009,0.169,31.447,36.803,1419,160.825,99.575,99.575
E01001004,Croydon 015A,E02000208,Croydon 015,E09000008,Croydon,0.967,,,both,26.942,0.202,0.111,19.15,-0.23700000000000002,0.224,39.551,23.374,2229,140.67142857142858,90.62857142857142,90.84285714285714
E01001012,Croydon 020A,E02000213,Croydon 020,E09000008,Croydon,0.974,,,both,37.546,0.206,0.124,23.673,0.39,1.13,46.457,39.243,2014,115.5,88.3,100.0
E01001144,Croydon 007E,E02000200,Croydon 007,E09000008,Croydon,0.961,,,both,37.101,0.207,0.174,21.711,0.616,0.403,40.114,38.811,1646,103.16,92.06,99.67999999999999
E01001151,Croydon 005C,E02000198,Croydon 005,E09000008,Croydon,0.932,,,both,40.839,0.22,0.178,31.363,0.639,0.938,39.14,37.044,1756,105.32000000000001,92.58,99.56
E01001179,Croydon 016D,E02000209,Croydon 016,E09000008,Croydon,0.936,,,both,20.706,0.129,0.067,13.224000000000002,-0.515,0.517,28.984,43.81,1591,148.9,99.53999999999999,99.82000000000001
E01034140,Croydon 015G,E02000208,Croydon 015,E09000008,Croydon,0.971,,,both,27.454000000000004,0.136,0.09099999999999998,13.794000000000002,-0.045,0.6410000000000001,45.347,40.510999999999996,3253,138.25714285714284,88.61428571428571,90.5
E01034151,Croydon 046E,E02006987,Croydon 046,E09000008,Croydon,0.981,,,both,31.45,0.166,0.094,12.855,-0.159,1.38,38.001,51.95,2925,124.3083333375,73.7625,93.5375
E01000982,Croydon 017C,E02000210,Croydon 017,E09000008,Croydon,0.953,,,both,18.644,0.138,0.077,14.896,-0.413,0.189,24.998,31.049,1656,121.43333333333334,87.33333333333333,99.61666666666667
E01000984,Croydon 022F,E02000215,Croydon 022,E09000008,Croydon,0.951,,,both,30.644,0.194,0.12,14.814,0.876,0.21,33.901,34.981,1858,128.63333333333333,84.18333333333334,98.58333333333333
E01000987,Croydon 021C,E02000214,Croydon 021,E09000008,Croydon,0.955,,,both,9.378,0.049,0.041,9.596,-0.614,0.18200000000000002,16.638,28.689999999999998,1487,153.375,97.35,99.475
E01000995,Croydon 009B,E02000202,Croydon 009,E09000008,Croydon,0.964,,,both,20.555,0.117,0.074,10.405,-0.514,0.6050000000000001,34.427,36.593,1779,149.62,98.36,100.0
E01000998,Croydon 010A,E02000203,Croydon 010,E09000008,Croydon,0.953,,,both,32.577,0.175,0.134,17.549,0.23,0.985,41.257,33.429,1560,149.62,98.4,98.4
E01001005,Croydon 019A,E02000212,Croydon 019,E09000008,Croydon,0.972,,,both,23.204,0.129,0.076,15.876000000000001,-0.051,0.8290000000000001,35.524,29.98,1629,145.1,97.78,100.0
E01001052,Croydon 030B,E02000223,Croydon 030,E09000008,Croydon,0.953,,,both,42.12,0.303,0.185,40.359,0.397,0.614,41.102,10.342,1402,143.325,99.775,100.0
E01001116,Croydon 013F,E02000206,Croydon 013,E09000008,Croydon,0.968,,,both,28.877999999999997,0.157,0.117,17.426,0.127,0.841,34.113,38.957,1347,148.78000000000003,98.94,99.64
E01001131,Croydon 018C,E02000211,Croydon 018,E09000008,Croydon,0.946,,,both,12.694,0.079,0.039,13.248,-0.565,-0.874,38.924,15.263,1643,120.72,81.82000000000001,100.0
E01001141,Croydon 008A,E02000201,Croydon 008,E09000008,Croydon,0.941,,,both,27.470000000000002,0.187,0.128,14.02,-0.121,0.327,39.874,25.026,1332,115.47999999999999,93.5,100.0
E01001182,Croydon 011D,E02000204,Croydon 011,E09000008,Croydon,0.939,,,both,21.65,0.128,0.078,14.168,-0.244,0.705,31.055,33.851,1391,164.75,98.55,99.2
E01034142,Croydon 020G,E02000213,Croydon 020,E09000008,Croydon,0.984,,,both,28.921,0.161,0.10899999999999999,10.536,0.177,1.305,37.14,28.94,2484,129.74047618571427,83.0,95.01428571428572
E01000978,Croydon 022D,E02000215,Croydon 022,E09000008,Croydon,0.943,,,both,20.55,0.086,0.069,6.279,-0.217,-0.05,44.699,43.199,1795,116.66666666666667,91.26666666666667,99.58333333333333
E01000980,Croydon 017A,E02000210,Croydon 017,E09000008,Croydon,0.959,,,both,26.509999999999998,0.192,0.12199999999999998,11.74,0.468,0.24200000000000002,24.048,33.971,1257,120.96,93.12,100.0
E01000983,Croydon 017D,E02000210,Croydon 017,E09000008,Croydon,0.958,,,both,13.493999999999998,0.071,0.054000000000000006,7.826,-0.265,-0.068,24.295,36.677,1704,136.56,88.47999999999999,97.42
E01000990,Croydon 045A,E02006788,Croydon 045,E09000008,Croydon,0.898,,,both,40.278,0.257,0.195,36.434,0.341,0.309,41.084,25.882000000000005,1491,130.45,98.8,100.0
E01000993,Croydon 021D,E02000214,Croydon 021,E09000008,Croydon,0.96,,,both,12.212,0.069,0.048,10.827,-0.395,0.19700000000000004,23.497,26.913,1702,132.2,92.92,96.26
E01000994,Croydon 009A,E02000202,Croydon 009,E09000008,Croydon,0.967,,,both,19.762,0.119,0.084,10.333,-0.435,0.646,33.54,23.586000000000002,1510,166.45999999999998,99.42,99.42
E01001007,Croydon 016B,E02000209,Croydon 016,E09000008,Croydon,0.964,,,both,18.879,0.144,0.065,14.397,-0.635,-0.108,37.361,25.388,2063,151.84,99.52000000000001,100.0
E01001066,Croydon 034F,E02000227,Croydon 034,E09000008,Croydon,0.937,,,both,38.911,0.284,0.172,31.154,0.573,0.087,43.235,13.523,1417,148.11999999999998,98.34,100.0
E01001111,Croydon 010D,E02000203,Croydon 010,E09000008,Croydon,0.962,,,both,28.48,0.157,0.10799999999999998,18.96,0.11,0.93,30.972,40.848,1663,120.0,90.38,94.88
E01001130,Croydon 025C,E02000218,Croydon 025,E09000008,Croydon,0.953,,,both,37.162,0.296,0.153,30.15,0.0,0.325,44.271,14.481,1847,136.44,98.47999999999999,100.0
E01001136,Croydon 007A,E02000200,Croydon 007,E09000008,Croydon,0.962,,,both,32.903,0.176,0.118,17.447,0.135,0.885,37.21,53.267,2107,106.64999999999999,81.38333333333334,88.73333333333333
E01001139,Croydon 007B,E02000200,Croydon 007,E09000008,Croydon,0.97,,,both,19.585,0.111,0.076,13.492,-0.565,0.428,30.752,37.035,1662,119.98333333333333,85.68333333333334,98.06666666666666
E01001148,Croydon 005B,E02000198,Croydon 005,E09000008,Croydon,0.951,,,both,23.162,0.156,0.084,11.819,0.202,0.191,28.647,39.932,1666,116.92,96.66,99.38
E01001153,Croydon 006D,E02000199,Croydon 006,E09000008,Croydon,0.951,,,both,22.665,0.139,0.093,18.453,-0.391,0.551,31.095,32.189,1540,128.9,97.5,99.47999999999999
E01001158,Croydon 005E,E02000198,Croydon 005,E09000008,Croydon,0.948,,,both,20.443,0.127,0.081,15.799000000000001,-0.181,0.014000000000000002,33.638,31.246,1714,106.2,79.28,96.36
E01001161,Croydon 003D,E02000196,Croydon 003,E09000008,Croydon,0.951,,,both,42.566,0.293,0.19,34.035,0.662,0.506,41.19,18.853,1802,166.68,99.5,99.5
E01001164,Croydon 001E,E02000194,Croydon 001,E09000008,Croydon,0.969,,,both,20.492,0.133,0.087,8.536,-0.419,0.415,33.903,30.174999999999997,2184,93.46666666666665,63.949999999999996,73.58333333333333
E01001185,Croydon 014B,E02000207,Croydon 014,E09000008,Croydon,0.964,,,both,19.985,0.124,0.08,17.057,-0.141,0.156,32.225,26.714,1648,114.48333333333335,88.33333333333333,98.48333333333333
E01001187,Croydon 017E,E02000210,Croydon 017,E09000008,Croydon,0.955,,,both,20.607,0.12399999999999999,0.09,14.263,-0.362,-0.008,32.194,35.963,2131,121.68333333333334,69.14999999999999,100.0
E01001193,Croydon 014E,E02000207,Croydon 014,E09000008,Croydon,0.947,,,both,34.356,0.23200000000000004,0.169,26.507,0.29500000000000004,0.068,43.109,14.404,1766,136.0,98.475,100.0
E01000977,Croydon 022C,E02000215,Croydon 022,E09000008,Croydon,0.943,,,both,28.332,0.195,0.13,13.905,0.41,0.134,35.778,26.201,1675,115.77142857142859,92.31428571428572,100.0
E01000981,Croydon 017B,E02000210,Croydon 017,E09000008,Croydon,0.957,,,both,13.993,0.097,0.055,12.756,-0.14499999999999996,-0.17,21.591,28.709,1768,139.73333333333332,96.60000000000001,99.71666666666665
E01001040,Croydon 029E,E02000222,Croydon 029,E09000008,Croydon,0.965,,,both,15.153,0.1,0.07,10.936,-0.538,-0.506,25.887,34.006,1855,135.6,94.21666666666665,99.86666666666667
E01001088,Croydon 004B,E02000197,Croydon 004,E09000008,Croydon,0.948,,,both,16.133,0.119,0.074,14.939,-0.635,-0.309,28.530999999999995,23.44,1805,146.42,100.0,100.0
E01001146,Croydon 006A,E02000199,Croydon 006,E09000008,Croydon,0.969,,,both,19.749,0.127,0.091,12.6,-0.491,0.169,27.468000000000004,35.757,1620,122.34,98.42,99.5
E01001149,Croydon 006B,E02000199,Croydon 006,E09000008,Croydon,0.956,,,both,16.06,0.101,0.07,11.183,-0.345,0.121,29.932,24.018,1572,134.98,98.46000000000001,100.0
E01001155,Croydon 010E,E02000203,Croydon 010,E09000008,Croydon,0.919,,,both,43.809,0.281,0.167,23.794,0.927,0.847,46.115,30.417,1767,105.74000000000001,93.0,100.0
E01001163,Croydon 002E,E02000195,Croydon 002,E09000008,Croydon,0.967,,,both,16.31,0.09,0.068,7.185,-0.625,0.43,25.545,38.527,2066,107.1,97.22,99.9
E01001175,Croydon 011B,E02000204,Croydon 011,E09000008,Croydon,0.942,,,both,30.599,0.171,0.134,11.75,0.334,0.8980000000000001,35.174,36.144,1644,156.0,96.62,96.62
E01000976,Croydon 022B,E02000215,Croydon 022,E09000008,Croydon,0.953,,,both,25.791,0.149,0.09,11.754,0.469,0.277,32.485,44.409,2055,102.18571428571428,86.05714285714285,99.85714285714286
E01001003,Croydon 010C,E02000203,Croydon 010,E09000008,Croydon,0.949,,,both,24.98,0.174,0.09499999999999999,15.73,-0.431,0.227,37.736,36.319,1685,127.47999999999999,91.46000000000001,91.46000000000001
E01001011,Croydon 019E,E02000212,Croydon 019,E09000008,Croydon,0.954,,,both,30.871,0.185,0.121,20.189,-0.292,0.909,42.8,31.737000000000002,2106,104.82000000000001,83.2,98.96000000000001
E01001025,Croydon 043C,E02000236,Croydon 043,E09000008,Croydon,0.951,,,both,6.227,0.037,0.029,9.879,-1.16,-0.44599999999999995,24.116,13.226999999999999,1296,147.525,96.9,99.65
E01001035,Croydon 047C,E02006988,Croydon 047,E09000008,Croydon,0.973,,,both,18.386,0.089,0.074,10.188,0.374,-0.144,36.789,20.629,1873,136.25,86.10000000000001,99.86666666666667
E01001037,Croydon 029B,E02000222,Croydon 029,E09000008,Croydon,0.961,,,both,20.404,0.127,0.073,18.427,0.002,0.023,25.578,39.85,1346,121.67999999999999,85.66,100.0
E01001046,Croydon 023B,E02000216,Croydon 023,E09000008,Croydon,0.945,,,both,9.773,0.05,0.031,2.437,-1.13,-0.272,36.748,24.156000000000002,1764,102.57142857142857,55.84285714285715,97.44285714285715
E01001047,Croydon 047A,E02006988,Croydon 047,E09000008,Croydon,0.962,,,both,22.051,0.102,0.063,9.973,-0.015,0.825,31.677,47.31,1792,105.18571428571428,78.81428571428572,100.0
E01001054,Croydon 030C,E02000223,Croydon 030,E09000008,Croydon,0.939,,,both,34.919,0.239,0.16100000000000003,39.484,0.49400000000000005,0.204,33.578,16.291,1691,149.1,97.22,99.36
E01001056,Croydon 030D,E02000223,Croydon 030,E09000008,Croydon,0.953,,,both,37.88999999999999,0.27199999999999996,0.166,44.814,0.30899999999999994,0.255,37.954,13.269,1910,148.6,99.02000000000001,100.0
E01001147,Croydon 005A,E02000198,Croydon 005,E09000008,Croydon,0.968,,,both,34.0,0.205,0.133,34.34,0.349,0.551,37.66599999999999,32.489,1772,108.84,83.7,97.72
E01001152,Croydon 005D,E02000198,Croydon 005,E09000008,Croydon,0.959,,,both,37.166,0.225,0.14,18.303,0.455,0.949,37.311,47.46500000000001,1788,107.42,90.12,99.78
E01001181,Croydon 015E,E02000208,Croydon 015,E09000008,Croydon,0.959,,,both,42.449,0.25,0.155,20.034,0.595,1.0,46.141,46.81,2095,113.89166666666667,87.38333333333333,92.8
E01001189,Croydon 045B,E02006788,Croydon 045,E09000008,Croydon,0.956,,,both,17.717,0.101,0.098,12.54,-0.397,0.357,25.922,22.189,1236,142.525,100.0,100.0
E01000989,Croydon 018A,E02000211,Croydon 018,E09000008,Croydon,0.957,,,both,12.449,0.079,0.058,14.993999999999998,-0.38599999999999995,-0.423,27.773,15.104,1713,124.14000000000001,78.64,100.0
E01001057,Croydon 030E,E02000223,Croydon 030,E09000008,Croydon,0.971,0.969,0.972,both,40.503,0.301,0.171,47.454,0.415,0.075,40.652,9.749,1916,155.88,98.78,99.26
E01001059,Croydon 034B,E02000227,Croydon 034,E09000008,Croydon,0.958,,,both,15.24,0.09999999999999999,0.067,10.031,-0.023000000000000003,-0.582,34.575,12.562,1446,120.82000000000001,83.5,100.0
E01001086,Croydon 003B,E02000196,Croydon 003,E09000008,Croydon,0.952,,,both,16.705,0.082,0.057,8.167,-0.597,0.91,31.491,27.58,1732,129.92000000000002,99.03999999999999,99.5
E01001090,Croydon 004D,E02000197,Croydon 004,E09000008,Croydon,0.96,,,both,23.381,0.135,0.079,17.147,-0.537,0.375,40.115,37.337,2409,127.0,93.28571428571429,100.0
E01001100,Croydon 031E,E02000224,Croydon 031,E09000008,Croydon,0.953,,,both,8.833,0.052000000000000005,0.032,1.818,-0.9570000000000001,-0.49,31.848,26.018,1494,137.22,94.34,100.0
E01001154,Croydon 006E,E02000199,Croydon 006,E09000008,Croydon,0.963,,,both,28.926,0.161,0.099,22.01,-0.431,0.869,36.731,46.246,2023,126.96,94.82000000000001,97.56
E01001160,Croydon 002D,E02000195,Croydon 002,E09000008,Croydon,0.961,,,both,13.743,0.107,0.064,11.653,-0.545,0.075,23.336,19.009,1991,139.1,97.26,99.46000000000001
E01001165,Croydon 024C,E02000217,Croydon 024,E09000008,Croydon,0.963,,,both,24.16,0.125,0.095,14.689,-0.17,0.783,33.91,36.338,1741,131.32,91.64,99.86
E01001183,Croydon 011E,E02000204,Croydon 011,E09000008,Croydon,0.976,,,both,24.133,0.148,0.099,16.692,-0.38900000000000007,0.599,36.72,28.592,1780,180.35,95.875,97.75
E01001184,Croydon 011F,E02000204,Croydon 011,E09000008,Croydon,0.955,,,both,16.909,0.103,0.067,10.378,-0.327,0.531,27.477000000000004,27.475,1309,179.025,98.8,99.0
E01001191,Croydon 008D,E02000201,Croydon 008,E09000008,Croydon,0.959,,,both,34.93,0.219,0.132,14.11,0.247,0.792,38.807,48.831,1950,106.14999999999999,61.083333333333336,100.0
E01001192,Croydon 008E,E02000201,Croydon 008,E09000008,Croydon,0.934,,,both,27.765,0.167,0.114,17.187,0.168,0.778,36.49,26.158,1787,108.46,93.96000000000001,100.0
E01001034,Croydon 031B,E02000224,Croydon 031,E09000008,Croydon,0.965,,,both,14.826,0.075,0.061,10.199,-0.367,-0.342,34.835,28.756,1638,135.8,85.7,99.84
E01001042,Croydon 024B,E02000217,Croydon 024,E09000008,Croydon,0.966,,,both,36.634,0.187,0.095,22.407,0.135,1.99,39.929,47.057,2046,110.97222222166666,82.39999999999999,95.93333333333334
E01001077,Croydon 032C,E02000225,Croydon 032,E09000008,Croydon,0.944,,,both,18.542,0.098,0.075,27.64,-0.182,0.277,27.48,20.707,1371,141.075,97.325,100.0
E01001110,Croydon 020D,E02000213,Croydon 020,E09000008,Croydon,0.958,,,both,43.021,0.233,0.15,21.79,1.065,1.104,38.766,51.675,1928,130.8,97.34,99.6
E01001126,Croydon 034H,E02000227,Croydon 034,E09000008,Croydon,0.952,,,both,6.813,0.042,0.032,8.182,-0.699,-0.612,23.513,16.963,1419,174.34,99.46000000000001,100.0
E01000986,Croydon 021B,E02000214,Croydon 021,E09000008,Croydon,0.952,,,both,13.043,0.083,0.063,3.3650000000000007,-0.596,0.331,27.071,22.024,1734,124.84,86.26,94.97999999999999
E01001006,Croydon 016A,E02000209,Croydon 016,E09000008,Croydon,0.985,,,both,30.661000000000005,0.185,0.099,22.266,-0.096,0.678,54.144,18.612,1597,147.06,88.47999999999999,99.28
E01001009,Croydon 019C,E02000212,Croydon 019,E09000008,Croydon,0.969,,,both,23.746,0.153,0.09,12.461,-0.234,0.38199999999999995,37.412,33.992,1957,135.8,92.08,92.08
E01001026,Croydon 043D,E02000236,Croydon 043,E09000008,Croydon,0.954,,,both,12.713,0.108,0.065,14.287,-0.299,-0.488,21.782,9.611,1893,148.2,92.24,97.82000000000001
E01001127,Croydon 025A,E02000218,Croydon 025,E09000008,Croydon,0.949,,,both,9.41,0.066,0.056999999999999995,8.752,-0.882,0.121,17.698,15.595,1551,169.94,99.03999999999999,100.0
E01001145,Croydon 008C,E02000201,Croydon 008,E09000008,Croydon,0.938,,,both,39.93099999999999,0.27,0.168,21.104,0.355,0.819,38.042,41.14,1902,97.71666666666665,76.33333333333333,99.89999999999999
E01001170,Croydon 047D,E02006988,Croydon 047,E09000008,Croydon,0.944,,,both,27.089,0.147,0.113,8.827,0.436,0.574,32.654,41.051,2130,106.64999999999999,87.33333333333333,100.0
E01001177,Croydon 016C,E02000209,Croydon 016,E09000008,Croydon,0.954,,,both,31.6,0.19199999999999998,0.141,16.347,0.341,0.555,39.33,31.371,1654,158.275,89.65,92.4
E01000979,Croydon 022E,E02000215,Croydon 022,E09000008,Croydon,0.968,,,both,17.568,0.095,0.074,11.549,-0.451,-0.32699999999999996,35.213,34.305,1766,127.48333333333335,89.06666666666666,99.64999999999999
E01001050,Croydon 023D,E02000216,Croydon 023,E09000008,Croydon,0.924,,,both,22.046999999999997,0.137,0.075,7.433,0.337,0.36,39.479,22.572,1692,78.12857142857142,33.68571428571428,99.89999999999999
E01001051,Croydon 030A,E02000223,Croydon 030,E09000008,Croydon,0.937,0.934,0.94,both,39.057,0.269,0.152,42.88399999999999,0.694,0.732,37.774,8.763,1576,136.78,99.34,100.0
E01001089,Croydon 004C,E02000197,Croydon 004,E09000008,Croydon,0.953,,,both,28.744,0.167,0.092,16.224,0.352,0.644,37.188,42.395,2010,123.46,98.67999999999999,99.92
E01001091,Croydon 004E,E02000197,Croydon 004,E09000008,Croydon,0.943,,,both,15.404,0.088,0.061000000000000006,5.579,-0.54,0.767,29.176,22.766,1674,121.88,95.96000000000001,99.62
E01001114,Croydon 013E,E02000206,Croydon 013,E09000008,Croydon,0.954,,,both,41.451,0.25,0.149,34.193,0.682,0.953,43.88,32.375,1446,136.82,95.8,97.16
E01001118,Croydon 020E,E02000213,Croydon 020,E09000008,Croydon,0.915,,,both,40.478,0.258,0.173,20.702,0.475,1.095,41.587,29.62,1892,146.18333333333334,95.73333333333333,99.48333333333333
E01001133,Croydon 026E,E02000219,Croydon 026,E09000008,Croydon,0.925,,,both,11.327000000000002,0.083,0.05999999999999999,12.655,-0.584,-0.468,22.017000000000003,18.336,1527,113.39999999999999,84.2,99.81666666666666
E01001140,Croydon 007C,E02000200,Croydon 007,E09000008,Croydon,0.968,,,both,21.715,0.136,0.076,15.639,-0.026,0.352,34.788,29.5,1696,100.35000000000001,70.38333333333334,92.13333333333333
E01001166,Croydon 024D,E02000217,Croydon 024,E09000008,Croydon,0.939,,,both,32.149,0.201,0.108,19.834,0.777,0.209,43.367,31.227,2001,110.45,81.51666666666667,99.35000000000001
E01001168,Croydon 024E,E02000217,Croydon 024,E09000008,Croydon,0.969,,,both,21.176,0.099,0.061,13.242,0.087,0.546,33.707,42.319,1845,123.52000000000001,82.62,100.0
E01001174,Croydon 011A,E02000204,Croydon 011,E09000008,Croydon,0.94,,,both,22.452,0.153,0.087,18.196,-0.49300000000000005,0.819,30.008,24.596,1606,183.82,99.44,99.8
