lsoa_code,PC1,PC2,quadrant
E01000309,-1.8813404214204286,0.26073256992752397,"Q2 (-PC1,+PC2)"
E01000311,-3.279620135653423,-0.33627903279018334,"Q3 (-PC1,-PC2)"
E01000314,-2.706788529733149,-0.5790095118988987,"Q3 (-PC1,-PC2)"
E01000321,-1.1284250548917192,-0.30155863146715534,"Q3 (-PC1,-PC2)"
E01000117,-1.2137253675458242,1.359870237925951,"Q2 (-PC1,+PC2)"
E01000132,1.304530198084394,1.2197180114808073,"Q1 (+PC1,+PC2)"
E01000144,-0.8295480169059469,-0.7732543976690814,"Q3 (-PC1,-PC2)"
E01000153,4.830540860166554,-1.7509290068842887,"Q4 (+PC1,-PC2)"
E01000174,0.4011932722712441,-0.43139245387694425,"Q4 (+PC1,-PC2)"
E01000202,-3.793336366044544,0.45883132172810304,"Q2 (-PC1,+PC2)"
E01000265,-0.6626329032358905,0.23798824646656103,"Q2 (-PC1,+PC2)"
E01000320,-2.795361908528448,0.33220651319797023,"Q2 (-PC1,+PC2)"
E01000324,-0.8141228076077074,-1.1752955072442195,"Q3 (-PC1,-PC2)"
E01033912,-4.039733050900638,-1.3118721578484764,"Q3 (-PC1,-PC2)"
E01033914,1.4912004593286865,0.1228170440103538,"Q1 (+PC1,+PC2)"
E01000124,0.887772819569243,-0.8899366929000924,"Q4 (+PC1,-PC2)"
E01000142,-0.493702530513947,-0.773811439105798,"Q3 (-PC1,-PC2)"
E01000150,-1.2448143071544722,-0.4530663080386789,"Q3 (-PC1,-PC2)"
E01000156,-3.0825680613748654,-1.393622001349763,"Q3 (-PC1,-PC2)"
E01000162,1.8778199873749084,-1.033843087624303,"Q4 (+PC1,-PC2)"
E01000169,-1.1321391466792146,-2.320111819690901,"Q3 (-PC1,-PC2)"
E01000176,4.846419680460775,-2.333588132650111,"Q4 (+PC1,-PC2)"
E01000190,-2.1928158266055413,1.0874825962324595,"Q2 (-PC1,+PC2)"
E01000197,-2.425077482728388,-1.4009224059549552,"Q3 (-PC1,-PC2)"
E01000205,-3.6641342419818317,-3.2057759930097225,"Q3 (-PC1,-PC2)"
E01000227,-2.50007974617478,1.0203696397880813,"Q2 (-PC1,+PC2)"
E01000251,1.252078690056671,-1.595225568567217,"Q4 (+PC1,-PC2)"
E01000291,4.0353332569995315,-0.8211722367579785,"Q4 (+PC1,-PC2)"
E01000292,-0.894910748573091,-0.3682162899052494,"Q3 (-PC1,-PC2)"
E01000191,-2.5257450708035014,0.41403058651370744,"Q2 (-PC1,+PC2)"
E01000218,-0.9896346504369835,0.6026803985573033,"Q2 (-PC1,+PC2)"
E01000252,-0.5107966454570625,-0.5835569554999367,"Q3 (-PC1,-PC2)"
E01000267,-2.272817242056604,0.16831489012779516,"Q2 (-PC1,+PC2)"
E01000289,4.689464282710684,-1.1430664330154385,"Q4 (+PC1,-PC2)"
E01000115,-2.841999623287398,1.8048792026615943,"Q2 (-PC1,+PC2)"
E01000122,-2.1898318140835116,0.9357108702572637,"Q2 (-PC1,+PC2)"
E01000128,1.8516272487126473,0.5119295383853291,"Q1 (+PC1,+PC2)"
E01000131,0.0312979279462355,-1.1948195623318232,"Q4 (+PC1,-PC2)"
E01000152,0.35768557035650167,-1.5448245353928092,"Q4 (+PC1,-PC2)"
E01000158,-0.27385086267659836,0.2141360007282521,"Q2 (-PC1,+PC2)"
E01000170,0.9881473727631607,-1.508391395388282,"Q4 (+PC1,-PC2)"
E01000177,-3.7413828839837384,-1.6187765533979528,"Q3 (-PC1,-PC2)"
E01000263,-4.504969238160914,-2.9429064963185474,"Q3 (-PC1,-PC2)"
E01000281,-2.4800797578125824,-2.5668170410730946,"Q3 (-PC1,-PC2)"
E01000287,2.3114580747567466,1.196658407368894,"Q1 (+PC1,+PC2)"
E01000294,-0.3986550191430573,-0.6689083866920382,"Q3 (-PC1,-PC2)"
E01000313,0.38747225788283185,-0.6939733168472527,"Q4 (+PC1,-PC2)"
E01000138,1.476976641411578,-0.9613395392618362,"Q4 (+PC1,-PC2)"
E01000146,-0.6239537797378414,-1.7136644347724774,"Q3 (-PC1,-PC2)"
E01000168,-1.9006576240805018,-1.024589827931591,"Q3 (-PC1,-PC2)"
E01000171,0.8548290869045972,-3.070808260331992,"Q4 (+PC1,-PC2)"
E01000183,-1.1069326550923007,-1.1584450114271656,"Q3 (-PC1,-PC2)"
E01000187,-0.8895618007268332,0.2931336560930598,"Q2 (-PC1,+PC2)"
E01000192,-0.8590569474609365,-0.6117728191744255,"Q3 (-PC1,-PC2)"
