lsoa_code,PC1,PC2
E01000282,-3.328341003536753,0.8021962522436472
E01000256,-2.6689327383344432,0.488122268426983
E01000260,-0.9932308446147716,1.0928785214585328
E01000261,-2.257871457341777,-1.61138652368494
E01000305,0.7202167808421404,1.3722657433505407
E01000259,-2.0335277130531857,0.5342063662476699
E01000206,-5.01608651840906,1.9709995301591903
E01000255,1.4237438255479822,-2.7307042039009013
E01000228,-1.7510600271661365,0.20638236220643383
E01000258,-2.027628618132411,-1.0233289155683283
E01000188,-3.332242104499276,-0.15307406492361744
E01000246,-2.748268643026503,-1.3225760262035122
E01000254,-3.2256841764670714,-1.2161392766813253
E01000253,-2.392945219441005,-0.3266639129098939
E01000290,2.097182092896878,-2.3632800900957567
E01000279,-3.6247434309535844,0.11247091128048982
E01000373,0.7127261237698104,0.739941911803368
E01000411,-0.16641270450126888,1.117106814811635
E01000438,0.6349333192211074,0.32296224990331085
E01000452,-1.9827671802010862,1.539334539014536
E01000456,-1.975496972979518,1.2132299317571933
E01000464,3.5945583025039123,-1.6560098412398228
E01000426,-2.0301287716867913,0.3984804769029668
E01033790,3.7531350618187242,-0.45202415936973556
E01000368,5.328785266238829,-1.6973315698951952
E01000396,-1.6480021619922733,0.8706587400098615
E01000401,5.538270311490451,-3.227658361579653
E01000431,4.866292350834408,-1.9446487435216278
E01000347,0.46776539485824176,0.5896094905643599
E01000357,-3.3114265914547913,1.835987842653389
E01000370,0.7222691036688109,-2.0591579052273756
E01000419,0.890352667701154,-0.5603812360068617
E01000423,-2.090656182029616,-0.05859652011902616
E01000453,-1.477834093374364,1.042065534773051
E01000463,-2.8399386640511715,-0.4653755932231422
E01000326,-1.53463146890395,1.0850876321221765
E01000366,-1.8135803909869752,0.21966895210114443
E01000409,-1.7582396363418893,2.3074361433230477
E01000410,-2.1252622179311764,2.3738616748559105
E01000415,-1.5253951983644125,0.2583414752684317
E01000416,2.7314984215664153,1.2970645116371655
E01000435,3.996785618794057,-1.1165398995690325
E01000454,1.981934081020099,-1.0164113872831109
E01000455,-1.286593400264212,1.6883986085028373
E01000337,0.5889850139216449,0.7016624622195623
E01000341,0.6176036193473012,-0.8940148873086954
E01000422,3.719040231671107,0.14755574105206923
E01000446,-2.3058044893547267,0.041555265904601985
E01000342,-0.28317448787018357,-0.15951536178158168
E01000355,0.5060408653438091,-0.6765475571601279
E01000371,-1.097240356625767,-0.6366456251135345
E01000393,-1.6639121523881457,1.4184832087166679
E01000395,-1.790732356498332,0.41861586297513753
E01000436,-2.5285605212456557,1.3586968861068818
E01000437,0.4893137645418813,-0.1713688355504059
E01000439,2.8420027364818363,0.3351113118914156
E01000441,4.0881583089703915,-1.6339180264209692
E01000450,1.0991674562196247,0.17341280724999056
E01000459,1.2801165825268692,-3.0690181478137193
E01000467,0.9426408808283068,-0.23622875742042831
E01000325,-2.559989340648341,0.49700746014225944
E01000345,-1.3492564280742518,0.21833980647154114
E01000348,-3.1605966965225867,0.8169567945757007
E01000364,-0.528956006947885,-0.5741449937288414
E01000369,1.376981408185723,-0.9364446815070131
E01000413,0.5653749707610888,0.8388962119885993
E01000440,-0.4446555269263756,-0.2708897039600922
E01000443,1.536819949410561,-1.150689842985763
E01000451,-1.5459997024537342,1.8332592040284152
E01000333,3.2824770952635305,-0.7436712953717611
E01000354,2.674456409993186,-2.5018941758437556
E01000372,4.331280258028758,-1.4530540818851752
E01000384,-0.8092458333685301,-0.5201203577795694
E01000392,1.292263854680094,0.660668559719833
E01000404,1.540461942524235,-0.4553212558156564
E01000424,-1.3362989554394074,-3.1735255893304446
E01000465,4.090179272646803,-1.917303277872157
E01000469,-0.7358009917064048,0.9791419694356711
E01000336,4.131956195243148,-0.6420157213136767
E01000380,4.2902403344825135,-3.9428878919120525
E01000394,0.19999949182630708,-2.085992039854735
E01000425,-0.38381982183081415,-0.9224587814136597
E01000458,-0.5836178082558887,-3.1695368366316132
E01000470,4.531091320622168,-0.41066819169800645
E01000327,-1.0286626489375155,0.027589424156127827
E01000332,1.8264902841989712,-2.3663765102961527
E01000340,0.848653310684403,0.2734154493543476
E01000343,-0.7898760170475299,1.5647898938301958
E01000349,-1.653627479344795,0.5532859311840567
E01000356,-0.02570897581844718,0.6764010003727169
E01000379,1.37115141582283,-1.0794345299536243
E01000398,3.4124002232655695,-2.0503761562313016
E01000402,2.497696546479174,-0.7391292264984106
E01000414,-0.08348650603790263,0.08824220649611406
E01000427,0.10932781603199732,-1.20794200757263
E01032566,3.4564946143398183,-1.3087091445623573
E01000334,0.7488057950897912,-0.3255380211601794
E01000358,-1.768608520786974,0.6356197501809483
E01000365,1.6408079385858134,-1.7837656734890464
E01000367,3.5931620558474218,-0.30816927398434985
E01000391,-0.06795819247017411,0.32325342898890325
E01000412,-1.5952731204201358,0.9972595415922108
E01000420,0.8785634795151839,-1.1864916442263114
E01000449,-1.3574329046684914,-2.6060098811211194
E01000330,2.346485990470066,-2.4119232407309132
E01000353,-0.5130673678653007,-0.9849084023902226
E01000362,-0.07294246635479178,-1.666654650838543
E01000421,0.017009186443745394,-0.31652295425202737
E01000442,1.0160399450076139,-0.7853621934355239
E01000461,-1.6934808115193782,-0.5535076651147615
E01000339,1.8795333366701772,-1.6268598678001986
E01000360,1.8319538754750766,-2.080193066101595
E01000387,-0.013132364433231116,-1.085831391083158
E01000388,0.006657477009627065,-0.6541177102377603
E01000399,0.4618451171072692,-0.038454817956172664
E01000429,5.373650142879423,-2.4004493670269795
E01000433,5.004205871782016,-0.190485001652955
E01033791,2.407656192315666,-1.4883183653475673
E01000338,0.03441214143726368,0.502793083029794
E01000351,-0.9426295948907255,-0.1629301175299015
E01000375,0.11695596352733706,0.2589325648836541
E01000406,0.33047791904576146,1.3775305584303434
E01000407,0.4084425892299992,-1.224092153332208
E01000418,0.13271312948001787,1.3149423568748593
E01000460,-3.319374942772274,-1.0487448071463943
E01000329,-0.02116161098090905,-0.9685192924013318
E01000344,-0.17942676164312146,-1.4797643609446067
E01000382,-1.4424149326735065,-0.47779956208960844
E01000457,-0.07033427060727085,-1.5588306614728533
E01000346,-1.0515071457843534,2.126579421337445
E01000352,1.0598574290482883,0.090519584086281
E01000359,-1.8215014039592836,0.08267431055946466
E01000389,-0.8659691417074042,-1.0154366289584025
E01000390,-0.6580367833560046,0.29681409741078923
E01000400,0.40426301996229336,0.007404008491958018
E01000350,-1.90035902396388,0.8950374949975156
E01000361,-1.186689009804382,1.1472594680415504
E01000385,4.46354625601646,-1.8984144906156133
E01000331,3.819144725353059,-1.2283655398481725
E01000363,-1.3937679661459903,-0.0830054016260479
E01000448,-2.937451345041672,-0.5286573107724138
E01000468,-1.6202071637549815,2.5356138257111627
E01000417,1.2350681587495524,-1.1717950174834102
E01000328,1.4382550680131727,-2.854322911445076
E01000386,8.010113801663389,-5.134101634781801
E01000428,4.040713776470818,-4.420383136328814
E01000374,6.214454148704795,-0.7367367927621904
E01000377,0.37796985676134204,-2.0220957796425574
E01000405,1.4433431209152123,0.6452133404197409
E01000444,-2.7482604681082776,-0.2958066131085975
E01000462,1.924910643081761,-4.704705366046825
E01000403,4.568588899827586,-3.636265394272875
E01000445,-1.451756779515284,-0.08947773591483354
