lsoa_code,region,lad_name,dpi_score,dpi_ci_upper,dpi_ci_lower
E01000750,London,Bromley,0.887,,
E01000751,London,Bromley,0.959,,
E01000752,London,Bromley,0.909,,
E01000753,London,Bromley,0.949,,
E01000754,London,Bromley,0.951,,
E01000755,London,Bromley,0.941,,
E01000756,London,Bromley,0.957,,
E01000757,London,Bromley,0.939,,
E01000758,London,Bromley,0.955,,
E01000759,London,Bromley,0.946,,
E01000760,London,Bromley,0.936,,
E01000761,London,Bromley,0.952,,
E01000762,London,Bromley,0.956,,
E01000763,London,Bromley,0.943,,
E01000764,London,Bromley,0.941,,
E01000765,London,Bromley,0.963,,
E01000766,London,Bromley,0.943,,
E01000767,London,Bromley,0.942,,
E01000768,London,Bromley,0.944,,
E01000769,London,Bromley,0.951,,
E01000770,London,Bromley,0.936,,
E01000771,London,Bromley,0.952,,
E01000772,London,Bromley,0.937,,
E01000773,London,Bromley,0.91,,
E01000774,London,Bromley,0.94,,
E01000775,London,Bromley,0.96,,
E01000777,London,Bromley,0.957,,
E01000778,London,Bromley,0.962,,
E01000779,London,Bromley,0.949,,
E01000780,London,Bromley,0.96,,
E01000781,London,Bromley,0.955,,
E01000782,London,Bromley,0.959,,
E01000783,London,Bromley,0.956,,
E01000784,London,Bromley,0.978,,
E01000785,London,Bromley,0.946,,
E01000786,London,Bromley,0.947,,
E01000787,London,Bromley,0.913,,
E01000788,London,Bromley,0.96,,
E01000789,London,Bromley,0.96,0.962,0.958
E01000790,London,Bromley,0.96,,
E01000791,London,Bromley,0.931,,
E01000792,London,Bromley,0.968,,
E01000793,London,Bromley,0.945,,
E01000794,London,Bromley,0.939,,
E01000795,London,Bromley,0.951,,
E01000796,London,Bromley,0.959,,
E01000797,London,Bromley,0.954,,
E01000798,London,Bromley,0.937,,
E01000799,London,Bromley,0.956,,
E01000800,London,Bromley,0.963,,
E01000801,London,Bromley,0.958,,
E01000802,London,Bromley,0.953,,
E01000803,London,Bromley,0.961,,
E01000804,London,Bromley,0.963,,
E01000805,London,Bromley,0.953,,
E01000806,London,Bromley,0.968,,
E01000807,London,Bromley,0.956,,
E01000808,London,Bromley,0.931,,
E01000809,London,Bromley,0.941,,
E01000810,London,Bromley,0.952,,
E01000811,London,Bromley,0.953,,
E01000812,London,Bromley,0.964,,
E01000813,London,Bromley,0.951,,
E01000814,London,Bromley,0.956,,
E01000815,London,Bromley,0.961,,
E01000816,London,Bromley,0.938,,
E01000818,London,Bromley,0.963,,
E01000819,London,Bromley,0.927,,
E01000820,London,Bromley,0.947,,
E01000822,London,Bromley,0.952,,
E01000823,London,Bromley,0.965,,
E01000824,London,Bromley,0.972,,
E01000825,London,Bromley,0.955,,
E01000826,London,Bromley,0.965,,
E01000827,London,Bromley,0.955,,
E01000828,London,Bromley,0.952,,
E01000829,London,Bromley,0.956,,
E01000830,London,Bromley,0.959,,
E01000831,London,Bromley,0.941,,
E01000832,London,Bromley,0.941,,
E01000833,London,Bromley,0.952,,
E01000834,London,Bromley,0.957,,
E01000835,London,Bromley,0.949,,
E01000836,London,Bromley,0.957,,
E01000837,London,Bromley,0.938,,
E01000838,London,Bromley,0.925,,
E01000839,London,Bromley,0.956,,
E01000840,London,Bromley,0.915,,
E01000841,London,Bromley,0.942,,
E01000842,London,Camden,0.951,,
E01000843,London,Camden,0.964,,
E01000844,London,Camden,0.971,,
E01000845,London,Camden,0.967,,
E01000846,London,Camden,0.959,,
E01000847,London,Camden,0.952,,
E01000848,London,Camden,0.963,,
E01000849,London,Camden,0.954,,
E01000850,London,Camden,0.963,,
E01000851,London,Camden,0.967,,
E01000852,London,Camden,0.961,,
E01000853,London,Camden,0.888,,
E01000854,London,Camden,0.942,,
E01000855,London,Camden,0.948,,
E01000856,London,Camden,0.954,,
E01000857,London,Camden,0.956,,
E01000858,London,Camden,0.961,,
E01000859,London,Camden,0.955,,
E01000860,London,Camden,0.915,,
E01000861,London,Camden,0.957,,
E01000862,London,Camden,0.963,,
E01000863,London,Camden,0.978,,
E01000864,London,Camden,0.962,,
E01000865,London,Camden,0.96,,
E01000866,London,Camden,0.957,,
E01000867,London,Camden,0.966,,
E01000868,London,Camden,0.95,,
E01000869,London,Camden,0.962,,
E01000870,London,Camden,0.957,,
E01000871,London,Camden,0.963,,
E01000872,London,Camden,0.956,,
E01000873,London,Camden,0.967,,
E01000874,London,Camden,0.968,,
E01000875,London,Camden,0.948,,
E01000876,London,Camden,0.953,,
E01000877,London,Camden,0.965,,
E01000878,London,Camden,0.981,,
E01000879,London,Camden,0.962,,
E01000880,London,Camden,0.99,,
E01000881,London,Camden,0.973,,
E01000882,London,Camden,0.974,,
E01000883,London,Camden,0.979,,
E01000884,London,Camden,0.98,,
E01000885,London,Camden,0.949,,
E01000886,London,Camden,0.952,,
E01000887,London,Camden,0.965,,
E01000888,London,Camden,0.955,,
E01000889,London,Camden,0.942,,
E01000890,London,Camden,0.942,0.944,0.939
E01000891,London,Camden,0.933,,
E01000892,London,Camden,0.955,,
E01000893,London,Camden,0.975,,
E01000894,London,Camden,0.963,,
E01000895,London,Camden,0.942,,
E01000896,London,Camden,0.968,,
E01000897,London,Camden,0.976,,
E01000898,London,Camden,0.953,,
E01000899,London,Camden,0.981,,
E01000900,London,Camden,0.934,,
E01000901,London,Camden,0.959,,
E01000902,London,Camden,0.935,,
E01000903,London,Camden,0.943,,
E01000904,London,Camden,0.948,,
E01000905,London,Camden,0.92,,
E01000906,London,Camden,0.967,,
E01000907,London,Camden,0.943,,
E01000908,London,Camden,0.928,,
E01000909,London,Camden,0.954,,
E01000910,London,Camden,0.975,,
E01000911,London,Camden,0.942,,
E01000912,London,Camden,0.937,,
E01000913,London,Camden,0.968,,
E01000914,London,Camden,0.958,,
E01000915,London,Camden,0.947,,
E01000916,London,Camden,0.957,,
E01000917,London,Camden,0.903,,
E01000918,London,Camden,0.956,,
E01000919,London,Camden,0.958,,
E01000920,London,Camden,0.957,,
E01000921,London,Camden,0.965,,
E01000922,London,Camden,0.958,,
E01000923,London,Camden,0.951,,
E01000924,London,Camden,0.966,,
E01000925,London,Camden,0.943,,
E01000926,London,Camden,0.967,,
E01000927,London,Camden,0.949,,
E01000928,London,Camden,0.951,,
E01000929,London,Camden,0.946,,
E01000930,London,Camden,0.917,,
E01000931,London,Camden,0.956,,
E01000932,London,Camden,0.954,,
E01000933,London,Camden,0.969,,
E01000934,London,Camden,0.925,,
E01000935,London,Camden,0.94,,
E01000936,London,Camden,0.958,,
E01000937,London,Camden,0.955,,
E01000938,London,Camden,0.963,,
E01000939,London,Camden,0.963,,
E01000940,London,Camden,0.921,,
E01000941,London,Camden,0.935,,
E01000942,London,Camden,0.973,,
E01000943,London,Camden,0.951,,
E01000944,London,Camden,0.955,,
E01000945,London,Camden,0.964,,
E01000946,London,Camden,0.959,,
E01000947,London,Camden,0.965,,
E01000948,London,Camden,0.958,,
E01000949,London,Camden,0.966,,
E01000950,London,Camden,0.92,,
E01000951,London,Camden,0.922,,
E01000952,London,Camden,0.949,,
E01000953,London,Camden,0.962,,
E01000954,London,Camden,0.942,,
E01000955,London,Camden,0.929,,
E01000956,London,Camden,0.962,,
E01000957,London,Camden,0.964,,
E01000958,London,Camden,0.977,,
E01000959,London,Camden,0.948,,
E01000960,London,Camden,0.982,,
E01000961,London,Camden,0.96,,
E01000962,London,Camden,0.969,,
E01000963,London,Camden,0.974,,
E01000964,London,Camden,0.961,,
E01000965,London,Camden,0.973,,
E01000966,London,Camden,0.98,,
E01000967,London,Camden,0.962,,
E01000968,London,Camden,0.958,,
E01000969,London,Camden,0.981,,
E01000970,London,Camden,0.972,,
E01000971,London,Camden,0.969,,
E01000972,London,Camden,0.954,,
E01000973,London,Camden,0.981,,
E01000974,London,Camden,0.934,,
E01000975,London,Croydon,0.964,,
E01000976,London,Croydon,0.953,,
E01000977,London,Croydon,0.943,,
E01000978,London,Croydon,0.943,,
E01000979,London,Croydon,0.968,,
E01000980,London,Croydon,0.959,,
E01000981,London,Croydon,0.957,,
E01000982,London,Croydon,0.953,,
E01000983,London,Croydon,0.958,,
E01000984,London,Croydon,0.951,,
E01000985,London,Croydon,0.953,,
E01000986,London,Croydon,0.952,,
E01000987,London,Croydon,0.955,,
E01000989,London,Croydon,0.957,,
E01000990,London,Croydon,0.898,,
E01000991,London,Croydon,0.945,,
E01000992,London,Croydon,0.945,,
E01000993,London,Croydon,0.96,,
E01000994,London,Croydon,0.967,,
E01000995,London,Croydon,0.964,,
E01000996,London,Croydon,0.936,,
E01000997,London,Croydon,0.969,,
E01000998,London,Croydon,0.953,,
E01000999,London,Croydon,0.95,,
E01001000,London,Croydon,0.964,,
E01001001,London,Croydon,0.953,,
E01001002,London,Croydon,0.953,,
E01001003,London,Croydon,0.949,,
E01001004,London,Croydon,0.967,,
E01001005,London,Croydon,0.972,,
E01001006,London,Croydon,0.985,,
E01001007,London,Croydon,0.964,,
E01001008,London,Croydon,0.945,,
E01001009,London,Croydon,0.969,,
E01001010,London,Croydon,0.956,,
E01001011,London,Croydon,0.954,,
E01001012,London,Croydon,0.974,,
E01001013,London,Croydon,0.942,,
E01001014,London,Croydon,0.963,,
E01001015,London,Croydon,0.942,,
E01001016,London,Croydon,0.959,,
E01001017,London,Croydon,0.96,,
E01001018,London,Croydon,0.951,,
E01001019,London,Croydon,0.938,,
E01001020,London,Croydon,0.923,,
E01001021,London,Croydon,0.922,0.926,0.919
E01001022,London,Croydon,0.938,,
E01001023,London,Croydon,0.977,,
E01001024,London,Croydon,0.947,,
E01001025,London,Croydon,0.951,,
E01001026,London,Croydon,0.954,,
E01001027,London,Croydon,0.967,,
E01001028,London,Croydon,0.969,,
E01001029,London,Croydon,0.974,,
E01001030,London,Croydon,0.964,,
E01001031,London,Croydon,0.975,,
E01001032,London,Croydon,0.974,,
E01001033,London,Croydon,0.952,,
E01001034,London,Croydon,0.965,,
E01001035,London,Croydon,0.973,,
E01001036,London,Croydon,0.974,,
E01001037,London,Croydon,0.961,,
E01001038,London,Croydon,0.958,,
E01001039,London,Croydon,0.973,,
E01001040,London,Croydon,0.965,,
E01001041,London,Croydon,0.96,,
E01001042,London,Croydon,0.966,,
E01001043,London,Croydon,0.981,,
E01001044,London,Croydon,0.968,,
E01001045,London,Croydon,0.979,,
E01001046,London,Croydon,0.945,,
E01001047,London,Croydon,0.962,,
E01001048,London,Croydon,0.984,,
E01001049,London,Croydon,0.966,,
E01001050,London,Croydon,0.924,,
E01001051,London,Croydon,0.937,0.94,0.934
E01001052,London,Croydon,0.953,,
E01001053,London,Croydon,0.963,,
E01001054,London,Croydon,0.939,,
E01001055,London,Croydon,0.926,,
E01001056,London,Croydon,0.953,,
E01001057,London,Croydon,0.971,0.972,0.969
E01001058,London,Croydon,0.964,,
E01001059,London,Croydon,0.958,,
E01001060,London,Croydon,0.951,,
E01001061,London,Croydon,0.955,,
E01001062,London,Croydon,0.963,,
E01001063,London,Croydon,0.963,,
E01001064,London,Croydon,0.958,,
E01001065,London,Croydon,0.942,,
E01001066,London,Croydon,0.937,,
E01001067,London,Croydon,0.955,,
E01001068,London,Croydon,0.965,,
E01001069,London,Croydon,0.965,,
E01001070,London,Croydon,0.949,,
E01001071,London,Croydon,0.952,,
E01001072,London,Croydon,0.967,,
E01001073,London,Croydon,0.957,,
E01001074,London,Croydon,0.933,,
E01001075,London,Croydon,0.988,,
E01001076,London,Croydon,0.958,,
E01001077,London,Croydon,0.944,,
E01001078,London,Croydon,0.954,,
E01001079,London,Croydon,0.937,,
E01001080,London,Croydon,0.938,0.941,0.935
E01001081,London,Croydon,0.953,,
E01001082,London,Croydon,0.95,,
E01001083,London,Croydon,0.961,,
E01001084,London,Croydon,0.96,,
E01001085,London,Croydon,0.953,,
E01001086,London,Croydon,0.952,,
E01001087,London,Croydon,0.96,,
E01001088,London,Croydon,0.948,,
E01001089,London,Croydon,0.953,,
E01001090,London,Croydon,0.96,,
E01001091,London,Croydon,0.943,,
E01001092,London,Croydon,0.963,,
E01001093,London,Croydon,0.974,,
E01001094,London,Croydon,0.968,,
E01001095,London,Croydon,0.973,,
E01001096,London,Croydon,0.966,,
E01001097,London,Croydon,0.944,,
E01001098,London,Croydon,0.968,,
E01001099,London,Croydon,0.953,,
E01001100,London,Croydon,0.953,,
E01001101,London,Croydon,0.953,,
E01001102,London,Croydon,0.923,,
E01001103,London,Croydon,0.936,,
E01001104,London,Croydon,0.958,,
E01001105,London,Croydon,0.956,,
E01001106,London,Croydon,0.945,,
E01001107,London,Croydon,0.973,,
E01001108,London,Croydon,0.967,,
E01001109,London,Croydon,0.935,,
E01001110,London,Croydon,0.958,,
E01001111,London,Croydon,0.962,,
E01001112,London,Croydon,0.937,,
E01001113,London,Croydon,0.968,,
E01001114,London,Croydon,0.954,,
E01001115,London,Croydon,0.934,,
E01001116,London,Croydon,0.968,,
E01001117,London,Croydon,0.971,,
E01001118,London,Croydon,0.915,,
E01001119,London,Croydon,0.941,,
E01001120,London,Croydon,0.945,,
E01001121,London,Croydon,0.957,,
E01001122,London,Croydon,0.971,,
E01001123,London,Croydon,0.949,,
E01001124,London,Croydon,0.926,,
E01001125,London,Croydon,0.937,,
E01001126,London,Croydon,0.952,,
E01001127,London,Croydon,0.949,,
E01001128,London,Croydon,0.961,,
E01001129,London,Croydon,0.961,,
E01001130,London,Croydon,0.953,,
E01001131,London,Croydon,0.946,,
E01001132,London,Croydon,0.952,,
E01001133,London,Croydon,0.925,,
E01001134,London,Croydon,0.94,,
E01001135,London,Croydon,0.941,,
E01001136,London,Croydon,0.962,,
E01001137,London,Croydon,0.955,,
E01001138,London,Croydon,0.969,,
E01001139,London,Croydon,0.97,,
E01001140,London,Croydon,0.968,,
E01001141,London,Croydon,0.941,,
E01001142,London,Croydon,0.968,,
E01001143,London,Croydon,0.946,,
E01001144,London,Croydon,0.961,,
E01001145,London,Croydon,0.938,,
E01001146,London,Croydon,0.969,,
E01001147,London,Croydon,0.968,,
E01001148,London,Croydon,0.951,,
E01001149,London,Croydon,0.956,,
E01001150,London,Croydon,0.97,,
E01001151,London,Croydon,0.932,,
E01001152,London,Croydon,0.959,,
E01001153,London,Croydon,0.951,,
E01001154,London,Croydon,0.963,,
E01001155,London,Croydon,0.919,,
E01001156,London,Croydon,0.952,,
E01001157,London,Croydon,0.948,,
E01001158,London,Croydon,0.948,,
E01001159,London,Croydon,0.964,,
E01001160,London,Croydon,0.961,,
E01001161,London,Croydon,0.951,,
E01001162,London,Croydon,0.957,,
E01001163,London,Croydon,0.967,,
E01001164,London,Croydon,0.969,,
E01001165,London,Croydon,0.963,,
E01001166,London,Croydon,0.939,,
E01001167,London,Croydon,0.958,,
E01001168,London,Croydon,0.969,,
E01001169,London,Croydon,0.963,,
E01001170,London,Croydon,0.944,,
E01001171,London,Croydon,0.944,,
E01001172,London,Croydon,0.944,,
E01001173,London,Croydon,0.965,,
E01001174,London,Croydon,0.94,,
E01001175,London,Croydon,0.942,,
E01001176,London,Croydon,0.973,,
E01001177,London,Croydon,0.954,,
E01001178,London,Croydon,0.967,,
E01001179,London,Croydon,0.936,,
E01001180,London,Croydon,0.952,,
E01001181,London,Croydon,0.959,,
E01001182,London,Croydon,0.939,,
E01001183,London,Croydon,0.976,,
E01001184,London,Croydon,0.955,,
E01001185,London,Croydon,0.964,,
E01001186,London,Croydon,0.929,,
E01001187,London,Croydon,0.955,,
E01001188,London,Croydon,0.958,,
E01001189,London,Croydon,0.956,,
E01001190,London,Croydon,0.957,,
E01001191,London,Croydon,0.959,,
E01001192,London,Croydon,0.934,,
E01001193,London,Croydon,0.947,,
E01001194,London,Croydon,0.96,,
E01001195,London,Ealing,0.951,,
E01001196,London,Ealing,0.918,,
E01001197,London,Ealing,0.95,,
E01001198,London,Ealing,0.972,,
E01001199,London,Ealing,0.947,,
E01001200,London,Ealing,0.962,,
E01001201,London,Ealing,0.963,,
E01001202,London,Ealing,0.968,,
E01001203,London,Ealing,0.955,,
E01001204,London,Ealing,0.96,,
E01001205,London,Ealing,0.972,,
E01001206,London,Ealing,0.969,,
E01001207,London,Ealing,0.966,,
E01001208,London,Ealing,0.956,,
E01001209,London,Ealing,0.976,,
E01001210,London,Ealing,0.945,,
E01001211,London,Ealing,0.957,,
E01001212,London,Ealing,0.964,,
E01001213,London,Ealing,0.953,,
E01001214,London,Ealing,0.957,,
E01001215,London,Ealing,0.968,,
E01001216,London,Ealing,0.954,,
E01001217,London,Ealing,0.958,,
E01001218,London,Ealing,0.95,,
E01001219,London,Ealing,0.959,,
E01001220,London,Ealing,0.967,,
E01001221,London,Ealing,0.976,,
E01001222,London,Ealing,0.971,,
E01001223,London,Ealing,0.961,,
E01001224,London,Ealing,0.968,,
E01001225,London,Ealing,0.956,,
E01001226,London,Ealing,0.973,,
E01001227,London,Ealing,0.96,,
E01001228,London,Ealing,0.958,,
E01001229,London,Ealing,0.941,,
E01001230,London,Ealing,0.965,,
E01001231,London,Ealing,0.961,,
E01001232,London,Ealing,0.949,,
E01001233,London,Ealing,0.938,,
E01001234,London,Ealing,0.969,,
E01001235,London,Ealing,0.974,,
E01001236,London,Ealing,0.933,,
E01001237,London,Ealing,0.972,,
E01001238,London,Ealing,0.976,,
E01001239,London,Ealing,0.961,,
E01001240,London,Ealing,0.964,,
E01001241,London,Ealing,0.954,,
E01001242,London,Ealing,0.959,,
E01001243,London,Ealing,0.968,,
E01001244,London,Ealing,0.948,,
E01001245,London,Ealing,0.976,,
E01001246,London,Ealing,0.962,,
E01001247,London,Ealing,0.966,,
E01001248,London,Ealing,0.941,,
E01001249,London,Ealing,0.964,,
E01001250,London,Ealing,0.949,,
E01001251,London,Ealing,0.97,,
E01001252,London,Ealing,0.969,,
E01001253,London,Ealing,0.976,,
E01001254,London,Ealing,0.95,,
E01001255,London,Ealing,0.968,,
E01001257,London,Ealing,0.955,0.957,0.952
E01001258,London,Ealing,0.949,,
E01001259,London,Ealing,0.95,,
E01001260,London,Ealing,0.95,,
E01001261,London,Ealing,0.954,,
E01001262,London,Ealing,0.934,,
E01001263,London,Ealing,0.944,,
E01001264,London,Ealing,0.94,,
E01001265,London,Ealing,0.956,,
E01001266,London,Ealing,0.956,,
E01001267,London,Ealing,0.938,,
E01001268,London,Ealing,0.949,,
E01001269,London,Ealing,0.96,,
E01001270,London,Ealing,0.965,,
E01001271,London,Ealing,0.951,,
E01001272,London,Ealing,0.961,,
E01001273,London,Ealing,0.947,,
E01001274,London,Ealing,0.962,,
E01001275,London,Ealing,0.963,,
E01001276,London,Ealing,0.957,,
E01001277,London,Ealing,0.98,,
E01001278,London,Ealing,0.955,,
E01001279,London,Ealing,0.959,,
E01001280,London,Ealing,0.95,,
E01001281,London,Ealing,0.967,,
E01001282,London,Ealing,0.92,,
E01001283,London,Ealing,0.926,,
E01001284,London,Ealing,0.945,,
E01001285,London,Ealing,0.954,,
E01001286,London,Ealing,0.945,,
E01001287,London,Ealing,0.938,,
E01001288,London,Ealing,0.963,,
E01001289,London,Ealing,0.964,,
E01001290,London,Ealing,0.966,,
E01001291,London,Ealing,0.963,,
E01001292,London,Ealing,0.953,,
E01001293,London,Ealing,0.954,,
E01001294,London,Ealing,0.959,,
E01001295,London,Ealing,0.952,,
E01001296,London,Ealing,0.971,,
E01001297,London,Ealing,0.96,,
E01001298,London,Ealing,0.969,,
E01001299,London,Ealing,0.965,,
E01001300,London,Ealing,0.968,,
E01001301,London,Ealing,0.963,,
E01001302,London,Ealing,0.965,,
E01001303,London,Ealing,0.971,,
E01001304,London,Ealing,0.952,,
E01001305,London,Ealing,0.946,,
E01001306,London,Ealing,0.949,,
E01001307,London,Ealing,0.956,,
E01001308,London,Ealing,0.943,,
E01001309,London,Ealing,0.953,,
E01001310,London,Ealing,0.952,,
E01001311,London,Ealing,0.966,,
E01001312,London,Ealing,0.962,,
E01001313,London,Ealing,0.952,,
E01001314,London,Ealing,0.953,,
E01001315,London,Ealing,0.959,,
E01001316,London,Ealing,0.965,,
E01001317,London,Ealing,0.955,,
E01001318,London,Ealing,0.944,,
E01001319,London,Ealing,0.933,,
E01001320,London,Ealing,0.953,,
E01001321,London,Ealing,0.932,,
E01001322,London,Ealing,0.95,,
E01001323,London,Ealing,0.941,,
E01001324,London,Ealing,0.961,,
E01001325,London,Ealing,0.944,,
E01001326,London,Ealing,0.942,,
E01001327,London,Ealing,0.955,,
E01001328,London,Ealing,0.939,,
E01001329,London,Ealing,0.961,,
E01001330,London,Ealing,0.951,,
E01001331,London,Ealing,0.961,,
E01001332,London,Ealing,0.965,,
E01001333,London,Ealing,0.971,,
E01001334,London,Ealing,0.97,,
E01001335,London,Ealing,0.945,,
E01001336,London,Ealing,0.959,,
E01001337,London,Ealing,0.968,,
E01001338,London,Ealing,0.954,,
E01001339,London,Ealing,0.984,,
E01001340,London,Ealing,0.966,,
E01001341,London,Ealing,0.952,,
E01001342,London,Ealing,0.966,,
E01001343,London,Ealing,0.95,,
E01001344,London,Ealing,0.955,,
E01001345,London,Ealing,0.948,,
E01001346,London,Ealing,0.947,,
E01001347,London,Ealing,0.949,,
E01001348,London,Ealing,0.958,,
E01001349,London,Ealing,0.925,,
E01001350,London,Ealing,0.956,,
E01001351,London,Ealing,0.955,,
E01001352,London,Ealing,0.968,,
E01001353,London,Ealing,0.947,,
E01001354,London,Ealing,0.966,,
E01001355,London,Ealing,0.965,,
E01001356,London,Ealing,0.943,,
E01001357,London,Ealing,0.964,,
E01001358,London,Ealing,0.975,,
E01001359,London,Ealing,0.974,,
E01001360,London,Ealing,0.978,,
E01001361,London,Ealing,0.983,,
E01001362,London,Ealing,0.986,,
E01001363,London,Ealing,0.984,,
E01001364,London,Ealing,0.948,,
E01001365,London,Ealing,0.987,,
E01001366,London,Ealing,0.959,,
E01001367,London,Ealing,0.968,,
E01001368,London,Ealing,0.976,,
E01001369,London,Ealing,0.966,,
E01001370,London,Ealing,0.98,,
E01001371,London,Ealing,0.982,,
E01001372,London,Ealing,0.981,,
E01001373,London,Ealing,0.969,,
E01001374,London,Ealing,0.964,,
E01001375,London,Ealing,0.964,,
E01001376,London,Ealing,0.954,,
E01001377,London,Ealing,0.952,,
E01001379,London,Ealing,0.969,,
E01001380,London,Ealing,0.967,,
E01001381,London,Ealing,0.965,,
E01001382,London,Ealing,0.963,,
E01001383,London,Ealing,0.962,,
E01001384,London,Ealing,0.971,,
E01001385,London,Ealing,0.963,,
E01001386,London,Ealing,0.973,,
E01001387,London,Ealing,0.965,,
E01001388,London,Ealing,0.939,,
E01001389,London,Ealing,0.943,,
E01001390,London,Enfield,0.971,,
E01001391,London,Enfield,0.958,,
E01001392,London,Enfield,0.968,,
E01001393,London,Enfield,0.979,,
E01001394,London,Enfield,0.949,,
E01001395,London,Enfield,0.957,,
E01001396,London,Enfield,0.928,,
E01001397,London,Enfield,0.985,,
E01001398,London,Enfield,0.968,,
E01001399,London,Enfield,0.96,,
E01001400,London,Enfield,0.961,,
E01001401,London,Enfield,0.968,,
E01001402,London,Enfield,0.951,,
E01001403,London,Enfield,0.927,,
E01001404,London,Enfield,0.949,,
E01001405,London,Enfield,0.917,,
E01001406,London,Enfield,0.959,,
E01001407,London,Enfield,0.94,,
E01001408,London,Enfield,0.95,,
E01001409,London,Enfield,0.965,,
E01001410,London,Enfield,0.964,,
E01001411,London,Enfield,0.969,,
E01001412,London,Enfield,0.935,,
E01001413,London,Enfield,0.948,,
E01001414,London,Enfield,0.937,0.94,0.934
E01001415,London,Enfield,0.96,,
E01001416,London,Enfield,0.958,,
E01001417,London,Enfield,0.972,,
E01001418,London,Enfield,0.948,,
E01001419,London,Enfield,0.958,,
E01001420,London,Enfield,0.938,,
E01001421,London,Enfield,0.955,,
E01001422,London,Enfield,0.964,,
E01001423,London,Enfield,0.958,,
E01001424,London,Enfield,0.97,,
E01001425,London,Enfield,0.962,,
E01001426,London,Enfield,0.973,,
E01001427,London,Enfield,0.95,,
E01001428,London,Enfield,0.955,,
E01001429,London,Enfield,0.954,,
E01001430,London,Enfield,0.96,0.962,0.958
E01001431,London,Enfield,0.962,,
E01001432,London,Enfield,0.96,,
E01001433,London,Enfield,0.961,,
E01001434,London,Enfield,0.955,,
E01001435,London,Enfield,0.951,,
E01001436,London,Enfield,0.958,,
E01001437,London,Enfield,0.959,,
E01001438,London,Enfield,0.969,,
E01001439,London,Enfield,0.963,,
E01001440,London,Enfield,0.931,,
E01001441,London,Enfield,0.964,,
E01001442,London,Enfield,0.937,,
E01001444,London,Enfield,0.949,,
E01001445,London,Enfield,0.98,,
E01001446,London,Enfield,0.958,,
E01001447,London,Enfield,0.954,,
E01001448,London,Enfield,0.951,,
E01001449,London,Enfield,0.967,,
E01001450,London,Enfield,0.962,,
E01001451,London,Enfield,0.944,,
E01001452,London,Enfield,0.969,,
E01001453,London,Enfield,0.936,,
E01001454,London,Enfield,0.937,,
E01001455,London,Enfield,0.95,,
E01001456,London,Enfield,0.964,,
E01001457,London,Enfield,0.965,,
E01001458,London,Enfield,0.97,,
E01001459,London,Enfield,0.942,,
E01001460,London,Enfield,0.946,,
E01001461,London,Enfield,0.93,,
E01001462,London,Enfield,0.952,,
E01001463,London,Enfield,0.952,,
E01001464,London,Enfield,0.949,,
E01001465,London,Enfield,0.959,,
E01001466,London,Enfield,0.966,,
E01001467,London,Enfield,0.965,,
E01001468,London,Enfield,0.962,,
E01001469,London,Enfield,0.958,,
E01001470,London,Enfield,0.933,,
E01001471,London,Enfield,0.945,,
E01001472,London,Enfield,0.94,,
E01001473,London,Enfield,0.945,,
E01001474,London,Enfield,0.972,,
E01001475,London,Enfield,0.953,,
E01001476,London,Enfield,0.96,,
E01001477,London,Enfield,0.948,,
E01001478,London,Enfield,0.95,,
E01001479,London,Enfield,0.962,,
E01001480,London,Enfield,0.961,,
E01001481,London,Enfield,0.97,,
E01001482,London,Enfield,0.96,,
E01001483,London,Enfield,0.941,,
E01001484,London,Enfield,0.934,,
E01001485,London,Enfield,0.952,,
E01001486,London,Enfield,0.948,,
E01001487,London,Enfield,0.96,,
E01001488,London,Enfield,0.969,,
E01001489,London,Enfield,0.921,,
E01001491,London,Enfield,0.954,,
E01001492,London,Enfield,0.957,,
E01001493,London,Enfield,0.943,,
E01001494,London,Enfield,0.954,,
E01001495,London,Enfield,0.965,,
E01001496,London,Enfield,0.962,,
E01001497,London,Enfield,0.954,,
E01001498,London,Enfield,0.972,,
E01001499,London,Enfield,0.97,,
E01001500,London,Enfield,0.966,,
E01001501,London,Enfield,0.959,,
E01001502,London,Enfield,0.964,,
E01001503,London,Enfield,0.95,,
E01001504,London,Enfield,0.961,,
E01001505,London,Enfield,0.959,,
E01001506,London,Enfield,0.96,,
E01001507,London,Enfield,0.949,,
E01001508,London,Enfield,0.972,,
E01001509,London,Enfield,0.964,,
E01001510,London,Enfield,0.982,,
E01001511,London,Enfield,0.96,,
E01001512,London,Enfield,0.967,,
E01001513,London,Enfield,0.975,,
E01001514,London,Enfield,0.969,,
E01001515,London,Enfield,0.946,,
E01001516,London,Enfield,0.939,,
E01001517,London,Enfield,0.95,,
E01001518,London,Enfield,0.952,,
E01001519,London,Enfield,0.974,,
E01001520,London,Enfield,0.952,,
E01001521,London,Enfield,0.968,,
E01001522,London,Enfield,0.974,,
E01001523,London,Enfield,0.951,,
E01001524,London,Enfield,0.961,,
E01001525,London,Enfield,0.956,,
E01001526,London,Enfield,0.95,,
E01001527,London,Enfield,0.951,,
E01001528,London,Enfield,0.96,,
E01001529,London,Enfield,0.968,,
E01001530,London,Enfield,0.965,,
E01001531,London,Enfield,0.964,,
E01001532,London,Enfield,0.964,,
E01001533,London,Enfield,0.967,,
E01001534,London,Enfield,0.977,,
E01001535,London,Enfield,0.964,,
E01001536,London,Enfield,0.947,,
