lsoa_code,region,lad_name,dpi_score,dpi_ci_upper,dpi_ci_lower
E01001537,London,Enfield,0.955,,
E01001538,London,Enfield,0.958,,
E01001539,London,Enfield,0.94,,
E01001540,London,Enfield,0.963,,
E01001541,London,Enfield,0.96,,
E01001542,London,Enfield,0.948,,
E01001543,London,Enfield,0.959,,
E01001544,London,Enfield,0.945,,
E01001545,London,Enfield,0.94,,
E01001546,London,Enfield,0.951,,
E01001547,London,Enfield,0.963,,
E01001548,London,Enfield,0.961,,
E01001549,London,Enfield,0.956,,
E01001550,London,Enfield,0.964,,
E01001551,London,Enfield,0.948,,
E01001552,London,Enfield,0.958,,
E01001553,London,Enfield,0.97,,
E01001554,London,Enfield,0.95,,
E01001555,London,Enfield,0.962,,
E01001556,London,Enfield,0.966,,
E01001557,London,Enfield,0.956,,
E01001558,London,Enfield,0.954,,
E01001559,London,Enfield,0.971,,
E01001560,London,Enfield,0.957,,
E01001562,London,Enfield,0.973,,
E01001563,London,Enfield,0.962,,
E01001564,London,Enfield,0.967,,
E01001565,London,Enfield,0.966,,
E01001566,London,Enfield,0.979,,
E01001567,London,Enfield,0.955,,
E01001568,London,Enfield,0.964,,
E01001569,London,Enfield,0.953,,
E01001570,London,Enfield,0.976,,
E01001571,London,Greenwich,0.97,,
E01001572,London,Greenwich,0.977,,
E01001573,London,Greenwich,0.949,,
E01001574,London,Greenwich,0.951,,
E01001575,London,Greenwich,0.966,,
E01001576,London,Greenwich,0.954,,
E01001577,London,Greenwich,0.933,,
E01001578,London,Greenwich,0.95,,
E01001579,London,Greenwich,0.959,,
E01001580,London,Greenwich,0.962,,
E01001581,London,Greenwich,0.946,,
E01001582,London,Greenwich,0.949,,
E01001583,London,Greenwich,0.966,,
E01001584,London,Greenwich,0.968,,
E01001585,London,Greenwich,0.961,,
E01001586,London,Greenwich,0.952,,
E01001587,London,Greenwich,0.967,,
E01001588,London,Greenwich,0.91,,
E01001589,London,Greenwich,0.966,,
E01001590,London,Greenwich,0.957,,
E01001591,London,Greenwich,0.943,,
E01001592,London,Greenwich,0.96,,
E01001593,London,Greenwich,0.954,,
E01001594,London,Greenwich,0.957,,
E01001595,London,Greenwich,0.956,,
E01001596,London,Greenwich,0.965,,
E01001597,London,Greenwich,0.937,,
E01001598,London,Greenwich,0.948,,
E01001599,London,Greenwich,0.948,,
E01001600,London,Greenwich,0.956,,
E01001601,London,Greenwich,0.956,,
E01001602,London,Greenwich,0.932,,
E01001603,London,Greenwich,0.937,,
E01001604,London,Greenwich,0.959,,
E01001605,London,Greenwich,0.958,,
E01001606,London,Greenwich,0.963,,
E01001607,London,Greenwich,0.943,,
E01001608,London,Greenwich,0.933,,
E01001609,London,Greenwich,0.918,,
E01001610,London,Greenwich,0.938,,
E01001611,London,Greenwich,0.918,,
E01001613,London,Greenwich,0.948,,
E01001614,London,Greenwich,0.946,,
E01001615,London,Greenwich,0.965,,
E01001617,London,Greenwich,0.926,,
E01001618,London,Greenwich,0.957,,
E01001619,London,Greenwich,0.968,,
E01001620,London,Greenwich,0.94,,
E01001621,London,Greenwich,0.931,,
E01001623,London,Greenwich,0.959,,
E01001624,London,Greenwich,0.945,,
E01001625,London,Greenwich,0.946,,
E01001629,London,Greenwich,0.951,,
E01001631,London,Greenwich,0.958,,
E01001632,London,Greenwich,0.982,,
E01001633,London,Greenwich,0.95,,
E01001634,London,Greenwich,0.958,,
E01001635,London,Greenwich,0.964,,
E01001636,London,Greenwich,0.947,,
E01001637,London,Greenwich,0.961,,
E01001638,London,Greenwich,0.96,,
E01001640,London,Greenwich,0.981,,
E01001641,London,Greenwich,0.963,,
E01001642,London,Greenwich,0.984,,
E01001644,London,Greenwich,0.978,,
E01001645,London,Greenwich,0.931,,
E01001646,London,Greenwich,0.968,,
E01001647,London,Greenwich,0.929,,
E01001648,London,Greenwich,0.972,,
E01001649,London,Greenwich,0.937,,
E01001650,London,Greenwich,0.945,,
E01001651,London,Greenwich,0.937,,
E01001652,London,Greenwich,0.944,,
E01001653,London,Greenwich,0.958,,
E01001654,London,Greenwich,0.964,,
E01001655,London,Greenwich,0.947,,
E01001656,London,Greenwich,0.957,,
E01001657,London,Greenwich,0.963,,
E01001658,London,Greenwich,0.953,,
E01001659,London,Greenwich,0.948,,
E01001660,London,Greenwich,0.966,,
E01001661,London,Greenwich,0.958,,
E01001662,London,Greenwich,0.985,,
E01001664,London,Greenwich,0.968,,
E01001665,London,Greenwich,0.972,,
E01001666,London,Greenwich,0.964,,
E01001667,London,Greenwich,0.972,,
E01001668,London,Greenwich,0.967,,
E01001669,London,Greenwich,0.964,,
E01001671,London,Greenwich,0.95,,
E01001672,London,Greenwich,0.968,,
E01001673,London,Greenwich,0.953,,
E01001674,London,Greenwich,0.966,,
E01001675,London,Greenwich,0.97,,
E01001676,London,Greenwich,0.96,,
E01001677,London,Greenwich,0.963,,
E01001678,London,Greenwich,0.949,,
E01001679,London,Greenwich,0.973,,
E01001680,London,Greenwich,0.972,,
E01001681,London,Greenwich,0.967,,
E01001682,London,Greenwich,0.962,,
E01001683,London,Greenwich,0.95,,
E01001684,London,Greenwich,0.94,,
E01001685,London,Greenwich,0.959,,
E01001686,London,Greenwich,0.952,,
E01001687,London,Greenwich,0.961,,
E01001688,London,Greenwich,0.981,,
E01001690,London,Greenwich,0.943,,
E01001692,London,Greenwich,0.962,,
E01001693,London,Greenwich,0.971,,
E01001694,London,Greenwich,0.969,,
E01001695,London,Greenwich,0.95,,
E01001696,London,Greenwich,0.994,,
E01001697,London,Greenwich,0.974,,
E01001698,London,Greenwich,0.968,,
E01001699,London,Greenwich,0.967,,
E01001700,London,Greenwich,0.966,,
E01001701,London,Greenwich,0.963,,
E01001702,London,Greenwich,0.974,,
E01001703,London,Greenwich,0.963,,
E01001704,London,Greenwich,0.963,,
E01001705,London,Greenwich,0.963,,
E01001706,London,Greenwich,0.979,,
E01001708,London,Greenwich,0.966,,
E01001709,London,Greenwich,0.949,,
E01001710,London,Greenwich,0.959,0.961,0.957
E01001711,London,Greenwich,0.99,,
E01001712,London,Greenwich,0.962,0.964,0.96
E01001713,London,Greenwich,0.97,0.971,0.968
E01001714,London,Hackney,0.96,,
E01001715,London,Hackney,0.976,,
E01001716,London,Hackney,0.97,,
E01001717,London,Hackney,0.955,,
E01001718,London,Hackney,0.971,,
E01001719,London,Hackney,0.956,,
E01001720,London,Hackney,0.969,,
E01001722,London,Hackney,0.899,,
E01001723,London,Hackney,0.903,,
E01001724,London,Hackney,0.928,,
E01001725,London,Hackney,0.812,,
E01001726,London,Hackney,0.923,,
E01001727,London,Hackney,0.817,,
E01001728,London,Hackney,0.748,,
E01001729,London,Hackney,0.956,,
E01001730,London,Hackney,0.956,,
E01001731,London,Hackney,0.959,,
E01001732,London,Hackney,0.964,,
E01001733,London,Hackney,0.971,,
E01001734,London,Hackney,0.961,,
E01001735,London,Hackney,0.939,,
E01001736,London,Hackney,0.968,,
E01001737,London,Hackney,0.968,,
E01001738,London,Hackney,0.967,,
E01001739,London,Hackney,0.957,,
E01001740,London,Hackney,0.972,,
E01001741,London,Hackney,0.975,,
E01001742,London,Hackney,0.963,,
E01001744,London,Hackney,0.951,,
E01001745,London,Hackney,0.956,,
E01001746,London,Hackney,0.947,,
E01001747,London,Hackney,0.975,,
E01001748,London,Hackney,0.963,,
E01001749,London,Hackney,0.97,,
E01001750,London,Hackney,0.97,,
E01001751,London,Hackney,0.98,,
E01001752,London,Hackney,0.988,,
E01001753,London,Hackney,0.947,,
E01001754,London,Hackney,0.986,,
E01001755,London,Hackney,0.959,,
E01001756,London,Hackney,0.974,,
E01001757,London,Hackney,0.952,,
E01001758,London,Hackney,0.956,,
E01001759,London,Hackney,0.964,,
E01001760,London,Hackney,0.96,,
E01001761,London,Hackney,0.945,,
E01001762,London,Hackney,0.965,,
E01001763,London,Hackney,0.954,,
E01001764,London,Hackney,0.965,,
E01001765,London,Hackney,0.93,,
E01001767,London,Hackney,0.977,,
E01001768,London,Hackney,0.966,,
E01001769,London,Hackney,0.97,,
E01001770,London,Hackney,0.957,,
E01001772,London,Hackney,0.967,,
E01001773,London,Hackney,0.969,,
E01001774,London,Hackney,0.976,,
E01001775,London,Hackney,0.95,,
E01001776,London,Hackney,0.93,,
E01001777,London,Hackney,0.956,,
E01001779,London,Hackney,0.966,,
E01001780,London,Hackney,0.938,,
E01001781,London,Hackney,0.963,,
E01001782,London,Hackney,0.973,,
E01001783,London,Hackney,0.948,,
E01001784,London,Hackney,0.973,,
E01001785,London,Hackney,0.963,,
E01001786,London,Hackney,0.967,,
E01001787,London,Hackney,0.923,,
E01001788,London,Hackney,0.932,,
E01001789,London,Hackney,0.946,,
E01001790,London,Hackney,0.949,,
E01001791,London,Hackney,0.952,,
E01001792,London,Hackney,0.964,,
E01001793,London,Hackney,0.961,,
E01001794,London,Hackney,0.972,,
E01001795,London,Hackney,0.972,,
E01001796,London,Hackney,0.969,,
E01001798,London,Hackney,0.917,,
E01001799,London,Hackney,0.794,,
E01001800,London,Hackney,0.825,,
E01001801,London,Hackney,0.949,0.952,0.946
E01001802,London,Hackney,0.846,,
E01001803,London,Hackney,0.939,,
E01001804,London,Hackney,0.798,,
E01001805,London,Hackney,0.922,,
E01001806,London,Hackney,0.947,,
E01001807,London,Hackney,0.875,,
E01001808,London,Hackney,0.783,,
E01001809,London,Hackney,0.783,,
E01001811,London,Hackney,0.928,,
E01001812,London,Hackney,0.803,,
E01001813,London,Hackney,0.945,,
E01001814,London,Hackney,0.862,,
E01001815,London,Hackney,0.956,,
E01001816,London,Hackney,0.962,,
E01001819,London,Hackney,0.932,,
E01001820,London,Hackney,0.921,,
E01001821,London,Hackney,0.93,,
E01001822,London,Hackney,0.879,,
E01001823,London,Hackney,0.965,0.967,0.963
E01001824,London,Hackney,0.836,,
E01001825,London,Hackney,0.962,0.964,0.96
E01001826,London,Hackney,0.803,,
E01001827,London,Hackney,0.84,,
E01001828,London,Hackney,0.94,,
E01001829,London,Hackney,0.977,,
E01001830,London,Hackney,0.925,,
E01001831,London,Hackney,0.949,,
E01001832,London,Hackney,0.962,,
E01001833,London,Hackney,0.958,,
E01001834,London,Hackney,0.959,,
E01001835,London,Hackney,0.955,,
E01001836,London,Hackney,0.943,,
E01001837,London,Hackney,0.981,,
E01001838,London,Hackney,0.927,,
E01001839,London,Hackney,0.964,,
E01001840,London,Hackney,0.938,,
E01001841,London,Hackney,0.959,,
E01001842,London,Hackney,0.949,,
E01001843,London,Hackney,0.959,,
E01001844,London,Hackney,0.968,,
E01001845,London,Hackney,0.927,,
E01001846,London,Hackney,0.925,,
E01001847,London,Hackney,0.971,,
E01001848,London,Hackney,0.95,,
E01001849,London,Hackney,0.98,,
E01001850,London,Hackney,0.949,,
E01001851,London,Hammersmith and Fulham,0.968,,
E01001852,London,Hammersmith and Fulham,0.963,,
E01001853,London,Hammersmith and Fulham,0.964,,
E01001854,London,Hammersmith and Fulham,0.958,,
E01001855,London,Hammersmith and Fulham,0.976,,
E01001856,London,Hammersmith and Fulham,0.954,,
E01001857,London,Hammersmith and Fulham,0.935,,
E01001858,London,Hammersmith and Fulham,0.948,,
E01001859,London,Hammersmith and Fulham,0.963,,
E01001860,London,Hammersmith and Fulham,0.949,,
E01001861,London,Hammersmith and Fulham,0.96,,
E01001862,London,Hammersmith and Fulham,0.946,,
E01001863,London,Hammersmith and Fulham,0.963,,
E01001864,London,Hammersmith and Fulham,0.956,,
E01001865,London,Hammersmith and Fulham,0.968,,
E01001866,London,Hammersmith and Fulham,0.967,,
E01001867,London,Hammersmith and Fulham,0.948,,
E01001868,London,Hammersmith and Fulham,0.928,,
E01001869,London,Hammersmith and Fulham,0.96,,
E01001870,London,Hammersmith and Fulham,0.976,,
E01001871,London,Hammersmith and Fulham,0.953,,
E01001872,London,Hammersmith and Fulham,0.963,,
E01001873,London,Hammersmith and Fulham,0.958,,
E01001874,London,Hammersmith and Fulham,0.946,,
E01001875,London,Hammersmith and Fulham,0.941,,
E01001876,London,Hammersmith and Fulham,0.957,,
E01001877,London,Hammersmith and Fulham,0.957,,
E01001878,London,Hammersmith and Fulham,0.94,,
E01001879,London,Hammersmith and Fulham,0.944,,
E01001880,London,Hammersmith and Fulham,0.948,,
E01001881,London,Hammersmith and Fulham,0.972,,
E01001882,London,Hammersmith and Fulham,0.968,,
E01001883,London,Hammersmith and Fulham,0.943,,
E01001884,London,Hammersmith and Fulham,0.942,,
E01001885,London,Hammersmith and Fulham,0.934,,
E01001886,London,Hammersmith and Fulham,0.944,,
E01001887,London,Hammersmith and Fulham,0.937,,
E01001888,London,Hammersmith and Fulham,0.972,,
E01001889,London,Hammersmith and Fulham,0.964,,
E01001890,London,Hammersmith and Fulham,0.967,,
E01001891,London,Hammersmith and Fulham,0.979,,
E01001892,London,Hammersmith and Fulham,0.951,,
E01001893,London,Hammersmith and Fulham,0.954,,
E01001894,London,Hammersmith and Fulham,0.959,,
E01001895,London,Hammersmith and Fulham,0.962,,
E01001896,London,Hammersmith and Fulham,0.956,,
E01001897,London,Hammersmith and Fulham,0.953,,
E01001898,London,Hammersmith and Fulham,0.969,,
E01001899,London,Hammersmith and Fulham,0.93,,
E01001900,London,Hammersmith and Fulham,0.955,,
E01001901,London,Hammersmith and Fulham,0.972,,
E01001902,London,Hammersmith and Fulham,0.955,,
E01001903,London,Hammersmith and Fulham,0.94,,
E01001904,London,Hammersmith and Fulham,0.961,,
E01001905,London,Hammersmith and Fulham,0.945,,
E01001906,London,Hammersmith and Fulham,0.973,,
E01001907,London,Hammersmith and Fulham,0.97,,
E01001908,London,Hammersmith and Fulham,0.976,,
E01001909,London,Hammersmith and Fulham,0.95,,
E01001910,London,Hammersmith and Fulham,0.973,,
E01001911,London,Hammersmith and Fulham,0.949,,
E01001912,London,Hammersmith and Fulham,0.956,,
E01001913,London,Hammersmith and Fulham,0.976,,
E01001914,London,Hammersmith and Fulham,0.967,,
E01001915,London,Hammersmith and Fulham,0.954,,
E01001916,London,Hammersmith and Fulham,0.962,,
E01001917,London,Hammersmith and Fulham,0.901,,
E01001918,London,Hammersmith and Fulham,0.947,,
E01001919,London,Hammersmith and Fulham,0.952,,
E01001920,London,Hammersmith and Fulham,0.922,,
E01001921,London,Hammersmith and Fulham,0.96,,
E01001922,London,Hammersmith and Fulham,0.959,,
E01001923,London,Hammersmith and Fulham,0.939,,
E01001924,London,Hammersmith and Fulham,0.967,,
E01001925,London,Hammersmith and Fulham,0.959,,
E01001926,London,Hammersmith and Fulham,0.965,,
E01001927,London,Hammersmith and Fulham,0.963,,
E01001928,London,Hammersmith and Fulham,0.941,,
E01001929,London,Hammersmith and Fulham,0.962,,
E01001930,London,Hammersmith and Fulham,0.94,,
E01001931,London,Hammersmith and Fulham,0.972,,
E01001932,London,Hammersmith and Fulham,0.956,,
E01001933,London,Hammersmith and Fulham,0.957,,
E01001934,London,Hammersmith and Fulham,0.956,,
E01001935,London,Hammersmith and Fulham,0.95,,
E01001937,London,Hammersmith and Fulham,0.973,,
E01001938,London,Hammersmith and Fulham,0.968,,
E01001939,London,Hammersmith and Fulham,0.966,,
E01001940,London,Hammersmith and Fulham,0.964,,
E01001941,London,Hammersmith and Fulham,0.974,,
E01001942,London,Hammersmith and Fulham,0.954,,
E01001943,London,Hammersmith and Fulham,0.974,,
E01001944,London,Hammersmith and Fulham,0.928,,
E01001945,London,Hammersmith and Fulham,0.957,,
E01001946,London,Hammersmith and Fulham,0.971,,
E01001947,London,Hammersmith and Fulham,0.928,,
E01001948,London,Hammersmith and Fulham,0.972,,
E01001949,London,Hammersmith and Fulham,0.982,,
E01001950,London,Hammersmith and Fulham,0.968,,
E01001951,London,Hammersmith and Fulham,0.953,,
E01001952,London,Hammersmith and Fulham,0.963,,
E01001953,London,Hammersmith and Fulham,0.961,,
E01001954,London,Hammersmith and Fulham,0.942,,
E01001955,London,Hammersmith and Fulham,0.944,,
E01001956,London,Hammersmith and Fulham,0.946,,
E01001957,London,Hammersmith and Fulham,0.964,,
E01001958,London,Hammersmith and Fulham,0.945,,
E01001959,London,Hammersmith and Fulham,0.924,,
E01001960,London,Hammersmith and Fulham,0.968,,
E01001961,London,Hammersmith and Fulham,0.961,,
E01001962,London,Haringey,0.961,,
E01001963,London,Haringey,0.958,,
E01001964,London,Haringey,0.967,,
E01001965,London,Haringey,0.966,,
E01001966,London,Haringey,0.971,,
E01001967,London,Haringey,0.969,,
E01001968,London,Haringey,0.958,,
E01001969,London,Haringey,0.95,,
E01001970,London,Haringey,0.959,,
E01001971,London,Haringey,0.936,,
E01001972,London,Haringey,0.95,,
E01001973,London,Haringey,0.97,,
E01001974,London,Haringey,0.966,,
E01001975,London,Haringey,0.965,,
E01001976,London,Haringey,0.969,,
E01001977,London,Haringey,0.961,,
E01001978,London,Haringey,0.952,,
E01001979,London,Haringey,0.96,,
E01001980,London,Haringey,0.968,,
E01001981,London,Haringey,0.953,,
E01001982,London,Haringey,0.957,,
E01001983,London,Haringey,0.953,,
E01001984,London,Haringey,0.946,,
E01001985,London,Haringey,0.976,,
E01001986,London,Haringey,0.968,,
E01001987,London,Haringey,0.968,,
E01001988,London,Haringey,0.966,,
E01001989,London,Haringey,0.971,,
E01001990,London,Haringey,0.98,,
E01001991,London,Haringey,0.98,,
E01001992,London,Haringey,0.96,,
E01001993,London,Haringey,0.972,,
E01001994,London,Haringey,0.959,,
E01001995,London,Haringey,0.973,,
E01001996,London,Haringey,0.965,,
E01001997,London,Haringey,0.967,,
E01001998,London,Haringey,0.975,,
E01001999,London,Haringey,0.965,,
E01002000,London,Haringey,0.961,,
E01002001,London,Haringey,0.954,,
E01002002,London,Haringey,0.968,,
E01002003,London,Haringey,0.976,,
E01002004,London,Haringey,0.965,,
E01002005,London,Haringey,0.971,,
E01002006,London,Haringey,0.961,,
E01002007,London,Haringey,0.98,,
E01002008,London,Haringey,0.965,,
E01002009,London,Haringey,0.965,,
E01002010,London,Haringey,0.948,,
E01002011,London,Haringey,0.965,,
E01002013,London,Haringey,0.958,,
E01002014,London,Haringey,0.964,,
E01002015,London,Haringey,0.944,,
E01002016,London,Haringey,0.965,,
E01002017,London,Haringey,0.965,,
E01002018,London,Haringey,0.956,,
E01002019,London,Haringey,0.973,,
E01002020,London,Haringey,0.969,,
E01002021,London,Haringey,0.961,,
E01002022,London,Haringey,0.967,,
E01002023,London,Haringey,0.934,,
E01002024,London,Haringey,0.938,,
E01002025,London,Haringey,0.968,,
E01002026,London,Haringey,0.942,,
E01002027,London,Haringey,0.954,,
E01002028,London,Haringey,0.964,,
E01002029,London,Haringey,0.962,,
E01002030,London,Haringey,0.962,,
E01002031,London,Haringey,0.958,,
E01002032,London,Haringey,0.952,,
E01002033,London,Haringey,0.937,,
E01002034,London,Haringey,0.964,,
E01002036,London,Haringey,0.936,,
E01002037,London,Haringey,0.933,,
E01002038,London,Haringey,0.972,,
E01002039,London,Haringey,0.938,,
E01002040,London,Haringey,0.929,,
E01002041,London,Haringey,0.935,,
E01002042,London,Haringey,0.972,,
E01002043,London,Haringey,0.968,,
E01002044,London,Haringey,0.971,,
E01002045,London,Haringey,0.953,,
E01002046,London,Haringey,0.942,,
E01002047,London,Haringey,0.963,,
E01002048,London,Haringey,0.968,,
E01002049,London,Haringey,0.939,,
E01002050,London,Haringey,0.958,0.96,0.956
E01002051,London,Haringey,0.897,,
E01002052,London,Haringey,0.957,0.959,0.955
E01002053,London,Haringey,0.929,,
E01002054,London,Haringey,0.951,,
E01002055,London,Haringey,0.854,,
E01002056,London,Haringey,0.945,,
E01002057,London,Haringey,0.968,,
E01002058,London,Haringey,0.954,,
E01002059,London,Haringey,0.955,,
E01002060,London,Haringey,0.965,,
E01002061,London,Haringey,0.961,,
E01002062,London,Haringey,0.965,,
E01002063,London,Haringey,0.958,,
E01002064,London,Haringey,0.95,,
E01002065,London,Haringey,0.962,,
E01002066,London,Haringey,0.962,,
E01002067,London,Haringey,0.938,,
E01002068,London,Haringey,0.962,,
E01002069,London,Haringey,0.926,,
E01002070,London,Haringey,0.964,,
E01002071,London,Haringey,0.938,,
E01002072,London,Haringey,0.918,,
E01002073,London,Haringey,0.962,,
E01002074,London,Haringey,0.941,,
E01002075,London,Haringey,0.946,,
E01002076,London,Haringey,0.935,,
E01002077,London,Haringey,0.959,,
E01002078,London,Haringey,0.953,,
E01002079,London,Haringey,0.952,,
E01002080,London,Haringey,0.979,,
E01002081,London,Haringey,0.958,,
E01002082,London,Haringey,0.959,,
E01002083,London,Haringey,0.964,,
E01002084,London,Haringey,0.966,,
E01002085,London,Haringey,0.971,,
E01002086,London,Haringey,0.968,,
E01002087,London,Haringey,0.958,,
E01002088,London,Haringey,0.961,,
E01002089,London,Haringey,0.947,,
E01002090,London,Haringey,0.962,,
E01002091,London,Haringey,0.932,,
E01002092,London,Haringey,0.981,,
E01002093,London,Haringey,0.948,,
E01002094,London,Haringey,0.946,,
E01002095,London,Haringey,0.947,,
E01002096,London,Haringey,0.952,,
E01002097,London,Haringey,0.946,,
E01002098,London,Haringey,0.95,,
E01002099,London,Haringey,0.94,,
E01002100,London,Haringey,0.953,,
E01002101,London,Haringey,0.969,,
E01002102,London,Haringey,0.948,,
E01002103,London,Haringey,0.957,,
E01002104,London,Haringey,0.967,,
E01002105,London,Haringey,0.954,,
E01002106,London,Harrow,0.969,,
E01002107,London,Harrow,0.956,,
E01002108,London,Harrow,0.976,,
E01002109,London,Harrow,0.968,,
E01002110,London,Harrow,0.972,,
E01002111,London,Harrow,0.967,,
E01002112,London,Harrow,0.977,,
E01002113,London,Harrow,0.953,,
E01002114,London,Harrow,0.939,,
E01002115,London,Harrow,0.966,,
E01002116,London,Harrow,0.965,,
E01002117,London,Harrow,0.982,,
E01002118,London,Harrow,0.952,,
E01002119,London,Harrow,0.973,,
E01002120,London,Harrow,0.945,,
E01002121,London,Harrow,0.97,,
E01002122,London,Harrow,0.95,,
E01002123,London,Harrow,0.968,,
E01002124,London,Harrow,0.978,,
E01002125,London,Harrow,0.958,,
E01002126,London,Harrow,0.97,,
E01002127,London,Harrow,0.972,,
E01002128,London,Harrow,0.96,,
E01002129,London,Harrow,0.975,,
E01002130,London,Harrow,0.973,,
E01002131,London,Harrow,0.935,,
E01002132,London,Harrow,0.98,,
E01002133,London,Harrow,0.951,,
E01002134,London,Harrow,0.958,,
E01002135,London,Harrow,0.966,,
E01002136,London,Harrow,0.96,,
E01002137,London,Harrow,0.98,,
E01002138,London,Harrow,0.956,,
E01002139,London,Harrow,0.951,,
E01002140,London,Harrow,0.951,,
E01002141,London,Harrow,0.968,,
E01002142,London,Harrow,0.957,,
E01002143,London,Harrow,0.964,,
E01002144,London,Harrow,0.967,,
E01002145,London,Harrow,0.947,,
E01002146,London,Harrow,0.948,,
E01002147,London,Harrow,0.962,,
E01002148,London,Harrow,0.974,,
E01002149,London,Harrow,0.979,,
E01002150,London,Harrow,0.959,,
E01002151,London,Harrow,0.931,,
E01002152,London,Harrow,0.948,,
E01002153,London,Harrow,0.964,,
E01002154,London,Harrow,0.971,,
E01002155,London,Harrow,0.96,,
E01002156,London,Harrow,0.974,,
E01002157,London,Harrow,0.967,,
E01002158,London,Harrow,0.962,,
E01002159,London,Harrow,0.953,,
E01002160,London,Harrow,0.983,,
E01002161,London,Harrow,0.975,,
E01002162,London,Harrow,0.96,,
E01002163,London,Harrow,0.974,,
E01002164,London,Harrow,0.971,,
E01002165,London,Harrow,0.96,,
E01002166,London,Harrow,0.961,,
E01002167,London,Harrow,0.967,,
E01002168,London,Harrow,0.964,,
E01002169,London,Harrow,0.945,,
E01002170,London,Harrow,0.983,,
E01002171,London,Harrow,0.974,,
E01002172,London,Harrow,0.961,,
E01002173,London,Harrow,0.972,,
E01002174,London,Harrow,0.969,,
E01002175,London,Harrow,0.967,,
E01002176,London,Harrow,0.973,,
E01002177,London,Harrow,0.975,,
E01002178,London,Harrow,0.959,,
E01002179,London,Harrow,0.977,,
E01002180,London,Harrow,0.944,,
E01002181,London,Harrow,0.977,,
E01002182,London,Harrow,0.972,,
E01002183,London,Harrow,0.964,,
E01002184,London,Harrow,0.954,,
E01002185,London,Harrow,0.966,,
E01002186,London,Harrow,0.935,,
E01002187,London,Harrow,0.948,,
E01002188,London,Harrow,0.954,,
E01002189,London,Harrow,0.946,,
E01002190,London,Harrow,0.949,,
E01002191,London,Harrow,0.967,,
E01002192,London,Harrow,0.926,,
E01002193,London,Harrow,0.956,,
E01002194,London,Harrow,0.964,,
E01002195,London,Harrow,0.94,,
E01002196,London,Harrow,0.961,,
E01002197,London,Harrow,0.959,,
E01002198,London,Harrow,0.976,,
E01002199,London,Harrow,0.983,,
E01002200,London,Harrow,0.968,,
E01002201,London,Harrow,0.969,,
E01002202,London,Harrow,0.958,,
E01002203,London,Harrow,0.991,,
E01002204,London,Harrow,0.963,,
E01002206,London,Harrow,0.953,,
E01002207,London,Harrow,0.959,,
E01002208,London,Harrow,0.949,,
E01002209,London,Harrow,0.976,,
E01002210,London,Harrow,0.978,,
E01002211,London,Harrow,0.964,,
E01002212,London,Harrow,0.949,,
E01002213,London,Harrow,0.969,,
E01002214,London,Harrow,0.953,,
E01002215,London,Harrow,0.929,,
E01002216,London,Harrow,0.979,,
E01002217,London,Harrow,0.977,,
E01002218,London,Harrow,0.963,,
E01002219,London,Harrow,0.955,,
E01002220,London,Harrow,0.971,,
E01002221,London,Harrow,0.958,,
E01002222,London,Harrow,0.978,,
E01002223,London,Harrow,0.972,,
E01002224,London,Harrow,0.963,,
E01002225,London,Harrow,0.959,,
E01002226,London,Harrow,0.95,,
E01002227,London,Harrow,0.956,,
E01002228,London,Harrow,0.978,,
E01002229,London,Harrow,0.947,,
E01002230,London,Harrow,0.963,,
E01002231,London,Harrow,0.976,,
E01002232,London,Harrow,0.955,,
E01002233,London,Harrow,0.965,,
E01002234,London,Harrow,0.972,,
E01002235,London,Harrow,0.944,,
E01002236,London,Harrow,0.968,,
E01002237,London,Harrow,0.959,,
E01002238,London,Harrow,0.97,,
E01002239,London,Harrow,0.947,,
E01002240,London,Harrow,0.924,,
E01002241,London,Harrow,0.963,,
E01002242,London,Harrow,0.957,,
E01002243,London,Havering,0.952,,
E01002244,London,Havering,0.957,,
E01002245,London,Havering,0.943,,
E01002246,London,Havering,0.922,,
E01002247,London,Havering,0.959,,
E01002248,London,Havering,0.941,,
E01002249,London,Havering,0.985,,
E01002250,London,Havering,0.959,,
E01002251,London,Havering,0.945,,
E01002252,London,Havering,0.925,,
E01002253,London,Havering,0.941,,
E01002254,London,Havering,0.939,,
E01002255,London,Havering,0.948,,
E01002256,London,Havering,0.928,,
E01002257,London,Havering,0.932,,
E01002258,London,Havering,0.938,,
E01002259,London,Havering,0.947,,
E01002260,London,Havering,0.943,,
E01002261,London,Havering,0.936,,
E01002262,London,Havering,0.946,,
E01002263,London,Havering,0.948,,
E01002264,London,Havering,0.927,0.93,0.923
E01002265,London,Havering,0.916,,
E01002266,London,Havering,0.95,,
E01002267,London,Havering,0.918,,
E01002268,London,Havering,0.954,,
E01002269,London,Havering,0.948,,
E01002270,London,Havering,0.948,,
E01002271,London,Havering,0.95,,
E01002272,London,Havering,0.942,,
E01002273,London,Havering,0.947,,
E01002274,London,Havering,0.933,,
E01002275,London,Havering,0.932,,
E01002276,London,Havering,0.961,,
E01002277,London,Havering,0.93,,
E01002278,London,Havering,0.921,,
E01002279,London,Havering,0.937,,
E01002280,London,Havering,0.942,,
E01002281,London,Havering,0.95,,
E01002282,London,Havering,0.937,,
E01002283,London,Havering,0.949,,
E01002284,London,Havering,0.962,,
E01002285,London,Havering,0.92,,
E01002286,London,Havering,0.933,,
E01002287,London,Havering,0.944,,
E01002288,London,Havering,0.947,,
E01002289,London,Havering,0.945,,
