cluster,risk_infra_z,risk_vulnerability_z,risk_participation_z_like
1,-0.13494314099255444,0.42113579517492994,-0.24752865541018987
2,-0.31095985317800834,-0.32956022468007024,0.8665620449419495
3,0.32379374558308494,-0.04067819204775476,-0.4017372838860588
4,0.17048274746852335,0.7684144179322281,1.7005191898140999
5,-0.04124721964873731,-0.8440020480063943,-1.3433771988668721
6,2.29481563462303,4.114513415900721,-0.5744380965928995
