lsoa_code,lsoa21nm,msoa21cd,msoa21nm,lad22cd,lad22nm,dpi_score,dpi_ci_lower,dpi_ci_upper,imd_score,imd_income_score,imd_employ_score,imd_edu_score,imd_health_score,imd_crime_score,imd_barriers_score,imd_livenv_score,imd_pop2015,bb_q_dl_core,bb_q_ul_core,bb_q_sfu_core,crime_count_window,crime_rate_per_1000_window,crime_rate_per_1000_window_log1p
E01002344,Havering 029B,E02000492,Havering 029,E09000016,Havering,0.943,,,19.839,0.125,0.095,26.99,-0.601,0.468,23.492,19.582,1708,121.84,78.53999999999999,85.62,230.0,134.66042154566745,4.910154862882024
E01002385,Havering 024A,E02000487,Havering 024,E09000016,Havering,0.953,,,13.766,0.030999999999999996,0.038,10.478,-1.174,0.762,41.389,21.791,1634,136.68,82.28,84.66,63.0,38.555691554467565,3.6777095916846423
E01034614,Hillingdon 028F,E02000521,Hillingdon 028,E09000017,Hillingdon,0.983,,,28.501,0.168,0.091,26.074,-0.037000000000000005,0.22,46.389,32.813,3529,114.95833333333333,79.66666666666667,98.25,108.0,30.6035704165486,3.45327010207568
E01002395,Hillingdon 021B,E02000514,Hillingdon 021,E09000017,Hillingdon,0.963,,,21.55,0.131,0.089,20.694,-0.034,0.192,34.188,20.91,1370,129.06666666666666,92.66666666666667,100.0,65.0,47.44525547445255,3.8804344073178
E01002445,Hillingdon 029A,E02000522,Hillingdon 029,E09000017,Hillingdon,0.959,,,30.41,0.189,0.11199999999999999,41.929,0.261,0.6859999999999999,32.237,19.249,1817,138.16000000000003,96.53999999999999,100.0,190.0,104.56796917996698,4.659355003101287
E01002546,Hillingdon 023D,E02000516,Hillingdon 023,E09000017,Hillingdon,0.959,,,19.602,0.10099999999999999,0.057,13.475,-0.551,-0.16999999999999998,47.238,31.309,1721,134.975,99.775,100.0,78.0,45.3224869262057,3.8356275219401805
E01034616,Hillingdon 030F,E02000523,Hillingdon 030,E09000017,Hillingdon,0.99,,,23.489,0.132,0.074,17.114,-0.71,0.706,42.965,31.407,3180,152.495,91.3,92.75999999999999,362.0,113.83647798742139,4.743509185916501
E01002398,Hillingdon 021D,E02000514,Hillingdon 021,E09000017,Hillingdon,0.975,,,21.185,0.107,0.073,21.479,-0.096,1.06,28.949,20.915,1843,141.575,92.075,99.375,134.0,72.7075420510038,4.3001051284371385
E01002466,Hillingdon 010B,E02000503,Hillingdon 010,E09000017,Hillingdon,0.943,,,7.607,0.055,0.034,7.776,-1.132,-0.28,22.259,20.694999999999997,1685,149.78,98.38,99.86,49.0,29.080118694362017,3.4038644450300377
E01002493,Hillingdon 032E,E02000525,Hillingdon 032,E09000017,Hillingdon,0.96,,,31.917,0.201,0.117,36.094,-0.022,0.302,47.883,16.568,1986,149.3,99.36,99.36,144.0,72.50755287009063,4.297388161076618
E01002542,Hillingdon 020D,E02000513,Hillingdon 020,E09000017,Hillingdon,0.956,,,29.802,0.21,0.126,21.854,-0.036,1.057,31.229,19.581,2142,114.28,93.14,99.74,184.0,85.90102707749766,4.464769851275123
E01034611,Hillingdon 027H,E02000520,Hillingdon 027,E09000017,Hillingdon,0.962,,,25.275,0.172,0.092,23.324,0.19,0.572,32.29,20.966,2605,124.14000000000001,88.16,96.66,54.0,20.72936660268714,3.0786646453247424
E01002394,Hillingdon 021A,E02000514,Hillingdon 021,E09000017,Hillingdon,0.961,,,18.977,0.127,0.072,21.939,-0.40499999999999997,0.21,32.436,19.639000000000003,1692,146.625,100.0,100.0,69.0,40.780141843971634,3.732421151143519
E01002409,Hillingdon 019B,E02000512,Hillingdon 019,E09000017,Hillingdon,0.94,,,22.359,0.148,0.087,18.479,-0.135,0.416,32.068,26.73,1988,152.88,86.72,99.66,114.0,57.34406438631791,4.066357629244979
E01002450,Hillingdon 014A,E02000507,Hillingdon 014,E09000017,Hillingdon,0.986,,,7.627,0.046,0.034,13.269999999999998,-0.866,0.0,18.16,17.04,1437,166.325,99.6,100.0,52.0,36.18649965205289,3.6159457828311705
E01002468,Hillingdon 010C,E02000503,Hillingdon 010,E09000017,Hillingdon,0.947,,,6.831999999999999,0.038,0.033,10.286999999999999,-0.898,-0.064,17.942,19.147,1763,149.34,99.1,100.0,36.0,20.419739081111743,3.0643128838581926
E01002469,Hillingdon 010D,E02000503,Hillingdon 010,E09000017,Hillingdon,0.94,,,7.97,0.039,0.038,9.921,-0.891,-0.044000000000000004,20.18,24.295,1754,137.66,98.22,100.0,29.0,16.53363740022805,2.8641211731435097
E01002523,Hillingdon 016D,E02000509,Hillingdon 016,E09000017,Hillingdon,0.968,,,17.141,0.085,0.055,11.394,-0.242,0.442,34.073,31.496000000000002,1740,127.175,87.2,99.8,108.0,62.06896551724138,4.144228818404391
E01002550,Hillingdon 022E,E02000515,Hillingdon 022,E09000017,Hillingdon,0.962,,,29.539,0.144,0.101,26.26,0.24,0.23900000000000002,52.288,23.356,1844,118.94285714285715,86.88571428571429,100.0,130.0,70.49891540130152,4.269682280372342
E01002484,Hillingdon 002E,E02000495,Hillingdon 002,E09000017,Hillingdon,0.93,,,21.292,0.141,0.11,9.914,0.241,0.221,25.129999999999995,23.935,1360,137.48,89.16,99.67999999999999,67.0,49.26470588235294,3.9173031584994296
E01002413,Hillingdon 022B,E02000515,Hillingdon 022,E09000017,Hillingdon,0.942,,,30.670000000000005,0.187,0.115,32.84,0.459,0.8490000000000001,31.849,21.388,1580,111.38,87.52000000000001,90.5,203.0,128.48101265822783,4.863534249989986
E01002416,Hillingdon 008A,E02000501,Hillingdon 008,E09000017,Hillingdon,0.954,,,7.256,0.056,0.034,16.021,-0.99,-0.46,15.599999999999998,16.092,1749,179.8,99.5,99.66,38.0,21.72670097198399,3.123540487514723
E01002420,Hillingdon 008C,E02000501,Hillingdon 008,E09000017,Hillingdon,0.967,,,13.783999999999999,0.11,0.075,9.847,-0.119,-0.335,23.372,10.033999999999999,1658,121.0,81.55999999999999,99.42,49.0,29.553679131483715,3.4194851082023145
E01002492,Hillingdon 030E,E02000523,Hillingdon 030,E09000017,Hillingdon,0.974,,,21.072,0.135,0.082,25.213,-0.485,0.30400000000000005,28.76,30.028,1783,167.47500000000002,98.975,99.3,107.0,60.01121704991587,4.111057733332536
E01002501,Hillingdon 026B,E02000519,Hillingdon 026,E09000017,Hillingdon,0.955,,,21.242,0.134,0.098,19.173,-0.518,0.569,30.395,21.489999999999995,1703,144.10000000000002,98.6,100.0,91.0,53.43511450381679,3.997009432827152
E01002529,Hillingdon 029C,E02000522,Hillingdon 029,E09000017,Hillingdon,0.978,,,20.428,0.14,0.075,15.779,-0.201,0.8910000000000001,25.897,20.292,2342,111.74166666666667,75.28333333333333,99.75,305.0,130.23057216054653,4.876955868881518
E01002553,Hillingdon 025E,E02000518,Hillingdon 025,E09000017,Hillingdon,0.936,,,36.121,0.2,0.137,41.576,0.8390000000000001,0.796,37.543,17.543,1679,141.12,95.17999999999999,100.0,130.0,77.42703990470517,4.362168764636841
E01002393,Hillingdon 020B,E02000513,Hillingdon 020,E09000017,Hillingdon,0.951,,,22.759,0.12099999999999998,0.084,20.63,-0.288,0.974,32.397,24.707,2222,125.72,95.36,99.86,145.0,65.25652565256526,4.193533960431563
E01002429,Hillingdon 019C,E02000512,Hillingdon 019,E09000017,Hillingdon,0.965,,,30.131,0.185,0.118,26.528,0.11,0.322,46.617,18.145,1446,149.325,84.125,99.85,76.0,52.55878284923928,3.9807797955692226
E01002457,Hillingdon 019E,E02000512,Hillingdon 019,E09000017,Hillingdon,0.952,,,26.837,0.169,0.11099999999999999,23.665,0.22799999999999998,0.8649999999999999,30.028,17.925,1663,156.8,100.0,100.0,118.0,70.9561034275406,4.27605625847142
E01002487,Hillingdon 028B,E02000521,Hillingdon 028,E09000017,Hillingdon,0.953,,,24.08,0.151,0.097,24.886,-0.554,0.137,38.859,27.655,1989,156.72,95.22,99.7,121.0,60.83459024635495,4.124462920607092
E01002491,Hillingdon 032D,E02000525,Hillingdon 032,E09000017,Hillingdon,0.96,,,26.093,0.176,0.10300000000000001,28.706000000000003,-0.434,0.4179999999999999,36.152,24.799,1701,140.925,98.2,98.6,112.0,65.84362139917695,4.202355882378847
E01002518,Hillingdon 022C,E02000515,Hillingdon 022,E09000017,Hillingdon,0.963,,,10.195,0.058,0.036,12.031,-0.616,0.508,20.665,17.805,1396,147.55,94.175,100.0,95.0,68.0515759312321,4.234853702639495
E01002528,Hillingdon 028D,E02000521,Hillingdon 028,E09000017,Hillingdon,0.952,,,35.075,0.188,0.125,43.875,0.012,1.301,38.281,24.407,1800,138.575,96.44999999999999,98.55,143.0,79.44444444444444,4.387566815049497
E01002547,Hillingdon 023E,E02000516,Hillingdon 023,E09000017,Hillingdon,0.978,,,25.050000000000004,0.18599999999999997,0.091,17.551,-0.495,0.115,45.767,19.66,1754,122.625,97.75,98.95,123.0,70.1254275940707,4.26444490429585
E01002471,Hillingdon 008E,E02000501,Hillingdon 008,E09000017,Hillingdon,0.961,,,7.311,0.048,0.038,8.201,-0.951,0.111,16.055,19.506,1651,143.76,98.1,100.0,68.0,41.18715929739552,3.7421158926865505
E01002417,Hillingdon 008B,E02000501,Hillingdon 008,E09000017,Hillingdon,0.954,,,6.56,0.041,0.034,3.446,-1.134,0.294,19.728,15.09,1670,126.42,89.08,99.08,106.0,63.47305389221557,4.166247367398962
E01002399,Hillingdon 021E,E02000514,Hillingdon 021,E09000017,Hillingdon,0.969,,,19.66,0.125,0.067,16.889,-0.393,0.817,31.969,19.324,1560,155.425,100.0,100.0,69.0,44.23076923076923,3.81177759043709
E01002421,Hillingdon 008D,E02000501,Hillingdon 008,E09000017,Hillingdon,0.946,,,8.993,0.07,0.047,6.823,-0.438,0.15,13.278000000000002,17.127,1723,166.78,96.8,100.0,75.0,43.52872896111434,3.7961345754974127
E01002427,Hillingdon 018E,E02000511,Hillingdon 018,E09000017,Hillingdon,0.939,,,13.202999999999998,0.098,0.04599999999999999,14.412,-0.633,0.019,26.615,22.338,1615,147.15,99.075,99.85,47.0,29.10216718266254,3.4045971685870007
E01002431,Hillingdon 006C,E02000499,Hillingdon 006,E09000017,Hillingdon,0.947,,,4.924,0.028,0.03,1.399,-1.403,0.114,18.443,15.554,1381,156.55,99.375,100.0,28.0,20.275162925416364,3.0575403324990393
E01002483,Hillingdon 002D,E02000495,Hillingdon 002,E09000017,Hillingdon,0.945,,,9.321,0.065,0.06,3.698,-0.445,-0.413,22.762,14.664,1813,136.24,91.42,99.94,209.0,115.27854384997242,4.75598855282221
E01002415,Hillingdon 010A,E02000503,Hillingdon 010,E09000017,Hillingdon,0.96,,,6.957,0.043,0.031,12.256,-0.8710000000000001,-0.104,18.275,16.253,1679,162.94,99.53999999999999,100.0,32.0,19.05896366885051,2.9986761196265284
E01002418,Hillingdon 006A,E02000499,Hillingdon 006,E09000017,Hillingdon,0.945,,,11.922,0.09,0.07099999999999998,10.521,-0.646,-0.562,26.183,10.408,1804,144.07999999999998,99.56,100.0,44.0,24.390243902439025,3.234365001910661
E01002422,Hillingdon 018A,E02000511,Hillingdon 018,E09000017,Hillingdon,0.946,,,15.824,0.094,0.076,15.145,-0.418,0.17,20.81,30.704,1525,144.125,96.525,99.65,114.0,74.75409836065573,4.327492546696955
E01002456,Hillingdon 017C,E02000510,Hillingdon 017,E09000017,Hillingdon,0.956,,,19.196,0.121,0.07699999999999999,18.143,0.155,0.122,24.94,27.403,1727,155.5,98.02000000000001,99.56,186.0,107.70121598147075,4.688602980646662
E01002465,Hillingdon 009A,E02000502,Hillingdon 009,E09000017,Hillingdon,0.954,,,10.44,0.074,0.051,9.716,-0.43200000000000005,-0.264,23.622,15.788,1579,141.78,99.28,99.84,53.0,33.56554781507283,3.542857458109271
E01002514,Hillingdon 015C,E02000508,Hillingdon 015,E09000017,Hillingdon,0.938,,,12.343,0.088,0.056,4.933,-0.979,0.228,26.757,23.743,2037,120.89999999999999,67.51666666666667,95.71666666666665,397.0,194.89445262641138,5.277576007175438
E01002530,Hillingdon 029D,E02000522,Hillingdon 029,E09000017,Hillingdon,0.928,,,35.344,0.214,0.149,45.265,0.636,0.729,28.385,21.376000000000005,1742,141.45999999999998,97.38,99.66,151.0,86.68197474167623,4.473716345091116
E01002396,Hillingdon 026A,E02000519,Hillingdon 026,E09000017,Hillingdon,0.956,,,28.627000000000002,0.194,0.103,18.681999999999995,0.13,0.879,35.811,25.663,1825,139.825,95.575,99.875,219.0,120.0,4.795790545596741
E01002511,Hillingdon 017E,E02000510,Hillingdon 017,E09000017,Hillingdon,0.928,,,23.569,0.142,0.10800000000000001,16.452,0.001,0.639,33.645,17.132,1558,148.8,94.2,99.86,99.0,63.54300385109114,4.167331728011947
E01002531,Hillingdon 029E,E02000522,Hillingdon 029,E09000017,Hillingdon,0.958,,,17.549,0.114,0.08299999999999999,13.262,-0.064,0.609,21.399,16.08,1664,141.8,95.6,100.0,82.0,49.27884615384615,3.917584435046758
E01002403,Hillingdon 024D,E02000517,Hillingdon 024,E09000017,Hillingdon,0.97,,,26.617,0.185,0.109,27.593,0.108,0.572,29.494000000000003,19.887,2287,142.3,89.575,100.0,129.0,56.40577175338872,4.050144851465313
E01002404,Hillingdon 024E,E02000517,Hillingdon 024,E09000017,Hillingdon,0.965,,,29.688,0.211,0.128,35.028,0.196,0.426,29.525,17.901,2009,123.44000000000001,99.34,100.0,135.0,67.19761075161772,4.222409531268266
E01002410,Hillingdon 017A,E02000510,Hillingdon 017,E09000017,Hillingdon,0.957,,,15.825,0.09500000000000001,0.077,8.304,-0.482,0.59,27.972,16.459,1762,164.28,92.03999999999999,99.86,187.0,106.12939841089671,4.674037434753209
E01002424,Hillingdon 018C,E02000511,Hillingdon 018,E09000017,Hillingdon,0.964,,,13.456,0.096,0.064,13.829,-0.813,0.205,21.566,21.439999999999998,1712,154.425,96.625,100.0,85.0,49.649532710280376,3.9249300047938984
E01002452,Hillingdon 014C,E02000507,Hillingdon 014,E09000017,Hillingdon,0.965,,,9.387,0.063,0.052,11.126000000000001,-0.8350000000000001,-0.673,18.759,26.297,1539,180.0,96.85,100.0,108.0,70.17543859649122,4.265147795371897
E01002489,Hillingdon 030C,E02000523,Hillingdon 030,E09000017,Hillingdon,0.98,,,15.991,0.106,0.063,12.28,-0.724,0.429,29.696,22.817,1996,156.05,97.65,99.675,304.0,152.3046092184369,5.032426852082246
E01002503,Hillingdon 027C,E02000520,Hillingdon 027,E09000017,Hillingdon,0.947,,,30.981000000000005,0.201,0.118,21.849000000000004,0.421,0.989,30.227,29.414,1785,160.95,96.775,99.8,179.0,100.28011204481793,4.617890064682951
E01002551,Hillingdon 025C,E02000518,Hillingdon 025,E09000017,Hillingdon,0.942,,,21.816,0.152,0.092,23.941,-0.061,0.119,30.686,17.919,1955,140.28,97.32000000000001,99.24,119.0,60.869565217391305,4.1250283821607026
E01034605,Hillingdon 015K,E02000508,Hillingdon 015,E09000017,Hillingdon,0.97,,,21.577,0.1,0.083,12.681,-0.034,0.563,40.674,24.705999999999996,2676,130.60833333333332,77.95555555555556,88.6888888888889,84.0,31.390134529147982,3.477853886590728
E01002397,Hillingdon 021C,E02000514,Hillingdon 021,E09000017,Hillingdon,0.969,,,26.362,0.162,0.1,19.866,-0.111,0.761,33.777,32.654,1955,121.125,87.275,96.85,365.0,186.7007672634271,5.234849031295494
E01002402,Hillingdon 024C,E02000517,Hillingdon 024,E09000017,Hillingdon,0.945,,,24.385999999999996,0.153,0.107,22.205999999999996,-0.231,0.648,29.156,27.295,1597,137.35,99.375,100.0,100.0,62.61740763932373,4.152887137916504
E01002408,Hillingdon 019A,E02000512,Hillingdon 019,E09000017,Hillingdon,0.936,,,31.015,0.193,0.124,27.381999999999998,0.8,0.268,32.005,26.919,1540,145.56,95.14,100.0,131.0,85.06493506493507,4.455102070234543
E01002506,Hillingdon 027E,E02000520,Hillingdon 027,E09000017,Hillingdon,0.964,,,32.981,0.196,0.122,23.387,0.193,1.18,39.771,26.015,2177,118.75999999999999,89.74,97.86,539.0,247.58842443729904,5.5157986149888965
E01002508,Hillingdon 026E,E02000519,Hillingdon 026,E09000017,Hillingdon,0.932,,,34.585,0.223,0.142,26.853,0.09,1.294,32.597,26.786,2067,119.46,93.42,99.7,216.0,104.49927431059507,4.658704074319905
E01002539,Hillingdon 005D,E02000498,Hillingdon 005,E09000017,Hillingdon,0.958,,,7.115,0.05800000000000001,0.047,6.321,-0.9,-0.225,18.41,11.795,1643,124.75999999999999,85.94,99.7,39.0,23.737066342057215,3.2083027803882525
E01002552,Hillingdon 025D,E02000518,Hillingdon 025,E09000017,Hillingdon,0.951,,,29.289,0.153,0.09400000000000001,38.148,-0.17,1.776,26.358,20.776,1661,132.39999999999998,94.85,99.55,169.0,101.74593618302227,4.632259302064004
E01002425,Hillingdon 018D,E02000511,Hillingdon 018,E09000017,Hillingdon,0.96,,,23.941,0.149,0.091,28.199,-0.11,0.527,32.104,21.86,1875,126.08,96.44,100.0,82.0,43.733333333333334,3.8007189358694715
E01002451,Hillingdon 014B,E02000507,Hillingdon 014,E09000017,Hillingdon,0.971,,,7.125,0.05099999999999999,0.04499999999999999,8.891,-0.789,-0.223,17.161,14.461,1553,174.3,99.6,99.825,57.0,36.703155183515776,3.629743782822441
E01002453,Hillingdon 014D,E02000507,Hillingdon 014,E09000017,Hillingdon,0.947,,,11.258000000000001,0.081,0.05,11.161,-0.388,-0.377,19.704,26.166,1730,174.32,96.28,100.0,55.0,31.791907514450866,3.4901817628287883
E01002467,Hillingdon 009B,E02000502,Hillingdon 009,E09000017,Hillingdon,0.898,,,5.772,0.044,0.041,7.922,-0.92,-0.444,16.842,12.029,1542,141.84,88.78,100.0,31.0,20.10376134889754,3.0494512875759896
E01002490,Hillingdon 030D,E02000523,Hillingdon 030,E09000017,Hillingdon,0.973,,,21.801,0.127,0.073,23.595,-0.584,0.534,29.948,38.502,2328,132.35999999999999,90.96000000000001,99.72,240.0,103.09278350515463,4.645282650500938
E01002526,Hillingdon 028C,E02000521,Hillingdon 028,E09000017,Hillingdon,0.976,,,28.751,0.153,0.11299999999999999,38.298,0.026,0.717,36.105,21.875,2282,133.785,97.14,99.22,262.0,114.81156879929887,4.75196446342436
E01002534,Hillingdon 005B,E02000498,Hillingdon 005,E09000017,Hillingdon,0.916,,,9.663,0.08,0.049,6.469,-0.579,0.053,19.502,14.534999999999998,1408,135.68,91.92,99.84,46.0,32.67045454545455,3.5166207330953587
E01034612,Hillingdon 027I,E02000520,Hillingdon 027,E09000017,Hillingdon,0.977,,,24.978,0.151,0.11900000000000001,17.936,-0.429,0.395,38.465,24.931,2434,162.93,91.36,92.8,516.0,211.99671322925226,5.361276734741788
E01002401,Hillingdon 024B,E02000517,Hillingdon 024,E09000017,Hillingdon,0.944,,,26.638,0.185,0.123,25.449,0.028,0.478,28.257,21.325,2044,129.19,88.12,91.82000000000001,212.0,103.71819960861056,4.651272929022708
E01002419,Hillingdon 006B,E02000499,Hillingdon 006,E09000017,Hillingdon,0.965,,,5.501000000000001,0.047,0.04200000000000001,4.057,-0.884,-0.316,15.161999999999999,12.911,1596,164.84,97.12,100.0,36.0,22.55639097744361,3.159397162730438
E01002426,Hillingdon 021F,E02000514,Hillingdon 021,E09000017,Hillingdon,0.946,,,17.74,0.12200000000000001,0.085,15.623,-0.479,0.05399999999999999,24.764,27.953,1795,127.52000000000001,98.36,99.88,105.0,58.4958217270195,4.0859060870105255
E01002437,Hillingdon 006E,E02000499,Hillingdon 006,E09000017,Hillingdon,0.911,,,5.755,0.041,0.032,1.7340000000000002,-1.189,-0.625,26.742,13.998999999999999,1414,120.67999999999999,90.96000000000001,100.0,35.0,24.752475247524753,3.248530748607392
E01002482,Hillingdon 001E,E02000494,Hillingdon 001,E09000017,Hillingdon,0.959,,,3.114,0.026,0.026,0.862,-1.027,-0.641,17.452,10.006,1610,131.71999999999997,79.2,99.84,44.0,27.32919254658385,3.3438928117272373
E01002513,Hillingdon 013D,E02000506,Hillingdon 013,E09000017,Hillingdon,0.925,,,12.172,0.073,0.078,5.542,-0.443,0.08,23.114,16.038,1345,147.125,90.725,99.7,66.0,49.07063197026022,3.9134346479969757
E01002537,Hillingdon 009E,E02000502,Hillingdon 009,E09000017,Hillingdon,0.954,,,7.146999999999999,0.052,0.044,4.815,-0.631,-0.199,20.233,12.852,1909,134.683333325,81.4,99.85,98.0,51.33577789418544,3.957680226943119
E01002498,Hillingdon 033C,E02006796,Hillingdon 033,E09000017,Hillingdon,0.946,,,8.295,0.052,0.04,6.794,-0.8260000000000001,0.39999999999999997,15.912,19.62,1376,166.925,94.95,99.875,57.0,41.42441860465116,3.747724106952167
E01002502,Hillingdon 026C,E02000519,Hillingdon 026,E09000017,Hillingdon,0.947,,,29.205,0.184,0.129,33.577,0.162,0.587,31.472,18.778,1668,143.5,99.6,99.8,92.0,55.15587529976019,4.028131311503211
E01002543,Hillingdon 020E,E02000513,Hillingdon 020,E09000017,Hillingdon,0.949,,,30.671,0.2,0.122,22.858,-0.269,1.111,36.646,24.996,1929,114.16,89.78,99.86,153.0,79.31570762052877,4.385965213535926
E01002423,Hillingdon 018B,E02000511,Hillingdon 018,E09000017,Hillingdon,0.941,,,13.735,0.08,0.075,13.320000000000002,-0.838,0.144,25.0,20.645,1668,138.9,95.1,99.2,157.0,94.12470023980815,4.555188664952792
E01002449,Hillingdon 032C,E02000525,Hillingdon 032,E09000017,Hillingdon,0.973,,,21.375,0.139,0.075,15.13,-0.252,0.144,41.83,21.962,2019,106.04,67.96000000000001,89.47999999999999,234.0,115.89895988112927,4.761309970928853
E01002488,Hillingdon 030B,E02000523,Hillingdon 030,E09000017,Hillingdon,0.968,,,18.599,0.107,0.081,18.231,-0.548,0.311,31.368,24.637,1792,159.5,99.625,100.0,120.0,66.96428571428571,4.218982357120946
E01002545,Hillingdon 023C,E02000516,Hillingdon 023,E09000017,Hillingdon,0.968,,,42.95600000000001,0.286,0.172,37.642,0.154,0.714,53.191,14.518,1580,142.5,99.45,99.45,153.0,96.83544303797468,4.583286914639849
E01002549,Hillingdon 025B,E02000518,Hillingdon 025,E09000017,Hillingdon,0.947,,,21.154,0.121,0.097,19.16,-0.252,0.355,34.096,20.021,1842,124.94000000000001,82.03999999999999,100.0,112.0,60.80347448425624,4.1239595843113745
E01034601,Hillingdon 015G,E02000508,Hillingdon 015,E09000017,Hillingdon,0.96,,,21.833,0.134,0.092,9.694,-0.127,0.41,36.957,25.953,1977,123.52333334,62.05999999999999,90.03999999999999,92.0,46.53515427415276,3.861469527291217
E01002411,Hillingdon 022A,E02000515,Hillingdon 022,E09000017,Hillingdon,0.959,,,23.999,0.124,0.077,46.055,0.012,0.452,31.737,18.05,1907,144.56,96.4,99.3,136.0,71.3162034609334,4.281048218313977
E01002435,Hillingdon 007C,E02000500,Hillingdon 007,E09000017,Hillingdon,0.949,,,4.163,0.027999999999999997,0.035,2.863,-0.936,-0.658,15.942,16.047,1545,147.95,93.82499999999999,100.0,47.0,30.42071197411003,3.4474672924723992
E01002459,Hillingdon 011B,E02000504,Hillingdon 011,E09000017,Hillingdon,0.938,,,3.738,0.019,0.033,3.655,-0.966,-0.757,17.835,11.698999999999998,1670,153.0,98.58,100.0,16.0,9.580838323353293,2.359044659902941
E01002463,Hillingdon 013B,E02000506,Hillingdon 013,E09000017,Hillingdon,0.951,,,7.321,0.044,0.05,3.341,-1.009,-0.838,29.722999999999995,10.789,1608,185.75,97.6,99.825,35.0,21.76616915422886,3.125275625000558
E01002464,Hillingdon 011E,E02000504,Hillingdon 011,E09000017,Hillingdon,0.962,,,6.369,0.059,0.041,7.701,-0.579,-0.6840000000000002,14.664,11.706,1597,162.98000000000002,99.0,99.5,32.0,20.037570444583594,3.046309908035791
E01002478,Hillingdon 002C,E02000495,Hillingdon 002,E09000017,Hillingdon,0.947,,,7.519,0.066,0.05,4.301,-0.9029999999999999,-0.35799999999999993,21.105000000000004,10.553,1633,118.02000000000001,76.42,99.42,64.0,39.19167176974893,3.693659804255583
E01002428,Hillingdon 018F,E02000511,Hillingdon 018,E09000017,Hillingdon,0.958,,,12.152,0.075,0.049,17.534,-0.57,0.163,26.069999999999997,12.977999999999998,1511,141.4,96.825,100.0,83.0,54.930509596293845,4.0241100201149616
E01002432,Hillingdon 006D,E02000499,Hillingdon 006,E09000017,Hillingdon,0.94,,,6.636,0.05,0.032,2.807,-1.027,0.342,15.742,16.831,1557,121.98000000000002,92.82000000000001,98.53999999999999,216.0,138.72832369942196,4.939699992308322
E01002436,Hillingdon 004B,E02000497,Hillingdon 004,E09000017,Hillingdon,0.946,,,10.954,0.075,0.067,5.991,-0.676,0.099,21.746,15.094,1670,151.95999999999998,97.52000000000001,100.0,94.0,56.2874251497006,4.048081143261412
E01002448,Hillingdon 032B,E02000525,Hillingdon 032,E09000017,Hillingdon,0.942,,,18.249,0.095,0.052,16.65,-0.48699999999999993,0.662,28.207,38.913,2260,101.3,77.45,99.8,187.0,82.7433628318584,4.427756917795892
E01002455,Hillingdon 019D,E02000512,Hillingdon 019,E09000017,Hillingdon,0.948,,,20.172,0.113,0.088,18.198,-0.315,0.912,26.383,18.656000000000002,1813,146.68,96.02000000000001,100.0,138.0,76.11693325979041,4.34532288368939
E01002470,Hillingdon 007D,E02000500,Hillingdon 007,E09000017,Hillingdon,0.944,,,10.721000000000002,0.087,0.048,6.877,-0.764,0.043,20.311999999999998,23.759,1887,132.48000000000002,91.3,99.94,177.0,93.79968203497616,4.5517660551939185
E01002472,Hillingdon 002A,E02000495,Hillingdon 002,E09000017,Hillingdon,0.942,,,8.241,0.081,0.042,4.809,-0.648,-0.485,22.895,10.391,1714,114.25,81.51666666666667,99.83333333333333,329.0,191.94865810968494,5.2624241333581745
E01002496,Hillingdon 033A,E02006796,Hillingdon 033,E09000017,Hillingdon,0.945,,,16.8,0.099,0.067,16.876,-0.30099999999999993,-0.06,28.655,30.401,1858,136.6,96.55,99.39999999999999,394.0,212.05597416576967,5.361554920696966
E01002519,Hillingdon 022D,E02000515,Hillingdon 022,E09000017,Hillingdon,0.957,,,29.904,0.163,0.125,29.394,0.361,0.631,33.797,29.51,1469,103.60833333333333,68.88333333333334,97.76666666666667,153.0,104.15248468345814,4.655411531764517
E01032577,Hillingdon 033E,E02006796,Hillingdon 033,E09000017,Hillingdon,0.954,,,10.313000000000002,0.072,0.043,13.857,-0.753,-0.025999999999999995,20.954,20.436,1778,170.98,97.52,99.82000000000001,63.0,35.43307086614173,3.595476902448408
E01002481,Hillingdon 004E,E02000497,Hillingdon 004,E09000017,Hillingdon,0.939,,,19.065,0.149,0.10499999999999998,10.393,-0.451,-0.235,34.045,10.206000000000001,1674,142.32,87.72,100.0,106.0,63.32138590203107,4.163892171622892
E01002535,Hillingdon 007E,E02000500,Hillingdon 007,E09000017,Hillingdon,0.955,,,8.346,0.062,0.043,3.552,-0.849,0.001,18.846,23.299,1959,123.92666666,87.8,98.62,315.0,160.79632465543645,5.086338289010624
E01002536,Hillingdon 009D,E02000502,Hillingdon 009,E09000017,Hillingdon,0.966,,,9.06,0.064,0.04700000000000001,7.591,-0.278,-0.7520000000000001,24.69,13.156,1469,100.92,78.0,100.0,72.0,49.012933968686184,3.9122816513501295
E01002540,Hillingdon 020C,E02000513,Hillingdon 020,E09000017,Hillingdon,0.946,,,27.799,0.177,0.117,23.516,0.14,0.876,33.359,15.182999999999998,1780,111.53999999999999,89.6,99.44,231.0,129.77528089887642,4.873480437209837
E01002509,Hillingdon 017D,E02000510,Hillingdon 017,E09000017,Hillingdon,0.941,,,8.183,0.047,0.033,6.977000000000001,-0.937,-0.008,25.698,20.058,1386,165.3,100.0,100.0,41.0,29.58152958152958,3.4203962182666707
