lsoa_code,lsoa21nm,msoa21cd,msoa21nm,lad22cd,lad22nm,dpi_score,dpi_ci_lower,dpi_ci_upper,imd_score,imd_income_score,imd_employ_score,imd_edu_score,imd_health_score,imd_crime_score,imd_barriers_score,imd_livenv_score,imd_pop2015,bb_q_dl_core,bb_q_ul_core,bb_q_sfu_core,crime_count_window,crime_rate_per_1000_window,crime_rate_per_1000_window_log1p,pct_no_qual,pct_level4plus,pct_low_skill,risk_edu_low,risk_edu_highskill_inverse,pct_disabled,pct_limited_a_lot,pct_limited_a_little,pct_long_term_not_limited,pct_no_long_term_condition,risk_disability_limited,fuel_poverty_pct,risk_fuel_poverty,rDERI_score_0_10,rDERI_decile
E01003403,Merton 004C,E02000692,Merton 004,E09000024,Merton,0.965,,,5.764000000000001,0.035,0.017,1.049,-1.295,-1.02,22.311,31.157000000000004,1524,117.95,85.83333333333333,99.45,65.0,42.650918635170605,3.776224327543439,9.206349206349207,71.98412698412699,12.53968253968254,12.53968253968254,28.01587301587301,13.639432815665092,5.739365293720459,7.900067521944631,6.684672518568535,79.67589466576638,13.639432815665092,7.01,7.01,2.948509665296633,3
E01003404,Merton 004D,E02000692,Merton 004,E09000024,Merton,0.954,,,8.846,0.06,0.03,2.648,-0.67,-0.838,33.044,20.081,1744,99.28571428571428,60.42857142857143,100.0,46.0,26.376146788990827,3.309672079094508,7.102092580849714,71.21116043119848,9.701965757767914,9.701965757767914,28.78883956880152,11.03222282905516,3.713817586018569,7.318405243036592,6.663025669033315,82.30475150191153,11.03222282905516,4.54,4.54,3.7176987536655854,6
E01003406,Merton 008D,E02000696,Merton 008,E09000024,Merton,0.964,,,22.95,0.175,0.089,20.795,-0.049,0.09,32.79,21.249,1623,92.48,41.18,100.0,83.0,51.13986444855206,3.953929808742714,17.655468191565404,39.59971408148677,25.73266619013581,25.73266619013581,60.40028591851323,14.869668246445498,6.69431279620853,8.175355450236967,4.739336492890995,80.39099526066352,14.869668246445498,7.84,7.84,3.722687913620039,6
E01003424,Merton 015B,E02000703,Merton 015,E09000024,Merton,0.96,,,3.788,0.025,0.021,0.1859999999999999,-1.554,-0.617,11.953,27.077,1512,207.64,94.84,100.0,26.0,17.195767195767196,2.901188995372624,7.57328990228013,65.47231270358306,11.319218241042345,11.319218241042345,34.52768729641694,11.342894393741853,3.3246414602346808,8.01825293350717,9.061277705345502,79.59582790091264,11.342894393741853,7.79,7.79,2.474325393315392,1
E01003443,Merton 010B,E02000698,Merton 010,E09000024,Merton,0.959,,,4.549,0.031,0.03,0.373,-1.418,-0.244,10.333000000000002,26.74,1612,139.88,95.3,99.64,48.0,29.77667493796526,3.426757095868646,5.930138099106418,71.24289195775792,9.0982940698619,9.0982940698619,28.75710804224208,8.594229588704728,2.9465930018416207,5.647636586863106,7.550644567219153,83.85512584407611,8.594229588704728,8.09,8.09,1.7861061662141071,1
E01003448,Merton 023D,E02000711,Merton 023,E09000024,Merton,0.975,,,24.584,0.144,0.1,19.195,-0.055,0.111,24.407,50.92,2030,147.72,99.14,100.0,66.0,32.512315270935964,3.5119129913032734,15.548281505728315,44.40807419530824,23.840698308783416,23.840698308783416,55.59192580469176,12.728062554300609,4.952215464813206,7.775847089487402,4.039965247610773,83.23197219808863,12.728062554300609,11.39,11.39,3.458675097498789,5
E01003454,Merton 003B,E02000691,Merton 003,E09000024,Merton,0.949,,,5.551,0.054,0.039,0.8599999999999999,-0.957,-0.748,15.673,20.363,1408,163.44,96.68,99.86,34.0,24.14772727272728,3.2247675255728434,8.40630472854641,65.49912434325745,12.259194395796849,12.259194395796849,34.50087565674255,12.179016874541452,5.209097578870139,6.969919295671313,6.456346294937637,81.36463683052091,12.179016874541452,6.03,6.03,2.587105953414275,2
E01003455,Merton 005E,E02000693,Merton 005,E09000024,Merton,0.99,,,10.995,0.08,0.05,2.759,-0.335,-0.093,20.423,28.798,1654,151.25,96.65,98.4,90.0,54.41354292623942,4.014824021030793,9.282088469905728,61.493836113125454,14.430746918056563,14.430746918056563,38.50616388687455,9.59232613908873,3.477218225419664,6.115107913669065,5.695443645083933,84.71223021582733,9.59232613908873,4.06,4.06,2.1942759832489545,1
E01003459,Merton 006E,E02000694,Merton 006,E09000024,Merton,0.963,,,16.068,0.149,0.08,6.12,0.05,-0.195,18.668,18.111,2203,128.9875,80.375,100.0,128.0,58.10258738084431,4.079274703163467,13.69480156512018,55.11458915595304,20.01117942984908,20.01117942984908,44.88541084404696,14.305364511691884,7.290233837689134,7.015130674002751,6.602475928473177,79.09215955983494,14.305364511691884,7.44,7.44,3.45148434593674,5
E01003461,Merton 004E,E02000692,Merton 004,E09000024,Merton,0.965,,,3.716,0.026,0.017,1.413,-1.8200000000000005,-0.441,15.165,21.445,1374,114.03333333333332,73.89999999999999,98.55,69.0,50.21834061135371,3.936097682967265,3.930817610062893,75.0,5.89622641509434,5.89622641509434,25.0,7.941988950276244,2.0027624309392267,5.939226519337017,8.011049723756907,84.04696132596685,7.941988950276244,6.85,6.85,2.604828096047469,2
E01003466,Merton 020A,E02000708,Merton 020,E09000024,Merton,0.948,,,4.599,0.042,0.033,1.389,-1.342,-0.6560000000000001,15.513,21.087,1707,201.44,99.86,100.0,35.0,20.503807850029293,3.068230028755304,10.777126099706743,55.93841642228738,17.008797653958943,17.008797653958943,44.06158357771262,12.046783625730995,4.152046783625731,7.894736842105263,7.953216374269006,80.0,12.046783625730995,7.92,7.92,2.330902109925691,1
E01034580,Merton 005F,E02000693,Merton 005,E09000024,Merton,0.981,,,14.43,0.068,0.0309999999999999,1.872,-0.661,0.359,24.436,55.804,2391,167.55555555555554,95.83333333333331,98.32222222222222,188.0,78.62818904224174,4.377368163856304,14.47067783701447,50.11424219345011,21.02056359482102,21.02056359482102,49.88575780654989,12.432432432432432,5.540540540540541,6.891891891891892,6.5540540540540535,81.01351351351352,12.432432432432432,10.14,10.14,2.6262913295600603,2
E01003376,Merton 012B,E02000700,Merton 012,E09000024,Merton,0.949,,,25.138000000000005,0.1829999999999999,0.121,21.03,0.279,0.094,24.709,23.496,1590,114.98,91.42,99.84,95.0,59.74842767295598,4.106741199959065,22.861710631494805,36.61071143085531,33.49320543565148,33.49320543565148,63.38928856914469,14.385741565881604,6.429026098026734,7.956715467854869,4.7103755569700825,80.90388287714832,14.385741565881604,12.19,12.19,4.131219680098938,7
E01003387,Merton 014A,E02000702,Merton 014,E09000024,Merton,0.935,,,30.21,0.185,0.132,25.073,-0.143,0.814,35.967,28.736,1965,127.36,95.24,100.0,123.0,62.59541984732825,4.152541452773757,20.617283950617285,37.53086419753087,30.37037037037037,30.37037037037037,62.46913580246913,14.57334611697028,6.184084372003835,8.389261744966444,5.225311601150527,80.20134228187919,14.57334611697028,9.32,9.32,3.801997157317576,6
E01003402,Merton 004B,E02000692,Merton 004,E09000024,Merton,0.966,,,4.692,0.028,0.021,0.371,-1.829,-1.059,15.153,33.75,1614,124.8,81.85,97.41666666666669,101.0,62.57744733581165,4.152258805821867,6.393442622950819,73.68852459016394,10.163934426229508,10.163934426229508,26.311475409836063,8.675184936112979,3.429724277067922,5.245460659045057,6.590450571620712,84.73436449226631,8.675184936112979,5.51,5.51,2.0067199259548167,1
E01003418,Merton 025B,E02000713,Merton 025,E09000024,Merton,0.926,,,6.707,0.034,0.035,15.946,-0.884,-0.413,13.743999999999998,20.548,1418,152.55,99.625,100.0,32.0,22.56699576868829,3.159847248862016,19.145439605587512,27.36236647493837,30.56696795398521,30.56696795398521,72.63763352506163,12.699514226231784,4.441360166551006,8.258154059680777,5.41290770298404,81.88757807078417,12.699514226231784,7.33,7.33,3.1074088679589145,3
E01003380,Merton 011A,E02000699,Merton 011,E09000024,Merton,0.964,,,5.789,0.034,0.027,0.498,-1.002,-0.564,19.724000000000004,29.5,1693,178.21666666666667,98.95,100.0,30.0,17.720023626698172,2.929593733158595,7.791225416036308,65.58245083207261,11.951588502269288,11.951588502269288,34.41754916792739,9.324942791762014,2.517162471395881,6.807780320366133,6.178489702517163,84.49656750572082,9.324942791762014,7.21,7.21,1.9945453035392648,1
E01003414,Merton 017B,E02000705,Merton 017,E09000024,Merton,0.964,,,13.701999999999998,0.091,0.065,12.913999999999998,-0.8980000000000001,0.446,18.736,25.370000000000005,1649,149.7,100.0,100.0,88.0,53.36567616737416,3.995733001921786,18.867924528301888,38.29489867225716,28.371767994409502,28.371767994409502,61.70510132774284,16.018572257690074,8.53163087637841,7.486941381311666,4.643064422518862,79.33836331979106,16.018572257690074,13.69,13.69,4.472991106701158,8
E01003417,Merton 025A,E02000713,Merton 025,E09000024,Merton,0.946,,,9.198,0.05,0.049,14.881,-0.901,0.12,14.078,22.763000000000005,1568,138.45999999999998,95.56,96.62,75.0,47.83163265306122,3.888378312965389,18.3399209486166,34.07114624505929,26.798418972332016,26.798418972332016,65.92885375494072,11.8313404657017,4.405286343612335,7.426054122089365,6.607929515418502,81.5607300188798,11.8313404657017,7.42,7.42,3.6105846252336087,5
E01003433,Merton 019E,E02000707,Merton 019,E09000024,Merton,0.948,,,17.62,0.129,0.078,11.564,-0.497,0.562,21.302,26.835,1564,123.8,99.08,99.56,99.0,63.2992327365729,4.163547698615194,22.46932515337424,33.74233128834356,33.35889570552148,33.35889570552148,66.25766871165644,13.22884012539185,6.206896551724138,7.021943573667712,4.200626959247649,82.5705329153605,13.22884012539185,11.75,11.75,3.993587902108634,7
E01003434,Merton 017E,E02000705,Merton 017,E09000024,Merton,0.964,,,13.002,0.092,0.067,12.037,-0.987,-0.038,18.301,29.698,1572,157.425,98.1,99.8,55.0,34.98727735368957,3.583165469151239,17.45396317053643,36.50920736589271,27.301841473178545,27.301841473178545,63.49079263410729,11.950904392764858,5.297157622739018,6.65374677002584,4.457364341085271,83.59173126614988,11.950904392764858,12.66,12.66,3.433365674922215,4
E01003442,Merton 010A,E02000698,Merton 010,E09000024,Merton,0.961,,,5.222,0.031,0.019,2.371,-1.431,-1.118,29.026,15.659999999999998,1585,141.06,85.82000000000001,100.0,47.0,29.652996845425868,3.4227304339621583,6.715867158671587,67.60147601476014,9.815498154981553,9.815498154981553,32.39852398523986,14.336704342653183,5.651397977394408,8.685306365258775,5.889351576442594,79.77394408090423,14.336704342653183,6.2,6.2,3.1039698243259983,3
E01003389,Merton 013C,E02000701,Merton 013,E09000024,Merton,0.953,,,22.957,0.116,0.082,14.497,0.261,0.968,26.405999999999995,33.235,1680,113.0,90.7,99.9,237.0,141.07142857142858,4.956329949238714,23.39100346020761,37.78546712802768,31.4878892733564,31.4878892733564,62.21453287197232,10.801781737193764,4.120267260579064,6.6815144766147,5.734966592427617,83.46325167037863,10.801781737193764,11.62,11.62,3.828485171535194,6
E01003378,Merton 018B,E02000706,Merton 018,E09000024,Merton,0.963,,,18.396,0.131,0.076,10.402,-0.102,0.073,21.862,36.531,2131,112.0,91.38,99.84,157.0,73.67433129985922,4.3131364092560425,17.293233082706767,37.65182186234818,27.18334297281666,27.18334297281666,62.34817813765182,11.875,5.133928571428571,6.741071428571428,5.446428571428571,82.67857142857142,11.875,12.62,12.62,3.201766510709219,4
E01003421,Merton 021E,E02000709,Merton 021,E09000024,Merton,0.952,,,9.848,0.084,0.064,7.674000000000001,-0.604,-0.3379999999999999,16.752,13.153,1645,185.32,99.84,100.0,50.0,30.395136778115504,3.4466530012412617,14.613618974751338,42.846212700841626,24.02448355011477,24.02448355011477,57.15378729915837,12.73525721455458,5.081555834378921,7.65370138017566,5.520702634880803,81.74404015056462,12.73525721455458,9.46,9.46,3.001185424150301,3
E01003422,Merton 025E,E02000713,Merton 025,E09000024,Merton,0.964,,,9.163,0.059,0.053,11.729,-0.524,0.039,14.404999999999998,16.321,1380,155.725,90.75,100.0,82.0,59.42028985507247,4.101324973283537,19.201995012468828,34.995843724023274,28.512053200332502,28.512053200332502,65.00415627597673,14.266211604095565,6.89419795221843,7.372013651877133,5.802047781569966,79.93174061433447,14.266211604095565,7.52,7.52,3.345992730233873,4
E01003447,Merton 016D,E02000704,Merton 016,E09000024,Merton,0.947,,,24.427,0.158,0.109,10.714,0.43,0.033,34.002,26.845,1605,110.98333333333332,81.64999999999999,98.46666666666664,138.0,85.98130841121495,4.465693249723804,19.040247678018577,42.10526315789473,25.61919504643963,25.61919504643963,57.89473684210527,16.65630826600373,8.514605344934742,8.141702921068987,5.220633934120572,78.1230577998757,16.65630826600373,10.83,10.83,3.834126811167705,6
E01003476,Merton 003D,E02000691,Merton 003,E09000024,Merton,0.952,,,11.723,0.093,0.057,2.003,-0.511,-0.151,21.707,27.909,1375,160.2,96.875,100.0,56.0,40.72727272727273,3.731154937262175,10.36468330134357,58.54126679462573,15.930902111324375,15.930902111324375,41.45873320537427,9.662921348314606,4.194756554307117,5.468164794007491,4.868913857677903,85.46816479400749,9.662921348314606,9.18,9.18,2.159134714995512,1
E01003364,Merton 021C,E02000709,Merton 021,E09000024,Merton,0.952,,,6.669,0.052,0.034,3.214,-0.883,-1.146,23.124,22.901,1768,202.62,100.0,100.0,47.0,26.583710407239817,3.317225395848729,14.119259766963674,42.01507882111035,23.166552433173408,23.166552433173408,57.98492117888965,12.837465564738292,4.958677685950414,7.878787878787878,6.005509641873278,81.15702479338843,12.837465564738292,7.94,7.94,3.0271647618679607,3
E01003366,Merton 016A,E02000704,Merton 016,E09000024,Merton,0.966,,,18.396,0.105,0.07,17.569,-0.028,0.235,22.134,36.476,1593,164.94,92.86,94.02,131.0,82.23477715003139,4.421665255083483,16.223776223776223,47.62237762237762,23.006993006993007,23.006993006993007,52.37762237762238,14.055299539170507,5.587557603686636,8.46774193548387,7.430875576036866,78.51382488479263,14.055299539170507,11.41,11.41,4.164429823771605,7
E01003383,Merton 009D,E02000697,Merton 009,E09000024,Merton,0.978,,,6.668,0.029,0.016,0.859,-1.11,0.203,17.59,31.944,1602,154.08333333333334,94.73333333333332,97.48333333333332,536.0,334.58177278402,5.815865660793947,6.334841628959276,70.88989441930619,9.803921568627452,9.803921568627452,29.11010558069381,8.555825242718447,2.063106796116505,6.492718446601941,6.856796116504854,84.5873786407767,8.555825242718447,7.45,7.45,1.4961578838168452,1
E01003392,Merton 013D,E02000701,Merton 013,E09000024,Merton,0.958,,,17.066,0.098,0.052,13.332000000000004,-0.589,1.077,20.812,31.931,1322,121.15,95.425,100.0,95.0,71.8608169440242,4.288551004035046,17.18213058419244,40.37800687285223,24.91408934707904,24.91408934707904,59.62199312714777,12.764456981664315,4.019746121297603,8.744710860366714,5.430183356840621,81.80535966149506,12.764456981664315,11.21,11.21,3.349507678077146,4
E01003405,Merton 018E,E02000706,Merton 018,E09000024,Merton,0.958,,,25.671,0.197,0.117,21.453,-0.218,0.651,24.207,24.309,2146,111.34166666666664,79.14999999999999,100.0,155.0,72.22739981360671,4.293569665322645,21.232876712328768,38.0927291886196,31.348788198103268,31.348788198103268,61.9072708113804,13.980263157894738,6.455592105263158,7.524671052631579,4.605263157894736,81.41447368421053,13.980263157894738,10.92,10.92,4.258882034062978,7
E01003412,Merton 014D,E02000702,Merton 014,E09000024,Merton,0.958,,,22.716,0.149,0.1,19.617,-0.114,0.637,27.602,21.668,1686,115.54,98.0,99.18,134.0,79.47805456702254,4.387984533184292,20.44797687861272,35.043352601156066,30.057803468208093,30.057803468208093,64.95664739884393,14.188034188034187,6.267806267806268,7.920227920227921,4.843304843304843,80.96866096866097,14.188034188034187,9.6,9.6,4.255584976198612,7
E01003425,Merton 015C,E02000703,Merton 015,E09000024,Merton,0.971,,,4.046,0.029,0.021,0.4349999999999999,-1.347,-0.478,14.919999999999998,23.784,1455,212.0,100.0,100.0,23.0,15.807560137457044,2.8218287933678647,9.482758620689657,61.37931034482759,13.275862068965516,13.275862068965516,38.62068965517241,11.35752688172043,3.629032258064517,7.728494623655914,6.653225806451612,81.98924731182797,11.35752688172043,8.02,8.02,1.9100883887421871,1
E01003428,Merton 015E,E02000703,Merton 015,E09000024,Merton,0.962,,,9.369,0.063,0.044,0.933,-0.709,-0.757,22.415000000000003,35.265,1510,184.86,97.64,100.0,52.0,34.437086092715234,3.56775890149638,7.743547044129892,66.69442131557037,11.740216486261447,11.740216486261447,33.30557868442963,11.947194719471948,4.62046204620462,7.326732673267326,7.326732673267326,80.72607260726072,11.947194719471948,5.99,5.99,2.499779525717398,1
E01003473,Merton 001B,E02000689,Merton 001,E09000024,Merton,0.984,,,5.269,0.037,0.0279999999999999,0.288,-1.107,-0.299,12.733,29.367,1262,135.15,90.125,100.0,65.0,51.50554675118859,3.960918816420348,5.932203389830509,67.28813559322035,9.491525423728811,9.491525423728811,32.711864406779654,7.880434782608696,2.1739130434782608,5.706521739130435,7.2690217391304355,84.85054347826086,7.880434782608696,7.55,7.55,2.135390355046069,1
E01003478,Merton 001E,E02000689,Merton 001,E09000024,Merton,0.972,,,6.496,0.042,0.043,0.298,-0.968,-0.612,11.865,33.922,1596,151.64,94.24,99.52,65.0,40.72681704260651,3.731144016654989,7.632508833922262,65.93639575971731,11.519434628975263,11.519434628975263,34.063604240282686,7.796964939822083,2.4594453165881736,5.337519623233909,6.279434850863422,85.9236002093145,7.796964939822083,6.37,6.37,1.9213675576446487,1
E01003374,Merton 022A,E02000710,Merton 022,E09000024,Merton,0.949,,,31.166,0.219,0.137,28.541,0.267,0.4659999999999999,26.596,32.565,1665,112.25,79.875,96.775,166.0,99.6996996996997,4.612142817591964,21.83988764044944,36.3061797752809,31.88202247191011,31.88202247191011,63.6938202247191,17.283268912203205,10.104914411927112,7.1783545002760905,5.466593042517945,77.25013804527885,17.283268912203205,8.58,8.58,4.722078751009111,9
E01003398,Merton 007E,E02000695,Merton 007,E09000024,Merton,0.962,,,15.226,0.093,0.065,10.862,-0.484,0.361,20.283,33.896,1806,157.57999999999998,94.8,100.0,123.0,68.10631229235881,4.235646076707952,15.725288831835687,45.31450577663672,23.299101412066754,23.299101412066754,54.685494223363285,11.355311355311356,4.814233385661957,6.541077969649398,5.075876504447932,83.56881214024071,11.355311355311356,12.5,12.5,3.320369793965574,4
E01003444,Merton 010C,E02000698,Merton 010,E09000024,Merton,0.961,,,5.39,0.033,0.023,0.965,-1.664,-0.346,13.81,33.249,1657,137.5,89.48333333333333,100.0,50.0,30.175015087507543,3.439616975527733,6.070038910505836,68.48249027237354,10.350194552529182,10.350194552529182,31.51750972762646,10.8560794044665,2.977667493796526,7.878411910669975,6.699751861042183,82.44416873449131,10.8560794044665,7.97,7.97,2.315197517853499,1
E01003463,Merton 010E,E02000698,Merton 010,E09000024,Merton,0.964,,,4.307,0.019,0.012,0.605,-1.835,-0.916,20.372,26.696,1322,165.225,67.675,100.0,33.0,24.962178517397884,3.256640806550617,8.013640238704177,64.36487638533674,11.508951406649617,11.508951406649617,35.63512361466326,9.56175298804781,2.523240371845949,7.03851261620186,5.112881806108898,85.3253652058433,9.56175298804781,6.05,6.05,1.7911168626698262,1
E01003419,Merton 025C,E02000713,Merton 025,E09000024,Merton,0.974,,,11.324,0.062,0.053,15.727,-0.661,-0.401,22.158000000000005,28.593,1799,140.48,90.52,98.88,61.0,33.907726514730406,3.5527081948120967,18.382861091914304,33.58673116793366,30.68417415342088,30.68417415342088,66.41326883206634,13.048245614035087,4.989035087719299,8.05921052631579,6.359649122807018,80.5921052631579,13.048245614035087,8.3,8.3,2.881892673991271,2
E01003440,Merton 022D,E02000710,Merton 022,E09000024,Merton,0.954,,,23.077,0.186,0.1179999999999999,14.728999999999996,-0.357,0.162,25.501,27.102,1607,130.98,96.0,100.0,119.0,74.05102675793404,4.318168238971017,17.84897025171625,37.833714721586574,27.76506483600305,27.76506483600305,62.16628527841343,14.679448771719592,6.65068903535051,8.028759736369082,6.111443978430198,79.2091072498502,14.679448771719592,10.06,10.06,3.5838673305344004,5
E01003467,Merton 020B,E02000708,Merton 020,E09000024,Merton,0.965,,,7.121,0.055,0.055,1.559,-1.106,-0.63,17.798,21.829,1704,201.34,91.38,99.9,41.0,24.061032863849764,3.221314164255044,9.97830802603037,55.89298626174982,15.69052783803326,15.69052783803326,44.10701373825018,12.73344651952462,5.4895302773061685,7.243916242218449,6.451612903225806,80.81494057724957,12.73344651952462,7.06,7.06,2.376428046310265,1
E01003469,Merton 020D,E02000708,Merton 020,E09000024,Merton,0.972,,,16.013,0.122,0.066,7.06,-0.824,-0.06,32.827,27.415,1612,139.7,92.1,99.82,136.0,84.36724565756825,4.446962486914623,16.806083650190114,42.66159695817491,24.79087452471483,24.79087452471483,57.33840304182509,11.023622047244094,4.179285281647487,6.844336765596608,5.572380375529982,83.40399757722592,11.023622047244094,10.3,10.3,3.184478587053846,3
E01003470,Merton 020E,E02000708,Merton 020,E09000024,Merton,0.957,,,9.521,0.08,0.037,3.221,-1.319,-0.219,23.726,28.73,1818,145.14,91.12,94.42,127.0,69.85698569856986,4.260663559703422,13.515151515151516,48.42424242424242,19.87878787878788,19.87878787878788,51.57575757575758,9.55955955955956,2.902902902902903,6.656656656656656,4.854854854854855,85.58558558558559,9.55955955955956,9.19,9.19,3.217848538330918,4
E01034579,Merton 001G,E02000689,Merton 001,E09000024,Merton,0.967,,,17.36,0.124,0.054,4.318,-0.922,0.231,26.813,48.968,2723,147.13888888888889,92.25555555555556,98.6,192.0,70.51046639735587,4.269843822166792,9.161290322580646,63.87096774193548,12.903225806451612,12.903225806451612,36.12903225806452,10.346666666666666,4.32,6.026666666666667,6.453333333333333,83.2,10.346666666666666,4.49,4.49,2.892546185266446,2
E01003413,Merton 017A,E02000705,Merton 017,E09000024,Merton,0.947,,,15.38,0.092,0.071,13.533,-0.549,0.273,22.137,30.285,2026,148.98,99.3,100.0,142.0,70.0888450148075,4.263930433006872,16.84081130915796,43.88444990780578,24.7080516287646,24.7080516287646,56.11555009219422,11.377820451272203,4.12866058569371,7.249159865578493,4.6567450792126746,83.96543446951512,11.377820451272203,10.57,10.57,3.4515286715132767,5
E01003426,Merton 015D,E02000703,Merton 015,E09000024,Merton,0.947,,,10.223,0.062,0.037,2.058,-1.274,0.735,15.357,32.63,1716,189.98,99.56,100.0,72.0,41.95804195804196,3.76022387090402,11.890034364261169,57.0446735395189,18.831615120274915,18.831615120274915,42.9553264604811,13.083048919226394,4.493742889647327,8.589306029579067,6.0295790671217295,80.88737201365188,13.083048919226394,9.3,9.3,2.914636734808434,3
E01003453,Merton 023E,E02000711,Merton 023,E09000024,Merton,0.938,,,24.369,0.155,0.1129999999999999,16.65,-0.308,0.6620000000000001,21.0,40.974,1768,135.6,93.56,100.0,146.0,82.57918552036199,4.425794512061567,20.25658338960162,39.63538149898717,30.38487508440243,30.38487508440243,60.36461850101283,14.37125748502994,5.9880239520958085,8.383233532934131,5.334784975503538,80.29395753946652,14.37125748502994,13.07,13.07,3.6741999130339815,5
E01003471,Merton 016E,E02000704,Merton 016,E09000024,Merton,0.959,,,8.051,0.064,0.036,1.768,-0.917,-0.172,23.968,21.045000000000005,1655,177.16,92.1,99.18,126.0,76.13293051359517,4.345530303695745,12.6178390137781,55.32994923857868,17.258883248730964,17.258883248730964,44.67005076142132,11.95589088798607,4.352872896111434,7.603017991874637,6.384213580963436,81.6598955310505,11.95589088798607,7.69,7.69,3.0139569688515877,3
E01003356,Merton 009B,E02000697,Merton 009,E09000024,Merton,0.978,,,5.985,0.047,0.035,0.743,-1.309,-0.842,16.116,31.034,1826,172.16666666666666,97.36666666666667,98.23333333333332,73.0,39.97809419496166,3.713037635993888,8.713410483321987,64.80599046970728,12.661674608577265,12.661674608577265,35.19400953029272,11.31664853101197,3.917301414581066,7.399347116430903,7.236126224156692,81.44722524483133,11.31664853101197,7.81,7.81,2.257806171803204,1
E01003365,Merton 021D,E02000709,Merton 021,E09000024,Merton,0.946,,,6.803,0.065,0.043,3.4940000000000007,-1.193,-0.349,16.115,19.418,1393,211.9,100.0,100.0,30.0,21.53625269203159,3.115125243327661,15.306980656013458,47.68713204373423,21.698906644238853,21.698906644238853,52.31286795626577,13.140161725067385,4.919137466307277,8.221024258760108,6.805929919137467,80.05390835579514,13.140161725067385,8.86,8.86,3.0500622933603188,3
E01003370,Merton 005C,E02000693,Merton 005,E09000024,Merton,0.977,,,13.142,0.082,0.044,3.307,-0.19,0.086,20.415,40.532,2045,146.44,97.18,100.0,238.0,116.38141809290954,4.765428616271298,10.986414648552865,59.00767867690491,16.715888954518608,16.715888954518608,40.99232132309509,11.885656970912738,4.012036108324975,7.873620862587763,6.218655967903711,81.89568706118355,11.885656970912738,7.92,7.92,2.6856772461444764,2
E01003449,Merton 024B,E02000712,Merton 024,E09000024,Merton,0.946,,,18.476,0.136,0.071,12.365,-0.177,0.228,21.958,35.12,1780,131.88,90.18,100.0,61.0,34.26966292134831,3.5630231871098137,15.955351280367696,38.93630991464215,26.001313197636243,26.001313197636243,61.06369008535785,12.06620395088094,4.538174052322478,7.528029898558462,4.858515750133476,83.07528029898559,12.06620395088094,12.38,12.38,3.8813353849678554,6
E01003362,Merton 021A,E02000709,Merton 021,E09000024,Merton,0.935,,,8.165,0.061,0.043,3.3500000000000005,-0.742,-0.49,20.091,26.303,1364,200.825,100.0,100.0,32.0,23.46041055718475,3.197055914958095,11.308993766696348,50.04452359750668,18.52181656277828,18.52181656277828,49.955476402493325,12.373371924746744,4.26917510853835,8.104196816208393,6.439942112879884,81.18668596237337,12.373371924746744,8.04,8.04,2.760367393299352,2
E01003439,Merton 023C,E02000711,Merton 023,E09000024,Merton,0.947,,,27.369,0.157,0.092,17.132,-0.031,0.857,27.74,51.314,1464,135.12,84.3,99.22,161.0,109.9726775956284,4.709284023225864,21.4622641509434,37.81446540880504,31.60377358490566,31.60377358490566,62.185534591194966,13.71069182389937,5.786163522012579,7.924528301886792,4.0251572327044025,82.26415094339623,13.71069182389937,14.92,14.92,3.4700053907761346,5
E01003446,Merton 016C,E02000704,Merton 016,E09000024,Merton,0.974,,,10.115,0.079,0.051,1.734,-0.744,-0.419,22.564000000000004,28.772,1791,127.70833333333331,90.16666666666669,99.83333333333331,195.0,108.87772194304858,4.699368128786535,8.160779537149818,59.80511571254568,13.580998781973202,13.580998781973202,40.19488428745432,12.474541751527497,4.378818737270876,8.095723014256619,5.753564154786151,81.77189409368636,12.474541751527497,6.73,6.73,2.692179405788866,2
E01003451,Merton 024D,E02000712,Merton 024,E09000024,Merton,0.942,,,12.612000000000002,0.07,0.05,13.976,-0.7149999999999999,0.388,18.642,31.097,1627,157.92000000000002,95.48,99.86,83.0,51.014136447449296,3.9515155363942585,17.98469387755102,34.75765306122449,27.487244897959183,27.487244897959183,65.24234693877551,15.610510046367851,6.233900051519836,9.376609994848016,7.006697578567748,77.3827923750644,15.610510046367851,8.07,8.07,3.524747566494084,5
E01003462,Merton 002B,E02000690,Merton 002,E09000024,Merton,0.95,,,6.885,0.049,0.028,1.332,-1.377,-0.873,29.786,21.146,1408,125.3,68.38000000000001,100.0,26.0,18.465909090909093,2.9686646838459136,8.695652173913043,65.65217391304347,14.08695652173913,14.08695652173913,34.34782608695653,10.641296687808316,3.875968992248062,6.765327695560254,7.047216349541931,82.31148696264975,10.641296687808316,7.58,7.58,2.9845470334632966,3
E01003468,Merton 020C,E02000708,Merton 020,E09000024,Merton,0.954,,,4.513,0.032,0.032,2.219,-1.5299999999999998,-0.57,12.606,26.062,1706,152.42000000000002,95.06,100.0,34.0,19.92966002344665,3.0411672928212825,11.037527593818984,52.09713024282561,17.439293598233995,17.439293598233995,47.90286975717439,10.051107325383304,3.918228279386713,6.132879045996593,6.643952299829642,83.30494037478705,10.051107325383304,8.08,8.08,2.6563684263840344,2
