lsoa_code,pct_no_qual,pct_level4plus,pct_low_skill,risk_edu_low,risk_edu_highskill_inverse
E01000739,25.560897435897434,25.560897435897434,37.82051282051282,37.82051282051282,74.43910256410257
E01000741,9.526895657809462,59.81853532080363,14.841218405703174,14.841218405703174,40.18146467919637
E01000742,13.321995464852607,54.59183673469388,19.614512471655328,19.614512471655328,45.40816326530612
E01000743,22.89540816326531,38.71173469387755,31.377551020408163,31.377551020408163,61.28826530612245
E01000744,23.107569721115535,32.669322709163346,32.98804780876494,32.98804780876494,67.33067729083666
E01000745,12.018288700195951,57.41345525800131,18.027433050293926,18.027433050293926,42.58654474199869
E01000746,10.551558752997602,62.76978417266187,14.568345323741008,14.568345323741008,37.23021582733813
E01000747,19.47011706715958,29.451632778804683,29.944547134935306,29.944547134935306,70.54836722119532
E01000748,19.469026548672566,28.59087814840027,29.816201497617428,29.816201497617428,71.40912185159974
E01000749,16.46120377084844,31.10949963741842,26.25090645395214,26.25090645395214,68.89050036258158
E01000750,24.5,25.0,36.666666666666664,36.666666666666664,75.0
E01000751,12.217194570135746,42.873303167420815,20.644796380090497,20.644796380090497,57.126696832579185
E01000752,16.158113730929266,33.91123439667129,26.421636615811373,26.421636615811373,66.08876560332871
E01000753,12.095730918499353,40.685640362225094,21.47477360931436,21.47477360931436,59.314359637774906
E01000754,12.208892025405788,41.848976711362035,20.677487649964714,20.677487649964714,58.151023288637965
E01000755,10.586443259710586,41.43183549124143,20.182787509520182,20.182787509520182,58.56816450875857
E01000756,13.741007194244602,41.510791366906474,22.87769784172662,22.87769784172662,58.489208633093526
E01000757,12.009237875288683,43.49499615088529,20.93918398768283,20.93918398768283,56.50500384911471
E01000758,9.168808911739502,46.7866323907455,16.02399314481577,16.02399314481577,53.2133676092545
E01000759,12.584777694046723,38.58327053504145,21.55237377543331,21.55237377543331,61.41672946495855
E01000760,14.058956916099774,32.95540438397581,25.321239606953895,25.321239606953895,67.0445956160242
E01000761,11.501597444089457,34.025559105431306,22.20447284345048,22.20447284345048,65.97444089456869
E01000762,9.87831066571224,47.816750178954905,17.322834645669293,17.322834645669293,52.183249821045095
E01000763,11.50214592274678,36.22317596566524,21.974248927038627,21.974248927038627,63.77682403433476
E01000764,14.25561797752809,36.37640449438202,23.735955056179776,23.735955056179776,63.62359550561798
E01000765,12.272089761570827,41.374474053295934,19.705469845722302,19.705469845722302,58.625525946704066
E01000766,10.366713681241185,41.53737658674189,19.322990126939352,19.322990126939352,58.46262341325811
E01000767,10.763358778625955,41.14503816793893,19.541984732824428,19.541984732824428,58.85496183206107
E01000768,10.435497124075596,41.82415776499589,19.884963023829087,19.884963023829087,58.17584223500411
E01000769,14.247551202137132,40.07123775601069,23.419412288512913,23.419412288512913,59.92876224398931
E01000770,9.922480620155039,52.4031007751938,15.426356589147286,15.426356589147286,47.5968992248062
E01000771,11.212121212121213,50.45454545454545,18.106060606060606,18.106060606060606,49.54545454545455
E01000772,13.037037037037036,49.851851851851855,19.555555555555557,19.555555555555557,50.148148148148145
E01000773,11.538461538461538,45.3525641025641,18.509615384615387,18.509615384615387,54.6474358974359
E01000774,15.012722646310433,40.118744698897366,24.512298558100085,24.512298558100085,59.881255301102634
E01000775,11.53421633554084,46.63355408388521,20.08830022075055,20.08830022075055,53.36644591611479
E01000777,10.85578446909667,40.253565768621236,21.156893819334393,21.156893819334393,59.746434231378764
E01000778,15.849923430321592,34.22664624808576,25.42113323124043,25.42113323124043,65.77335375191424
E01000779,14.137033824804856,46.48742411101475,23.330442324371205,23.330442324371205,53.51257588898525
E01000780,19.32969602494154,35.385814497272015,29.61808261886204,29.61808261886204,64.61418550272799
E01000781,20.18502943650126,28.34314550042052,32.12783851976451,32.12783851976451,71.65685449957948
E01000782,25.63884156729131,28.79045996592845,35.945485519591145,35.945485519591145,71.20954003407155
E01000783,21.53972153972154,29.975429975429975,33.005733005733006,33.005733005733006,70.02457002457002
E01000784,13.344316309719934,40.19769357495881,22.240527182866558,22.240527182866558,59.80230642504119
E01000785,21.553884711779446,28.73851294903926,32.581453634085214,32.581453634085214,71.26148705096074
E01000786,13.291139240506327,39.31962025316456,21.99367088607595,21.99367088607595,60.68037974683544
E01000787,23.284313725490197,26.143790849673206,36.19281045751634,36.19281045751634,73.85620915032679
E01000788,18.104776579352848,36.517719568567024,28.65947611710323,28.65947611710323,63.482280431432976
E01000789,20.689655172413794,25.97701149425287,32.79693486590038,32.79693486590038,74.02298850574712
E01000790,10.777202072538861,51.24352331606218,17.979274611398964,17.979274611398964,48.75647668393782
E01000791,17.711598746081506,32.288401253918494,29.310344827586203,29.310344827586203,67.7115987460815
E01000792,14.212328767123289,39.8972602739726,24.22945205479452,24.22945205479452,60.1027397260274
E01000793,13.774733637747335,41.93302891933029,23.28767123287671,23.28767123287671,58.06697108066971
E01000794,12.695924764890282,42.78996865203762,23.35423197492163,23.35423197492163,57.21003134796238
E01000795,17.548746518105848,37.32590529247911,26.648096564531105,26.648096564531105,62.67409470752089
E01000796,20.80876158382477,33.52990732940185,31.17101937657961,31.17101937657961,66.47009267059815
E01000797,9.111791730474732,57.81010719754976,14.39509954058193,14.39509954058193,42.18989280245024
