lsoa_code,imd_score,imd_income_score,imd_employ_score,imd_edu_score,imd_health_score,imd_crime_score,imd_barriers_score,imd_livenv_score,imd_pop2015
E01031060,23.343,0.132,0.111,29.585,0.336,0.75,10.027,20.971,1372
E01031061,15.103,0.093,0.079,20.399,0.24700000000000003,0.194,11.780000000000001,7.587,1437
E01031062,14.515,0.078,0.09,18.349,-0.045,-0.296,14.88,19.874,1175
E01031063,39.906,0.241,0.221,41.135,0.779,0.602,22.224,18.915,1316
E01031064,29.953000000000003,0.148,0.15,35.645,0.598,0.935,13.37,26.064,1252
E01031065,34.122,0.196,0.141,55.11699999999999,0.616,0.6739999999999999,17.561,27.564,1533
E01031066,40.103,0.247,0.195,56.493,0.985,0.367,17.553,17.516,1443
E01031067,22.993,0.134,0.132,32.434,0.359,-0.139,17.646,13.452000000000002,1463
E01031068,12.719,0.081,0.057,25.871,-0.117,0.025000000000000005,9.492,13.621,1691
E01031069,10.546,0.052000000000000005,0.074,8.53,-0.211,-0.9309999999999999,24.834,13.121,1460
E01031070,9.219,0.036,0.045,14.046,-0.305,0.256,19.485,13.503999999999998,1555
E01031073,28.528,0.17,0.137,37.42399999999999,0.375,0.6889999999999998,12.67,26.535,1852
E01031074,36.186,0.189,0.154,56.888999999999996,0.7890000000000001,0.664,14.997,33.862,1471
E01031075,41.733,0.249,0.16,70.999,0.532,1.151,17.382,22.652,1989
E01031077,27.765,0.19,0.121,42.739,0.49,0.479,11.388999999999998,17.3,1619
E01031078,18.081,0.11,0.094,20.765,0.38,0.074,14.361,15.727999999999998,2160
E01031079,26.725,0.154,0.148,34.782,0.211,0.383,20.62,18.425,1494
E01031080,26.868,0.149,0.121,34.959,0.422,0.304,17.242,34.949,1743
E01031081,29.416,0.148,0.131,51.736,0.565,0.492,25.85,8.368,1613
E01031082,7.364,0.032,0.045,16.919,-0.09,-0.325,14.021,3.62,1355
E01031083,11.006,0.065,0.067,16.284,-0.081,0.229,5.517,7.327,1481
E01031084,14.815,0.07,0.069,25.085,0.037,0.336,13.51,18.098,2148
E01031085,15.211999999999998,0.085,0.078,23.214,0.218,-0.324,19.696,9.988,1395
E01031086,25.317,0.135,0.122,34.437,0.7180000000000001,0.336,15.455,18.127,1955
E01031087,24.331,0.155,0.124,26.38,0.172,0.567,22.2,13.294,2262
E01031088,19.505,0.109,0.083,30.996,0.28,-0.043,24.073,14.259,1987
E01031089,12.563,0.05999999999999999,0.064,18.08,-0.072,0.288,11.386,19.866,1421
E01031090,56.827,0.329,0.24499999999999997,74.682,1.341,1.309,20.732,9.618,1543
E01031091,14.844,0.08,0.084,21.878,-0.133,0.37599999999999995,11.03,13.438000000000002,1526
E01031092,41.266,0.226,0.148,59.581,1.032,1.002,13.182,40.998,1350
E01031093,21.008,0.102,0.097,38.914,0.316,0.326,12.841,19.234,1300
E01031094,26.683,0.143,0.118,47.26,0.473,0.35,12.56,25.478,1167
E01031095,33.643,0.21899999999999997,0.181,43.421,0.47900000000000004,0.229,18.107,22.025,1302
E01031096,23.011,0.113,0.10199999999999998,25.979999999999997,0.169,0.8079999999999999,14.489,33.553,1347
E01031097,39.07,0.241,0.20699999999999996,43.686,1.146,0.145,21.003,12.728,1596
E01031098,17.643,0.129,0.08,24.280999999999995,-0.207,-0.349,12.634999999999998,31.726,1433
E01031099,13.525,0.086,0.066,18.545,-0.331,-0.362,27.199,10.974,2386
E01031100,7.412,0.035,0.04900000000000001,5.587,-0.165,-0.681,26.234,3.3879999999999995,1359
E01031101,3.36,0.03,0.035,2.534,-0.659,-0.334,11.037,4.231,1400
E01031102,22.757,0.105,0.113,8.351,0.613,0.915,26.173,16.167,1354
E01031104,6.256,0.041,0.05500000000000001,3.377,0.05,-0.942,11.314,6.720000000000001,1405
E01031105,21.799,0.095,0.106,22.454,0.43499999999999994,0.627,10.316,32.909,1449
E01031106,19.343,0.091,0.097,21.228,0.137,0.506,16.64,27.586000000000002,1434
E01031107,16.354,0.069,0.064,27.611,0.177,-0.585,21.466,32.498,1120
E01031108,15.392,0.092,0.07,19.028,-0.174,0.539,21.974,8.878,1407
E01031109,27.102,0.153,0.144,37.296,0.506,0.536,17.894,10.032,1540
E01031110,4.68,0.043000000000000003,0.043000000000000003,6.45,-0.486,-1.069,11.975,6.8180000000000005,1536
E01031111,2.886,0.027,0.03,2.626,-0.517,-1.373,14.774,4.499,1098
E01031112,7.597999999999999,0.043,0.048,6.826,-0.061,-0.3950000000000001,14.152,15.461,1608
E01031114,21.306,0.123,0.123,17.27,0.553,0.038,23.472,8.385,1552
E01031115,27.213,0.167,0.117,35.719,0.408,0.41,15.81,32.789,1675
E01031116,46.922,0.285,0.208,62.001,0.979,1.064,24.078,11.907,1724
E01031117,26.896,0.164,0.102,46.847,0.405,0.432,22.06,17.052,1625
E01031118,42.418,0.26,0.168,52.89,0.966,1.162,23.284,22.116,1162
E01031119,36.132,0.218,0.188,32.231,0.776,0.654,17.036,32.443,1756
E01031120,8.915,0.053000000000000005,0.062,7.913999999999999,-0.358,-0.21999999999999997,21.87,5.504,1316
E01031121,4.234,0.03,0.037,4.263,-0.542,-1.032,20.013,3.858,1137
E01031122,5.45,0.035,0.05,6.859,-0.34,-0.589,10.256,7.871,1405
E01031123,4.489,0.032,0.035,3.233,-0.401,-1.019,21.447,2.669,1202
E01031124,3.219,0.027,0.039,4.079,-0.554,-0.964,6.077,7.451,1474
E01031125,9.28,0.059,0.043,23.153,-0.462,-0.289,15.470999999999998,10.371,1483
E01031127,21.937,0.163,0.11500000000000002,32.965,-0.195,0.198,14.841,14.551999999999998,1643
E01031129,8.921,0.060000000000000005,0.05800000000000001,7.301,-0.44299999999999995,-0.176,20.469,9.607,1239
E01031130,15.158999999999999,0.09699999999999999,0.061000000000000006,28.255,-0.319,0.068,14.993,24.012,1793
E01031131,18.077,0.119,0.07,17.923,-0.25,0.702,15.771,29.892,1633
E01031132,17.411,0.107,0.072,12.463,-0.286,0.674,14.933,35.299,1920
E01031133,22.94,0.15700000000000003,0.124,20.141000000000002,-0.042,0.62,13.316,24.246,1710
E01031134,5.751,0.054,0.046,3.1480000000000006,-0.73,-0.277,14.231,9.416,1590
E01031135,4.822,0.042,0.049,3.784,-0.485,-1.251,14.909,5.496,1625
E01031136,9.15,0.068,0.053,6.376,-0.525,0.135,11.741,19.691,1772
E01031137,13.368,0.094,0.066,15.559,-0.108,0.064,13.808,18.395,1128
E01031138,6.78,0.06,0.042,8.64,-0.557,-0.782,20.573,5.448,1204
E01031139,3.375,0.044000000000000004,0.034,3.571,-1.225,-0.586,10.249,7.489,1842
E01031140,12.694000000000003,0.069,0.06099999999999999,28.103999999999996,-0.142,0.041,12.632,10.906,1392
E01031142,35.484,0.217,0.172,59.566,0.456,0.453,23.283,9.065,1746
E01031143,6.161,0.036,0.051,3.076,-0.958,-0.67,26.796999999999997,4.863,1496
E01031144,17.785,0.086,0.067,2.586,0.151,1.053,17.082,35.983,1288
E01031145,15.117,0.076,0.075,11.281,0.091,0.3410000000000001,26.078,12.532,1566
E01031146,18.413,0.133,0.094,28.645,0.124,-0.078,11.842,10.824,1562
E01031148,8.246,0.076,0.072,4.949,-0.783,-0.486,9.391,10.149,1715
E01031149,10.393,0.041,0.043,2.3,-0.947,-0.816,40.653,23.833,1558
E01031150,6.494,0.046,0.046,5.193,-0.11,-0.343,4.79,13.151,1128
E01031151,7.494,0.045,0.057,6.502999999999999,-0.588,0.051,8.564,16.296,1496
E01031152,9.363,0.052,0.06,8.849,-0.447,-0.463,12.961,27.934,1031
E01031153,16.948,0.106,0.099,22.072,-0.195,0.336,12.079,14.518000000000002,1454
E01031154,7.148,0.051,0.03,6.526,-1.163,0.228,17.022,19.99,1767
E01031155,5.018,0.034,0.035,2.397,-0.616,-0.319,15.01,15.956,1205
E01031156,6.298,0.027,0.029999999999999995,8.257,-1.082,-0.879,22.749,25.234,1533
E01031157,5.206,0.047,0.037,5.86,-0.83,-0.29100000000000004,13.632,10.368,1869
E01031158,6.097,0.037,0.054,7.452,-0.342,-0.9310000000000002,12.272,12.054,1106
