lsoa_code,rDERI_overall_z,rDERI_score_0_10,rDERI_decile
E01000419,-0.19008291506021768,3.7585245981162183,6
E01000420,-0.2918259451061858,3.441110968224694,4
E01000421,-0.10684886030699585,4.01819470463726,7
E01000422,0.07909294473480406,4.598288134725141,8
E01000423,-0.3341489278266041,3.3090735051468325,4
E01000424,-0.22661331713655286,3.6445585847273145,5
E01000425,-0.14013614525690757,3.9143464317834704,6
E01000426,-0.3971686941777491,3.1124670861774435,3
E01000427,-0.060534177667381846,4.16268530539165,7
E01000428,0.17514093086623314,4.897934605918043,9
E01000429,0.011364681742330074,4.3869923457853375,8
E01000430,-0.47636808050331064,2.8653841686801003,2
E01000431,0.0072456033977913075,4.3741418182498695,8
E01000433,0.011822004207911518,4.388419081196751,8
E01000434,0.015568339744541368,4.400106741382771,8
E01000435,-0.010047214623209566,4.320192411232804,8
E01000436,-0.3705475725689147,3.19551854275217,4
E01000437,-0.3618720370385688,3.222584113953419,4
E01000438,-0.38899026075142346,3.137981819122819,3
E01000439,-0.2735873338744236,3.4980110211584265,5
E01000440,-0.3745586492105601,3.1830049543911536,3
E01000441,-0.14974683461493518,3.884363406965819,6
E01000442,-0.23446635875297486,3.6200589954775,5
E01000443,-0.243642881283328,3.591430466085121,5
E01000444,-0.48172308890176146,2.848677838496264,2
E01000445,-0.3203766740696347,3.3520396037072127,4
E01000446,-0.5415832508343206,2.6619286206252846,2
E01000447,-0.2251239070880305,3.6492051836116297,5
E01000448,-0.6720617022317543,2.2548674306649255,1
E01000449,-0.2914311170228146,3.4423427362885044,4
E01000450,-0.2685329382881054,3.5137795121227327,5
E01000451,-0.48792667657728234,2.8293241463411576,2
E01000452,-0.5759926808406516,2.554579526777055,2
E01000453,-0.4329788409924074,3.000748094888767,3
E01000454,-0.12226395432406406,3.9701033420656318,7
E01000455,-0.40816827497059033,3.0781510562227288,3
E01000456,-0.5600588043241125,2.604289365191273,2
E01000457,-0.25907083321262153,3.543298989939222,5
E01000458,-0.1407478983403972,3.912437910219487,6
E01000459,-0.0018943156970660884,4.345627482717472,8
E01000460,-0.06502870040704363,4.148663482208465,7
E01000461,0.08813263593230201,4.626489783474937,9
E01000462,0.0265203682633048,4.434274419750966,8
E01000463,-0.46113773751800596,2.912899152746078,3
E01000464,0.020959955897803927,4.4169272789018095,8
E01000465,0.11781030688010123,4.71907693424105,9
E01000466,-0.17764891376028305,3.79731567289456,6
E01000467,-0.271252462824161,3.5052952537496678,5
E01000468,-0.5094577479169965,2.7621524147119314,2
E01000469,-0.34182512781925317,3.2851256189639733,4
E01000470,0.16077304259045763,4.853110271814476,9
E01000471,-0.1920999935921027,3.7522318012701583,6
E01000472,-0.37237469311330695,3.189818368853448,3
E01000473,0.019041910223431907,4.410943440603254,8
E01000474,-0.07789800307805433,4.10851437250402,7
E01000475,0.05337215967075317,4.518045510270655,8
E01000476,-0.0753919989413614,4.116332498907289,7
E01000477,-0.14610284869720697,3.8957317611115236,6
E01000478,-0.19095364387658312,3.755808134942979,6
E01000479,-0.12635314221397972,3.9573460655144994,6
E01000480,-0.4053707039016916,3.0868788008894392,3
E01000481,-0.22236574138809173,3.6578099930640735,5
E01000483,0.24391844715867372,5.11250381121342,9
E01000484,0.008809836340538666,4.379021846455527,8
E01000485,0.4790767665578299,5.846140854713627,10
E01000486,-0.3387303430231084,3.294780598528014,4
E01000487,0.0445522652989046,4.490529574421649,8
E01000488,-0.2307051856656589,3.6317929452306768,5
E01000489,0.20601080186195367,4.994241132297371,9
E01000490,-0.2841339645871777,3.4651080858305896,5
E01000491,-0.07684567796758124,4.111797372164935,7
E01000492,-0.25542993564905037,3.554657709167401,5
E01000493,-0.23815437491168479,3.608553277636133,5
E01000494,0.31508150889664366,5.334515340949052,10
E01000495,0.535342512047191,6.021676363202628,10
E01000497,0.15220394871662327,4.826376772820529,9
E01000498,0.2490912717972202,5.128641772158476,9
