lsoa_code,major_cat,crime_count_window
E01003684,THEFT,10
E01003684,VEHICLE OFFENCES,16
E01003684,VIOLENCE AGAINST THE PERSON,48
E01003685,ARSON AND CRIMINAL DAMAGE,7
E01003685,BURGLARY,4
E01003685,DRUG OFFENCES,8
E01003685,MISCELLANEOUS CRIMES AGAINST SOCIETY,5
E01003685,PUBLIC ORDER OFFENCES,7
E01003685,ROBBERY,4
E01003685,THEFT,13
E01003685,VEHICLE OFFENCES,18
E01003685,VIOLENCE AGAINST THE PERSON,51
E01003686,ARSON AND CRIMINAL DAMAGE,10
E01003686,BURGLARY,7
E01003686,DRUG OFFENCES,9
E01003686,MISCELLANEOUS CRIMES AGAINST SOCIETY,3
E01003686,POSSESSION OF WEAPONS,1
E01003686,PUBLIC ORDER OFFENCES,10
E01003686,ROBBERY,5
E01003686,THEFT,23
E01003686,VEHICLE OFFENCES,19
E01003686,VIOLENCE AGAINST THE PERSON,52
E01003688,ARSON AND CRIMINAL DAMAGE,10
E01003688,BURGLARY,6
E01003688,DRUG OFFENCES,9
E01003688,MISCELLANEOUS CRIMES AGAINST SOCIETY,4
E01003688,POSSESSION OF WEAPONS,2
E01003688,PUBLIC ORDER OFFENCES,6
E01003688,ROBBERY,2
E01003688,THEFT,16
E01003688,VEHICLE OFFENCES,19
E01003688,VIOLENCE AGAINST THE PERSON,65
E01003689,ARSON AND CRIMINAL DAMAGE,36
E01003689,BURGLARY,24
E01003689,DRUG OFFENCES,52
E01003689,MISCELLANEOUS CRIMES AGAINST SOCIETY,8
E01003689,POSSESSION OF WEAPONS,3
E01003689,PUBLIC ORDER OFFENCES,85
E01003689,ROBBERY,68
E01003689,THEFT,762
E01003689,VEHICLE OFFENCES,51
E01003689,VIOLENCE AGAINST THE PERSON,226
E01003690,ARSON AND CRIMINAL DAMAGE,28
E01003690,BURGLARY,18
E01003690,DRUG OFFENCES,24
E01003690,MISCELLANEOUS CRIMES AGAINST SOCIETY,4
E01003690,POSSESSION OF WEAPONS,1
E01003690,PUBLIC ORDER OFFENCES,23
E01003690,ROBBERY,29
E01003690,THEFT,88
E01003690,VEHICLE OFFENCES,26
E01003690,VIOLENCE AGAINST THE PERSON,94
E01003691,ARSON AND CRIMINAL DAMAGE,3
E01003691,BURGLARY,1
E01003691,DRUG OFFENCES,4
E01003691,MISCELLANEOUS CRIMES AGAINST SOCIETY,0
E01003691,PUBLIC ORDER OFFENCES,4
E01003691,ROBBERY,1
E01003691,THEFT,7
E01003691,VEHICLE OFFENCES,13
E01003691,VIOLENCE AGAINST THE PERSON,19
E01003692,ARSON AND CRIMINAL DAMAGE,12
E01003692,BURGLARY,2
E01003692,DRUG OFFENCES,5
E01003692,MISCELLANEOUS CRIMES AGAINST SOCIETY,5
E01003692,POSSESSION OF WEAPONS,1
E01003692,PUBLIC ORDER OFFENCES,8
E01003692,ROBBERY,1
E01003692,THEFT,9
E01003692,VEHICLE OFFENCES,20
E01003692,VIOLENCE AGAINST THE PERSON,49
E01003693,ARSON AND CRIMINAL DAMAGE,3
E01003693,BURGLARY,1
E01003693,DRUG OFFENCES,10
E01003693,MISCELLANEOUS CRIMES AGAINST SOCIETY,0
E01003693,POSSESSION OF WEAPONS,2
E01003693,PUBLIC ORDER OFFENCES,3
E01003693,ROBBERY,2
E01003693,THEFT,6
E01003693,VEHICLE OFFENCES,23
E01003693,VIOLENCE AGAINST THE PERSON,22
E01003694,ARSON AND CRIMINAL DAMAGE,2
E01003694,BURGLARY,5
E01003694,DRUG OFFENCES,1
E01003694,MISCELLANEOUS CRIMES AGAINST SOCIETY,3
E01003694,PUBLIC ORDER OFFENCES,1
E01003694,THEFT,11
E01003694,VEHICLE OFFENCES,20
E01003694,VIOLENCE AGAINST THE PERSON,22
E01003695,ARSON AND CRIMINAL DAMAGE,8
E01003695,BURGLARY,4
E01003695,DRUG OFFENCES,5
E01003695,MISCELLANEOUS CRIMES AGAINST SOCIETY,3
E01003695,POSSESSION OF WEAPONS,2
E01003695,PUBLIC ORDER OFFENCES,9
E01003695,ROBBERY,1
E01003695,THEFT,5
E01003695,VEHICLE OFFENCES,20
E01003695,VIOLENCE AGAINST THE PERSON,41
E01003696,ARSON AND CRIMINAL DAMAGE,6
E01003696,BURGLARY,5
E01003696,DRUG OFFENCES,4
E01003696,MISCELLANEOUS CRIMES AGAINST SOCIETY,1
E01003696,POSSESSION OF WEAPONS,0
E01003696,PUBLIC ORDER OFFENCES,5
E01003696,ROBBERY,2
E01003696,THEFT,4
E01003696,VEHICLE OFFENCES,12
E01003696,VIOLENCE AGAINST THE PERSON,27
E01003697,ARSON AND CRIMINAL DAMAGE,12
E01003697,BURGLARY,3
E01003697,DRUG OFFENCES,6
E01003697,MISCELLANEOUS CRIMES AGAINST SOCIETY,1
E01003697,POSSESSION OF WEAPONS,0
E01003697,PUBLIC ORDER OFFENCES,10
E01003697,ROBBERY,8
E01003697,THEFT,32
E01003697,VEHICLE OFFENCES,18
E01003697,VIOLENCE AGAINST THE PERSON,41
E01003698,ARSON AND CRIMINAL DAMAGE,6
E01003698,BURGLARY,2
E01003698,DRUG OFFENCES,0
E01003698,MISCELLANEOUS CRIMES AGAINST SOCIETY,0
E01003698,POSSESSION OF WEAPONS,0
E01003698,PUBLIC ORDER OFFENCES,3
E01003698,THEFT,4
E01003698,VEHICLE OFFENCES,5
E01003698,VIOLENCE AGAINST THE PERSON,27
E01003699,ARSON AND CRIMINAL DAMAGE,13
E01003699,BURGLARY,4
E01003699,DRUG OFFENCES,5
E01003699,MISCELLANEOUS CRIMES AGAINST SOCIETY,1
E01003699,POSSESSION OF WEAPONS,0
E01003699,PUBLIC ORDER OFFENCES,9
E01003699,ROBBERY,5
E01003699,THEFT,15
E01003699,VEHICLE OFFENCES,7
E01003699,VIOLENCE AGAINST THE PERSON,29
E01003700,ARSON AND CRIMINAL DAMAGE,9
E01003700,BURGLARY,2
E01003700,DRUG OFFENCES,5
E01003700,MISCELLANEOUS CRIMES AGAINST SOCIETY,3
E01003700,PUBLIC ORDER OFFENCES,9
E01003700,ROBBERY,1
E01003700,THEFT,13
E01003700,VEHICLE OFFENCES,17
E01003700,VIOLENCE AGAINST THE PERSON,67
E01003701,ARSON AND CRIMINAL DAMAGE,18
E01003701,BURGLARY,7
E01003701,DRUG OFFENCES,6
E01003701,MISCELLANEOUS CRIMES AGAINST SOCIETY,3
E01003701,POSSESSION OF WEAPONS,2
E01003701,PUBLIC ORDER OFFENCES,13
E01003701,ROBBERY,8
E01003701,THEFT,82
E01003701,VEHICLE OFFENCES,21
E01003701,VIOLENCE AGAINST THE PERSON,92
E01003702,ARSON AND CRIMINAL DAMAGE,11
E01003702,BURGLARY,6
E01003702,DRUG OFFENCES,2
E01003702,MISCELLANEOUS CRIMES AGAINST SOCIETY,3
E01003702,POSSESSION OF WEAPONS,0
E01003702,PUBLIC ORDER OFFENCES,3
E01003702,ROBBERY,3
E01003702,THEFT,26
E01003702,VEHICLE OFFENCES,10
E01003702,VIOLENCE AGAINST THE PERSON,35
E01003703,ARSON AND CRIMINAL DAMAGE,10
E01003703,BURGLARY,6
E01003703,DRUG OFFENCES,5
E01003703,MISCELLANEOUS CRIMES AGAINST SOCIETY,2
E01003703,POSSESSION OF WEAPONS,1
E01003703,PUBLIC ORDER OFFENCES,14
E01003703,ROBBERY,1
E01003703,THEFT,12
E01003703,VEHICLE OFFENCES,16
E01003703,VIOLENCE AGAINST THE PERSON,54
E01003704,ARSON AND CRIMINAL DAMAGE,17
E01003704,BURGLARY,10
E01003704,DRUG OFFENCES,1
E01003704,MISCELLANEOUS CRIMES AGAINST SOCIETY,1
E01003704,POSSESSION OF WEAPONS,1
E01003704,PUBLIC ORDER OFFENCES,13
E01003704,ROBBERY,11
E01003704,THEFT,113
E01003704,VEHICLE OFFENCES,16
E01003704,VIOLENCE AGAINST THE PERSON,51
E01003705,ARSON AND CRIMINAL DAMAGE,10
E01003705,BURGLARY,10
E01003705,DRUG OFFENCES,12
E01003705,MISCELLANEOUS CRIMES AGAINST SOCIETY,1
E01003705,POSSESSION OF WEAPONS,1
E01003705,PUBLIC ORDER OFFENCES,16
E01003705,ROBBERY,13
E01003705,THEFT,55
E01003705,VEHICLE OFFENCES,13
E01003705,VIOLENCE AGAINST THE PERSON,59
E01003706,ARSON AND CRIMINAL DAMAGE,12
E01003706,BURGLARY,2
E01003706,DRUG OFFENCES,1
E01003706,MISCELLANEOUS CRIMES AGAINST SOCIETY,2
E01003706,PUBLIC ORDER OFFENCES,1
E01003706,ROBBERY,4
E01003706,THEFT,6
E01003706,VEHICLE OFFENCES,13
E01003706,VIOLENCE AGAINST THE PERSON,32
E01003707,ARSON AND CRIMINAL DAMAGE,5
E01003707,BURGLARY,5
E01003707,DRUG OFFENCES,4
E01003707,MISCELLANEOUS CRIMES AGAINST SOCIETY,2
E01003707,PUBLIC ORDER OFFENCES,4
E01003707,ROBBERY,0
E01003707,THEFT,5
E01003707,VEHICLE OFFENCES,13
E01003707,VIOLENCE AGAINST THE PERSON,31
E01003708,ARSON AND CRIMINAL DAMAGE,9
E01003708,BURGLARY,6
E01003708,DRUG OFFENCES,5
E01003708,MISCELLANEOUS CRIMES AGAINST SOCIETY,7
E01003708,POSSESSION OF WEAPONS,1
E01003708,PUBLIC ORDER OFFENCES,10
E01003708,ROBBERY,5
E01003708,THEFT,10
E01003708,VEHICLE OFFENCES,22
E01003708,VIOLENCE AGAINST THE PERSON,55
E01003709,ARSON AND CRIMINAL DAMAGE,4
E01003709,BURGLARY,1
E01003709,DRUG OFFENCES,1
E01003709,MISCELLANEOUS CRIMES AGAINST SOCIETY,2
E01003709,POSSESSION OF WEAPONS,1
E01003709,PUBLIC ORDER OFFENCES,3
E01003709,ROBBERY,0
E01003709,THEFT,5
E01003709,VEHICLE OFFENCES,11
E01003709,VIOLENCE AGAINST THE PERSON,24
E01003710,ARSON AND CRIMINAL DAMAGE,2
E01003710,BURGLARY,3
E01003710,DRUG OFFENCES,7
E01003710,MISCELLANEOUS CRIMES AGAINST SOCIETY,2
E01003710,PUBLIC ORDER OFFENCES,3
E01003710,THEFT,10
E01003710,VEHICLE OFFENCES,12
E01003710,VIOLENCE AGAINST THE PERSON,17
E01003711,ARSON AND CRIMINAL DAMAGE,14
E01003711,BURGLARY,7
E01003711,DRUG OFFENCES,5
E01003711,MISCELLANEOUS CRIMES AGAINST SOCIETY,4
E01003711,POSSESSION OF WEAPONS,1
E01003711,PUBLIC ORDER OFFENCES,12
E01003711,ROBBERY,8
E01003711,THEFT,57
E01003711,VEHICLE OFFENCES,12
E01003711,VIOLENCE AGAINST THE PERSON,45
E01003712,ARSON AND CRIMINAL DAMAGE,4
E01003712,BURGLARY,8
E01003712,DRUG OFFENCES,7
E01003712,PUBLIC ORDER OFFENCES,4
E01003712,ROBBERY,3
E01003712,THEFT,7
E01003712,VEHICLE OFFENCES,9
E01003712,VIOLENCE AGAINST THE PERSON,30
E01003713,ARSON AND CRIMINAL DAMAGE,9
E01003713,BURGLARY,7
E01003713,DRUG OFFENCES,3
E01003713,MISCELLANEOUS CRIMES AGAINST SOCIETY,2
E01003713,POSSESSION OF WEAPONS,2
E01003713,PUBLIC ORDER OFFENCES,5
E01003713,ROBBERY,1
E01003713,THEFT,6
E01003713,VEHICLE OFFENCES,25
E01003713,VIOLENCE AGAINST THE PERSON,42
E01003714,ARSON AND CRIMINAL DAMAGE,26
E01003714,BURGLARY,15
E01003714,DRUG OFFENCES,30
E01003714,MISCELLANEOUS CRIMES AGAINST SOCIETY,3
E01003714,POSSESSION OF WEAPONS,2
E01003714,PUBLIC ORDER OFFENCES,7
E01003714,ROBBERY,4
E01003714,THEFT,42
E01003714,VEHICLE OFFENCES,25
E01003714,VIOLENCE AGAINST THE PERSON,102
E01003715,ARSON AND CRIMINAL DAMAGE,6
E01003715,BURGLARY,2
E01003715,DRUG OFFENCES,5
E01003715,MISCELLANEOUS CRIMES AGAINST SOCIETY,0
E01003715,PUBLIC ORDER OFFENCES,6
E01003715,ROBBERY,1
E01003715,THEFT,12
E01003715,VEHICLE OFFENCES,19
E01003715,VIOLENCE AGAINST THE PERSON,57
E01003716,ARSON AND CRIMINAL DAMAGE,14
E01003716,BURGLARY,7
E01003716,DRUG OFFENCES,5
E01003716,MISCELLANEOUS CRIMES AGAINST SOCIETY,2
E01003716,POSSESSION OF WEAPONS,0
E01003716,PUBLIC ORDER OFFENCES,9
E01003716,ROBBERY,3
E01003716,THEFT,15
E01003716,VEHICLE OFFENCES,28
E01003716,VIOLENCE AGAINST THE PERSON,43
E01003718,ARSON AND CRIMINAL DAMAGE,9
E01003718,BURGLARY,8
E01003718,DRUG OFFENCES,19
E01003718,MISCELLANEOUS CRIMES AGAINST SOCIETY,1
E01003718,POSSESSION OF WEAPONS,1
E01003718,PUBLIC ORDER OFFENCES,11
E01003718,ROBBERY,1
E01003718,THEFT,11
E01003718,VEHICLE OFFENCES,17
E01003718,VIOLENCE AGAINST THE PERSON,30
E01003719,ARSON AND CRIMINAL DAMAGE,16
E01003719,BURGLARY,7
E01003719,DRUG OFFENCES,14
E01003719,MISCELLANEOUS CRIMES AGAINST SOCIETY,7
E01003719,POSSESSION OF WEAPONS,1
E01003719,PUBLIC ORDER OFFENCES,18
E01003719,ROBBERY,10
E01003719,THEFT,43
E01003719,VEHICLE OFFENCES,30
E01003719,VIOLENCE AGAINST THE PERSON,82
E01003720,ARSON AND CRIMINAL DAMAGE,12
E01003720,BURGLARY,4
E01003720,DRUG OFFENCES,8
E01003720,MISCELLANEOUS CRIMES AGAINST SOCIETY,3
E01003720,PUBLIC ORDER OFFENCES,16
E01003720,ROBBERY,4
E01003720,THEFT,37
E01003720,VEHICLE OFFENCES,20
E01003720,VIOLENCE AGAINST THE PERSON,45
E01003721,ARSON AND CRIMINAL DAMAGE,10
E01003721,BURGLARY,11
E01003721,DRUG OFFENCES,10
E01003721,MISCELLANEOUS CRIMES AGAINST SOCIETY,2
E01003721,POSSESSION OF WEAPONS,2
E01003721,PUBLIC ORDER OFFENCES,7
E01003721,ROBBERY,3
E01003721,THEFT,21
E01003721,VEHICLE OFFENCES,7
E01003721,VIOLENCE AGAINST THE PERSON,51
E01003722,ARSON AND CRIMINAL DAMAGE,11
E01003722,BURGLARY,5
E01003722,DRUG OFFENCES,5
E01003722,MISCELLANEOUS CRIMES AGAINST SOCIETY,3
E01003722,POSSESSION OF WEAPONS,1
E01003722,PUBLIC ORDER OFFENCES,12
E01003722,THEFT,12
E01003722,VEHICLE OFFENCES,13
E01003722,VIOLENCE AGAINST THE PERSON,54
E01003723,ARSON AND CRIMINAL DAMAGE,6
E01003723,BURGLARY,9
E01003723,DRUG OFFENCES,12
E01003723,MISCELLANEOUS CRIMES AGAINST SOCIETY,1
E01003723,POSSESSION OF WEAPONS,0
E01003723,PUBLIC ORDER OFFENCES,10
E01003723,ROBBERY,1
E01003723,THEFT,11
E01003723,VEHICLE OFFENCES,7
E01003723,VIOLENCE AGAINST THE PERSON,78
E01003724,ARSON AND CRIMINAL DAMAGE,9
E01003724,BURGLARY,0
E01003724,DRUG OFFENCES,1
E01003724,PUBLIC ORDER OFFENCES,2
E01003724,THEFT,8
E01003724,VEHICLE OFFENCES,8
E01003724,VIOLENCE AGAINST THE PERSON,22
E01003725,ARSON AND CRIMINAL DAMAGE,5
E01003725,BURGLARY,1
E01003725,DRUG OFFENCES,2
E01003725,MISCELLANEOUS CRIMES AGAINST SOCIETY,1
E01003725,POSSESSION OF WEAPONS,1
E01003725,PUBLIC ORDER OFFENCES,2
E01003725,ROBBERY,3
E01003725,THEFT,8
E01003725,VEHICLE OFFENCES,10
E01003725,VIOLENCE AGAINST THE PERSON,28
E01003726,ARSON AND CRIMINAL DAMAGE,17
E01003726,BURGLARY,21
E01003726,DRUG OFFENCES,14
E01003726,MISCELLANEOUS CRIMES AGAINST SOCIETY,1
E01003726,POSSESSION OF WEAPONS,2
E01003726,PUBLIC ORDER OFFENCES,20
E01003726,ROBBERY,2
E01003726,THEFT,26
E01003726,VEHICLE OFFENCES,22
E01003726,VIOLENCE AGAINST THE PERSON,67
E01003727,ARSON AND CRIMINAL DAMAGE,4
E01003727,BURGLARY,1
E01003727,DRUG OFFENCES,6
E01003727,MISCELLANEOUS CRIMES AGAINST SOCIETY,4
E01003727,POSSESSION OF WEAPONS,0
E01003727,PUBLIC ORDER OFFENCES,5
E01003727,ROBBERY,3
E01003727,THEFT,4
E01003727,VEHICLE OFFENCES,13
E01003727,VIOLENCE AGAINST THE PERSON,32
E01003729,ARSON AND CRIMINAL DAMAGE,14
E01003729,BURGLARY,6
E01003729,DRUG OFFENCES,7
E01003729,MISCELLANEOUS CRIMES AGAINST SOCIETY,3
E01003729,POSSESSION OF WEAPONS,2
E01003729,PUBLIC ORDER OFFENCES,18
E01003729,ROBBERY,14
E01003729,THEFT,97
E01003729,VEHICLE OFFENCES,18
E01003729,VIOLENCE AGAINST THE PERSON,99
E01003730,ARSON AND CRIMINAL DAMAGE,6
E01003730,BURGLARY,3
E01003730,DRUG OFFENCES,7
E01003730,MISCELLANEOUS CRIMES AGAINST SOCIETY,4
E01003730,POSSESSION OF WEAPONS,0
E01003730,PUBLIC ORDER OFFENCES,7
E01003730,ROBBERY,1
E01003730,THEFT,7
E01003730,VEHICLE OFFENCES,19
E01003730,VIOLENCE AGAINST THE PERSON,47
E01003731,ARSON AND CRIMINAL DAMAGE,4
E01003731,BURGLARY,12
E01003731,DRUG OFFENCES,4
E01003731,MISCELLANEOUS CRIMES AGAINST SOCIETY,1
E01003731,POSSESSION OF WEAPONS,2
E01003731,PUBLIC ORDER OFFENCES,8
E01003731,ROBBERY,0
E01003731,THEFT,13
E01003731,VEHICLE OFFENCES,15
E01003731,VIOLENCE AGAINST THE PERSON,54
E01003732,ARSON AND CRIMINAL DAMAGE,10
E01003732,BURGLARY,13
E01003732,DRUG OFFENCES,1
E01003732,POSSESSION OF WEAPONS,0
E01003732,PUBLIC ORDER OFFENCES,8
E01003732,ROBBERY,5
E01003732,THEFT,10
E01003732,VEHICLE OFFENCES,12
E01003732,VIOLENCE AGAINST THE PERSON,53
E01003733,ARSON AND CRIMINAL DAMAGE,7
E01003733,BURGLARY,7
E01003733,DRUG OFFENCES,4
E01003733,MISCELLANEOUS CRIMES AGAINST SOCIETY,3
E01003733,POSSESSION OF WEAPONS,0
E01003733,PUBLIC ORDER OFFENCES,6
E01003733,ROBBERY,2
E01003733,THEFT,25
E01003733,VEHICLE OFFENCES,12
E01003733,VIOLENCE AGAINST THE PERSON,45
E01003734,ARSON AND CRIMINAL DAMAGE,18
E01003734,BURGLARY,7
E01003734,DRUG OFFENCES,7
E01003734,MISCELLANEOUS CRIMES AGAINST SOCIETY,0
E01003734,POSSESSION OF WEAPONS,3
E01003734,PUBLIC ORDER OFFENCES,9
E01003734,ROBBERY,8
E01003734,THEFT,43
E01003734,VEHICLE OFFENCES,9
E01003734,VIOLENCE AGAINST THE PERSON,82
E01003735,ARSON AND CRIMINAL DAMAGE,15
E01003735,BURGLARY,7
E01003735,DRUG OFFENCES,5
E01003735,MISCELLANEOUS CRIMES AGAINST SOCIETY,2
E01003735,POSSESSION OF WEAPONS,2
E01003735,PUBLIC ORDER OFFENCES,8
E01003735,ROBBERY,5
E01003735,THEFT,47
E01003735,VEHICLE OFFENCES,11
E01003735,VIOLENCE AGAINST THE PERSON,59
E01003736,ARSON AND CRIMINAL DAMAGE,1
E01003736,BURGLARY,4
E01003736,DRUG OFFENCES,2
E01003736,MISCELLANEOUS CRIMES AGAINST SOCIETY,2
E01003736,POSSESSION OF WEAPONS,0
E01003736,PUBLIC ORDER OFFENCES,3
E01003736,ROBBERY,2
E01003736,THEFT,11
E01003736,VEHICLE OFFENCES,8
E01003736,VIOLENCE AGAINST THE PERSON,24
E01003737,ARSON AND CRIMINAL DAMAGE,5
E01003737,BURGLARY,8
E01003737,DRUG OFFENCES,5
E01003737,MISCELLANEOUS CRIMES AGAINST SOCIETY,2
E01003737,PUBLIC ORDER OFFENCES,4
E01003737,ROBBERY,1
E01003737,THEFT,11
E01003737,VEHICLE OFFENCES,25
E01003737,VIOLENCE AGAINST THE PERSON,26
E01003738,ARSON AND CRIMINAL DAMAGE,10
E01003738,BURGLARY,13
E01003738,DRUG OFFENCES,9
E01003738,MISCELLANEOUS CRIMES AGAINST SOCIETY,4
E01003738,POSSESSION OF WEAPONS,4
E01003738,PUBLIC ORDER OFFENCES,8
E01003738,ROBBERY,6
E01003738,THEFT,15
E01003738,VEHICLE OFFENCES,21
E01003738,VIOLENCE AGAINST THE PERSON,27
E01003739,ARSON AND CRIMINAL DAMAGE,11
E01003739,BURGLARY,8
E01003739,DRUG OFFENCES,5
E01003739,MISCELLANEOUS CRIMES AGAINST SOCIETY,2
E01003739,POSSESSION OF WEAPONS,2
E01003739,PUBLIC ORDER OFFENCES,10
E01003739,ROBBERY,3
E01003739,THEFT,18
E01003739,VEHICLE OFFENCES,24
E01003739,VIOLENCE AGAINST THE PERSON,54
E01003740,ARSON AND CRIMINAL DAMAGE,5
E01003740,BURGLARY,7
E01003740,DRUG OFFENCES,16
E01003740,MISCELLANEOUS CRIMES AGAINST SOCIETY,3
E01003740,POSSESSION OF WEAPONS,1
E01003740,PUBLIC ORDER OFFENCES,5
E01003740,ROBBERY,5
E01003740,THEFT,20
E01003740,VEHICLE OFFENCES,29
E01003740,VIOLENCE AGAINST THE PERSON,51
E01003741,ARSON AND CRIMINAL DAMAGE,2
E01003741,BURGLARY,11
E01003741,DRUG OFFENCES,3
E01003741,MISCELLANEOUS CRIMES AGAINST SOCIETY,1
E01003741,PUBLIC ORDER OFFENCES,3
E01003741,ROBBERY,3
E01003741,THEFT,20
E01003741,VEHICLE OFFENCES,26
E01003741,VIOLENCE AGAINST THE PERSON,46
E01003742,ARSON AND CRIMINAL DAMAGE,14
E01003742,BURGLARY,9
E01003742,DRUG OFFENCES,12
E01003742,MISCELLANEOUS CRIMES AGAINST SOCIETY,4
E01003742,POSSESSION OF WEAPONS,1
E01003742,PUBLIC ORDER OFFENCES,15
E01003742,ROBBERY,1
E01003742,THEFT,17
E01003742,VEHICLE OFFENCES,21
E01003742,VIOLENCE AGAINST THE PERSON,63
E01003743,ARSON AND CRIMINAL DAMAGE,6
E01003743,BURGLARY,6
E01003743,DRUG OFFENCES,3
E01003743,MISCELLANEOUS CRIMES AGAINST SOCIETY,2
E01003743,POSSESSION OF WEAPONS,2
E01003743,PUBLIC ORDER OFFENCES,4
E01003743,ROBBERY,4
E01003743,THEFT,9
E01003743,VEHICLE OFFENCES,25
E01003743,VIOLENCE AGAINST THE PERSON,31
E01003744,ARSON AND CRIMINAL DAMAGE,3
E01003744,BURGLARY,9
E01003744,PUBLIC ORDER OFFENCES,2
E01003744,THEFT,3
E01003744,VEHICLE OFFENCES,8
E01003744,VIOLENCE AGAINST THE PERSON,15
E01003745,ARSON AND CRIMINAL DAMAGE,4
E01003745,BURGLARY,11
E01003745,DRUG OFFENCES,0
E01003745,POSSESSION OF WEAPONS,0
E01003745,PUBLIC ORDER OFFENCES,0
E01003745,ROBBERY,1
E01003745,THEFT,2
E01003745,VEHICLE OFFENCES,14
E01003745,VIOLENCE AGAINST THE PERSON,12
E01003746,ARSON AND CRIMINAL DAMAGE,4
E01003746,BURGLARY,8
E01003746,DRUG OFFENCES,3
E01003746,MISCELLANEOUS CRIMES AGAINST SOCIETY,2
E01003746,POSSESSION OF WEAPONS,1
E01003746,PUBLIC ORDER OFFENCES,4
E01003746,ROBBERY,7
E01003746,THEFT,11
E01003746,VEHICLE OFFENCES,9
E01003746,VIOLENCE AGAINST THE PERSON,31
E01003747,ARSON AND CRIMINAL DAMAGE,0
E01003747,BURGLARY,4
E01003747,DRUG OFFENCES,0
E01003747,PUBLIC ORDER OFFENCES,0
E01003747,THEFT,7
E01003747,VEHICLE OFFENCES,15
E01003747,VIOLENCE AGAINST THE PERSON,5
E01003748,ARSON AND CRIMINAL DAMAGE,10
E01003748,BURGLARY,9
E01003748,DRUG OFFENCES,2
E01003748,MISCELLANEOUS CRIMES AGAINST SOCIETY,1
E01003748,POSSESSION OF WEAPONS,1
E01003748,PUBLIC ORDER OFFENCES,8
E01003748,ROBBERY,12
E01003748,THEFT,41
E01003748,VEHICLE OFFENCES,14
E01003748,VIOLENCE AGAINST THE PERSON,28
E01003749,ARSON AND CRIMINAL DAMAGE,2
E01003749,BURGLARY,3
E01003749,DRUG OFFENCES,3
E01003749,MISCELLANEOUS CRIMES AGAINST SOCIETY,2
E01003749,PUBLIC ORDER OFFENCES,3
E01003749,ROBBERY,4
E01003749,THEFT,3
E01003749,VEHICLE OFFENCES,7
E01003749,VIOLENCE AGAINST THE PERSON,19
E01003750,ARSON AND CRIMINAL DAMAGE,8
E01003750,BURGLARY,9
E01003750,DRUG OFFENCES,1
E01003750,MISCELLANEOUS CRIMES AGAINST SOCIETY,4
E01003750,POSSESSION OF WEAPONS,0
E01003750,PUBLIC ORDER OFFENCES,7
E01003750,ROBBERY,5
E01003750,THEFT,16
E01003750,VEHICLE OFFENCES,24
E01003750,VIOLENCE AGAINST THE PERSON,30
E01003751,ARSON AND CRIMINAL DAMAGE,8
E01003751,BURGLARY,8
E01003751,DRUG OFFENCES,20
E01003751,MISCELLANEOUS CRIMES AGAINST SOCIETY,2
E01003751,POSSESSION OF WEAPONS,5
E01003751,PUBLIC ORDER OFFENCES,8
E01003751,ROBBERY,7
E01003751,THEFT,16
E01003751,VEHICLE OFFENCES,10
E01003751,VIOLENCE AGAINST THE PERSON,55
E01003752,ARSON AND CRIMINAL DAMAGE,6
E01003752,BURGLARY,6
E01003752,DRUG OFFENCES,6
E01003752,MISCELLANEOUS CRIMES AGAINST SOCIETY,3
E01003752,PUBLIC ORDER OFFENCES,7
E01003752,ROBBERY,2
E01003752,THEFT,20
E01003752,VEHICLE OFFENCES,16
E01003752,VIOLENCE AGAINST THE PERSON,43
E01003753,ARSON AND CRIMINAL DAMAGE,5
E01003753,BURGLARY,7
E01003753,DRUG OFFENCES,3
E01003753,MISCELLANEOUS CRIMES AGAINST SOCIETY,0
E01003753,POSSESSION OF WEAPONS,2
E01003753,PUBLIC ORDER OFFENCES,5
E01003753,ROBBERY,1
E01003753,THEFT,4
E01003753,VEHICLE OFFENCES,13
E01003753,VIOLENCE AGAINST THE PERSON,53
E01003754,ARSON AND CRIMINAL DAMAGE,3
E01003754,BURGLARY,7
E01003754,DRUG OFFENCES,9
E01003754,MISCELLANEOUS CRIMES AGAINST SOCIETY,2
E01003754,PUBLIC ORDER OFFENCES,7
E01003754,THEFT,5
E01003754,VEHICLE OFFENCES,11
E01003754,VIOLENCE AGAINST THE PERSON,26
E01003755,ARSON AND CRIMINAL DAMAGE,11
E01003755,BURGLARY,4
E01003755,DRUG OFFENCES,12
E01003755,MISCELLANEOUS CRIMES AGAINST SOCIETY,0
E01003755,POSSESSION OF WEAPONS,2
E01003755,PUBLIC ORDER OFFENCES,6
E01003755,ROBBERY,1
E01003755,THEFT,31
E01003755,VEHICLE OFFENCES,7
E01003755,VIOLENCE AGAINST THE PERSON,52
E01003756,ARSON AND CRIMINAL DAMAGE,10
E01003756,BURGLARY,6
E01003756,DRUG OFFENCES,8
E01003756,MISCELLANEOUS CRIMES AGAINST SOCIETY,2
E01003756,POSSESSION OF WEAPONS,0
E01003756,PUBLIC ORDER OFFENCES,5
E01003756,ROBBERY,0
E01003756,THEFT,18
E01003756,VEHICLE OFFENCES,15
E01003756,VIOLENCE AGAINST THE PERSON,90
E01003757,ARSON AND CRIMINAL DAMAGE,4
E01003757,BURGLARY,3
E01003757,DRUG OFFENCES,7
E01003757,MISCELLANEOUS CRIMES AGAINST SOCIETY,2
