lsoa_code,major_cat,crime_count_window
E01000191,ARSON AND CRIMINAL DAMAGE,4
E01000191,BURGLARY,9
E01000191,DRUG OFFENCES,5
E01000191,MISCELLANEOUS CRIMES AGAINST SOCIETY,1
E01000191,PUBLIC ORDER OFFENCES,1
E01000191,ROBBERY,0
E01000191,THEFT,5
E01000191,VEHICLE OFFENCES,8
E01000191,VIOLENCE AGAINST THE PERSON,20
E01000192,ARSON AND CRIMINAL DAMAGE,17
E01000192,BURGLARY,10
E01000192,DRUG OFFENCES,17
E01000192,MISCELLANEOUS CRIMES AGAINST SOCIETY,7
E01000192,POSSESSION OF WEAPONS,4
E01000192,PUBLIC ORDER OFFENCES,15
E01000192,ROBBERY,17
E01000192,THEFT,57
E01000192,VEHICLE OFFENCES,12
E01000192,VIOLENCE AGAINST THE PERSON,65
E01000193,ARSON AND CRIMINAL DAMAGE,15
E01000193,BURGLARY,19
E01000193,DRUG OFFENCES,18
E01000193,MISCELLANEOUS CRIMES AGAINST SOCIETY,2
E01000193,POSSESSION OF WEAPONS,4
E01000193,PUBLIC ORDER OFFENCES,33
E01000193,ROBBERY,13
E01000193,THEFT,234
E01000193,VEHICLE OFFENCES,15
E01000193,VIOLENCE AGAINST THE PERSON,103
E01000194,ARSON AND CRIMINAL DAMAGE,25
E01000194,BURGLARY,21
E01000194,DRUG OFFENCES,10
E01000194,MISCELLANEOUS CRIMES AGAINST SOCIETY,2
E01000194,POSSESSION OF WEAPONS,2
E01000194,PUBLIC ORDER OFFENCES,16
E01000194,ROBBERY,16
E01000194,THEFT,60
E01000194,VEHICLE OFFENCES,31
E01000194,VIOLENCE AGAINST THE PERSON,79
E01000195,ARSON AND CRIMINAL DAMAGE,9
E01000195,BURGLARY,7
E01000195,DRUG OFFENCES,4
E01000195,MISCELLANEOUS CRIMES AGAINST SOCIETY,1
E01000195,PUBLIC ORDER OFFENCES,15
E01000195,ROBBERY,1
E01000195,THEFT,23
E01000195,VEHICLE OFFENCES,33
E01000195,VIOLENCE AGAINST THE PERSON,41
E01000196,ARSON AND CRIMINAL DAMAGE,6
E01000196,BURGLARY,16
E01000196,DRUG OFFENCES,54
E01000196,MISCELLANEOUS CRIMES AGAINST SOCIETY,4
E01000196,POSSESSION OF WEAPONS,2
E01000196,PUBLIC ORDER OFFENCES,16
E01000196,ROBBERY,6
E01000196,THEFT,49
E01000196,VEHICLE OFFENCES,29
E01000196,VIOLENCE AGAINST THE PERSON,57
E01000197,ARSON AND CRIMINAL DAMAGE,7
E01000197,BURGLARY,10
E01000197,DRUG OFFENCES,10
E01000197,MISCELLANEOUS CRIMES AGAINST SOCIETY,2
E01000197,PUBLIC ORDER OFFENCES,4
E01000197,ROBBERY,2
E01000197,THEFT,19
E01000197,VEHICLE OFFENCES,20
E01000197,VIOLENCE AGAINST THE PERSON,23
E01000198,ARSON AND CRIMINAL DAMAGE,7
E01000198,BURGLARY,23
E01000198,DRUG OFFENCES,7
E01000198,MISCELLANEOUS CRIMES AGAINST SOCIETY,3
E01000198,POSSESSION OF WEAPONS,0
E01000198,PUBLIC ORDER OFFENCES,3
E01000198,ROBBERY,1
E01000198,THEFT,12
E01000198,VEHICLE OFFENCES,23
E01000198,VIOLENCE AGAINST THE PERSON,39
E01000199,ARSON AND CRIMINAL DAMAGE,1
E01000199,BURGLARY,10
E01000199,DRUG OFFENCES,5
E01000199,MISCELLANEOUS CRIMES AGAINST SOCIETY,1
E01000199,POSSESSION OF WEAPONS,1
E01000199,PUBLIC ORDER OFFENCES,0
E01000199,THEFT,11
E01000199,VEHICLE OFFENCES,13
E01000199,VIOLENCE AGAINST THE PERSON,16
E01000200,ARSON AND CRIMINAL DAMAGE,4
E01000200,BURGLARY,17
E01000200,DRUG OFFENCES,12
E01000200,MISCELLANEOUS CRIMES AGAINST SOCIETY,0
E01000200,POSSESSION OF WEAPONS,1
E01000200,PUBLIC ORDER OFFENCES,1
E01000200,THEFT,5
E01000200,VEHICLE OFFENCES,16
E01000200,VIOLENCE AGAINST THE PERSON,20
E01000201,ARSON AND CRIMINAL DAMAGE,7
E01000201,BURGLARY,17
E01000201,DRUG OFFENCES,13
E01000201,MISCELLANEOUS CRIMES AGAINST SOCIETY,2
E01000201,PUBLIC ORDER OFFENCES,2
E01000201,ROBBERY,0
E01000201,THEFT,8
E01000201,VEHICLE OFFENCES,17
E01000201,VIOLENCE AGAINST THE PERSON,7
E01000202,ARSON AND CRIMINAL DAMAGE,3
E01000202,BURGLARY,12
E01000202,DRUG OFFENCES,5
E01000202,MISCELLANEOUS CRIMES AGAINST SOCIETY,4
E01000202,POSSESSION OF WEAPONS,0
E01000202,PUBLIC ORDER OFFENCES,2
E01000202,THEFT,7
E01000202,VEHICLE OFFENCES,24
E01000202,VIOLENCE AGAINST THE PERSON,19
E01000203,ARSON AND CRIMINAL DAMAGE,17
E01000203,BURGLARY,10
E01000203,DRUG OFFENCES,29
E01000203,MISCELLANEOUS CRIMES AGAINST SOCIETY,5
E01000203,PUBLIC ORDER OFFENCES,22
E01000203,ROBBERY,0
E01000203,THEFT,17
E01000203,VEHICLE OFFENCES,34
E01000203,VIOLENCE AGAINST THE PERSON,90
E01000204,ARSON AND CRIMINAL DAMAGE,9
E01000204,BURGLARY,13
E01000204,DRUG OFFENCES,18
E01000204,MISCELLANEOUS CRIMES AGAINST SOCIETY,1
E01000204,PUBLIC ORDER OFFENCES,6
E01000204,ROBBERY,0
E01000204,THEFT,9
E01000204,VEHICLE OFFENCES,12
E01000204,VIOLENCE AGAINST THE PERSON,14
E01000205,ARSON AND CRIMINAL DAMAGE,10
E01000205,BURGLARY,8
E01000205,DRUG OFFENCES,7
E01000205,MISCELLANEOUS CRIMES AGAINST SOCIETY,0
E01000205,POSSESSION OF WEAPONS,1
E01000205,PUBLIC ORDER OFFENCES,7
E01000205,ROBBERY,0
E01000205,THEFT,3
E01000205,VEHICLE OFFENCES,32
E01000205,VIOLENCE AGAINST THE PERSON,7
E01000206,ARSON AND CRIMINAL DAMAGE,7
E01000206,BURGLARY,17
E01000206,DRUG OFFENCES,1
E01000206,MISCELLANEOUS CRIMES AGAINST SOCIETY,2
E01000206,PUBLIC ORDER OFFENCES,6
E01000206,ROBBERY,4
E01000206,THEFT,6
E01000206,VEHICLE OFFENCES,36
E01000206,VIOLENCE AGAINST THE PERSON,9
E01000207,ARSON AND CRIMINAL DAMAGE,4
E01000207,BURGLARY,16
E01000207,DRUG OFFENCES,3
E01000207,MISCELLANEOUS CRIMES AGAINST SOCIETY,1
E01000207,PUBLIC ORDER OFFENCES,3
E01000207,ROBBERY,1
E01000207,THEFT,21
E01000207,VEHICLE OFFENCES,34
E01000207,VIOLENCE AGAINST THE PERSON,20
E01000208,ARSON AND CRIMINAL DAMAGE,4
E01000208,BURGLARY,7
E01000208,DRUG OFFENCES,3
E01000208,PUBLIC ORDER OFFENCES,3
E01000208,ROBBERY,4
E01000208,THEFT,22
E01000208,VEHICLE OFFENCES,25
E01000208,VIOLENCE AGAINST THE PERSON,16
E01000209,ARSON AND CRIMINAL DAMAGE,4
E01000209,BURGLARY,11
E01000209,DRUG OFFENCES,5
E01000209,PUBLIC ORDER OFFENCES,7
E01000209,ROBBERY,0
E01000209,THEFT,5
E01000209,VEHICLE OFFENCES,23
E01000209,VIOLENCE AGAINST THE PERSON,17
E01000210,ARSON AND CRIMINAL DAMAGE,4
E01000210,BURGLARY,13
E01000210,DRUG OFFENCES,1
E01000210,MISCELLANEOUS CRIMES AGAINST SOCIETY,2
E01000210,POSSESSION OF WEAPONS,2
E01000210,PUBLIC ORDER OFFENCES,1
E01000210,ROBBERY,4
E01000210,THEFT,11
E01000210,VEHICLE OFFENCES,26
E01000210,VIOLENCE AGAINST THE PERSON,18
E01000211,ARSON AND CRIMINAL DAMAGE,21
E01000211,BURGLARY,32
E01000211,DRUG OFFENCES,20
E01000211,MISCELLANEOUS CRIMES AGAINST SOCIETY,2
E01000211,POSSESSION OF WEAPONS,1
E01000211,PUBLIC ORDER OFFENCES,24
E01000211,ROBBERY,12
E01000211,THEFT,197
E01000211,VEHICLE OFFENCES,23
E01000211,VIOLENCE AGAINST THE PERSON,71
E01000212,ARSON AND CRIMINAL DAMAGE,6
E01000212,BURGLARY,5
E01000212,DRUG OFFENCES,7
E01000212,MISCELLANEOUS CRIMES AGAINST SOCIETY,0
E01000212,POSSESSION OF WEAPONS,0
E01000212,PUBLIC ORDER OFFENCES,1
E01000212,ROBBERY,0
E01000212,THEFT,6
E01000212,VEHICLE OFFENCES,15
E01000212,VIOLENCE AGAINST THE PERSON,17
E01000213,ARSON AND CRIMINAL DAMAGE,0
E01000213,BURGLARY,15
E01000213,DRUG OFFENCES,1
E01000213,MISCELLANEOUS CRIMES AGAINST SOCIETY,1
E01000213,PUBLIC ORDER OFFENCES,0
E01000213,ROBBERY,0
E01000213,THEFT,5
E01000213,VEHICLE OFFENCES,22
E01000213,VIOLENCE AGAINST THE PERSON,10
E01000214,ARSON AND CRIMINAL DAMAGE,8
E01000214,BURGLARY,8
E01000214,DRUG OFFENCES,5
E01000214,PUBLIC ORDER OFFENCES,4
E01000214,ROBBERY,7
E01000214,THEFT,43
E01000214,VEHICLE OFFENCES,22
E01000214,VIOLENCE AGAINST THE PERSON,19
E01000215,ARSON AND CRIMINAL DAMAGE,9
E01000215,BURGLARY,9
E01000215,DRUG OFFENCES,6
E01000215,MISCELLANEOUS CRIMES AGAINST SOCIETY,4
E01000215,POSSESSION OF WEAPONS,1
E01000215,PUBLIC ORDER OFFENCES,8
E01000215,ROBBERY,0
E01000215,THEFT,17
E01000215,VEHICLE OFFENCES,19
E01000215,VIOLENCE AGAINST THE PERSON,20
E01000216,ARSON AND CRIMINAL DAMAGE,8
E01000216,BURGLARY,8
E01000216,DRUG OFFENCES,6
E01000216,MISCELLANEOUS CRIMES AGAINST SOCIETY,2
E01000216,PUBLIC ORDER OFFENCES,5
E01000216,ROBBERY,0
E01000216,THEFT,11
E01000216,VEHICLE OFFENCES,25
E01000216,VIOLENCE AGAINST THE PERSON,20
E01000217,ARSON AND CRIMINAL DAMAGE,3
E01000217,BURGLARY,13
E01000217,DRUG OFFENCES,3
E01000217,MISCELLANEOUS CRIMES AGAINST SOCIETY,2
E01000217,PUBLIC ORDER OFFENCES,10
E01000217,ROBBERY,0
E01000217,THEFT,10
E01000217,VEHICLE OFFENCES,20
E01000217,VIOLENCE AGAINST THE PERSON,20
E01000218,ARSON AND CRIMINAL DAMAGE,5
E01000218,BURGLARY,11
E01000218,DRUG OFFENCES,3
E01000218,MISCELLANEOUS CRIMES AGAINST SOCIETY,2
E01000218,POSSESSION OF WEAPONS,1
E01000218,PUBLIC ORDER OFFENCES,3
E01000218,ROBBERY,0
E01000218,THEFT,16
E01000218,VEHICLE OFFENCES,14
E01000218,VIOLENCE AGAINST THE PERSON,17
E01000219,ARSON AND CRIMINAL DAMAGE,7
E01000219,BURGLARY,8
E01000219,DRUG OFFENCES,7
E01000219,MISCELLANEOUS CRIMES AGAINST SOCIETY,3
E01000219,POSSESSION OF WEAPONS,1
E01000219,PUBLIC ORDER OFFENCES,15
E01000219,ROBBERY,0
E01000219,THEFT,22
E01000219,VEHICLE OFFENCES,23
E01000219,VIOLENCE AGAINST THE PERSON,27
E01000220,ARSON AND CRIMINAL DAMAGE,11
E01000220,BURGLARY,11
E01000220,DRUG OFFENCES,8
E01000220,MISCELLANEOUS CRIMES AGAINST SOCIETY,1
E01000220,POSSESSION OF WEAPONS,1
E01000220,PUBLIC ORDER OFFENCES,6
E01000220,ROBBERY,0
E01000220,THEFT,11
E01000220,VEHICLE OFFENCES,17
E01000220,VIOLENCE AGAINST THE PERSON,29
E01000221,ARSON AND CRIMINAL DAMAGE,14
E01000221,BURGLARY,7
E01000221,DRUG OFFENCES,10
E01000221,MISCELLANEOUS CRIMES AGAINST SOCIETY,1
E01000221,POSSESSION OF WEAPONS,2
E01000221,PUBLIC ORDER OFFENCES,35
E01000221,ROBBERY,11
E01000221,THEFT,103
E01000221,VEHICLE OFFENCES,22
E01000221,VIOLENCE AGAINST THE PERSON,71
E01000222,ARSON AND CRIMINAL DAMAGE,5
E01000222,BURGLARY,8
E01000222,DRUG OFFENCES,9
E01000222,POSSESSION OF WEAPONS,2
E01000222,PUBLIC ORDER OFFENCES,14
E01000222,ROBBERY,1
E01000222,THEFT,6
E01000222,VEHICLE OFFENCES,13
E01000222,VIOLENCE AGAINST THE PERSON,43
E01000223,ARSON AND CRIMINAL DAMAGE,15
E01000223,BURGLARY,13
E01000223,DRUG OFFENCES,17
E01000223,MISCELLANEOUS CRIMES AGAINST SOCIETY,4
E01000223,POSSESSION OF WEAPONS,2
E01000223,PUBLIC ORDER OFFENCES,18
E01000223,ROBBERY,7
E01000223,THEFT,95
E01000223,VEHICLE OFFENCES,27
E01000223,VIOLENCE AGAINST THE PERSON,80
E01000224,ARSON AND CRIMINAL DAMAGE,3
E01000224,BURGLARY,7
E01000224,DRUG OFFENCES,1
E01000224,MISCELLANEOUS CRIMES AGAINST SOCIETY,1
E01000224,POSSESSION OF WEAPONS,1
E01000224,PUBLIC ORDER OFFENCES,2
E01000224,ROBBERY,1
E01000224,THEFT,13
E01000224,VEHICLE OFFENCES,14
E01000224,VIOLENCE AGAINST THE PERSON,20
E01000225,ARSON AND CRIMINAL DAMAGE,4
E01000225,BURGLARY,3
E01000225,DRUG OFFENCES,4
E01000225,MISCELLANEOUS CRIMES AGAINST SOCIETY,2
E01000225,POSSESSION OF WEAPONS,1
E01000225,PUBLIC ORDER OFFENCES,5
E01000225,THEFT,5
E01000225,VEHICLE OFFENCES,12
E01000225,VIOLENCE AGAINST THE PERSON,8
E01000226,ARSON AND CRIMINAL DAMAGE,4
E01000226,BURGLARY,4
E01000226,DRUG OFFENCES,4
E01000226,MISCELLANEOUS CRIMES AGAINST SOCIETY,1
E01000226,POSSESSION OF WEAPONS,2
E01000226,PUBLIC ORDER OFFENCES,8
E01000226,THEFT,5
E01000226,VEHICLE OFFENCES,11
E01000226,VIOLENCE AGAINST THE PERSON,28
E01000227,ARSON AND CRIMINAL DAMAGE,1
E01000227,BURGLARY,11
E01000227,DRUG OFFENCES,2
E01000227,MISCELLANEOUS CRIMES AGAINST SOCIETY,2
E01000227,POSSESSION OF WEAPONS,1
E01000227,PUBLIC ORDER OFFENCES,4
E01000227,ROBBERY,1
E01000227,THEFT,5
E01000227,VEHICLE OFFENCES,25
E01000227,VIOLENCE AGAINST THE PERSON,12
E01000228,ARSON AND CRIMINAL DAMAGE,11
E01000228,BURGLARY,9
E01000228,DRUG OFFENCES,1
E01000228,MISCELLANEOUS CRIMES AGAINST SOCIETY,1
E01000228,POSSESSION OF WEAPONS,4
E01000228,PUBLIC ORDER OFFENCES,8
E01000228,ROBBERY,2
E01000228,THEFT,9
E01000228,VEHICLE OFFENCES,9
E01000228,VIOLENCE AGAINST THE PERSON,23
E01000229,ARSON AND CRIMINAL DAMAGE,10
E01000229,BURGLARY,6
E01000229,DRUG OFFENCES,5
E01000229,MISCELLANEOUS CRIMES AGAINST SOCIETY,2
E01000229,PUBLIC ORDER OFFENCES,2
E01000229,THEFT,13
E01000229,VEHICLE OFFENCES,9
E01000229,VIOLENCE AGAINST THE PERSON,38
E01000230,ARSON AND CRIMINAL DAMAGE,1
E01000230,BURGLARY,11
E01000230,DRUG OFFENCES,3
E01000230,MISCELLANEOUS CRIMES AGAINST SOCIETY,1
E01000230,POSSESSION OF WEAPONS,1
E01000230,PUBLIC ORDER OFFENCES,5
E01000230,ROBBERY,0
E01000230,THEFT,10
E01000230,VEHICLE OFFENCES,12
E01000230,VIOLENCE AGAINST THE PERSON,22
E01000231,ARSON AND CRIMINAL DAMAGE,4
E01000231,BURGLARY,8
E01000231,DRUG OFFENCES,3
E01000231,MISCELLANEOUS CRIMES AGAINST SOCIETY,1
E01000231,POSSESSION OF WEAPONS,0
E01000231,PUBLIC ORDER OFFENCES,6
E01000231,ROBBERY,5
E01000231,THEFT,29
E01000231,VEHICLE OFFENCES,14
E01000231,VIOLENCE AGAINST THE PERSON,30
E01000232,ARSON AND CRIMINAL DAMAGE,7
E01000232,BURGLARY,4
E01000232,DRUG OFFENCES,2
E01000232,MISCELLANEOUS CRIMES AGAINST SOCIETY,1
E01000232,PUBLIC ORDER OFFENCES,2
E01000232,ROBBERY,2
E01000232,THEFT,5
E01000232,VEHICLE OFFENCES,13
E01000232,VIOLENCE AGAINST THE PERSON,26
E01000233,ARSON AND CRIMINAL DAMAGE,3
E01000233,BURGLARY,9
E01000233,DRUG OFFENCES,2
E01000233,PUBLIC ORDER OFFENCES,1
E01000233,ROBBERY,3
E01000233,THEFT,40
E01000233,VEHICLE OFFENCES,16
E01000233,VIOLENCE AGAINST THE PERSON,25
E01000234,ARSON AND CRIMINAL DAMAGE,4
E01000234,BURGLARY,7
E01000234,DRUG OFFENCES,1
E01000234,MISCELLANEOUS CRIMES AGAINST SOCIETY,3
E01000234,POSSESSION OF WEAPONS,2
E01000234,PUBLIC ORDER OFFENCES,5
E01000234,ROBBERY,0
E01000234,THEFT,4
E01000234,VEHICLE OFFENCES,21
E01000234,VIOLENCE AGAINST THE PERSON,20
E01000235,ARSON AND CRIMINAL DAMAGE,7
E01000235,BURGLARY,2
E01000235,DRUG OFFENCES,13
E01000235,MISCELLANEOUS CRIMES AGAINST SOCIETY,2
E01000235,POSSESSION OF WEAPONS,0
E01000235,PUBLIC ORDER OFFENCES,8
E01000235,ROBBERY,8
E01000235,THEFT,18
E01000235,VEHICLE OFFENCES,14
E01000235,VIOLENCE AGAINST THE PERSON,26
E01000236,ARSON AND CRIMINAL DAMAGE,13
E01000236,BURGLARY,17
E01000236,DRUG OFFENCES,12
E01000236,MISCELLANEOUS CRIMES AGAINST SOCIETY,0
E01000236,POSSESSION OF WEAPONS,0
E01000236,PUBLIC ORDER OFFENCES,11
E01000236,THEFT,17
E01000236,VEHICLE OFFENCES,21
E01000236,VIOLENCE AGAINST THE PERSON,33
E01000237,ARSON AND CRIMINAL DAMAGE,12
E01000237,BURGLARY,10
E01000237,DRUG OFFENCES,12
E01000237,MISCELLANEOUS CRIMES AGAINST SOCIETY,2
E01000237,POSSESSION OF WEAPONS,1
E01000237,PUBLIC ORDER OFFENCES,30
E01000237,ROBBERY,11
E01000237,THEFT,44
E01000237,VEHICLE OFFENCES,23
E01000237,VIOLENCE AGAINST THE PERSON,69
E01000238,ARSON AND CRIMINAL DAMAGE,9
E01000238,BURGLARY,14
E01000238,DRUG OFFENCES,4
E01000238,MISCELLANEOUS CRIMES AGAINST SOCIETY,0
E01000238,PUBLIC ORDER OFFENCES,4
E01000238,ROBBERY,1
E01000238,THEFT,18
E01000238,VEHICLE OFFENCES,33
E01000238,VIOLENCE AGAINST THE PERSON,36
E01000239,ARSON AND CRIMINAL DAMAGE,10
E01000239,BURGLARY,9
E01000239,DRUG OFFENCES,6
E01000239,MISCELLANEOUS CRIMES AGAINST SOCIETY,4
E01000239,PUBLIC ORDER OFFENCES,6
E01000239,ROBBERY,1
E01000239,THEFT,17
E01000239,VEHICLE OFFENCES,12
E01000239,VIOLENCE AGAINST THE PERSON,37
E01000240,ARSON AND CRIMINAL DAMAGE,10
E01000240,BURGLARY,12
E01000240,DRUG OFFENCES,13
E01000240,MISCELLANEOUS CRIMES AGAINST SOCIETY,0
E01000240,POSSESSION OF WEAPONS,1
E01000240,PUBLIC ORDER OFFENCES,8
E01000240,ROBBERY,0
E01000240,THEFT,17
E01000240,VEHICLE OFFENCES,10
E01000240,VIOLENCE AGAINST THE PERSON,34
E01000241,ARSON AND CRIMINAL DAMAGE,6
E01000241,BURGLARY,6
E01000241,DRUG OFFENCES,12
E01000241,MISCELLANEOUS CRIMES AGAINST SOCIETY,2
E01000241,POSSESSION OF WEAPONS,1
E01000241,PUBLIC ORDER OFFENCES,12
E01000241,ROBBERY,1
E01000241,THEFT,11
E01000241,VEHICLE OFFENCES,29
E01000241,VIOLENCE AGAINST THE PERSON,26
E01000242,ARSON AND CRIMINAL DAMAGE,5
E01000242,BURGLARY,6
E01000242,DRUG OFFENCES,7
E01000242,MISCELLANEOUS CRIMES AGAINST SOCIETY,1
E01000242,POSSESSION OF WEAPONS,2
E01000242,PUBLIC ORDER OFFENCES,4
E01000242,THEFT,8
E01000242,VEHICLE OFFENCES,13
E01000242,VIOLENCE AGAINST THE PERSON,20
E01000243,ARSON AND CRIMINAL DAMAGE,15
E01000243,BURGLARY,19
E01000243,DRUG OFFENCES,10
E01000243,MISCELLANEOUS CRIMES AGAINST SOCIETY,6
E01000243,POSSESSION OF WEAPONS,0
E01000243,PUBLIC ORDER OFFENCES,15
E01000243,ROBBERY,4
E01000243,THEFT,143
E01000243,VEHICLE OFFENCES,16
E01000243,VIOLENCE AGAINST THE PERSON,43
E01000244,ARSON AND CRIMINAL DAMAGE,16
E01000244,BURGLARY,14
E01000244,DRUG OFFENCES,32
E01000244,MISCELLANEOUS CRIMES AGAINST SOCIETY,2
E01000244,POSSESSION OF WEAPONS,3
E01000244,PUBLIC ORDER OFFENCES,13
E01000244,ROBBERY,5
E01000244,THEFT,92
E01000244,VEHICLE OFFENCES,18
E01000244,VIOLENCE AGAINST THE PERSON,61
E01000245,ARSON AND CRIMINAL DAMAGE,20
E01000245,BURGLARY,15
E01000245,DRUG OFFENCES,18
E01000245,MISCELLANEOUS CRIMES AGAINST SOCIETY,2
E01000245,POSSESSION OF WEAPONS,3
E01000245,PUBLIC ORDER OFFENCES,19
E01000245,ROBBERY,11
E01000245,THEFT,89
E01000245,VEHICLE OFFENCES,19
E01000245,VIOLENCE AGAINST THE PERSON,56
E01000246,ARSON AND CRIMINAL DAMAGE,7
E01000246,BURGLARY,12
E01000246,DRUG OFFENCES,2
E01000246,MISCELLANEOUS CRIMES AGAINST SOCIETY,0
E01000246,PUBLIC ORDER OFFENCES,4
E01000246,ROBBERY,2
E01000246,THEFT,4
E01000246,VEHICLE OFFENCES,11
E01000246,VIOLENCE AGAINST THE PERSON,17
E01000247,ARSON AND CRIMINAL DAMAGE,10
E01000247,BURGLARY,3
E01000247,DRUG OFFENCES,18
E01000247,MISCELLANEOUS CRIMES AGAINST SOCIETY,0
E01000247,PUBLIC ORDER OFFENCES,2
E01000247,ROBBERY,0
E01000247,THEFT,5
E01000247,VEHICLE OFFENCES,14
E01000247,VIOLENCE AGAINST THE PERSON,10
E01000248,ARSON AND CRIMINAL DAMAGE,6
E01000248,BURGLARY,8
E01000248,DRUG OFFENCES,2
E01000248,MISCELLANEOUS CRIMES AGAINST SOCIETY,2
E01000248,POSSESSION OF WEAPONS,1
E01000248,PUBLIC ORDER OFFENCES,12
E01000248,ROBBERY,9
E01000248,THEFT,218
E01000248,VEHICLE OFFENCES,13
E01000248,VIOLENCE AGAINST THE PERSON,31
E01000249,ARSON AND CRIMINAL DAMAGE,2
E01000249,BURGLARY,3
E01000249,DRUG OFFENCES,0
E01000249,MISCELLANEOUS CRIMES AGAINST SOCIETY,1
E01000249,PUBLIC ORDER OFFENCES,4
E01000249,ROBBERY,0
E01000249,THEFT,2
E01000249,VEHICLE OFFENCES,7
E01000249,VIOLENCE AGAINST THE PERSON,12
E01000250,ARSON AND CRIMINAL DAMAGE,16
E01000250,BURGLARY,14
E01000250,DRUG OFFENCES,15
E01000250,MISCELLANEOUS CRIMES AGAINST SOCIETY,6
E01000250,POSSESSION OF WEAPONS,0
E01000250,PUBLIC ORDER OFFENCES,31
E01000250,ROBBERY,17
E01000250,THEFT,87
E01000250,VEHICLE OFFENCES,14
E01000250,VIOLENCE AGAINST THE PERSON,68
E01000251,ARSON AND CRIMINAL DAMAGE,12
E01000251,BURGLARY,10
E01000251,DRUG OFFENCES,10
E01000251,MISCELLANEOUS CRIMES AGAINST SOCIETY,2
E01000251,PUBLIC ORDER OFFENCES,26
E01000251,ROBBERY,1
E01000251,THEFT,10
E01000251,VEHICLE OFFENCES,22
E01000251,VIOLENCE AGAINST THE PERSON,68
E01000252,ARSON AND CRIMINAL DAMAGE,8
E01000252,BURGLARY,9
E01000252,DRUG OFFENCES,4
E01000252,MISCELLANEOUS CRIMES AGAINST SOCIETY,2
E01000252,POSSESSION OF WEAPONS,0
E01000252,PUBLIC ORDER OFFENCES,3
E01000252,ROBBERY,0
E01000252,THEFT,15
E01000252,VEHICLE OFFENCES,16
E01000252,VIOLENCE AGAINST THE PERSON,22
E01000253,ARSON AND CRIMINAL DAMAGE,10
E01000253,BURGLARY,11
E01000253,DRUG OFFENCES,8
E01000253,MISCELLANEOUS CRIMES AGAINST SOCIETY,1
E01000253,POSSESSION OF WEAPONS,1
E01000253,PUBLIC ORDER OFFENCES,7
E01000253,ROBBERY,0
E01000253,THEFT,12
E01000253,VEHICLE OFFENCES,12
E01000253,VIOLENCE AGAINST THE PERSON,15
E01000254,ARSON AND CRIMINAL DAMAGE,5
E01000254,BURGLARY,6
E01000254,DRUG OFFENCES,3
E01000254,MISCELLANEOUS CRIMES AGAINST SOCIETY,0
E01000254,PUBLIC ORDER OFFENCES,1
E01000254,ROBBERY,0
E01000254,THEFT,7
E01000254,VEHICLE OFFENCES,14
E01000254,VIOLENCE AGAINST THE PERSON,19
E01000255,ARSON AND CRIMINAL DAMAGE,4
E01000255,BURGLARY,16
E01000255,DRUG OFFENCES,3
E01000255,MISCELLANEOUS CRIMES AGAINST SOCIETY,1
E01000255,PUBLIC ORDER OFFENCES,3
E01000255,ROBBERY,1
E01000255,THEFT,13
E01000255,VEHICLE OFFENCES,10
E01000255,VIOLENCE AGAINST THE PERSON,27
E01000256,ARSON AND CRIMINAL DAMAGE,1
E01000256,BURGLARY,20
E01000256,DRUG OFFENCES,2
E01000256,MISCELLANEOUS CRIMES AGAINST SOCIETY,2
E01000256,PUBLIC ORDER OFFENCES,8
E01000256,ROBBERY,1
E01000256,THEFT,3
E01000256,VEHICLE OFFENCES,5
E01000256,VIOLENCE AGAINST THE PERSON,40
E01000257,ARSON AND CRIMINAL DAMAGE,18
E01000257,BURGLARY,26
E01000257,DRUG OFFENCES,264
E01000257,MISCELLANEOUS CRIMES AGAINST SOCIETY,1
E01000257,POSSESSION OF WEAPONS,0
E01000257,PUBLIC ORDER OFFENCES,14
E01000257,ROBBERY,7
E01000257,THEFT,137
E01000257,VEHICLE OFFENCES,21
E01000257,VIOLENCE AGAINST THE PERSON,77
E01000258,ARSON AND CRIMINAL DAMAGE,4
E01000258,BURGLARY,6
E01000258,DRUG OFFENCES,16
E01000258,MISCELLANEOUS CRIMES AGAINST SOCIETY,0
E01000258,POSSESSION OF WEAPONS,0
E01000258,PUBLIC ORDER OFFENCES,7
E01000258,ROBBERY,4
E01000258,THEFT,12
E01000258,VEHICLE OFFENCES,7
E01000258,VIOLENCE AGAINST THE PERSON,13
E01000259,ARSON AND CRIMINAL DAMAGE,6
E01000259,BURGLARY,13
E01000259,DRUG OFFENCES,4
E01000259,MISCELLANEOUS CRIMES AGAINST SOCIETY,1
E01000259,PUBLIC ORDER OFFENCES,10
E01000259,ROBBERY,1
E01000259,THEFT,18
E01000259,VEHICLE OFFENCES,18
E01000259,VIOLENCE AGAINST THE PERSON,35
E01000260,ARSON AND CRIMINAL DAMAGE,14
E01000260,BURGLARY,6
E01000260,DRUG OFFENCES,7
E01000260,MISCELLANEOUS CRIMES AGAINST SOCIETY,1
E01000260,POSSESSION OF WEAPONS,1
E01000260,PUBLIC ORDER OFFENCES,5
E01000260,ROBBERY,6
E01000260,THEFT,29
E01000260,VEHICLE OFFENCES,15
E01000260,VIOLENCE AGAINST THE PERSON,42
E01000261,ARSON AND CRIMINAL DAMAGE,1
E01000261,BURGLARY,9
E01000261,DRUG OFFENCES,2
