lsoa_code,ics_score_z,ics_z,lisa_I,lisa_p,lisa_class,gistar_z,gistar_p,gistar_class
E01000025,0.2788640985945273,0.44774057695289565,0.3795634148298414,0.18,Not sig,1.1467419096341747,0.26,Not sig
E01000028,1.0006571503359076,1.6066421317105006,1.1705532528163969,0.09,Not sig,1.7825241005333796,0.11,Not sig
E01000033,0.8675202681878466,1.392879281895411,2.051604675076772,0.01,HH (hotspot),2.2899319885364218,0.01,Hotspot (Gi*)
E01000042,0.4733177614889793,0.7599528540218025,0.40043836298142943,0.26,Not sig,1.1472956872785747,0.2,Not sig
E01000052,0.0866119174547709,0.13906297041334897,0.058357510310235394,0.74,Not sig,0.5306047577296696,0.62,Not sig
E01000055,-0.0423898125679733,-0.06806053282500761,-0.040117061592968364,0.82,Not sig,0.5550605171787746,0.57,Not sig
E01000063,0.4570356712507943,0.7338105412824203,0.7373583297569759,0.06,Not sig,1.6994430505851157,0.11,Not sig
E01000078,0.5184304863372454,0.832385259459726,0.7985906701083829,0.08,Not sig,1.4812230380430336,0.13,Not sig
E01034474,-0.825507538504731,-1.3254241884556628,0.4579356153606036,0.22,Not sig,-1.5298016586142507,0.09,Not sig
E01000016,0.398581730956237,0.6399576534974283,0.351170432892226,0.19,Not sig,1.0366806397993495,0.26,Not sig
E01000018,0.4975914881316046,0.7989264344380058,0.27455406823288103,0.39,Not sig,1.080624343561374,0.31,Not sig
E01000044,0.2153123378980713,0.3457026949020511,0.12320678150372223,0.53,Not sig,0.5853060160932723,0.52,Not sig
E01000049,0.1832260724495315,0.2941854035884719,-0.02552810207607065,0.85,Not sig,0.12328766785760462,0.88,Not sig
E01000066,-0.1423209742049456,-0.22850870880899563,-0.004423498080200923,0.94,Not sig,-0.27619587866156636,0.88,Not sig
