lsoa_code,ics_score_z,ics_z,lisa_I,lisa_p,lisa_class,gistar_z,gistar_p,gistar_class
E01001165,-0.1457598903779805,-0.23403018797812342,-0.04672567415664334,0.75,Not sig,-0.11072762345903091,0.98,Not sig
E01001183,-0.4178420574139496,-0.6708817836523658,-0.2807482253514522,0.26,Not sig,-0.3796352709904526,0.82,Not sig
E01001184,-0.0004111047826649,-0.000660064502765885,-0.00031155484150584604,0.99,Not sig,0.34982615071342876,0.69,Not sig
E01001191,0.2777395383101677,0.4459349975575013,0.38935702584137366,0.24,Not sig,1.1845091080486032,0.21,Not sig
E01001192,0.8323094839838587,1.3363453038253965,0.6098564630441516,0.15,Not sig,1.4834851575172643,0.13,Not sig
E01001034,-0.4544854356818829,-0.7297159161558948,0.5447515126762302,0.1,Not sig,-1.5680926717840729,0.16,Not sig
E01001042,0.1066133742109042,0.17117704975531142,0.1328486665416853,0.69,Not sig,0.7900532757606954,0.5,Not sig
E01001077,0.4528518729125985,0.727093088977733,0.5575655186234701,0.16,Not sig,1.4678231632827798,0.16,Not sig
E01001110,0.3628041450668691,0.5825136259986455,0.5891361303724524,0.15,Not sig,1.2339666185740437,0.2,Not sig
E01001126,-0.1552604515717145,-0.24928416571027964,-0.08382550857216478,0.62,Not sig,-0.11380794044463617,0.93,Not sig
E01000986,0.0160556028800634,0.025778667577066285,-0.0023519868312745053,0.98,Not sig,-0.09514922413246059,0.96,Not sig
E01001006,-0.7392832940301797,-1.186983660747229,-0.6384269762507807,0.12,Not sig,-0.5006138624283631,0.68,Not sig
E01001009,-0.233573241872194,-0.37502216529017907,-0.09071903526141006,0.66,Not sig,-0.11796709694219706,0.92,Not sig
E01001026,-0.0924781486260335,-0.1484817150362571,0.09150158316741472,0.71,Not sig,-0.5307353813586857,0.56,Not sig
E01001127,-0.1063458414078226,-0.170747502559347,-0.007173057168246756,0.96,Not sig,-0.11386452431486001,0.92,Not sig
E01001145,1.0255386783529294,1.6465915901239674,0.7229671678015646,0.07,Not sig,2.06289548292712,0.03,Hotspot (Gi*)
E01001170,0.6363291273406848,1.021681787090544,0.40944549751321596,0.3,Not sig,1.1086888178695757,0.26,Not sig
E01001177,0.3592652361548611,0.5768315997857622,0.16696642203976048,0.39,Not sig,0.9207386802427812,0.32,Not sig
E01000979,-0.4733793656165783,-0.7600517648094299,-0.4863985912169704,0.21,Not sig,0.0673312557635227,0.91,Not sig
E01001050,1.18296030700855,1.8993457137073573,-0.36228457106708933,0.23,Not sig,1.5319516721733715,0.12,Not sig
E01001051,1.1085045663550144,1.7798005429747799,2.6390610163109924,0.01,HH (hotspot),2.5867217439313914,0.01,Hotspot (Gi*)
E01001089,0.5036926315818527,0.8087223511668153,0.14470904724497283,0.69,Not sig,0.7914144097018836,0.41,Not sig
E01001091,0.295643655582789,0.47468161584891394,0.12408296119371161,0.46,Not sig,0.609546280329506,0.48,Not sig
E01001114,0.4794768778785524,0.7698418513494836,0.4967919936546717,0.1,Not sig,1.5406664314886225,0.09,Not sig
E01001118,1.7677763409455745,2.8383187466863875,2.788050613198333,0.01,HH (hotspot),3.774606515562748,0.01,Hotspot (Gi*)
E01001133,0.9854233953440676,1.5821830124349034,-0.045933159685429575,0.78,Not sig,1.5924161066874247,0.09,Not sig
E01001140,-0.2864918233528681,-0.45998755281443293,0.05097324404258128,0.75,Not sig,-0.6206640432103216,0.63,Not sig
E01001166,0.910429941645006,1.461774496616127,0.3068099207888954,0.35,Not sig,1.462260433803803,0.19,Not sig
E01001168,-0.3168603891169079,-0.5087469278109027,-0.2789167729442394,0.36,Not sig,-0.025786279555167345,0.94,Not sig
E01001174,0.53676500516355,0.8618229248989744,-0.13820450035565002,0.56,Not sig,0.5951973540594272,0.51,Not sig
E01001178,0.573034532525272,0.9200568072402021,0.43498273549752,0.11,Not sig,1.0732074734744608,0.26,Not sig
E01001180,0.3585876875379427,0.5757437365212486,0.06485004241728179,0.63,Not sig,0.8354585453866215,0.48,Not sig
E01001190,0.0201337074848135,0.032326419395273615,0.01651796314063883,0.89,Not sig,0.5422368576490812,0.51,Not sig
E01001041,-0.0913736160668651,-0.14670829189646314,0.07036745047220624,0.68,Not sig,-0.6058292177275609,0.59,Not sig
E01001053,0.1839752847229072,0.29538832908957474,0.29204302425827633,0.35,Not sig,1.1271161509945562,0.28,Not sig
E01001085,0.1935682158351969,0.3107906147639712,0.04967555364371467,0.76,Not sig,0.4410643438847244,0.74,Not sig
E01001128,0.1732506545898306,0.2781690021572396,0.008529249790711551,0.9,Not sig,0.22493360484732686,0.88,Not sig
E01001143,0.5558316116308833,0.8924360207519132,0.4888661448300391,0.19,Not sig,1.2610594271340945,0.18,Not sig
E01001188,0.1904564050970585,0.30579433183517385,0.2683434911039879,0.4,Not sig,1.103477037867189,0.3,Not sig
E01032569,1.1730231456932745,1.8833907364872715,1.3597300568541923,0.01,HH (hotspot),2.2367307609027267,0.02,Hotspot (Gi*)
E01001013,1.3113437274945383,2.1054764671793658,0.7889103760181511,0.1,Not sig,2.252450818622616,0.07,Not sig
E01001030,-0.6229963414346175,-1.0002748391038372,0.5949693807104396,0.08,Not sig,-1.417579296140519,0.13,Not sig
E01001033,-0.0213212641079385,-0.034233144894472774,0.022708886836793906,0.87,Not sig,-0.7352068150696813,0.47,Not sig
E01001099,0.05636286471737,0.09049548398113101,-0.05463423011055367,0.68,Not sig,-0.5118911245800233,0.63,Not sig
E01001113,-0.1810556153952017,-0.29070054591530486,-0.27332711783904107,0.39,Not sig,0.6005244503861592,0.55,Not sig
E01001142,-0.361776360515434,-0.58086342846385,-0.3565340235223433,0.2,Not sig,0.1272432399928406,1.0,Not sig
E01000975,-0.3009124867344542,-0.48314118275481116,-0.10041269005243121,0.62,Not sig,-0.32545176101082035,0.76,Not sig
E01001024,0.0281727230643142,0.0452337584605741,-0.026499291053325387,0.79,Not sig,-0.5918035201896213,0.61,Not sig
E01001044,-0.5311679744672638,-0.8528364050643689,0.17051060132449603,0.49,Not sig,-1.0181450284890408,0.36,Not sig
E01001058,-0.2981868632864359,-0.4787649571261888,-0.13740679419175483,0.57,Not sig,-0.20372717414976949,0.87,Not sig
E01001063,-0.4868886503467379,-0.7817420970170814,-0.13811237700097528,0.54,Not sig,-0.524739106070176,0.56,Not sig
E01001109,0.9914559351657554,1.5918687800681945,0.7810720130387584,0.06,Not sig,2.1375896802407732,0.04,Hotspot (Gi*)
E01001112,0.7637515069962715,1.2262695058798951,0.612050222293037,0.09,Not sig,1.8100943984383286,0.09,Not sig
E01001162,0.0889672970840765,0.14284473737253647,0.0026306013715259244,0.97,Not sig,0.12834933293835574,0.92,Not sig
E01001186,1.0844583999414843,1.7411923303086028,0.23482965126303815,0.43,Not sig,1.7002468515380669,0.09,Not sig
E01034144,-0.0966553417521853,-0.15518856209822443,-0.14518694193051035,0.57,Not sig,0.6658210390396105,0.42,Not sig
E01001125,0.514153215992446,0.8255177297145342,0.09487055713739515,0.7,Not sig,0.8524001517402191,0.44,Not sig
E01001150,-0.5377883267244268,-0.8634659567140545,0.1608921686749308,0.47,Not sig,-0.9230136542352546,0.35,Not sig
E01001029,-0.5547475748831783,-0.890695505420959,0.16193063430581156,0.4,Not sig,-1.0726245264204615,0.27,Not sig
E01001055,1.5498461251955222,2.488412821086139,2.060373044562892,0.01,HH (hotspot),3.2916055330715386,0.01,Hotspot (Gi*)
E01001073,-0.1846291295663806,-0.29643813388312507,-0.013282848626421418,0.86,Not sig,-0.10381195863801415,0.79,Not sig
E01001083,-0.3191117566547015,-0.5123616943060707,-0.18530695612939724,0.47,Not sig,-0.14497471326210365,0.87,Not sig
E01001084,-0.1602824163494962,-0.2573473671706817,-0.03296054916403086,0.86,Not sig,-0.10707117229870378,0.87,Not sig
E01001115,1.171127003654336,1.880346315442118,1.1969303886902263,0.01,HH (hotspot),2.8612154306863204,0.01,Hotspot (Gi*)
E01001120,0.2190181268024341,0.35165266146450047,0.018387093480361005,0.88,Not sig,0.30203562296663305,0.67,Not sig
E01001124,0.5362572611266969,0.8610076976640928,-0.3512536302043303,0.36,Not sig,0.3964596999062933,0.63,Not sig
E01001129,-0.5204420860499577,-0.8356150578472077,-0.13761582908501174,0.59,Not sig,-0.6047146098781969,0.49,Not sig
E01001138,-0.5612402821218566,-0.9011201118858412,-0.43784921192246407,0.22,Not sig,-0.4354637248381663,0.67,Not sig
E01001156,0.2497648272596932,0.4010191646160868,-0.004596642743539536,0.99,Not sig,0.2879245516230459,0.74,Not sig
E01001169,0.1200850645923453,0.1928070209646479,0.10166697240212506,0.62,Not sig,0.7424846878434058,0.54,Not sig
E01001008,0.6769011977024014,1.086823776624097,0.06388516082711546,0.65,Not sig,1.0761039357196058,0.27,Not sig
E01001078,0.5767267607990036,0.9259850010301316,0.6686706514547957,0.1,Not sig,1.7459878898404655,0.12,Not sig
E01001080,1.2919581507524258,2.074351236793584,1.5771030947782494,0.05,Not sig,2.5546433149539602,0.01,Hotspot (Gi*)
E01001096,-0.7674583087299255,-1.2322210986279045,0.772829100617036,0.07,Not sig,-1.6962147183702805,0.09,Not sig
E01034149,-0.2782306205464913,-0.44672347282172564,0.09472116500012938,0.64,Not sig,-0.7154127096206173,0.48,Not sig
E01000985,-0.0089806913093328,-0.014419281393847372,-0.001112081750625587,1.0,Not sig,0.09133074576796942,0.98,Not sig
E01001039,-0.8743440292129413,-1.4038354240225699,1.2116071146649514,0.05,Not sig,-2.0766232255619035,0.04,Coldspot (Gi*)
E01001095,-0.6319011705791409,-1.0145723171905847,0.7324675282576618,0.14,Not sig,-1.5584399078137088,0.09,Not sig
E01001106,0.3276237882290305,0.5260285017127627,-0.06658975263341597,0.72,Not sig,0.4400909348689079,0.74,Not sig
E01001134,0.2504008929741115,0.4020404234708083,-0.0286337902975638,0.75,Not sig,0.20958819261680753,0.85,Not sig
E01001176,-0.3405244944933656,-0.546741708235238,-0.30566659080638603,0.33,Not sig,-0.016530216518637713,0.99,Not sig
E01001032,-0.935697055750214,-1.5023430470477441,1.3114986529773367,0.02,LL (coldspot),-2.0711195533065614,0.01,Coldspot (Gi*)
E01001079,1.0153677257244236,1.6302612406060495,1.1317883718295447,0.06,Not sig,2.0153597422848324,0.05,Not sig
E01001119,0.1088033122833891,0.17469318589835506,-0.002788862710376423,0.99,Not sig,-0.05848813081897755,0.9,Not sig
E01001172,1.0038679545872966,1.6117973573392037,0.44047713454865944,0.2,Not sig,1.936505647384017,0.13,Not sig
E01001031,-1.0188309147947634,-1.6358216920240167,0.5805139901613179,0.06,Not sig,-2.183704706068434,0.05,Not sig
E01001038,-0.1722576870486481,-0.2765747063621691,0.19028030564761023,0.45,Not sig,-0.9615778790701038,0.37,Not sig
E01001076,0.5646407516871854,0.9065798616806893,1.0877668169917178,0.07,Not sig,1.7348648283362698,0.09,Not sig
E01001087,0.1808519184131343,0.2903734926849563,0.05599185179104007,0.72,Not sig,0.4072893397766463,0.7,Not sig
E01001171,0.6006768330260828,0.9644389261178781,0.2733342997823864,0.37,Not sig,1.1642777240217215,0.24,Not sig
E01000992,0.7436587864893468,1.1940088946442966,0.6283010643047822,0.11,Not sig,1.7931946333460833,0.1,Not sig
E01001023,-0.3348386520659512,-0.5376125934379425,0.125923178366879,0.57,Not sig,-0.6866591797581738,0.45,Not sig
E01001132,0.2585927713073731,0.415193196989337,0.16153668531993076,0.49,Not sig,0.7638640911625993,0.47,Not sig
E01001135,0.2528248904281402,0.4059323623186886,0.08359649065013204,0.59,Not sig,0.4896029086837359,0.63,Not sig
E01001137,0.0343235890675561,0.05510950907505466,-0.00692492651875731,0.97,Not sig,-0.060225018242983965,0.95,Not sig
E01000991,0.1970887266986271,0.31644310130887093,0.17059092095976172,0.46,Not sig,0.9855519991935433,0.41,Not sig
E01001020,0.7441367854570868,1.1947763635823114,0.9863321375430637,0.04,HH (hotspot),1.8440798605129967,0.06,Not sig
E01001069,-0.5491822388987988,-0.8817598742043858,0.37319164695981816,0.24,Not sig,-1.1199397147512034,0.28,Not sig
E01001074,0.79046082642097,1.269153642452176,-0.7611715278209692,0.1,Not sig,0.641635652937472,0.51,Not sig
E01001098,-0.7900437994708205,-1.2684840693941637,0.18993945304011378,0.52,Not sig,-1.4312189615134732,0.17,Not sig
E01001101,-0.4279002142860411,-0.687031029767912,0.1321117306669984,0.66,Not sig,-0.7807025690965792,0.38,Not sig
E01001157,0.2172884502643131,0.34887551526668087,-0.027077385934128714,0.85,Not sig,0.27661791315421075,0.83,Not sig
E01001194,-0.186478375709956,-0.29940725948740826,-0.22561471322817178,0.32,Not sig,0.35858331451660974,0.62,Not sig
E01001075,-1.0702837931192453,-1.7184337655860118,0.5493451276000669,0.19,Not sig,-1.9000072000181771,0.03,Coldspot (Gi*)
E01001092,-0.0383953007473282,-0.06164699649589661,0.03486223567994868,0.79,Not sig,-0.6026738433582042,0.62,Not sig
E01001108,-0.8279339064185965,-1.3293199332830876,0.2739330594887192,0.3,Not sig,-1.2741644780776094,0.18,Not sig
E01001036,-0.6975148861273315,-1.1199208471865019,1.1176766851427893,0.04,LL (coldspot),-1.9418456672888222,0.04,Coldspot (Gi*)
E01001071,-0.0812291051265039,-0.1304203968098082,0.07010418919904936,0.74,Not sig,-0.5187650670355995,0.55,Not sig
E01001082,0.5850911829567835,0.9394148086736296,0.8284139787974597,0.04,HH (hotspot),1.6874234536661432,0.1,Not sig
E01001093,-0.746293699293865,-1.1982394764411668,0.3228226484478007,0.2,Not sig,-1.3421051628090057,0.21,Not sig
E01001159,-0.3161507263406954,-0.5076075024690793,-0.022268830734662896,0.81,Not sig,-0.5049788090624867,0.73,Not sig
E01001167,0.0004904352644311,0.0007874364945561994,0.0001744673837203003,1.0,Not sig,0.2963221823164969,0.85,Not sig
E01001019,0.2622175155095432,0.42101303922993344,0.2114970607388752,0.39,Not sig,1.0842257464263971,0.28,Not sig
E01001022,0.4445044880247015,0.7136906361536095,0.5133814740417679,0.24,Not sig,1.4640091448083086,0.19,Not sig
E01001028,-0.7343441128242812,-1.179053375515284,1.09875884512835,0.04,LL (coldspot),-2.0398775080729465,0.04,Coldspot (Gi*)
E01001081,0.5618136805997505,0.9020407530390443,0.7015008134482408,0.11,Not sig,1.5637413033703567,0.12,Not sig
E01001097,0.7436632162398267,1.1940160069941674,-0.8285157323434326,0.06,Not sig,0.5657345605796773,0.72,Not sig
E01001015,0.543665996348413,0.8729030667681867,-0.3783659321255301,0.24,Not sig,0.4530129953460352,0.68,Not sig
E01001016,-0.224903557283117,-0.3611022322494003,-0.08293462764225584,0.66,Not sig,-0.2001467155614024,0.89,Not sig
E01001049,-0.5298855865734166,-0.850777419707837,0.0551013135085576,0.72,Not sig,-0.897102616158485,0.39,Not sig
E01001061,0.2136179750270348,0.342982247869719,0.11823320144517475,0.58,Not sig,0.4814405945240339,0.58,Not sig
E01001062,-0.1816038483995223,-0.2915807817107918,0.08497152739109413,0.7,Not sig,-0.6777060489218507,0.64,Not sig
E01001070,0.1996541711881201,0.3205621456808623,-0.21344649542813482,0.41,Not sig,-0.1356671083450799,0.76,Not sig
E01001102,0.8262948186899834,1.3266882353019438,0.028493699427667347,0.87,Not sig,1.1456077286466604,0.19,Not sig
