lsoa_code,Region name,rDERI_score_0_10,rDERI_decile,broadband_score_z,deprivation_score_z,demography_score_z
E01000091,London,1.2255850090088318,6,-0.3075134216305602,0.9409592191184014,-0.5991656618638096
E01000093,London,1.2365681530695374,6,-0.3434581703421142,0.6662504936236348,-0.219089386252625
E01000094,London,0.957792238610365,1,-0.22921625800397225,0.1261523026092285,-1.5553337263963496
E01000096,London,1.1316589512763042,4,0.13841011603392686,0.25629942649640414,-0.954121888464091
E01000097,London,1.4427475349728764,9,-0.2857914146959433,0.7670397899993608,0.9256834190125893
E01000098,London,1.2683317153836806,7,-0.32931923002739255,0.7088035892778486,-0.07500872305110802
E01000100,London,1.1466887604079599,4,-0.4498119920716406,0.49498744790715116,-0.509586639193888
E01000101,London,1.287612771432566,7,-0.3611549941563697,0.7859178481109454,0.0015854370656015841
E01000102,London,1.3478563039156812,8,-0.44222836157671247,0.866042615793139,0.38332434314833347
E01000103,London,1.237159526869468,6,-0.2883051587666592,0.5366898654033421,-0.14094378477924396
E01000104,London,1.21073118511001,6,-0.27616669357913587,0.6539835741293794,-0.43742553131844525
E01000105,London,1.419097559682111,9,-0.25333846116481235,0.9341214366584566,0.5766608826935097
E01000106,London,1.3599014548203878,8,-0.15944280942256403,0.8626038018288943,0.18011319186571406
E01000107,London,1.231761158044564,6,-0.42042913796135245,0.5339495774213748,-0.04020179486400399
E01000108,London,1.0920077929639413,3,-0.4011119833716346,0.3014564972140602,-0.7103858667142161
E01000110,London,1.0759342677851782,3,-0.4182994478298972,0.07872256851281721,-0.5720628082568495
E01000111,London,1.2230413002642926,6,-0.34065644397004385,0.3669604521612806,-0.00810227288936379
E01000113,London,1.0849787632326484,3,-0.3526879698983771,0.08846928797597718,-0.5902521104985156
E01000117,London,1.1441288518618349,4,-0.1437601904298318,-0.34917623052200414,0.012344440762425177
E01000118,London,1.0771471776121786,3,-0.20685365693133417,-0.3441324424938152,-0.3529869675912724
E01000120,London,1.0404148386554057,2,-0.5451905533973053,-0.5623222771750912,-0.02863982531562594
E01000121,London,1.3247424096264424,8,-0.12925848845324722,0.4695625256429923,0.3207351114137314
E01000123,London,1.0150600695490282,2,-0.09980909597609161,-0.6006376115557963,-0.5959696297400194
E01000124,London,1.1806311709505246,5,-0.06838629568865721,0.07321322079616321,-0.2546932374094036
E01000125,London,1.3297217231585026,8,-0.11602671824429084,0.04969570972455249,0.7588436489173831
E01000127,London,1.1922791984769445,5,-0.16247247719242516,0.3703517224192226,-0.38412012775598486
E01000129,London,1.4543070188771208,9,-0.050256346945640316,0.39047561458858504,1.1397782855296865
E01000132,London,1.1246493415794558,4,-0.3518130499436763,0.21439785209206055,-0.46630383651491497
E01000134,London,1.1841865400170168,5,-0.25258110586614085,0.04253038237754973,-0.017342635780927724
E01000135,London,1.073148722778095,3,-0.2619409116527073,-0.44008619896934126,-0.2272195879099621
E01000136,London,1.00796481910769,2,-0.4524213442755923,-0.6766347598240106,-0.2122082438679925
E01000139,London,1.0405232871919792,2,-0.03020703548206005,-0.5190737296326118,-0.5861864038876677
E01000140,London,1.0549769976808556,3,-0.1556462980157997,-0.3266800450297161,-0.5617810962394844
E01000142,London,1.2177480996488699,6,0.060060799204372295,-0.15826981242435237,0.08295322369202973
E01000143,London,1.3096588536565452,7,0.03161481713761664,0.39287803763444884,0.14120540557668382
E01000147,London,1.1140555908491714,4,-0.0476466838161591,-0.2433668593995914,-0.37966699589079117
E01000148,London,1.1821701818618167,5,-0.3350694076486734,-0.04388935217927845,0.1388203039817293
