lsoa_code,Region name,rDERI_score_0_10,rDERI_decile,broadband_score_z,deprivation_score_z,demography_score_z
E01002211,London,1.1499042366190604,4,-0.48491824555698243,0.06164698597321872,-0.02081538235082087
E01002212,London,1.132518431493646,4,-0.33835326589219145,-0.12852152276244444,-0.08710491211758013
E01002214,London,1.140957555125586,4,-0.28495933234672105,-0.10781527212407616,-0.10786266532782234
E01002215,London,1.460299983232859,9,-0.16097367458935094,0.3026489341888622,1.376202919739477
E01002216,London,1.066388446727847,3,-0.39969226785911166,-0.34466182832875625,-0.22762329030420592
E01002217,London,1.3338427601499996,8,0.06016888634840858,0.39518167354801387,0.26321053539369305
E01002218,London,1.1787564959229855,5,-0.39697390453717757,-0.03720266165903576,0.17246071505405502
E01002219,London,1.2731941697798668,7,-0.3092238317713729,-0.06723002932182301,0.711664340068062
E01002220,London,1.0543195843439654,3,-0.4365407070018823,-0.21864435619090453,-0.39307778689949835
E01002221,London,1.1514550800436698,4,-0.41304873519183455,-0.04877542487002721,0.027540166119657743
E01002222,London,1.1032973410148212,3,-0.39057462712445123,-0.2315704567865716,-0.11653673402660307
E01002223,London,1.0719868632255036,3,-0.36373626593005065,-0.28850821837017193,-0.2843461536842871
E01002224,London,1.1557659024319529,4,-0.3002750020479717,0.03186943562558628,-0.13863036768382844
E01002227,London,1.4837987066733969,10,-0.22637224350734775,0.37839579359611447,1.514386525186718
E01002229,London,1.2754894581639873,7,-0.20571514477465466,-0.20171913484740497,0.7571529311909432
E01002230,London,1.175715980716072,5,-0.16264612409229032,-0.34917213221682813,0.23088376593111382
E01002231,London,1.1613999700209718,5,-0.3951070663762746,0.09072428716429769,-0.06704106120119376
E01002232,London,1.3134980886915584,8,-0.24761020121328117,0.015052855796544392,0.8225228328827097
E01002234,London,1.1036588686077062,3,-0.3439042103666196,0.03813189428279905,-0.43062434032405394
E01002235,London,1.4438512817030813,9,-0.36866068483851416,0.3776360383748135,1.4049330578238584
E01002237,London,1.0799162830537552,3,-0.34019342496307264,-0.08411820591759611,-0.46215833719822147
E01002238,London,0.9887124757834129,2,-0.46610988270457193,-0.49669882241533664,-0.5001468088555436
E01002239,London,0.9991109688314815,2,-0.3999392224592744,-0.6835034269979351,-0.31378555421475357
E01002240,London,1.2199268587757008,6,-0.2933603073410058,-0.15014586538986263,0.44202199189119434
E01002244,London,1.0479455437870613,2,-0.37231261698700585,0.042901705799909734,-0.7591412904135292
E01002246,London,1.2315727984806317,6,-0.3825830943075433,-0.0011197404959440004,0.455830886930965
E01002247,London,1.0558957887594753,3,-0.5027245651404687,-0.030017120378057618,-0.5055582135729707
E01002248,London,1.091136849510708,3,-0.30681638214097307,-0.13690106967725077,-0.3718290036047575
E01002249,London,0.9401045419012565,1,-0.5874734881693241,-0.06008929387124454,-1.1226361698749037
E01002250,London,1.0168783033577515,2,-0.36204767824879486,-0.009779180240103208,-0.9130966963963877
E01002251,London,1.190388056617871,5,-0.32428529612553586,0.5605711691727533,-0.42448037878167605
E01002253,London,1.031126213404201,2,-0.4119762869699341,-0.6070155554046422,-0.17587281643123043
E01002254,London,1.0431721629094852,2,-0.36822643934345306,-0.6711743247277677,-0.0793232599931863
E01002256,London,1.091487562472249,3,-0.4161782406129879,-0.20319728844544113,-0.19395412249267352
E01002257,London,0.9841025318062009,2,-0.6390482133383013,-0.6951325143252793,-0.1579135487143894
E01002258,London,1.220342748974511,6,-0.1783907975678131,0.11517696684819828,0.064358429263935
E01002260,London,1.079798146488027,3,-0.4901489519129228,-0.0003011963559608876,-0.3967665432705986
E01002263,London,1.048521617610298,2,-0.30526025581790045,-0.30063077010691325,-0.47901989969836256
E01002265,London,1.1111155951781109,4,-0.48513576189394025,0.003569480755623526,-0.20769752833917562
E01002267,London,1.3591829003902989,8,-0.41902415928689707,0.5024519471549588,0.7953045219440881
E01002272,London,1.0815034541687605,3,-0.5035883381164541,-0.21317442874563722,-0.15967493135822888
E01002274,London,1.0602561420630647,3,-0.37246673406043324,-0.448676368660819,-0.18959565906957612
E01002275,London,1.120898491962038,4,-0.38334850230424494,-0.22410219402234452,-0.01997689422843052
E01002277,London,1.1850449537388856,5,-0.4693942296465303,0.6452119244886252,-0.39778515010752175
E01002278,London,1.2446791097609227,6,-0.2817473940213453,0.6916164798120875,-0.2548980116530891
E01002279,London,1.1546092443114087,4,-0.33681442431694436,0.2734988307216411,-0.35103140249389453
E01002280,London,1.288474277532761,7,-0.15939075686667692,1.0995840385299187,-0.5083995401807623
E01002281,London,1.122239265077707,4,-0.3653428848188329,0.49642181584937023,-0.7500316964149492
E01002283,London,1.2781753809141754,7,-0.4695783394484741,0.7075893626781954,0.12868494199766506
E01002284,London,1.2541314964549795,6,-0.32609231274068445,0.5738404895755969,-0.03302998833396741
E01002285,London,1.0512641124529,2,-0.48245178958648754,-0.6105869793641633,0.02546274067194033
E01002286,London,1.051429726395266,2,-0.49608755667827126,-0.32460805176169,-0.2458335990224864
E01002288,London,1.0228874007553486,2,-0.4485095651966489,-0.3584842732696646,-0.43994711572193057
E01002289,London,0.9855501187844955,2,-0.6017483597099325,-0.3453169491190368,-0.5358789880208312
E01002290,London,1.2241314703628863,6,-0.34352384412757914,0.04143177775616476,0.32718460287136814
E01002291,London,1.202022108236325,5,-0.23998552106114437,-0.10721056023682135,0.23253866572437057
E01002292,London,1.247695999633485,6,-0.22511449621611831,0.25509246264764357,0.14406241475751935
E01002297,London,1.2683008372119928,7,-0.2675595694950364,0.5868479577237008,-0.015007928307528543
E01002298,London,1.1106933924043987,3,-0.26423872062440074,-0.329097626951529,-0.09859614212190848
E01002301,London,1.1650857951383176,5,-0.48518925160772586,0.0791383049794772,0.05792465232029768
E01002302,London,1.1079885828392477,3,-0.508930313923543,-0.002245641212876716,-0.19785322893614213
E01002303,London,1.3075680859870604,7,-0.4564533866782268,0.540924198030906,0.4680120210730551
E01002307,London,1.0893444692140535,3,-0.5501541774551988,0.326434334399781,-0.6031559785935626
E01002309,London,1.2605673141470484,7,-0.27847077954334587,0.3596910042016333,0.17417779932919028
E01002311,London,1.2423236798532287,6,-0.3083490625745761,0.43487149716687473,0.013560321427964447
E01002315,London,1.2017779092332879,5,-0.3324001752146824,0.2983513774411615,-0.08215216296322514
E01002317,London,1.0130397000644875,2,-0.5491411167177048,-0.35627573646068206,-0.4037699356795577
E01002318,London,1.06332327945266,3,-0.4891224716983748,-0.27184534670025035,-0.23038402934442268
E01002319,London,1.0644344702067374,3,-0.383838269203503,-0.09308081363521949,-0.507409095305085
E01002320,London,1.0417517209034501,2,-0.46042278866584124,-0.2931128526718959,-0.37416678296862643
E01002322,London,0.9685018225949155,1,-0.5895809622517951,-0.3208606148771561,-0.6802624353468021
E01002323,London,1.048150881126618,2,-0.6091461044874477,-0.008102916358563467,-0.4700052743203323
E01002324,London,1.282084063886613,7,-0.38318881831814683,0.261469880856284,0.5131210997718222
E01002325,London,1.3240053590794303,8,-0.3361144745927307,0.5956888093634751,0.39680602820015504
E01002326,London,1.1421089039537466,4,-0.44033029325832246,0.17743410523338424,-0.23046357902917217
E01002327,London,1.1715495398267506,5,-0.43564122463860394,0.12095486664213552,0.007416421517989453
E01002328,London,0.9951175077233549,2,-0.6053368104292992,-0.13670074336189555,-0.680432716805793
E01002329,London,1.069146138716207,3,-0.5403092927331105,-0.11734129854337906,-0.2968958389989001
E01002330,London,1.1310916278185406,4,-0.4407306637558894,0.31337348199736853,-0.435641130408857
E01002331,London,1.1697110146241823,5,-0.5708874192497629,0.13533979466316676,0.11665664687345041
E01002332,London,1.1913557526063923,5,-0.4940037971176423,0.13162075384663804,0.18030519830873173
E01002333,London,1.11346600822085,4,-0.5210443266849328,-0.21231280506069686,0.05894992953683886
E01002335,London,1.2630526480828983,7,-0.30485699673818467,0.18485704944460118,0.39110739321886284
E01002336,London,1.1529849858522423,4,-0.3354476491118854,-0.06440748699740281,-0.02475855336184435
E01002337,London,1.19493739956148,5,-0.49707269381418656,-0.309528570705302,0.6471624711704052
E01002339,London,1.0424016969187604,2,-0.5817776592783422,-0.4305380895395632,-0.11127827487207671
E01002340,London,0.9682585575773368,1,-0.517876250511704,-0.43091649010976574,-0.6434489134358533
E01002341,London,1.1305360369909603,4,-0.5543710567129646,0.0047271244091490455,-0.016866185906739467
E01002342,London,1.1942050137464097,5,-0.30878962472463617,0.4100445233997038,-0.2653229925878458
E01002343,London,1.1531977815172076,4,-0.41594304715293484,0.0522807784375329,-0.05960637136850011
E01002346,London,1.170510017945678,5,-0.26699207374288053,0.4368044681910625,-0.4836529923608402
E01002347,London,1.0915536770825431,3,-0.5078828621715678,0.13433420487301412,-0.4393630937465532
E01002349,London,1.2092929902179521,6,-0.22993261855949007,0.15653257378442517,0.0047007804429355
E01002350,London,1.1209487373081433,4,-0.19907866801231322,0.05849503260258716,-0.48652636187100695
E01002351,London,1.0016789938712192,2,-0.32038646486346883,-0.24877366150793695,-0.8118359773343685
E01002352,London,1.0737377947175228,3,-0.2829733391856708,-0.03434691721935145,-0.6082030070124128
E01002354,London,1.0548467457973218,3,-0.3466795804122344,-0.5180642200647245,-0.18018694136996713
E01002355,London,0.9701045727239165,1,-0.5451124749681938,-0.4283964046074837,-0.6070643904376011
E01002358,London,0.9785812578541774,1,-0.31020021786626883,-0.31318577834107386,-0.9036074222518575
E01002359,London,1.0558358301933988,3,-0.4748714939778123,-0.3336552584877989,-0.23015213570244256
E01002360,London,1.4216439213303507,9,-0.2616545499482312,0.08264627139421785,1.4525473056685378
E01002362,London,1.0259195530064966,2,-0.4037852073487891,-0.5523587625948329,-0.2716312059941235
E01002365,London,1.0428084814858636,2,-0.515533286512362,-0.025500534756688103,-0.5799889783651914
E01002366,London,1.0147831385672903,2,-0.4299342548396948,-0.27448358458755084,-0.5937489369212847
E01002367,London,1.0162138982353761,2,-0.5224681268260367,-0.33392717948297995,-0.4327278534078281
E01002369,London,1.1687606282670584,5,-0.35968284018819724,0.2023980080474298,-0.16761339476840129
E01002371,London,1.1630000991439027,5,-0.35537408013503247,0.2189104740636205,-0.2248460588643735
E01002372,London,1.1159928777224275,4,-0.487296802586846,0.11077618775064263,-0.28191462537204853
E01002373,London,1.1457232607590027,4,-0.3192841394203288,0.0941803461536557,-0.24541016813190494
E01002374,London,1.0962421228152677,3,-0.3369500811356141,0.17061603179477242,-0.6169427415142321
E01002375,London,1.2726813654956288,7,-0.26299953244819047,0.6215709910749639,-0.026602338391033615
E01002376,London,0.9230257198194652,1,-0.8463693406299098,-0.458376393227775,-0.5734058832563732
E01002377,London,1.103664459053794,3,-0.28887506634173993,-0.43970099612593777,-0.007785257571450284
E01002379,London,0.995075434446342,2,-0.47929328097527524,-0.45443964781685364,-0.4890032806597409
E01002381,London,1.0704017316820242,3,-0.4788980929071338,-0.15272523416565711,-0.3149866889454883
E01002383,London,0.99079685774297,2,-0.5408232314869129,-0.3420567845905238,-0.5669004330868445
E01002387,London,1.0045222697365823,2,-0.572927051263626,-0.5333705059064119,-0.25672662750696446
E01002388,London,1.011465852313852,2,-0.5324979075171251,-0.5756711777777892,-0.21096575843966284
E01002392,London,1.2283564069749349,6,-0.31467126829721453,0.6934928730459253,-0.32702387948448125
E01002393,London,1.1048832786619132,3,-0.2977990078327381,-0.01802924907131827,-0.41282908774012766
E01002394,London,1.1481598255143273,4,-0.34688599226599326,0.21425452660159094,-0.3224813364500881
