lsoa_code,lsoa21nm,msoa21cd,msoa21nm,lad22cd,lad22nm,dpi_score,dpi_ci_lower,dpi_ci_upper,imd_score,imd_income_score,imd_employ_score,imd_edu_score,imd_health_score,imd_crime_score,imd_barriers_score,imd_livenv_score,imd_pop2015,bb_q_dl_core,bb_q_ul_core,bb_q_sfu_core,crime_count_window,crime_rate_per_1000_window,crime_rate_per_1000_window_log1p,pct_no_qual,pct_level4plus,pct_low_skill,risk_edu_low,risk_edu_highskill_inverse
E01001445,Enfield 003B,E02000279,Enfield 003,E09000010,Enfield,0.98,,,29.845999999999997,0.20799999999999996,0.1,23.367,-0.704,0.18100000000000002,44.829,41.336,2961,129.73333333333332,88.76666666666667,97.46666666666665,232.0,78.35190813914218,4.373892493805435,21.189773844641103,36.82399213372665,30.48180924287119,30.48180924287119,63.17600786627335
E01001427,Enfield 030C,E02000306,Enfield 030,E09000010,Enfield,0.95,,,42.558,0.286,0.162,40.591,-0.193,0.56,53.705,27.759,1992,117.78,87.72,90.52000000000001,296.0,148.59437751004015,5.007927481345064,31.424265259984928,24.566691785983423,42.95403165033911,42.95403165033911,75.43330821401658
E01001477,Enfield 018B,E02000294,Enfield 018,E09000010,Enfield,0.948,,,34.984,0.221,0.161,33.849,-0.117,0.385,42.789,26.512,1895,155.3,96.35999999999999,97.74,148.0,78.10026385224273,4.370716210447473,30.938123752495013,24.21823020625416,41.783100465735195,41.783100465735195,75.78176979374584
E01033926,Enfield 014E,E02000290,Enfield 014,E09000010,Enfield,0.971,,,42.03012167727443,0.28158929239985026,0.16951403968551104,35.8615084238113,0.20067652564582553,0.6505237738674654,42.3792336203669,35.454416697865966,2671,182.45000000000002,89.425,91.625,375.0,140.39685511044553,4.9515705121291775,26.43312101910828,30.307855626326962,37.04883227176221,37.04883227176221,69.69214437367305
E01001407,Enfield 005A,E02000281,Enfield 005,E09000010,Enfield,0.94,,,18.518,0.10800000000000001,0.071,15.780000000000001,-0.88,0.711,32.572,23.568000000000005,1690,146.95999999999998,93.7,99.82000000000001,132.0,78.10650887573964,4.370795158060049,17.318435754189945,35.115722266560255,27.134876296887473,27.134876296887473,64.88427773343975
E01001470,Enfield 013B,E02000289,Enfield 013,E09000010,Enfield,0.933,,,10.556,0.078,0.065,5.343,-1.304,-0.704,31.32,11.32,1625,134.57999999999998,92.42,99.1,77.0,47.38461538461539,3.8791818992389038,14.12639405204461,39.92565055762082,23.71747211895911,23.71747211895911,60.07434944237918
E01001437,Enfield 014A,E02000290,Enfield 014,E09000010,Enfield,0.959,,,38.766,0.269,0.15,29.556,0.11900000000000001,-0.339,50.492,35.929,2579,126.73750000000001,95.3,96.825,314.0,121.75261729352462,4.810171088594156,30.076968620485495,29.721728833629367,39.55002960331557,39.55002960331557,70.27827116637063
E01001417,Enfield 011B,E02000287,Enfield 011,E09000010,Enfield,0.972,,,8.251,0.033,0.024,3.792,-1.7269999999999999,-0.668,41.249,13.103,1803,101.2,23.339999999999996,81.86,83.0,46.03438713255685,3.8508789753094037,14.59807073954984,50.67524115755627,21.221864951768488,21.221864951768488,49.32475884244373
E01001412,Enfield 004C,E02000280,Enfield 004,E09000010,Enfield,0.935,,,28.35,0.145,0.093,20.863,-0.754,0.763,49.872,34.05,1784,93.16,41.06,78.52000000000001,211.0,118.27354260089686,4.78141953251299,24.169611307420492,29.045936395759718,34.69964664310954,34.69964664310954,70.95406360424028
E01001704,Greenwich 011F,E02000323,Greenwich 011,E09000011,Greenwich,0.963,,,23.517,0.139,0.112,13.851,0.049,0.49,30.548,27.845000000000002,1645,117.84,93.42,99.86,117.0,71.12462006079028,4.278395457026385,19.607843137254903,44.19306184012066,26.923076923076923,26.923076923076923,55.80693815987934
E01001695,Greenwich 011A,E02000323,Greenwich 011,E09000011,Greenwich,0.95,,,36.783,0.239,0.143,22.927999999999997,0.667,0.821,44.909,16.992,1519,117.3,88.28,100.0,122.0,80.3159973666886,4.398342766775136,23.101777059773827,32.47172859450727,34.0064620355412,34.0064620355412,67.52827140549273
E01001692,Greenwich 001B,E02000313,Greenwich 001,E09000011,Greenwich,0.962,,,30.003,0.222,0.142,26.381,0.038,-0.117,39.409,13.802,1517,54.6,14.260000000000002,100.0,79.0,52.07646671061305,3.971733641886962,21.195652173913043,31.70289855072464,31.88405797101449,31.88405797101449,68.29710144927536
E01001636,Greenwich 007E,E02000319,Greenwich 007,E09000011,Greenwich,0.947,,,25.682,0.169,0.121,15.066,0.213,-0.213,34.783,30.131,1878,126.21999999999998,94.7,100.0,109.0,58.040468583599576,4.078223116974806,20.913107511045656,38.51251840942563,29.970544918998527,29.970544918998527,61.48748159057437
E01001573,Greenwich 008C,E02000320,Greenwich 008,E09000011,Greenwich,0.949,,,15.713,0.096,0.055,14.641,-0.437,0.483,22.916999999999998,32.255,1619,143.75,99.475,100.0,132.0,81.53180975911056,4.413183791864234,21.550387596899228,36.58914728682171,29.844961240310074,29.844961240310074,63.41085271317829
E01034181,Greenwich 035H,E02006928,Greenwich 035,E09000011,Greenwich,0.985,,,17.399,0.11,0.053,8.456,-0.358,0.344,37.002,27.595,2219,148.13333333333333,85.60000000000001,99.36666666666667,93.0,41.91077061739522,3.7591228577653903,3.7177063642092003,65.09136735979835,6.301197227473219,6.301197227473219,34.908632640201645
E01034184,Greenwich 037F,E02006930,Greenwich 037,E09000011,Greenwich,0.985,,,22.073,0.144,0.074,5.271,-0.248,1.065,21.431,44.378,2077,137.47,85.23333333333333,98.88333333333333,105.0,50.55368319691863,3.9426236569293995,6.552419354838709,69.65725806451613,11.088709677419354,11.088709677419354,30.342741935483872
E01001590,Greenwich 014A,E02000326,Greenwich 014,E09000011,Greenwich,0.957,,,18.27,0.132,0.081,6.917999999999999,-0.373,0.504,25.021,29.279,1741,131.03333333333333,88.16666666666667,99.89999999999999,86.0,49.39689833429064,3.919929632197302,12.570621468926554,56.00282485875706,18.43220338983051,18.43220338983051,43.99717514124294
E01001631,Greenwich 007B,E02000319,Greenwich 007,E09000011,Greenwich,0.958,,,34.131,0.264,0.165,19.163,0.285,0.207,36.28,21.785,2260,84.27,84.36,98.9,294.0,130.08849557522123,4.875872633869712,20.076726342710998,34.46291560102302,32.41687979539642,32.41687979539642,65.53708439897699
E01001632,Greenwich 007C,E02000319,Greenwich 007,E09000011,Greenwich,0.982,,,18.55,0.134,0.071,15.451,-0.295,-0.111,33.862,22.994,2624,109.75,98.39999999999999,100.0,111.0,42.301829268292686,3.7681948804969845,26.722588376273215,32.83403235470341,37.32774116237268,37.32774116237268,67.16596764529659
E01001638,Greenwich 038A,E02006931,Greenwich 038,E09000011,Greenwich,0.96,,,28.086,0.203,0.11,12.399,0.633,0.022,38.939,21.893,2106,65.1,22.24,95.84,119.0,56.50522317188984,4.051875781449802,21.841541755888652,37.47323340471092,30.620985010706637,30.620985010706637,62.52676659528908
E01001683,Greenwich 017B,E02000329,Greenwich 017,E09000011,Greenwich,0.95,,,22.811,0.157,0.117,15.621,0.16799999999999998,0.037,24.998,26.022,1597,136.76,94.4,100.0,120.0,75.14088916718848,4.332585428942224,23.346938775510203,40.0,32.244897959183675,32.244897959183675,60.0
E01001690,Greenwich 001A,E02000313,Greenwich 001,E09000011,Greenwich,0.943,,,29.707,0.195,0.148,22.329,-0.014,-0.009,44.842,12.432,2120,98.92,75.32000000000001,100.0,128.0,60.37735849056604,4.11704101292123,25.443786982248522,33.062130177514796,36.46449704142012,36.46449704142012,66.9378698224852
E01001696,Greenwich 011B,E02000323,Greenwich 011,E09000011,Greenwich,0.994,,,36.797,0.259,0.126,29.957,0.592,1.149,31.956,26.411,1302,139.7,91.5,97.45,303.0,232.71889400921657,5.454119085556336,13.172448466566115,56.460532931121165,19.708396178984415,19.708396178984415,43.539467068878835
E01001698,Greenwich 015A,E02000327,Greenwich 015,E09000011,Greenwich,0.968,,,29.548,0.236,0.145,18.3,-0.067,0.486,32.616,17.352,1931,106.1,92.92,99.7,136.0,70.42982910409114,4.268715556669145,17.02127659574468,40.92198581560284,26.73758865248227,26.73758865248227,59.07801418439716
E01001702,Greenwich 015D,E02000327,Greenwich 015,E09000011,Greenwich,0.974,,,37.853,0.29,0.156,26.67,0.328,0.272,44.775,17.227,1681,122.225,95.05,99.25,83.0,49.37537180249851,3.9195024009343693,26.302083333333332,31.336805555555557,35.50347222222222,35.50347222222222,68.66319444444444
E01001710,Greenwich 005D,E02000317,Greenwich 005,E09000011,Greenwich,0.959,0.957,0.961,33.511,0.259,0.172,26.943,0.391,0.003,31.249,14.595,1819,95.14000000000001,86.14,99.86,106.0,58.273776800439805,4.082166995727406,26.931905126243304,32.517214996174445,36.57230298393267,36.57230298393267,67.48278500382555
E01033727,Greenwich 035B,E02006928,Greenwich 035,E09000011,Greenwich,0.969,,,19.531,0.153,0.073,11.745,-0.22699999999999998,0.24700000000000003,30.503,25.584,2890,125.18571428571428,68.41428571428573,98.04285714285713,418.0,144.63667820069205,4.981115014757447,10.456679470763978,50.874946649594534,14.596670934699105,14.596670934699105,49.125053350405466
E01033728,Greenwich 035C,E02006928,Greenwich 035,E09000011,Greenwich,0.994,,,9.263,0.057,0.029,5.482,-0.655,-0.063,28.571,21.762,1790,109.81666666666666,26.316666666666666,99.45,87.0,48.60335195530726,3.904058411191572,6.476683937823833,71.9559585492228,10.103626943005182,10.103626943005182,28.0440414507772
E01033732,Greenwich 041E,E02006993,Greenwich 041,E09000011,Greenwich,0.991,,,25.75,0.15,0.073,3.022,0.302,1.114,43.028,25.923,1121,208.97500000000002,98.375,99.6,67.0,59.76806422836753,4.107064391573227,6.621004566210045,63.926940639269404,11.073059360730593,11.073059360730593,36.073059360730596
E01033744,Greenwich 007G,E02000319,Greenwich 007,E09000011,Greenwich,0.985,,,29.363,0.18399999999999997,0.119,17.868,0.879,0.365,37.315,14.174,1900,101.1,93.28,100.0,93.0,48.94736842105263,3.9109698194434874,20.827067669172934,39.62406015037594,29.924812030075188,29.924812030075188,60.37593984962406
E01034179,Greenwich 035F,E02006928,Greenwich 035,E09000011,Greenwich,0.981,,,30.555,0.236,0.117,13.562,0.444,0.952,30.843,21.783,3227,114.60857142857142,62.07142857142857,100.0,504.0,156.1822125813449,5.057405722074828,11.192810457516341,53.431372549019606,14.787581699346406,14.787581699346406,46.568627450980394
E01034187,Greenwich 039D,E02006991,Greenwich 039,E09000011,Greenwich,0.99,,,11.694,0.036,0.02,3.893,-1.29,0.75,36.338,26.822,2409,155.7111111,88.06666666666666,90.2,478.0,198.42258198422581,5.295426100785618,12.949640287769784,59.08273381294964,19.06474820143885,19.06474820143885,40.91726618705036
E01001693,Greenwich 001C,E02000313,Greenwich 001,E09000011,Greenwich,0.971,,,33.676,0.258,0.142,24.65,0.037,0.511,42.016,13.83,1785,64.17999999999999,24.339999999999996,100.0,181.0,101.40056022408963,4.6288921835288175,19.89150090415913,39.69258589511754,29.294755877034355,29.294755877034355,60.30741410488246
E01001664,Greenwich 037B,E02006930,Greenwich 037,E09000011,Greenwich,0.968,,,21.316,0.111,0.083,3.229,0.095,0.334,24.868,53.894999999999996,1939,121.43333333333334,80.06666666666666,97.11666666666667,183.0,94.37854564208355,4.557853664715281,8.627450980392156,61.45658263305322,13.50140056022409,13.50140056022409,38.54341736694678
E01001624,Greenwich 025D,E02000337,Greenwich 025,E09000011,Greenwich,0.945,,,25.331,0.153,0.129,23.137999999999998,0.003,0.625,24.275,25.275,1523,119.55999999999999,99.53999999999999,100.0,91.0,59.75049244911359,4.1067751883460515,22.588055130168453,34.99234303215927,31.31699846860643,31.31699846860643,65.00765696784073
E01033734,Greenwich 039B,E02006991,Greenwich 039,E09000011,Greenwich,0.997,,,15.647,0.089,0.056,16.355,-0.21,-0.769,37.623,20.727,1961,171.1,81.60000000000001,99.23333333333333,90.0,45.89495155532891,3.8479100269148176,6.758957654723127,65.14657980456026,10.830618892508143,10.830618892508143,34.85342019543974
E01033735,Greenwich 042D,E02006994,Greenwich 042,E09000011,Greenwich,0.954,,,27.790999999999997,0.144,0.071,11.106,0.39,1.174,37.281,41.662,1217,80.45,65.45,71.8,565.0,464.2563681183238,6.142588582947921,18.234723569350145,50.921435499515034,24.830261881668285,24.830261881668285,49.078564500484966
E01001703,Greenwich 011E,E02000323,Greenwich 011,E09000011,Greenwich,0.963,,,31.821,0.243,0.15,16.033,0.457,0.27,36.802,15.889,2003,93.34,93.06,99.5,183.0,91.36295556665003,4.5257259844793785,19.184491978609625,35.49465240641711,29.344919786096256,29.344919786096256,64.50534759358288
E01001697,Greenwich 011C,E02000323,Greenwich 011,E09000011,Greenwich,0.974,,,33.943,0.224,0.136,21.848,0.362,0.652,41.262,27.524,2459,106.8,80.32000000000001,99.88,151.0,61.407076047173646,4.133678667138178,18.563162970106077,40.935390549662486,27.724204435872714,27.724204435872714,59.064609450337514
E01001671,Greenwich 033B,E02006786,Greenwich 033,E09000011,Greenwich,0.95,,,22.947,0.173,0.11499999999999999,18.023,-0.147,0.332,25.182,20.882,1687,121.91666666666667,95.73333333333333,100.0,121.0,71.72495554238293,4.28668459306974,18.174665617623916,38.31628638867034,28.16679779701023,28.16679779701023,61.68371361132966
E01001650,Greenwich 019B,E02000331,Greenwich 019,E09000011,Greenwich,0.945,,,31.966,0.199,0.15600000000000003,22.16,0.3360000000000001,0.693,31.719,26.83,1793,126.34,99.2,100.0,133.0,74.17735638594534,4.319850073723482,21.625441696113075,36.32508833922262,31.731448763250885,31.731448763250885,63.67491166077738
E01001634,Greenwich 009C,E02000321,Greenwich 009,E09000011,Greenwich,0.958,,,41.733,0.274,0.204,35.123,0.694,0.54,36.727,16.448,1740,107.88,99.0,100.0,137.0,78.73563218390804,4.378716564730717,26.576576576576578,29.504504504504503,36.63663663663664,36.63663663663664,70.4954954954955
E01001633,Greenwich 009B,E02000321,Greenwich 009,E09000011,Greenwich,0.95,,,34.156,0.245,0.15900000000000003,21.632,0.545,0.5,35.144,18.223,1663,109.33333333333333,97.7,99.86666666666667,135.0,81.17859290438966,4.408894841191249,21.733668341708544,36.30653266331658,31.972361809045225,31.972361809045225,63.69346733668342
E01001629,Greenwich 009A,E02000321,Greenwich 009,E09000011,Greenwich,0.951,,,30.376999999999995,0.205,0.125,22.161,-0.075,0.393,46.506,16.914,2376,101.92857142857143,91.5,100.0,167.0,70.28619528619528,4.266702694175178,21.272727272727273,38.484848484848484,29.272727272727273,29.272727272727273,61.515151515151516
E01001620,Greenwich 025A,E02000337,Greenwich 025,E09000011,Greenwich,0.94,,,31.693,0.192,0.138,33.67,0.462,0.596,31.623,22.619,1561,144.5,98.45,100.0,130.0,83.27994875080077,4.43414398085323,25.64724919093851,29.045307443365697,37.13592233009709,37.13592233009709,70.9546925566343
E01001603,Greenwich 031D,E02000343,Greenwich 031,E09000011,Greenwich,0.937,,,36.698,0.228,0.197,33.606,0.686,0.536,28.106,16.443,1736,134.46666666666667,95.89999999999999,100.0,136.0,78.34101382488478,4.373755193236013,26.14232209737828,28.61423220973783,36.554307116104866,36.554307116104866,71.38576779026218
E01001583,Greenwich 021C,E02000333,Greenwich 021,E09000011,Greenwich,0.966,,,13.467,0.061,0.045,2.714,-0.783,0.417,33.761,34.021,1638,106.23333333333333,70.0,99.86666666666667,74.0,45.17704517704517,3.83248281697332,7.906626506024097,63.102409638554214,12.5,12.5,36.897590361445786
E01001579,Greenwich 003E,E02000315,Greenwich 003,E09000011,Greenwich,0.959,,,37.671,0.258,0.16100000000000003,25.599,0.604,0.728,38.595,20.833,1648,131.56,99.34,100.0,128.0,77.66990291262135,4.365260654231089,22.434915773353755,32.618683001531394,31.62327718223584,31.62327718223584,67.3813169984686
E01001576,Greenwich 003B,E02000315,Greenwich 003,E09000011,Greenwich,0.954,,,39.498,0.28099999999999997,0.173,28.006,0.656,0.795,36.402,16.859,1855,113.55999999999999,98.82000000000001,99.12,165.0,88.94878706199461,4.499240475725242,21.78423236514523,38.17427385892116,30.49792531120332,30.49792531120332,61.82572614107884
E01001575,Greenwich 003A,E02000315,Greenwich 003,E09000011,Greenwich,0.966,,,47.529999999999994,0.328,0.215,22.888,1.202,0.847,35.542,19.516,1717,125.05999999999999,94.3,99.84,195.0,113.5701805474665,4.741187565774648,24.15644171779141,34.43251533742331,35.12269938650307,35.12269938650307,65.56748466257669
E01033742,Greenwich 007F,E02000319,Greenwich 007,E09000011,Greenwich,0.98,,,13.105,0.078,0.04,7.808,-0.394,-0.19,40.546,12.514,1701,155.12,93.52000000000001,100.0,39.0,22.92768959435626,3.1750363487575566,12.453531598513012,55.8550185873606,16.82156133828996,16.82156133828996,44.1449814126394
E01033746,Greenwich 038E,E02006931,Greenwich 038,E09000011,Greenwich,0.945,,,21.824,0.145,0.085,6.379,-0.406,0.679,23.996,45.728,1394,128.85,89.3,99.61666666666667,80.0,57.38880918220947,4.067124247879732,14.084507042253522,62.46893123446562,18.55840927920464,18.55840927920464,37.53106876553438
E01001572,Greenwich 008B,E02000320,Greenwich 008,E09000011,Greenwich,0.977,,,15.488000000000001,0.103,0.066,11.117,-0.5940000000000001,0.2,23.423,32.863,1827,145.4,99.82000000000001,100.0,83.0,45.42966611932129,3.837938610951081,18.759124087591243,40.87591240875913,27.73722627737226,27.73722627737226,59.12408759124087
E01001705,Greenwich 005A,E02000317,Greenwich 005,E09000011,Greenwich,0.963,,,32.594,0.206,0.144,23.406,0.404,0.456,41.397,20.121,2144,85.18333333333334,61.949999999999996,99.93333333333334,211.0,98.41417910447761,4.599294750415757,20.44917257683215,38.061465721040186,29.9645390070922,29.9645390070922,61.938534278959814
E01001700,Greenwich 011D,E02000323,Greenwich 011,E09000011,Greenwich,0.966,,,31.145,0.203,0.116,22.57,0.331,0.544,41.348,26.016,2098,87.03333333333335,77.85000000000001,94.68333333333334,219.0,104.38512869399429,4.6576215321676955,20.597826086956523,38.58695652173913,28.858695652173914,28.858695652173914,61.41304347826087
E01001677,Greenwich 006E,E02000318,Greenwich 006,E09000011,Greenwich,0.963,,,19.733,0.139,0.081,18.257,-0.401,0.073,27.625,30.952000000000005,2258,104.00999999999999,95.6,99.24,228.0,100.97431355181577,4.6247209536469205,21.343638525564803,36.504161712247324,31.391200951248514,31.391200951248514,63.495838287752676
E01001676,Greenwich 033C,E02006786,Greenwich 033,E09000011,Greenwich,0.96,,,28.338,0.185,0.126,19.466,0.388,0.265,36.08,22.585,1963,118.38,98.4,99.67999999999999,185.0,94.24350483953133,4.556436821020633,20.938628158844764,33.068592057761734,32.20216606498195,32.20216606498195,66.93140794223827
E01001675,Greenwich 006D,E02000318,Greenwich 006,E09000011,Greenwich,0.97,,,28.69,0.196,0.1,19.697,0.17,0.729,35.171,31.051,2118,113.02000000000001,87.8,99.9,282.0,133.14447592067987,4.898917397646441,25.69046378322043,29.96352266805628,39.39551849921834,39.39551849921834,70.03647733194371
E01001600,Greenwich 032C,E02000344,Greenwich 032,E09000011,Greenwich,0.956,,,13.508,0.09,0.071,11.003999999999998,-0.484,0.144,24.478,15.736,1649,144.7,95.94,100.0,76.0,46.08853850818678,3.852029627634244,17.235772357723576,36.016260162601625,25.609756097560975,25.609756097560975,63.983739837398375
E01001593,Greenwich 014C,E02000326,Greenwich 014,E09000011,Greenwich,0.954,,,11.427999999999999,0.060000000000000005,0.059,1.4729999999999999,-0.43100000000000005,0.053,18.904999999999998,36.077,1751,133.36666666666667,93.31666666666666,99.8,52.0,29.6973158195317,3.424175218182156,10.286913925822255,64.45066480055984,14.765570328901328,14.765570328901328,35.549335199440165
E01001589,Greenwich 012B,E02000324,Greenwich 012,E09000011,Greenwich,0.966,,,27.748,0.177,0.135,16.692,-0.139,0.58,34.075,29.523999999999997,1833,120.67999999999999,80.2,99.84,245.0,133.6606655755592,4.902758025742371,19.471488178025034,41.863699582753824,26.842837273991655,26.842837273991655,58.136300417246176
E01001594,Greenwich 014D,E02000326,Greenwich 014,E09000011,Greenwich,0.957,,,36.347,0.287,0.19,19.927,0.476,0.159,31.45,18.701,1992,94.575,64.05,100.0,123.0,61.74698795180723,4.139110576091808,17.556848228450555,43.15177154944474,26.81121099947118,26.81121099947118,56.84822845055526
E01001623,Greenwich 025C,E02000337,Greenwich 025,E09000011,Greenwich,0.959,,,24.743,0.123,0.094,22.671,-0.08,0.7230000000000001,39.067,24.339,1785,126.0625,94.325,100.0,88.0,49.29971988795518,3.9179995082622585,21.888412017167383,37.6967095851216,32.04577968526466,32.04577968526466,62.3032904148784
E01001635,Greenwich 007D,E02000319,Greenwich 007,E09000011,Greenwich,0.964,,,23.232,0.141,0.08300000000000002,12.701000000000002,0.078,1.014,28.279,28.259,1737,106.47999999999999,96.92,100.0,98.0,56.41911341393207,4.050377234203322,15.135542168674698,45.85843373493976,24.77409638554217,24.77409638554217,54.14156626506024
E01001637,Greenwich 009D,E02000321,Greenwich 009,E09000011,Greenwich,0.961,,,27.056,0.187,0.111,18.73,0.021000000000000005,0.438,32.057,33.586,1963,116.75999999999999,90.36,100.0,136.0,69.28171166581764,4.252511617971347,22.956645344705045,40.511727078891255,31.13006396588486,31.13006396588486,59.488272921108745
E01001649,Greenwich 022D,E02000334,Greenwich 022,E09000011,Greenwich,0.937,,,35.196,0.218,0.151,26.785,-0.007,0.893,41.164,29.587000000000003,1619,152.02,98.22,100.0,94.0,58.06053119209389,4.078562870384607,20.89068825910931,36.11336032388664,31.821862348178136,31.821862348178136,63.88663967611336
E01001654,Greenwich 029B,E02000341,Greenwich 029,E09000011,Greenwich,0.964,,,39.916,0.247,0.178,33.54,0.352,0.481,45.893,26.801,1602,146.4,98.64,100.0,87.0,54.30711610486892,4.012901582073525,23.456790123456788,32.427983539094654,33.49794238683128,33.49794238683128,67.57201646090535
E01001665,Greenwich 037C,E02006930,Greenwich 037,E09000011,Greenwich,0.972,,,17.153,0.091,0.056,5.35,-0.091,0.714,27.603,35.14,2052,137.53333333333333,83.39999999999999,94.68333333333334,131.0,63.8401559454191,4.171925101945075,10.347003154574134,63.911671924290225,15.141955835962145,15.141955835962145,36.088328075709775
E01001694,Greenwich 001D,E02000313,Greenwich 001,E09000011,Greenwich,0.969,,,23.21,0.17,0.094,14.647,0.025,0.49,34.486,14.81,1920,111.4,98.88,100.0,108.0,56.25,4.047427642434349,21.0727969348659,39.157088122605366,30.191570881226053,30.191570881226053,60.842911877394634
E01033736,Greenwich 039A,E02006991,Greenwich 039,E09000011,Greenwich,0.998,,,10.5,0.016,0.01,7.429,-0.319,0.6200000000000001,32.455,17.532,961,122.016,50.64,79.97999999999999,116.0,120.7075962539022,4.801621415908363,3.8668624571708268,74.98776309348997,6.216348507097406,6.216348507097406,25.012236906510026
E01001582,Greenwich 021B,E02000333,Greenwich 021,E09000011,Greenwich,0.949,,,23.276,0.151,0.102,9.009,-0.238,1.036,28.153000000000002,25.74,1490,117.04,66.0,99.88,111.0,74.49664429530202,4.324088208847367,14.273576890399319,51.74171622769753,20.815632965165676,20.815632965165676,48.25828377230247
E01001591,Greenwich 012C,E02000324,Greenwich 012,E09000011,Greenwich,0.943,,,31.725,0.222,0.146,20.188,0.606,0.401,34.524,17.644,2076,94.2,48.81666666666666,99.93333333333334,172.0,82.85163776493256,4.429049020158762,19.638554216867472,37.16867469879518,31.807228915662648,31.807228915662648,62.83132530120482
E01001674,Greenwich 006C,E02000318,Greenwich 006,E09000011,Greenwich,0.966,,,22.128,0.152,0.089,17.514,-0.755,0.48600000000000004,31.154,32.6,2198,110.83999999999999,99.36,100.0,144.0,65.51410373066425,4.1974140113501175,25.20372526193248,32.07217694994179,36.37951105937136,36.37951105937136,67.92782305005821
E01001708,Greenwich 005C,E02000317,Greenwich 005,E09000011,Greenwich,0.966,,,20.619,0.127,0.106,9.936,-0.009,-0.073,33.309,23.807,1653,142.36666666666667,89.81666666666666,100.0,70.0,42.34724742891712,3.7692432047611337,15.86360266864344,47.59080800593032,24.24017790956264,24.24017790956264,52.40919199406968
E01033739,Greenwich 002E,E02000314,Greenwich 002,E09000011,Greenwich,0.993,,,19.084,0.138,0.061,6.588,-0.227,-0.15,47.597,10.334,1880,100.66,63.06,100.0,83.0,44.148936170212764,3.80996671746387,14.263074484944532,49.920760697305866,21.236133122028527,21.236133122028527,50.079239302694134
E01034173,Greenwich 005F,E02000317,Greenwich 005,E09000011,Greenwich,0.9744999999999999,0.968,0.971,38.15585923753665,0.2739706744868035,0.1723724340175953,23.78857869012708,0.4054740957966765,0.6862805474095797,36.81831085043988,24.59707038123167,3069,95.23,67.6,79.9,125.0,40.72987943955686,3.7312174055400225,26.59722222222222,34.86111111111111,35.69444444444444,35.69444444444444,65.13888888888889
E01001578,Greenwich 003D,E02000315,Greenwich 003,E09000011,Greenwich,0.95,,,26.804,0.19,0.115,20.289,-0.157,0.737,31.231,24.105,2302,131.0142857142857,70.67142857142856,99.57142857142857,369.0,160.29539530842746,5.083237437348772,17.942984907769706,38.79262157629961,28.283957518166574,28.283957518166574,61.20737842370039
E01001606,Greenwich 023B,E02000335,Greenwich 023,E09000011,Greenwich,0.963,,,6.397,0.042,0.039,7.544,-1.078,-0.597,15.509,25.502,1696,125.71999999999998,95.4,100.0,47.0,27.712264150943398,3.357324353821912,10.852713178294573,43.41085271317829,19.92248062015504,19.92248062015504,56.58914728682171
E01001610,Greenwich 023C,E02000335,Greenwich 023,E09000011,Greenwich,0.938,,,12.889000000000001,0.087,0.061,10.415,-0.31,-0.375,23.164999999999996,25.954,1703,119.24000000000001,99.47999999999999,99.72,57.0,33.470346447445685,3.540099431172948,14.898255813953487,43.895348837209305,24.636627906976745,24.636627906976745,56.104651162790695
E01001653,Greenwich 029A,E02000341,Greenwich 029,E09000011,Greenwich,0.958,,,40.929,0.282,0.17,37.645,0.33,0.433,45.776,21.524,1631,126.94000000000001,94.2,100.0,101.0,61.925199264255056,4.1419467077109235,26.69491525423729,25.76271186440678,40.67796610169492,40.67796610169492,74.23728813559322
E01001686,Greenwich 020E,E02000332,Greenwich 020,E09000011,Greenwich,0.952,,,20.534,0.169,0.09599999999999999,8.882,-0.132,0.035,28.273,24.006,1802,120.43333333333334,85.58333333333333,100.0,117.0,64.92785793562709,4.188561082617526,14.52513966480447,45.2513966480447,22.55586592178771,22.55586592178771,54.7486033519553
E01033738,Greenwich 037D,E02006930,Greenwich 037,E09000011,Greenwich,0.978,,,22.299,0.113,0.067,13.311,-0.38999999999999996,0.977,25.97,50.30200000000001,1469,111.6,46.980000000000004,89.67999999999999,256.0,174.26820966643973,5.166317427315277,10.481212920237311,61.502966381015156,15.227422544495713,15.227422544495713,38.497033618984844
E01001571,Greenwich 008A,E02000320,Greenwich 008,E09000011,Greenwich,0.97,,,17.934,0.104,0.07,13.399,-0.022,0.581,22.309999999999995,30.322,1793,167.0,98.88,100.0,70.0,39.04071388733965,3.689896783642216,16.95865451997197,41.625788367203924,26.48913805185704,26.48913805185704,58.374211632796076
E01001584,Greenwich 021D,E02000333,Greenwich 021,E09000011,Greenwich,0.968,,,8.831,0.05499999999999999,0.04,3.606,-0.9490000000000001,-0.259,30.241,19.146,1543,65.28333333333333,17.083333333333332,99.88333333333333,82.0,53.143227478937135,3.9916328959840897,6.72,70.8,10.0,10.0,29.200000000000003
E01001597,Greenwich 031A,E02000343,Greenwich 031,E09000011,Greenwich,0.937,,,15.157000000000002,0.089,0.077,8.267,-0.465,0.496,24.357999999999997,22.509,1613,118.52000000000001,91.96000000000001,99.53999999999999,96.0,59.516429014259145,4.102914882127391,16.627634660421545,41.21779859484778,23.965651834504293,23.965651834504293,58.78220140515222
E01001619,Greenwich 030D,E02000342,Greenwich 030,E09000011,Greenwich,0.968,,,14.743,0.11299999999999999,0.064,13.651,-0.162,-0.061,20.139,23.158,1954,117.8,91.06,100.0,63.0,32.24155578300921,3.503800773434946,13.39622641509434,40.37735849056604,22.57861635220126,22.57861635220126,59.62264150943396
