lsoa_code,dpi_score,imd_score,imd_income_score,imd_employ_score,imd_edu_score,imd_health_score,imd_crime_score,imd_barriers_score,imd_livenv_score,imd_pop2015,bb_q_dl_core,bb_q_ul_core,bb_q_sfu_core,crime_count_window,crime_rate_per_1000_window,crime_rate_per_1000_window_log1p,pct_no_qual,pct_level4plus,pct_low_skill,risk_edu_low,risk_edu_highskill_inverse,pct_disabled,pct_limited_a_lot,pct_limited_a_little,pct_long_term_not_limited,pct_no_long_term_condition,risk_disability_limited,fuel_poverty_pct,risk_fuel_poverty,rDERI_score_0_10,rDERI_decile,broadband_score_z,deprivation_score_z,demography_score_z
E01000024,0.96,29.339,0.155,0.1,29.298,0.263,0.2439999999999999,45.704,29.869,1535,153.05,97.75,100.0,99.0,64.49511400651465,4.18197554453845,23.745519713261647,30.0179211469534,35.93189964157706,35.93189964157706,69.9820788530466,14.487870619946092,7.479784366576819,7.008086253369273,4.043126684636119,81.46900269541779,14.487870619946092,16.9,16.9,2.666716261437484,3.0,-0.5652233729579834,0.3879718628047428,-0.5086898163554447
E01000038,0.94,19.646,0.127,0.079,18.702,-0.103,0.204,27.945,27.001,1446,158.86,99.24,100.0,124.0,85.75380359612724,4.463074263354281,23.268482490272373,28.871595330739297,34.70817120622568,34.70817120622568,71.1284046692607,13.923267326732674,6.25,7.673267326732673,4.888613861386139,81.1881188118812,13.923267326732674,10.84,10.84,2.7364909850389054,4.0,-0.5001920245945156,0.0911015287183044,-0.0874130195087845
E01000040,0.946,34.608,0.218,0.123,31.332,0.155,0.607,45.801,29.323,1711,138.92000000000002,97.98,100.0,137.0,80.07013442431327,4.395314637124716,30.687455705173637,28.70304748405386,40.39688164422395,40.39688164422395,71.29695251594615,12.613092070250136,6.386375731772219,6.226716338477914,2.607770090473656,84.7791378392762,12.613092070250136,14.63,14.63,3.0189036381445096,7.0,-0.3975390503884468,0.7815210891085719,-0.1137374814997985
E01000041,0.962,33.173,0.172,0.105,33.867,0.349,0.432,48.606,33.127,1755,158.1,99.84,100.0,80.0,45.58404558404558,3.84125811306872,25.39797395079595,31.25904486251809,35.89001447178003,35.89001447178003,68.7409551374819,12.59500542888165,5.157437567861021,7.43756786102063,3.420195439739414,83.98479913137894,12.59500542888165,16.13,16.13,2.8822337477847744,5.0,-0.3860156726938841,0.6777786701180888,-0.3925760888755981
E01000043,0.953,28.075,0.147,0.085,28.946000000000005,0.044,0.574,42.921,33.853,1516,136.525,78.175,89.75,81.0,53.43007915567282,3.9969169267105817,23.9344262295082,33.114754098360656,34.34426229508197,34.34426229508197,66.88524590163934,13.337670787247886,6.506180871828236,6.831489915419649,3.6434612882238127,83.01886792452831,13.337670787247886,15.4,15.4,2.7680727737830995,4.0,-0.250777700256923,0.1591651121786117,-0.3191466258996764
E01000050,0.944,34.701,0.176,0.114,22.642,0.61,0.74,48.003,36.588,1933,119.56,81.28,100.0,107.0,55.3543714433523,4.031659814111342,21.08345534407028,37.62811127379209,30.30746705710102,30.30746705710102,62.37188872620791,11.943539630836048,5.700325732899023,6.243213897937025,4.125950054288817,83.93051031487514,11.943539630836048,15.33,15.33,2.9795053801338645,6.0,-0.2459285620548834,0.3969916632818663,0.0122155036485212
E01000058,0.978,31.763,0.199,0.117,25.845,0.147,0.358,46.251,27.809,2022,135.01666666666668,86.38333333333333,86.38333333333333,108.0,53.41246290801187,3.996593225196803,22.844556324732537,31.780994336060413,35.053492762743865,35.053492762743865,68.21900566393958,14.192037470725996,6.4637002341920375,7.728337236533958,4.309133489461359,81.49882903981265,14.192037470725996,15.16,15.16,2.890642881147077,6.0,-0.3711082141153671,0.7757779310550807,-0.4826520792190125
E01000076,0.959,36.246,0.208,0.148,36.193,0.097,0.287,49.87,27.02,2047,167.35,99.38333333333333,100.0,108.0,52.76013678553981,3.9845322405855375,30.79754601226994,28.098159509202453,40.920245398773005,40.920245398773005,71.90184049079755,16.442797591477536,8.151922186197314,8.290875405280222,3.937007874015748,79.62019453450672,16.442797591477536,16.28,16.28,3.00205864506279,7.0,-0.5497714152784621,1.0556820409065537,-0.281400088595691
E01000081,0.956,30.608,0.162,0.116,30.952,0.225,0.192,43.718,32.758,1831,157.28,99.4,100.0,72.0,39.32277444019661,3.6969164319165273,22.059800664451828,29.43521594684385,34.48504983388705,34.48504983388705,70.56478405315615,12.904858299595142,5.161943319838056,7.742914979757084,3.8461538461538463,83.24898785425101,12.904858299595142,14.81,14.81,2.870351538425355,5.0,-0.4477055925186599,0.7762767605534018,-0.461644361944155
E01000082,0.945,27.895,0.158,0.113,31.053,-0.111,-0.221,43.176,30.006,1953,159.48000000000002,93.38,100.0,120.0,61.443932411674346,4.134269072710809,24.444444444444443,29.72222222222222,32.84722222222222,32.84722222222222,70.27777777777777,14.853556485355648,6.903765690376569,7.949790794979079,3.608786610878661,81.5376569037657,14.853556485355648,14.1,14.1,2.8914702265006564,6.0,-0.4322608469353792,0.6247698828337442,-0.2682451622237862
E01000085,0.953,35.154,0.189,0.124,36.259,-0.227,1.036,46.139,32.465,1829,149.54000000000002,93.18,100.0,136.0,74.35757244395845,4.322244416956781,26.10797743755036,28.60596293311845,37.711522965350525,37.711522965350525,71.39403706688155,14.277035236938032,6.500607533414337,7.776427703523693,2.8554070473876063,82.86755771567437,14.277035236938032,16.67,16.67,2.925386367646609,6.0,-0.3974729395062399,0.7517032380626976,-0.3378843755547722
E01000086,0.957,38.156,0.2179999999999999,0.142,28.503,0.8900000000000001,0.868,42.757,26.281,1383,168.05,99.6,99.8,88.0,63.629790310918295,4.1686754548152365,25.0,28.66300366300366,36.81318681318682,36.81318681318682,71.33699633699634,15.644383184011026,6.616126809097174,9.028256374913852,4.272915230875259,80.08270158511371,15.644383184011026,15.73,15.73,2.869074541497396,5.0,-0.5269439782385569,0.6528563666704316,-0.2624526186885192
E01000025,0.958,36.702,0.219,0.138,25.691000000000003,0.395,0.837,47.02900000000001,28.042,1637,165.12,100.0,100.0,83.0,50.70250458155162,3.945506224858425,28.13793103448276,31.03448275862069,37.24137931034483,37.24137931034483,68.9655172413793,13.90625,5.989583333333334,7.916666666666666,3.854166666666667,82.23958333333333,13.90625,13.73,13.73,2.911487211582266,6.0,-0.4968062600786664,0.9241129511321649,-0.4486968645261808
E01000028,0.936,40.078,0.26,0.155,27.699,1.138,-0.1109999999999999,48.625,16.282,1629,129.86,86.28,100.0,111.0,68.13996316758748,4.236132901771143,24.29837518463811,32.64401772525849,34.26883308714919,34.26883308714919,67.3559822747415,15.096418732782368,8.484848484848486,6.6115702479338845,2.8650137741046837,82.03856749311295,15.096418732782368,11.74,11.74,3.1989051713427887,8.0,-0.3667900787418086,0.7910009851933948,0.3347363598296358
E01000033,0.942,37.978,0.257,0.136,32.037,0.278,0.162,55.686,21.763,1520,153.5,99.825,100.0,92.0,60.526315789473685,4.119464982305628,27.982062780269057,26.547085201793724,38.83408071748879,38.83408071748879,73.45291479820628,17.174335709656514,8.101101749837978,9.073233959818536,4.73104342190538,78.0946208684381,17.174335709656514,14.93,14.93,2.946892738432415,6.0,-0.390059880955834,0.7942479108185704,-0.3294524838487069
