lsoa_code,dpi_score,imd_score,imd_income_score,imd_employ_score,imd_edu_score,imd_health_score,imd_crime_score,imd_barriers_score,imd_livenv_score,imd_pop2015,bb_q_dl_core,bb_q_ul_core,bb_q_sfu_core,crime_count_window,crime_rate_per_1000_window,crime_rate_per_1000_window_log1p,pct_no_qual,pct_level4plus,pct_low_skill,risk_edu_low,risk_edu_highskill_inverse,pct_disabled,pct_limited_a_lot,pct_limited_a_little,pct_long_term_not_limited,pct_no_long_term_condition,risk_disability_limited,fuel_poverty_pct,risk_fuel_poverty,rDERI_score_0_10,rDERI_decile,broadband_score_z,deprivation_score_z,demography_score_z
E01001106,0.945,12.55,0.079,0.067,15.951,-0.233,-0.167,21.787000000000003,11.849,1562,113.125,85.825,98.025,60.0,38.41229193341869,3.67407774565442,16.32485643970468,29.942575881870383,27.399507793273177,27.399507793273177,70.05742411812962,15.89095744680851,6.715425531914894,9.175531914893616,7.11436170212766,76.99468085106383,15.89095744680851,7.76,7.76,2.5694864499570707,3.0,-0.247490804191049,-0.270901241752884,-0.431527433570907
E01001134,0.94,9.9,0.07,0.048,8.774,-0.898,-0.511,29.832,14.02,1658,119.53333333333336,83.39999999999999,96.23333333333332,41.0,24.7285886610374,3.2476027729057275,13.461538461538462,38.90532544378698,23.37278106508876,23.37278106508876,61.09467455621302,12.895226286422815,4.649721016738996,8.245505269683818,6.447613143211408,80.65716057036579,12.895226286422815,5.24,5.24,2.8839500168224714,5.0,0.5495943371162216,-0.2390951776846255,-0.4066525943050865
E01001176,0.973,22.748,0.129,0.079,12.329,-0.476,0.86,37.202,32.146,1953,158.22,91.32,93.18,203.0,103.9426523297491,4.65341403266519,18.60627177700348,36.65505226480836,29.33797909407665,29.33797909407665,63.34494773519164,12.506767731456415,6.226312939902544,6.280454791553872,3.84407146724418,83.6491608012994,12.506767731456415,13.82,13.82,2.72322984050564,4.0,-0.3164117693586028,0.1476584834004267,-0.3637541297464697
E01001032,0.974,3.765,0.021,0.03,1.7580000000000002,-0.763,-0.895,19.969,10.837,1475,162.18,97.02,100.0,50.0,33.898305084745765,3.55243826312207,10.195758564437195,51.549755301794455,16.6394779771615,16.6394779771615,48.450244698205545,14.717223650385606,6.812339331619537,7.904884318766067,5.591259640102828,79.69151670951156,14.717223650385606,5.92,5.92,2.3624624133899923,1.0,-0.4201120890302033,-0.9099191852113488,-0.1819567927647428
E01001079,0.937,33.984,0.229,0.137,36.746,0.431,-0.34,45.09799999999999,16.311,1786,138.62,90.42,98.28,104.0,58.23068309070549,4.081439703072371,24.94042891183479,25.337569499602857,36.29864972200159,36.29864972200159,74.66243050039714,19.33085501858736,9.789343246592315,9.541511771995044,5.514250309789343,75.1548946716233,19.33085501858736,10.09,10.09,2.9994200039660406,7.0,-0.3467329375804802,0.7048736882404016,-0.140794102897291
E01001119,0.941,8.868,0.041,0.049,11.824,-0.952,-0.8940000000000001,34.385,6.522,1438,180.925,97.375,97.55,25.0,17.385257301808068,2.911549109858353,15.021097046413502,31.729957805907173,25.14767932489452,25.14767932489452,68.27004219409282,13.073713490959666,4.242002781641168,8.831710709318498,7.3018080667593885,79.62447844228095,13.073713490959666,7.22,7.22,2.4930900843388466,2.0,-0.5317313885662046,-0.5027878844288534,-0.1228157222471203
E01001172,0.944,43.062,0.289,0.183,40.156,0.614,0.517,42.705,20.461,2124,136.5,89.96666666666665,93.6,345.0,162.42937853107344,5.096380961436496,24.21827099938688,31.57572041692213,34.51870018393623,34.51870018393623,68.42427958307786,16.742286751361164,7.441016333938294,9.301270417422868,5.399274047186933,77.8584392014519,16.742286751361164,13.49,13.49,2.8714011945314515,5.0,-0.2631918320391997,0.5669520788169762,-0.4339836328354587
E01001031,0.975,6.872,0.032,0.037,2.38,-0.811,0.58,16.908,14.699,1467,179.7,95.625,99.2,41.0,27.94819359236537,3.3655078045718665,8.735440931780367,49.001663893510816,15.141430948419302,15.141430948419302,50.998336106489184,10.714285714285714,3.296703296703297,7.417582417582418,7.554945054945055,81.73076923076923,10.714285714285714,6.27,6.27,2.109743407432384,1.0,-0.642925568013429,-0.8425456546155835,-0.7126469047619043
E01001038,0.958,18.538,0.093,0.075,13.536,0.054,-0.18,37.622,23.706,1924,121.7,87.71666666666665,100.0,83.0,43.13929313929314,3.7873503866381335,11.225144323284155,50.48107761385503,18.601667735728032,18.601667735728032,49.51892238614497,13.858267716535432,4.776902887139108,9.081364829396325,6.351706036745407,79.79002624671917,13.858267716535432,7.19,7.19,2.5732021811653367,3.0,-0.3166050773686359,0.3739262894180604,-0.9971525113395916
E01001076,0.958,36.214,0.223,0.168,39.09,0.582,0.411,36.015,18.478,1736,135.3,94.86,99.38,292.0,168.20276497695852,5.131097788509988,27.87427626137304,23.98676592224979,41.935483870967744,41.935483870967744,76.01323407775021,19.016196760647876,8.338332333533295,10.677864427114576,5.9988002399520095,74.98500299940012,19.016196760647876,11.72,11.72,2.812857808066518,5.0,-0.3048797771584268,0.446681995952641,-0.4309704263468161
E01001087,0.96,23.96,0.114,0.078,17.525,-0.569,0.782,39.793,39.387,2506,109.23888888833334,89.96666666666665,93.01666666666668,268.0,106.94333599361534,4.681606422712688,18.91168599464764,40.00892060660125,27.29705619982159,27.29705619982159,59.99107939339875,15.447154471544716,8.059384941675503,7.387769529869212,4.736656062212797,79.81618946624249,15.447154471544716,10.31,10.31,3.0114047795003067,7.0,-0.2373196696589911,0.3654406056366603,0.1217642805794331
E01001171,0.944,24.566,0.152,0.114,18.315,-0.069,-0.245,41.922,20.23,1866,142.02,94.72,100.0,145.0,77.70632368703107,4.365723504000039,16.88034188034188,38.53276353276353,24.92877492877493,24.92877492877493,61.46723646723647,19.897669130187605,12.73450824332007,7.163160886867538,4.775440591245025,75.32689027856738,19.897669130187605,10.19,10.19,3.1659413548642705,8.0,-0.301295351474816,0.1786940587698396,0.7920520634408383
E01000992,0.945,32.164,0.184,0.161,21.032,0.252,0.688,36.639,26.616,2017,118.61666666666667,89.03333333333335,99.48333333333332,155.0,76.8468021814576,4.354742820769126,17.51152073732719,33.113890717577355,29.16392363396972,29.16392363396972,66.88610928242264,18.390191897654585,8.901918976545842,9.488272921108742,5.810234541577826,75.79957356076758,18.390191897654585,12.97,12.97,2.942404826199581,6.0,-0.2794628038871598,0.4760130980500724,-0.1339993936196389
E01001023,0.977,23.385,0.142,0.119,9.142,0.109,0.227,31.872,29.812,1368,149.78,74.47999999999999,78.6,350.0,255.84795321637424,5.54848428809186,13.40050377833753,44.83627204030227,22.31738035264484,22.31738035264484,55.16372795969773,13.839629915188898,5.74402467232074,8.095605242868158,5.8211256746337705,80.33924441017733,13.839629915188898,7.27,7.27,3.306652725480113,9.0,1.4267175673345782,-0.1881228947736113,-0.1871136668943554
E01001132,0.952,9.259,0.0509999999999999,0.053,10.273,-0.624,-0.091,22.581,15.14,1487,114.76,73.17999999999999,81.26,167.0,112.30665770006723,4.7300979280027695,16.999260901699927,35.47671840354767,26.45971914264597,26.45971914264597,64.52328159645234,16.05929586164299,6.732550957381099,9.32674490426189,6.176652254478073,77.76405188387893,16.05929586164299,7.58,7.58,2.7176696190018648,4.0,-0.2054352270093672,-0.5955943277889424,0.2534261826115571
E01001135,0.941,8.602,0.067,0.041,10.582000000000004,-1.25,-0.091,21.729,15.912000000000004,1748,178.18,93.76,99.88,112.0,64.07322654462243,4.175513198025561,14.814814814814811,36.60968660968661,25.0,25.0,63.39031339031339,15.178571428571429,6.25,8.928571428571429,4.940476190476191,79.88095238095238,15.178571428571429,7.94,7.94,2.4800564445763,2.0,-0.5568349138039469,-0.5678299011594424,-0.0680564069831142
E01001137,0.955,23.5,0.141,0.117,5.45,-0.113,0.976,29.895,23.535,2005,127.5,81.44285714285715,96.78571428571428,179.0,89.27680798004988,4.502880594435141,9.037900874635568,57.31778425655977,15.685131195335275,15.685131195335275,42.68221574344023,13.836772983114445,4.596622889305816,9.24015009380863,7.176360225140713,78.98686679174483,13.836772983114445,7.34,7.34,2.8787717478545294,5.0,0.2640017149504126,0.333051000589148,-0.7072651088447657
E01000991,0.945,8.842,0.05,0.04,8.372,-0.794,-0.291,29.935,14.526,1644,132.73999999999998,84.22,97.34,66.0,40.14598540145985,3.71712636225345,17.356475300400533,36.9826435246996,27.03604806408545,27.03604806408545,63.0173564753004,14.37607820586544,6.037952846463485,8.338125359401955,6.497987349051179,79.12593444508337,14.37607820586544,7.58,7.58,2.7779162039788345,4.0,-0.3240575343218925,-0.3458639477246589,0.2858871015610006
E01001020,0.923,8.448,0.054,0.056,10.246,-0.691,-0.154,17.438,13.754,1668,156.82,94.76,100.0,57.0,34.1726618705036,3.560269129447954,14.949651432997676,32.92021688613478,23.93493415956623,23.93493415956623,67.07978311386522,12.825166364186328,4.960677555958863,7.864488808227465,5.8681185722928015,81.30671506352087,12.825166364186328,8.46,8.46,2.5349685040614336,2.0,-0.5167482222013219,-0.4579159571248553,-0.0689712445513885
E01001069,0.965,9.762,0.042,0.047,5.231,-0.371,-0.964,37.516,10.335,1361,152.525,87.35,94.825,31.0,22.777369581190303,3.168734270392073,10.640216411181244,47.339945897204686,17.22272317403066,17.22272317403066,52.660054102795314,13.76281112737921,6.881405563689605,6.881405563689605,6.44216691068814,79.79502196193266,13.76281112737921,7.64,7.64,2.4613815299446125,2.0,-0.4833978895314432,-0.6196353208262398,-0.1403902540076845
E01001074,0.933,18.325,0.114,0.067,12.592,-0.317,-0.389,39.663,27.057,2129,121.34,78.2,80.96000000000001,95.0,44.62188821042743,3.820387605969614,12.71186440677966,44.65449804432856,21.05606258148631,21.05606258148631,55.345501955671445,15.187275525910724,6.259620318111852,8.927655207798871,5.797845048742945,79.01487942534632,15.187275525910724,7.58,7.58,2.839311076113798,5.0,-0.1751440284756742,0.2320364276620929,-0.2742401976096191
E01001098,0.968,7.535,0.039,0.033,1.77,-0.524,0.017,27.862,13.365000000000002,1499,164.75,97.375,99.3,39.0,26.01734489659773,3.2964790633291714,7.101086048454469,55.88972431077694,14.20217209690894,14.20217209690894,44.11027568922306,12.057220708446868,4.223433242506812,7.833787465940055,7.220708446866484,80.72207084468664,12.057220708446868,6.56,6.56,2.277399018592778,1.0,-0.5751975654662063,-0.7149598087362277,-0.4527771227630069
E01001101,0.953,5.124,0.0259999999999999,0.035,3.284,-0.995,-0.8649999999999999,25.742,11.954,1363,158.675,99.625,100.0,28.0,20.542920029347027,3.070047225648428,8.726003490401396,45.72425828970332,17.888307155322863,17.888307155322863,54.275741710296685,10.482180293501049,3.494060097833683,6.988120195667366,7.547169811320755,81.9706498951782,10.482180293501049,6.73,6.73,2.145888797442792,1.0,-0.5687785397798509,-0.8936265167198382,-0.6375786288990538
E01001157,0.948,18.181,0.115,0.072,10.15,-0.471,0.78,27.594,25.631,1717,138.92,99.38,99.84,107.0,62.31799650553291,4.148169593727849,17.22949689869056,39.07649896623019,26.671261199172985,26.671261199172985,60.92350103376981,11.561318206374931,6.158833063209076,5.4024851431658565,4.970286331712588,83.46839546191248,11.561318206374931,11.03,11.03,2.7195289784947536,4.0,-0.2370361175076434,-0.0178534964690387,-0.2876656122018239
E01001194,0.96,18.25,0.1109999999999999,0.068,16.904,-0.374,0.7629999999999999,23.569,27.808,1663,138.26666666666668,98.85,99.81666666666666,95.0,57.12567648827421,4.062607502347737,13.757861635220126,45.990566037735846,22.87735849056604,22.87735849056604,54.00943396226416,10.21039603960396,3.96039603960396,6.25,7.116336633663366,82.67326732673267,10.21039603960396,14.37,14.37,2.396499349247573,2.0,-0.4049852605007675,-0.0641525796514944,-0.9504402208603135
E01001075,0.988,11.58,0.064,0.0459999999999999,6.045,-0.228,-0.561,31.567,24.712,1648,122.76,68.08,96.82,157.0,95.26699029126212,4.567125480096249,9.609375,47.421875,20.234375,20.234375,52.578125,12.03931203931204,5.712530712530713,6.326781326781326,6.572481572481573,81.38820638820638,12.03931203931204,9.89,9.89,2.6088243016165045,3.0,-0.2312869355967877,-0.2442508055324933,-0.3675797887964711
E01001092,0.963,19.832,0.083,0.107,3.892,-0.131,0.432,40.45,19.045,1841,120.7,62.5,99.35,125.0,67.89788158609451,4.232625431336409,15.16089108910891,51.60891089108911,20.60643564356436,20.60643564356436,48.39108910891089,19.192964304190376,11.433005690636316,7.75995861355406,7.34609415416451,73.46094154164511,19.192964304190376,5.69,5.69,2.8748254617586886,5.0,-0.2124635754695008,-0.3836216982864594,0.4751587455681267
E01001108,0.967,5.129,0.028,0.027,2.376,-1.7,-0.503,28.561,10.48,1809,173.38,90.64,97.46,39.0,21.55887230514096,3.1161284389062445,8.011243851018975,49.754040758959945,16.23330990864371,16.23330990864371,50.245959241040055,11.702127659574469,4.311310190369541,7.390817469204927,7.782754759238522,80.51511758118701,11.702127659574469,6.58,6.58,2.4162405153586133,2.0,-0.2372893311279379,-0.8405280487910622,-0.2881635745186038
E01001036,0.974,11.983,0.036,0.045,4.595,-0.6,0.297,41.006,15.814,1548,137.36,82.94,100.0,81.0,52.32558139534884,3.9764161671643423,10.530137981118374,56.57225853304285,16.485112563543936,16.485112563543936,43.42774146695715,15.977791486736582,7.341147439851943,8.636644046884639,6.107341147439852,77.91486736582357,15.977791486736582,7.84,7.84,2.576216384584163,3.0,-0.381742659464539,-0.5932117109596203,0.0433066090754071
E01001071,0.952,12.944,0.073,0.056,14.609,-0.809,-0.243,35.16,12.798,2027,135.03333333333333,76.38333333333334,99.66666666666669,69.0,34.0404538727183,3.5565032189728374,11.74142480211082,38.19261213720316,21.899736147757256,21.899736147757256,61.80738786279684,12.28255139694254,4.0063257775434895,8.276225619399051,8.065366367949393,79.65208223510807,12.28255139694254,9.87,9.87,2.4414642839631915,2.0,-0.3654894326313209,-0.2056131772951155,-0.7263960164400843
E01001082,0.95,33.023,0.202,0.146,43.40999999999999,0.186,0.614,35.11,15.077,1580,132.925,98.625,98.625,79.0,50.0,3.9318256327243257,24.27265170407315,27.431421446384043,36.824605153782215,36.824605153782215,72.56857855361596,16.763378465506126,7.543520309477756,9.219858156028367,4.706640876853642,78.52998065764024,16.763378465506126,12.17,12.17,3.0090667938325617,7.0,-0.1083133417894084,0.5278124390179796,-0.1759614928793832
E01001093,0.974,11.683,0.083,0.054,8.395,-0.625,-0.241,29.504,16.199,1828,141.18,88.4,100.0,99.0,54.15754923413567,4.010193621809984,13.569937369519833,42.58872651356994,21.920668058455117,21.920668058455117,57.41127348643006,12.71611823759063,5.01952035694367,7.69659788064696,5.409927495817066,81.8739542665923,12.71611823759063,7.98,7.98,2.4604324799429103,2.0,-0.3100037843645196,-0.2491833126995198,-0.6868130303920559
E01001159,0.964,14.456,0.093,0.053,6.753,-0.687,0.186,35.731,21.627,1943,91.83333333333331,66.35000000000001,100.0,90.0,46.32012352032939,3.856935649426504,13.25459317585302,48.75328083989501,21.522309711286088,21.522309711286088,51.24671916010499,12.384378211716342,4.933196300102774,7.451181911613566,6.474820143884892,81.14080164439876,12.384378211716342,9.43,9.43,2.682256201566476,4.0,-0.0946801561631765,-0.0977124555673442,-0.4513579028181505
E01001167,0.958,21.834,0.131,0.08,11.225,-0.061,0.43,35.614,32.091,2161,136.28571428571428,87.15714285714286,99.54285714285712,290.0,134.19713095788987,4.906733942658034,15.847598012147984,37.6035339591386,24.792932081722803,24.792932081722803,62.396466040861405,12.258064516129032,4.301075268817205,7.956989247311828,6.021505376344086,81.72043010752688,12.258064516129032,9.69,9.69,2.6850041456349816,4.0,-0.3588098122957818,0.2353281336974069,-0.5128081899948694
E01001019,0.938,5.448,0.042,0.035,5.489,-0.866,-0.971,24.244,8.491,1560,114.52,73.17999999999999,94.16,21.0,13.461538461538462,2.6714926053684125,11.70651277823578,43.11624072547403,20.85737840065952,20.85737840065952,56.88375927452597,12.867898699520875,4.58590006844627,8.281998631074607,8.624229979466119,78.507871321013,12.867898699520875,7.12,7.12,2.8434207808877083,5.0,0.4726672526776179,-0.7580320463864668,0.0791748105595779
E01001022,0.938,9.338,0.052,0.044,5.282,-1.004,0.057,34.22,7.241,1486,123.31999999999998,67.32000000000001,98.78,48.0,32.30148048452221,3.505601854992787,18.312101910828023,34.394904458598724,27.38853503184713,27.38853503184713,65.60509554140128,15.654520917678813,5.600539811066127,10.053981106612683,7.08502024291498,77.26045883940621,15.654520917678813,7.37,7.37,2.805526505168181,5.0,-0.129180925567326,-0.577073872797835,0.3971821626462934
E01001028,0.969,6.172,0.034,0.048,2.573,-0.964,-0.575,23.941,14.207,1555,154.4,95.225,99.6,69.0,44.37299035369775,3.814917001878527,11.127272727272729,52.29090909090909,17.30909090909091,17.30909090909091,47.70909090909091,13.828502415458937,6.461352657004831,7.367149758454106,5.978260869565218,80.19323671497585,13.828502415458937,6.17,6.17,2.397531695415887,2.0,-0.5087849155135986,-0.8902605250697212,-0.0177298089188237
E01001081,0.953,34.64,0.215,0.125,50.0,0.784,0.0619999999999999,35.987,19.234,1461,146.925,98.875,100.0,108.0,73.92197125256673,4.316447188662833,29.57619477006312,25.33814247069432,41.2082957619477,41.2082957619477,74.66185752930568,17.379497623896807,8.621860149355058,8.757637474541752,5.906313645621181,76.71418873048201,17.379497623896807,11.67,11.67,2.8525302873392966,5.0,-0.4429340036765505,0.2651651039808541,-0.0036888469998163
E01001097,0.944,22.424,0.145,0.1,12.626,-0.238,0.607,31.206,26.437,2456,87.79166666625,55.8875,97.0375,546.0,222.31270358306188,5.408573047434204,14.964249233912156,44.99489274770173,23.13585291113381,23.13585291113381,55.00510725229827,16.82712431979908,8.539137714524905,8.287986605274174,6.111343658434492,77.06153202176644,16.82712431979908,6.95,6.95,3.112192471518995,7.0,-0.0167096076878398,0.5159772517641652,0.0242553424172764
E01001015,0.942,24.292,0.173,0.102,20.311,-0.126,-0.3799999999999999,44.38,10.141,1534,135.3,89.7,93.1,108.0,70.40417209908735,4.268356300398739,17.01388888888889,38.71527777777778,26.822916666666668,26.822916666666668,61.28472222222222,17.446524064171122,5.949197860962567,11.497326203208557,6.216577540106952,76.33689839572193,17.446524064171122,7.18,7.18,2.948990284757882,6.0,0.3839732046166973,-0.0040326183567317,-0.2995102189106799
E01001016,0.959,14.363,0.068,0.061,7.308,-0.578,-0.2199999999999999,44.543,11.141,1770,126.36,74.74,95.32,81.0,45.76271186440678,3.845086130311567,12.749287749287747,41.95156695156695,21.7948717948718,21.7948717948718,58.04843304843305,13.594994311717862,5.460750853242321,8.13424345847554,6.598407281001138,79.806598407281,13.594994311717862,7.2,7.2,2.4941644973233315,2.0,-0.3357108521763481,-0.5058861675553128,-0.3128209529338849
E01001049,0.966,12.324,0.043,0.047,1.574,-1.121,0.881,36.917,13.787999999999998,1529,126.0,63.28,92.44,68.0,44.47351209941138,3.817130004779545,8.395677472984206,59.933499584372406,13.71571072319202,13.71571072319202,40.0665004156276,11.396803335649755,4.169562195969423,7.227241139680333,5.628908964558722,82.97428769979153,11.396803335649755,6.78,6.78,2.793293340716412,5.0,0.4089117578641143,-0.7983523151181151,0.0471549788354627
E01001061,0.955,23.65,0.147,0.091,23.609,-0.058,0.624,35.273,14.612,1570,114.5,78.0,99.88,80.0,50.955414012738856,3.950385927952272,16.67930250189538,31.46322971948446,26.838514025777105,26.838514025777105,68.53677028051554,16.790123456790123,7.28395061728395,9.506172839506172,6.172839506172839,77.03703703703704,16.790123456790123,8.78,8.78,2.742897534724081,4.0,-0.2294069151242849,0.1376444123169503,-0.3873472819174339
E01001062,0.963,9.874,0.078,0.058,6.199,-0.624,-0.172,20.804,14.39,1492,115.2,32.28,96.84,183.0,122.65415549597856,4.817488600325317,18.773946360153257,38.39080459770115,26.513409961685824,26.513409961685824,61.60919540229885,13.236267372600926,4.963600264725347,8.272667107875579,6.221045665122436,80.54268696227663,13.236267372600926,7.03,7.03,2.8528047035896087,5.0,-0.0895138805870896,-0.6629345993734357,0.5717357711686076
E01001070,0.949,14.452,0.104,0.071,10.538,-0.224,-0.569,32.646,8.697,1834,124.04,84.03999999999999,87.14,67.0,36.53217011995638,3.625198435081828,14.846538187009278,36.40256959314775,23.69735902926481,23.69735902926481,63.597430406852254,13.860830527497194,7.182940516273851,6.677890011223345,5.274971941638609,80.8641975308642,13.860830527497194,8.69,8.69,2.706586302516474,4.0,-0.3142584456014947,-0.1986885648842451,-0.0647474764573691
E01001102,0.923,7.129,0.053,0.045,4.692,-0.554,-0.209,18.332,13.573,1567,135.0,79.0,97.7,67.0,42.7568602425016,3.778648406053813,12.71393643031785,45.55827220863896,19.559902200489,19.559902200489,54.441727791361046,15.557020435069216,7.317073170731707,8.239947264337507,6.130520764667106,78.31245880026367,15.557020435069216,6.8,6.8,2.6225925845075846,3.0,-0.2714788591506344,-0.889005491563586,0.3547475976542713
E01001105,0.956,20.775,0.1179999999999999,0.0879999999999999,18.693,0.228,-0.048,35.995,15.602,1749,153.64,97.24,99.68,43.0,24.58547741566609,3.2420249020660004,17.221418234442837,29.088277858176557,27.78581765557164,27.78581765557164,70.91172214182345,15.198618307426598,6.390328151986183,8.808290155440414,6.4478986758779495,78.35348301669545,15.198618307426598,9.13,9.13,2.7860607165523628,5.0,-0.4513333638277339,0.1199629948434147,-0.0305517256337593
E01001123,0.949,9.235,0.036,0.04,9.24,-0.761,-0.07,33.668,11.107,1550,157.71999999999997,99.7,100.0,49.0,31.612903225806456,3.4847080145353253,12.074074074074074,39.48148148148148,20.29629629629629,20.29629629629629,60.51851851851852,11.564625850340136,4.700061842918986,6.864564007421151,6.246134817563389,82.18923933209648,11.564625850340136,7.6,7.6,2.4256016779805334,2.0,-0.4979950488833597,-0.6663894089623984,-0.1761810156678438
E01001173,0.965,19.768,0.13,0.085,10.557,-0.012,0.005,37.138,17.055,2806,108.725,79.83749999999999,99.9375,144.0,51.31860299358518,3.957352005599516,13.348837209302324,44.51162790697674,22.74418604651163,22.74418604651163,55.48837209302326,13.686131386861314,5.729927007299271,7.9562043795620445,4.635036496350365,81.67883211678833,13.686131386861314,6.87,6.87,2.9164061279070266,6.0,-0.1822644877128952,0.5166858433669019,-0.3424567110268553
E01001010,0.956,41.778000000000006,0.2489999999999999,0.147,42.515,0.2469999999999999,1.277,40.48,35.766,1631,131.275,86.275,88.775,330.0,202.3298589822195,5.314829581380573,22.665662650602407,30.57228915662651,33.81024096385542,33.81024096385542,69.42771084337349,15.88235294117647,8.470588235294118,7.411764705882352,4.823529411764706,79.29411764705883,15.88235294117647,15.13,15.13,2.858022160232504,5.0,-0.4124695820088654,0.4161002324124569,-0.1701780065427531
E01001018,0.951,6.431000000000001,0.037,0.032,6.553,-0.633,-0.134,20.002,15.917,1579,168.06,86.92,98.34,48.0,30.39898670044332,3.44677562170698,13.749060856498874,34.78587528174305,22.764838467317805,22.764838467317805,65.21412471825695,12.682038834951456,4.91504854368932,7.766990291262135,7.342233009708737,79.97572815533981,12.682038834951456,6.97,6.97,2.407232177457657,2.0,-0.5981963181221737,-0.605247011740048,-0.1869951892311446
E01001067,0.955,6.996,0.018,0.04,1.78,-0.579,-0.77,32.863,11.241,1746,148.68,90.6,97.76,49.0,28.06414662084765,3.369505339664215,8.819133034379671,49.55156950672646,15.54559043348281,15.54559043348281,50.44843049327354,14.147521160822247,6.590084643288996,7.557436517533253,6.2273276904474,79.62515114873035,14.147521160822247,6.66,6.66,2.177008961490269,1.0,-0.4517678211131866,-0.7870655839185614,-0.7766592862837994
E01001068,0.965,17.303,0.099,0.074,15.84,-0.648,-0.299,41.932,13.211,1921,64.78,40.32000000000001,97.84,78.0,40.60385216033316,3.72819276298811,10.3612815269257,44.03544648943422,19.700068166325835,19.700068166325835,55.96455351056578,12.690631808278868,5.174291938997822,7.516339869281046,7.952069716775599,79.35729847494554,12.690631808278868,6.42,6.42,2.8332601009613296,5.0,0.1782297516130228,0.032140629059009,-0.444146527770541
E01001094,0.968,8.462,0.04,0.037,1.581,-0.8200000000000001,-0.15,34.082,14.995,1539,239.625,89.375,98.425,63.0,40.93567251461988,3.736136837379915,8.845029239766083,58.91812865497076,14.400584795321638,14.400584795321638,41.08187134502924,13.755325623858797,7.121119902617163,6.634205721241631,5.112598904443092,81.13207547169812,13.755325623858797,6.08,6.08,2.208830201131797,1.0,-0.9710311824078632,-0.8186918508404336,-0.13937524940763
E01001107,0.973,7.039,0.031,0.035,1.512,-1.221,-0.8470000000000001,35.144,14.767,1690,116.18,57.38,72.32000000000001,140.0,82.84023668639054,4.4289130436411535,8.394160583941606,54.45255474452555,15.985401459854016,15.985401459854016,45.54744525547445,12.77744451109778,4.379124175164967,8.398320335932812,7.078584283143371,80.14397120575885,12.77744451109778,4.71,4.71,2.5411516250368704,2.0,0.1424080140513726,-0.7147206408268985,-0.4545356735844933
E01001122,0.971,9.529,0.034,0.023,6.589,-0.947,-0.7160000000000001,41.683,17.708,1562,179.725,93.25,96.3,49.0,31.370038412291933,3.477233254600777,10.98993288590604,48.32214765100672,17.533557046979865,17.533557046979865,51.67785234899328,12.62135922330097,4.091539528432732,8.52981969486824,8.321775312066574,79.05686546463245,12.62135922330097,6.55,6.55,2.341588652017473,1.0,-0.1932326360500318,-0.8023096772899168,-0.5731178472301492
E01001017,0.96,8.041,0.036,0.031,3.663,-1.171,-1.283,39.662,13.522,1654,150.42000000000002,88.82000000000001,98.76,33.0,19.95163240628779,3.0422165624871558,10.223880597014926,47.6865671641791,18.43283582089552,18.43283582089552,52.3134328358209,12.613705275924804,4.30563978168587,8.308065494238932,6.913280776228017,80.47301394784718,12.613705275924804,7.3,7.3,2.3615067898465605,1.0,-0.4792209829482153,-0.6384831842177819,-0.3968784100437357
E01001103,0.936,7.187,0.053,0.059,7.346,-0.831,-0.751,19.922,7.966999999999999,1685,134.7,89.2,100.0,36.0,21.364985163204743,3.107496573491108,16.46795827123696,37.5558867362146,25.78241430700447,25.78241430700447,62.4441132637854,16.717697489283527,8.14451928965095,8.573178199632578,7.409675443968157,75.87262706674831,16.717697489283527,7.16,7.16,2.5551025137739574,3.0,-0.3944052529201198,-0.6234017832847017,0.0288352861079123
E01001021,0.922,35.481,0.238,0.145,36.348,0.673,0.496,38.442,10.64,1405,141.34,77.08,99.5,72.0,51.245551601423486,3.955954750405714,21.31931166347992,27.342256214149145,32.026768642447415,32.026768642447415,72.65774378585085,21.06038291605302,9.3519882179676,11.70839469808542,5.522827687776141,73.41678939617083,21.06038291605302,9.15,9.15,3.1976937051071235,8.0,-0.4069606382817786,0.4532201662968395,0.7093986172193238
E01001027,0.967,10.503,0.0589999999999999,0.051,10.971,-0.714,-0.252,30.415,13.738,1618,128.425,65.45,77.625,79.0,48.82571075401731,3.908531131004988,7.670850767085077,53.417015341701536,13.854021385402138,13.854021385402138,46.582984658298464,9.553264604810996,4.22680412371134,5.326460481099656,6.494845360824743,83.95189003436427,9.553264604810996,5.08,5.08,2.1433596984510443,1.0,-0.6158272453374888,-0.6248480812983765,-0.8661748421021525
E01001065,0.942,15.885,0.085,0.063,11.544,-0.495,0.592,31.752,20.193,1378,105.74,89.72,98.16,126.0,91.43686502177069,4.52652587117652,15.81272084805654,36.83745583038869,26.67844522968198,26.67844522968198,63.16254416961131,16.36500754147813,6.259426847662142,10.105580693815988,7.315233785822022,76.31975867269985,16.36500754147813,7.38,7.38,2.8349116648154924,5.0,0.0623503493009017,-0.2207054833357846,-0.0709370305365025
E01001104,0.958,5.761,0.033,0.034,3.031,-0.92,-0.3339999999999999,19.426,22.051,1708,138.7,94.2,98.88,50.0,29.27400468384075,3.4102894130553234,9.024745269286754,46.65211062590976,17.46724890829694,17.46724890829694,53.34788937409024,12.783751493428912,4.838709677419355,7.945041816009558,7.4074074074074066,79.80884109916367,12.783751493428912,7.17,7.17,2.306217172664415,1.0,-0.3757683950426296,-0.6495145109821379,-0.6394105353523857
