cluster,Q1,Q2,Q3,Q4
1,0.004069175991861648,0.029501525940996948,0.05798575788402848,0.9084435401831129
2,0.001949317738791423,0.04483430799220273,0.0029239766081871343,0.9502923976608187
3,0.005060728744939271,0.02631578947368421,0.038461538461538464,0.930161943319838
4,0.23516483516483516,0.17032967032967034,0.17252747252747253,0.421978021978022
5,0.0,0.0,0.0,1.0
6,0.16666666666666666,0.0,0.16666666666666666,0.6666666666666666
