cluster,risk_infra,risk_vulnerability,risk_participation,risk_overall_mean
1,-0.13494314099255444,0.3707238781959555,-0.24752865541018987,-0.003915972735596278
2,-0.31095985317800834,-0.39259202670931126,0.8665620449419495,0.05433672168487665
3,0.32379374558308494,0.046871735863405685,-0.4017372838860588,-0.010357267479856047
4,0.17048274746852335,0.6927415061782657,1.7005191898140999,0.8545811478202964
5,-0.04124721964873731,-0.738608316940418,-1.3433771988668721,-0.7077442451520092
6,2.29481563462303,4.403547788039715,-0.5744380965928995,2.0413084420232814
